year,veut_VERB analyser_VERB,veut_VERB canaliser_VERB
1971,6.88545256366524e-08,1.0276794970565106e-09
1972,6.463984902893571e-08,3.0780880067027283e-09
1973,9.758370822510187e-08,1.102640756478479e-09
1974,8.438357212980918e-08,1.6876715580593782e-09
1975,7.881842378765214e-08,5.711480177694739e-10
1976,7.370449850441219e-08,2.285410749536254e-09
1977,7.345977337536169e-08,5.289103821581875e-09
1978,7.960392167660757e-08,3.5643548113029055e-09
1979,7.72460495568339e-08,2.3407893401383717e-09
1980,6.99273527970945e-08,2.2740602734216964e-09
1981,7.527403766971474e-08,5.69299452024552e-09
1982,6.642027727821187e-08,2.483000915987077e-09
1983,7.010000757645685e-08,6.315316047889041e-10
1984,7.59670086836195e-08,3.479405208395292e-09
1985,7.098358167922925e-08,1.8046674155058895e-09
1986,7.193382600689802e-08,5.395036861699509e-09
1987,6.905222704745029e-08,1.2221633705067347e-09
1988,8.155313224733618e-08,3.597932174415064e-09
1989,6.530865448439727e-08,3.841685636274406e-09
1990,6.974273247806195e-08,2.724325431913144e-09
1991,7.737133955743047e-08,7.6199047072123e-09
1992,7.162927317949652e-08,4.958949695321735e-09
1993,6.702440913386454e-08,1.1078414852150331e-09
1994,7.806891488826295e-08,1.5824779264761446e-09
1995,6.398492047310356e-08,3.253470381991974e-09
1996,6.619234227400739e-08,6.939520069693117e-09
1997,6.712852496093547e-08,1.438468344439059e-09
1998,8.010457008822414e-08,1.9072516899143466e-09
1999,6.48968594418875e-08,2.7421207526856506e-09
2000,6.71540760777134e-08,8.836062992401139e-10
2001,8.587175415186721e-08,2.190605918883648e-09
2002,4.9069679874946814e-08,4.81934359086722e-09
2003,5.5003383181428944e-08,8.333845835650777e-10
2004,6.166708033106261e-08,3.0833537945085254e-09
2005,5.6747243348809207e-08,1.8014998381943315e-09
2006,5.47679341877938e-08,3.706100981659688e-09
2007,6.950394038085506e-08,7.988958938831558e-10
2008,6.130713359198126e-08,4.257439734089985e-09
2009,4.196009228962794e-08,2.384096253749135e-09
2010,5.0544585405987164e-08,4.723793023408973e-10
2011,4.703485600998647e-08,2.6767803529281764e-09
2012,3.3702100665777834e-08,0.0
2013,4.239469930666928e-08,1.3945624655065103e-09
2014,2.8583876598986535e-08,1.5158115873603606e-09
2015,2.8593822420930337e-08,2.659890530054554e-09
2016,3.0034431830472386e-08,1.4499380585064614e-09
2017,3.1193579275168304e-08,1.7609279590047322e-09
2018,2.5040227669137494e-08,1.290733298020541e-09
2019,2.806086563111876e-08,1.7856913725466939e-09
