year,veut_VERB analyser_VERB,veut_VERB canaliser_VERB
1800,2.04370692813427e-07,0.0
1801,1.6668278135512082e-07,0.0
1802,1.0517848636482086e-07,0.0
1803,9.361627917314763e-08,0.0
1804,6.179627121127851e-08,0.0
1805,1.0802935435094696e-07,0.0
1806,1.4408345627714425e-08,0.0
1807,9.394951661079176e-08,0.0
1808,7.704651494577774e-08,0.0
1809,8.132509776714869e-08,0.0
1810,1.778496283577624e-07,0.0
1811,1.353821517113829e-07,0.0
1812,1.2002436733382638e-07,0.0
1813,1.35159851311073e-07,0.0
1814,1.0069366851439554e-07,0.0
1815,5.394447111228828e-09,0.0
1816,1.4600904307826568e-07,0.0
1817,3.269434145636296e-08,0.0
1818,4.6492591110336434e-08,0.0
1819,5.900098543065724e-08,0.0
1820,5.458581142647745e-08,0.0
1821,5.325203744632745e-08,0.0
1822,7.418955760840618e-08,0.0
1823,4.644862983127496e-08,0.0
1824,8.084268188213173e-08,0.0
1825,3.6982861217893515e-08,0.0
1826,4.1397527184017235e-08,0.0
1827,6.544264152807955e-08,0.0
1828,9.722639049414283e-08,0.0
1829,3.257806824308318e-08,0.0
1830,7.931995327226105e-08,0.0
1831,5.3010101197514814e-08,0.0
1832,2.7195238772037555e-07,0.0
1833,6.602667923516492e-08,0.0
1834,4.667265329771908e-08,0.0
1835,3.479020449503878e-08,0.0
1836,9.610672435655943e-08,0.0
1837,3.2006298056330706e-08,0.0
1838,4.418513199766494e-08,0.0
1839,4.824117993962318e-08,0.0
1840,6.624475901162441e-08,6.369688665408546e-10
1841,6.741576186186649e-08,0.0
1842,4.293289634915709e-08,2.683306021822318e-09
1843,1.4708209050695586e-07,1.1813822142769936e-09
1844,6.421616660645668e-08,0.0
1845,3.794555070157912e-08,0.0
1846,6.264316709803097e-08,0.0
1847,7.981971350545791e-08,1.0786447290911383e-09
1848,5.873011943435813e-08,0.0
1849,8.211826951765033e-08,0.0
1850,4.5486274302675156e-08,2.0366988096043315e-09
1851,4.063146263888484e-08,0.0
1852,4.7526981461487594e-08,0.0
1853,7.584353767242646e-08,0.0
1854,4.052618152172727e-08,0.0
1855,6.102978034050466e-08,0.0
1856,3.158085348786699e-08,0.0
1857,5.613735609699688e-08,0.0
1858,7.193703766006365e-08,5.872411001917044e-09
1859,7.841946825237756e-08,1.018434669930457e-09
1860,2.5632230560290736e-08,0.0
1861,5.989274143303192e-08,0.0
1862,1.115942609430931e-07,0.0
1863,5.2942979777981236e-08,0.0
1864,9.973034309496143e-08,0.0
1865,5.5070078275321066e-08,0.0
1866,5.5954547661940524e-08,0.0
1867,4.367530337390235e-08,0.0
1868,7.064019769131846e-08,4.93987406535723e-10
1869,8.204312251791634e-08,0.0
1870,4.12851512976431e-08,0.0
1871,5.8416475212652585e-08,0.0
1872,5.744972497723211e-08,0.0
1873,5.447263973223926e-08,5.986004469882289e-10
1874,3.525019565131515e-08,0.0
1875,4.748867610260277e-08,0.0
1876,3.748529309177684e-08,0.0
1877,7.916564470633602e-08,0.0
1878,4.7708802242141246e-08,6.039088673581716e-10
1879,3.9099681714560575e-08,0.0
1880,4.4924924225142604e-08,6.417846254436199e-09
1881,2.998178416646624e-08,0.0
1882,4.991538915533056e-08,0.0
1883,6.382532546922448e-08,0.0
1884,3.762967182296961e-08,6.601696966868076e-10
1885,6.381179673553561e-08,0.0
1886,4.1947515683204983e-08,3.872078213618124e-09
1887,5.3537181798901656e-08,6.528924623161458e-10
1888,5.960177773545183e-08,1.9021844099853524e-09
1889,5.0121094830046786e-08,0.0
1890,3.1461055982617836e-08,1.9663159989136147e-09
1891,6.182993672609882e-08,0.0
1892,5.767031296954883e-08,0.0
1893,6.651089989873071e-08,6.158416554491453e-10
1894,3.7809236630437226e-08,3.780923574225881e-09
1895,2.888934957923084e-08,4.814891596538473e-09
1896,3.951009475144929e-08,0.0
1897,4.661370667236042e-08,1.1653427112179315e-09
1898,5.488604415404552e-08,0.0
1899,4.5878898902174114e-08,3.8693048765026106e-09
1900,6.436906119233754e-08,5.191053142894475e-10
1901,2.9620316865930363e-08,0.0
1902,1.718599307309887e-08,0.0
1903,4.6981917023458664e-08,0.0
1904,3.9772224624812225e-08,0.0
1905,4.18021492976095e-08,0.0
1906,4.372556716703002e-08,5.144184522798412e-10
1907,3.7028470956101955e-08,0.0
1908,4.911388984396581e-08,9.822778146428846e-10
1909,4.2357573448725816e-08,2.2003934230241384e-09
1910,4.80973554317643e-08,3.740905363258662e-09
1911,3.085817112946643e-08,2.6601871816467337e-09
1912,3.6986889995205274e-08,0.0
1913,3.818152549683873e-08,0.0
1914,3.281404303834279e-08,3.3483718020477227e-09
1915,5.0657277483878715e-08,0.0
1916,1.538244731591476e-08,0.0
1917,3.61891991929042e-08,2.1932848870420685e-09
1918,3.101321510712296e-08,0.0
1919,4.4197673076951105e-08,9.207848372660976e-10
1920,2.953170330499688e-08,7.572231730534895e-10
1921,4.8465583546430935e-08,0.0
1922,4.721878710256533e-08,0.0
1923,3.503262746562541e-08,2.1231896241147297e-09
1924,2.3204924204378585e-08,0.0
1925,2.74954441437103e-08,0.0
1926,2.452150482668003e-08,1.1146138456652466e-09
1927,2.6758140592164636e-08,0.0
1928,3.427812345080383e-08,1.1426041224282812e-09
1929,4.121950425428622e-08,0.0
1930,4.3064773080914165e-08,1.0503603542488804e-09
1931,5.2464642408267537e-08,2.2810713318222042e-09
1932,3.507051715700982e-08,0.0
1933,4.932384811695556e-08,6.882397318719313e-09
1934,3.2350264689284813e-08,0.0
1935,5.505410882733486e-08,1.196828414151696e-09
1936,5.698615979099486e-08,0.0
1937,5.791914503561202e-08,0.0
1938,4.6674770715071645e-08,0.0
1939,5.6587985852729616e-08,0.0
1940,6.339457314652464e-08,0.0
1941,4.427253941230447e-08,5.9030051957620344e-09
1942,1.3350532412914617e-07,0.0
1943,7.83873517207212e-08,0.0
1944,6.105053529381621e-08,0.0
1945,4.574858536443571e-08,2.178504043826024e-09
1946,2.7842208538686464e-08,1.3921104269343232e-09
1947,4.649139739854036e-08,2.3841741914054637e-09
1948,2.8266908813634473e-08,2.174377566888097e-09
1949,3.6322930441201606e-08,9.817008317369869e-10
1950,4.679559140186029e-08,2.1270722960764488e-09
1951,4.157946520422229e-08,6.396841278899501e-09
1952,4.74516177462192e-08,0.0
1953,5.171437322815109e-08,1.0773827385790469e-09
1954,5.765796373680132e-08,0.0
1955,4.035811329572425e-08,2.815682353940474e-09
1956,4.971050771018781e-08,8.72114158667614e-10
1957,4.4175187952077977e-08,0.0
1958,4.1361218450219894e-08,1.6544486891589827e-09
1959,6.123090656728891e-08,3.8753737996444215e-09
1960,6.920833328649678e-08,2.076250060767393e-09
1961,7.295567172604933e-08,4.86371165564492e-09
1962,6.468795277214667e-08,0.0
1963,7.177319361062473e-08,1.2932106496776896e-09
1964,8.21335746081786e-08,6.083968329129164e-10
1965,7.332538132232003e-08,5.47204326295514e-09
1966,6.092982118843793e-08,3.8773522170743036e-09
1967,6.360132687177611e-08,9.860671168482327e-10
1968,8.084548852593798e-08,1.3474247273492779e-09
1969,7.675570401488585e-08,3.1792304344691047e-09
1970,5.932355406912393e-08,3.219107425067591e-09
