year,furent_VERB en_PRON,furent_VERB quand_ADV
1800,1.6349655140857067e-07,0.0
1801,1.4287095950749062e-07,0.0
1802,2.1259481286506343e-07,0.0
1803,1.7553053055507917e-07,0.0
1804,7.909923027682453e-08,0.0
1805,1.7341554325867037e-07,0.0
1806,2.3341519295172475e-07,0.0
1807,1.537355700520493e-07,0.0
1808,1.3369836437959748e-07,0.0
1809,1.7394535234416253e-07,0.0
1810,9.126494404654295e-08,0.0
1811,2.1560860830049933e-07,0.0
1812,9.868670503010435e-08,0.0
1813,1.8117172828624462e-07,0.0
1814,2.7690759907272877e-07,0.0
1815,1.0519171667056071e-07,0.0
1816,1.1356259221884102e-07,0.0
1817,2.1017791596023017e-07,0.0
1818,2.0504424469436344e-07,0.0
1819,1.8631889986409078e-07,0.0
1820,3.263282337684359e-07,0.0
1821,1.85395975904612e-07,0.0
1822,1.6542266223495972e-07,0.0
1823,2.174191138237802e-07,0.0
1824,3.0147583629513974e-07,0.0
1825,4.966269671058399e-07,0.0
1826,3.5320016422701883e-07,0.0
1827,2.1844937236892292e-07,0.0
1828,2.1004569816795993e-07,0.0
1829,2.280464883597233e-07,0.0
1830,1.3672254794983019e-07,0.0
1831,1.886535869743966e-07,0.0
1832,1.3800568865462992e-07,0.0
1833,1.7259606011066353e-07,0.0
1834,2.735017687882646e-07,0.0
1835,3.5622144878288964e-07,0.0
1836,2.4665152409397706e-07,5.376600054063374e-09
1837,2.5952934379347425e-07,0.0
1838,3.118207985153276e-07,5.680945491803868e-09
1839,2.391084592545667e-07,0.0
1840,2.4332211978617124e-07,0.0
1841,2.41412635659799e-07,0.0
1842,2.5826821570262837e-07,4.695785538189057e-09
1843,1.9610945400927449e-07,0.0
1844,1.5532629049630486e-07,0.0
1845,2.2209307815046486e-07,0.0
1846,2.2364194762758416e-07,2.3418005312692003e-09
1847,1.9847063015276944e-07,0.0
1848,1.995214944372492e-07,0.0
1849,2.639515628288791e-07,0.0
1850,2.3014696637346788e-07,6.788996032014438e-10
1851,1.6252585055553936e-07,6.449438760824933e-10
1852,1.7969105670090357e-07,0.0
1853,1.964765630191323e-07,0.0
1854,2.2081573547438893e-07,1.558699391779328e-09
1855,1.6186157836273196e-07,0.0
1856,1.791307511211926e-07,0.0
1857,1.9428405551025207e-07,9.763018171682347e-10
1858,1.8449158289968182e-07,0.0
1859,2.0623302532385424e-07,0.0
1860,1.8766453990792797e-07,0.0
1861,1.730758754092676e-07,0.0
1862,1.9743599466437445e-07,0.0
1863,1.8380204380719078e-07,0.0
1864,2.0233751740761363e-07,0.0
1865,2.0615978257865208e-07,0.0
1866,1.4888775012877886e-07,4.865612912574591e-10
1867,1.6693671511802677e-07,0.0
1868,1.9660699024370842e-07,0.0
1869,1.3527348130537575e-07,0.0
1870,1.9667787398702785e-07,0.0
1871,1.901190671560471e-07,0.0
1872,1.6872076002982794e-07,0.0
1873,1.556361155508057e-07,0.0
1874,1.9297986852961913e-07,0.0
1875,1.350280456335895e-07,5.721527140956084e-10
1876,1.4933657155324909e-07,0.0
1877,1.5523887952895166e-07,0.0
1878,1.497694057661647e-07,0.0
1879,1.3562701894898055e-07,0.0
1880,1.5017759835700417e-07,0.0
1881,1.01798612206494e-07,0.0
1882,1.2512124669683544e-07,0.0
1883,1.2575485186516744e-07,0.0
1884,1.2477207178562821e-07,0.0
1885,1.4631592648584046e-07,0.0
1886,1.5101105077519605e-07,0.0
1887,1.1295039570313747e-07,0.0
1888,1.3885946259506454e-07,0.0
1889,1.1402548949490665e-07,4.385595886446936e-09
1890,7.406456603575862e-08,0.0
1891,1.0198752420365054e-07,0.0
1892,1.1408692301984047e-07,6.268512375839919e-10
1893,1.1947328459882556e-07,0.0
1894,1.3359263562051638e-07,0.0
1895,1.5588211965678056e-07,0.0
1896,9.081424678925032e-08,0.0
1897,1.3751044036780513e-07,0.0
1898,1.0411373096985699e-07,0.0
1899,1.2381775604808354e-07,0.0
1900,8.876700974269625e-08,0.0
1901,1.089804086973345e-07,0.0
1902,1.2521223879957688e-07,0.0
1903,8.964365605379498e-08,0.0
1904,9.45934033325102e-08,0.0
1905,8.3604298595219e-08,0.0
1906,8.385021033063822e-08,0.0
1907,1.0491400814771623e-07,0.0
1908,9.135183631769905e-08,0.0
1909,9.461691519163651e-08,0.0
1910,1.0795184124390289e-07,0.0
1911,1.133239706518907e-07,0.0
1912,9.220675423193825e-08,0.0
1913,9.916590926195568e-08,0.0
1914,8.705767129413289e-08,0.0
1915,9.542416989916092e-08,0.0
1916,1.1866458748954756e-07,0.0
1917,9.211796481167767e-08,0.0
1918,1.1141784739265859e-07,0.0
1919,1.1601888871837218e-07,0.0
1920,1.0373957337606043e-07,0.0
1921,9.314479143540666e-08,0.0
1922,9.369978215545416e-08,0.0
1923,8.386599148479945e-08,0.0
1924,8.121723737986031e-08,0.0
1925,9.678396395429445e-08,0.0
1926,1.1926367449177633e-07,0.0
1927,1.1149224832252003e-07,0.0
1928,1.165456211538185e-07,0.0
1929,9.580749349424877e-08,0.0
1930,1.1028783575284251e-07,1.0503603542488804e-09
1931,9.352392282835353e-08,0.0
1932,1.2713061892100086e-07,0.0
1933,1.0208889023033407e-07,0.0
1934,9.944711365506009e-08,0.0
1935,1.2327332399308943e-07,0.0
1936,1.1882220007919386e-07,0.0
