year,furent_VERB en_PRON,furent_VERB quand_ADV
1937,1.2465207532841305e-07,0.0
1938,9.853562943362704e-08,0.0
1939,1.2082300315796601e-07,0.0
1940,1.2425336137766863e-07,0.0
1941,1.121570960549434e-07,0.0
1942,8.49579322448335e-08,0.0
1943,1.4225852851268428e-07,0.0
1944,6.42637232317611e-08,0.0
1945,1.0892519952676594e-07,0.0
1946,7.9350293447078e-08,0.0
1947,1.1920870690573793e-07,0.0
1948,1.2502671609126992e-07,0.0
1949,1.4529172176480643e-07,0.0
1950,1.1167129798650421e-07,0.0
1951,1.183415605510163e-07,0.0
1952,9.384875454543362e-08,0.0
1953,9.911921239336152e-08,0.0
1954,8.893007930055319e-08,0.0
1955,8.634759041115103e-08,0.0
1956,1.0814215301024888e-07,0.0
1957,9.630191044607272e-08,1.7670075402875796e-09
1958,9.843969905887207e-08,0.0
1959,1.1393598953191031e-07,0.0
1960,9.412333668024075e-08,0.0
1961,8.129346440455265e-08,0.0
1962,1.3001010756852338e-07,0.0
1963,1.0992290810918348e-07,0.0
1964,1.2532974835721689e-07,0.0
1965,1.1600732108263401e-07,0.0
1966,1.2573700303164514e-07,0.0
1967,1.2227232559780532e-07,0.0
1968,1.2351394218512723e-07,1.7965663401398047e-09
1969,1.026437246309797e-07,0.0
1970,1.0898978075601917e-07,0.0
1971,9.094963360212205e-08,0.0
1972,1.1286323342574178e-07,0.0
1973,1.163286000860353e-07,0.0
1974,8.944658702603192e-08,0.0
1975,9.252597976683319e-08,0.0
1976,9.255913369088375e-08,0.0
1977,1.134218905463058e-07,0.0
1978,1.1643559361118605e-07,0.0
1979,1.0475032041767918e-07,0.0
1980,9.266795331086541e-08,0.0
1981,1.0247390491713304e-07,6.325549528618524e-10
1982,9.99407845370115e-08,0.0
1983,1.0546578010917074e-07,0.0
1984,1.026424527594827e-07,0.0
1985,9.324114813580309e-08,1.8046674155058895e-09
1986,1.1569356672680442e-07,0.0
1987,9.716198690057354e-08,0.0
1988,1.2652728287321224e-07,0.0
1989,1.0976244624316678e-07,0.0
1990,1.0025517838130327e-07,0.0
1991,1.1722930537416687e-07,0.0
1992,1.1405584388057832e-07,0.0
1993,1.2241648050803633e-07,0.0
1994,1.1974083236054867e-07,0.0
1995,1.2471636523514462e-07,0.0
1996,1.1476898009732395e-07,0.0
1997,1.1172104308343478e-07,0.0
1998,8.248863281323793e-08,0.0
1999,1.293366977961341e-07,0.0
2000,1.148688184571256e-07,0.0
2001,9.989162919055161e-08,0.0
2002,8.499569759123915e-08,0.0
2003,1.3542499743834924e-07,0.0
2004,9.07387018855843e-08,0.0
2005,1.1799824051195174e-07,0.0
2006,8.688747499263627e-08,0.0
2007,9.746529627818745e-08,0.0
2008,1.0132706762533417e-07,0.0
2009,8.2489727049051e-08,0.0
2010,6.613310432612707e-08,0.0
2011,5.582998952036178e-08,0.0
2012,6.468080471222493e-08,0.0
2013,6.638117611146299e-08,0.0
2014,7.232586796135365e-08,0.0
2015,5.984753670418286e-08,0.0
2016,6.8354218285549e-08,0.0
2017,6.691526266422443e-08,0.0
2018,6.169705102365697e-08,0.0
2019,5.66319293682227e-08,0.0
