year,petit_ADJ anneau_NOUN,petit_ADJ canot_NOUN
1920,1.453868447853779e-07,4.694783584113793e-08
1921,1.0904756608809407e-07,5.9067428281878165e-08
1922,8.26328759861994e-08,7.009038682781465e-08
1923,1.496848667237316e-07,3.6094224498128824e-08
1924,1.3278372490432844e-07,5.801231139912488e-08
1925,1.5287467025615342e-07,4.9491799103407175e-08
1926,1.3040981450274103e-07,3.566764306128789e-08
1927,1.3825038225334652e-07,5.797597069090443e-08
1928,1.1540301492196647e-07,4.227635130860108e-08
1929,1.0806193984080892e-07,5.3473950600846365e-08
1930,1.1869072125136881e-07,6.932378227020308e-08
1931,1.3458320413661795e-07,6.615106684648708e-08
1932,1.1507513386632695e-07,5.4797684612140074e-08
1933,7.455930739475036e-08,5.1617981000617874e-08
1934,1.2940107119163713e-07,5.870974462141021e-08
1935,9.454944205344873e-08,7.061287732312849e-08
1936,8.244806215529366e-08,6.426098764222843e-08
1937,1.259111871432239e-07,5.288269733227935e-08
1938,1.1279736855662748e-07,6.093650739558143e-08
1939,9.63525215169625e-08,5.047036566452334e-08
1940,6.846614097888448e-08,7.100192078723921e-08
1941,9.149658097840074e-08,9.149658097840074e-08
1942,1.3047110769548453e-07,6.978687139280737e-08
1943,8.419382169222445e-08,7.258088174921795e-08
1944,6.7476911169706e-08,8.675602458652065e-08
1945,9.367567610496508e-08,5.2284097051824574e-08
1946,6.960552134671616e-08,5.707652661612883e-08
1947,1.06095754404123e-07,6.198852986472048e-08
1948,1.0545731199407271e-07,5.762100485640076e-08
1949,7.362756249129632e-08,2.7487622844546422e-08
1950,1.0529007710147198e-07,4.3604980959344175e-08
1951,8.635735637696484e-08,5.437314953837813e-08
1952,1.096659610899664e-07,4.428817490520487e-08
1953,1.3251807740033428e-07,4.740483916521043e-08
1954,1.319292328716415e-07,4.29991580119804e-08
1955,9.479464146977534e-08,3.754243138587299e-08
1956,8.721141675493982e-08,2.9651880950609666e-08
1957,1.3694309108913671e-07,4.94762097957846e-08
1958,8.934023265627644e-08,2.7298403537656668e-08
1959,7.130687973422312e-08,3.952881399982289e-08
1960,6.920833572898744e-08,5.813500081330858e-08
1961,8.268309370507154e-08,5.141637871020066e-08
1962,1.1352102124995156e-07,2.6002021868976044e-08
1963,9.505098486073393e-08,4.590897972889252e-08
1964,7.909158994401366e-08,6.023128662491217e-08
1965,9.302473458205895e-08,4.7059572239049885e-08
1966,8.30861193179544e-08,3.600398557068729e-08
1967,6.803862939719352e-08,4.831728972476412e-08
1968,7.006608870874231e-08,3.323647845832056e-08
1969,8.629340064736368e-08,2.7704722072030563e-08
1970,5.380508194541278e-08,6.530189722298019e-08
1971,7.039604832392854e-08,2.5178147566862208e-08
1972,8.823852937211996e-08,3.4884998001416534e-08
1973,7.71848513991813e-08,3.418186267367673e-08
1974,8.663380701712242e-08,3.54411007208455e-08
1975,6.682431896720686e-08,1.1994108817248161e-08
1976,8.056073119711016e-08,1.9997344224975677e-08
1977,1.8923237243839708e-07,4.642657813747064e-08
1978,8.079203972499727e-08,4.514849294423584e-08
1979,1.053355234148512e-07,4.271940667877061e-08
1980,8.584577337877874e-08,4.377566042990111e-08
1981,9.488324170803253e-08,2.9730083284107423e-08
1982,7.076552277496262e-08,2.7313010519947056e-08
1983,6.062703583609164e-08,2.841892232652299e-08
1984,9.684344459692795e-08,4.001315900836744e-08
1985,1.046707103213862e-07,3.9101127669027846e-08
1986,7.972665949651514e-08,2.8174081734277934e-08
1987,6.844114680548685e-08,3.6053819485459826e-08
1988,3.2381389958313633e-08,2.6984492862425213e-08
1989,5.049072560048273e-08,4.116091645300912e-08
1990,5.1217318608465234e-08,2.7243254763220648e-08
1991,5.5097771678447316e-08,3.57549367890897e-08
1992,6.060938517737924e-08,2.5345743281945943e-08
1993,4.8191106216677326e-08,3.76666093870881e-08
1994,6.06616550324901e-08,4.167192102499939e-08
1995,6.39849222494604e-08,7.157635195653711e-08
1996,5.711758754856078e-08,2.93595068256991e-08
1997,6.137464825251016e-08,3.068732468136659e-08
1998,3.8145035241576863e-08,2.9085589048349902e-08
1999,4.98151910000022e-08,3.1991408633302854e-08
2000,4.594752733844132e-08,4.8156543641653116e-08
2001,4.381211943238483e-08,5.2136421402337874e-08
2002,6.440395727835835e-08,3.8992872930521116e-08
2003,5.750353759825799e-08,3.500215228768866e-08
2004,3.788120483960711e-08,3.788120395142869e-08
2005,4.368637107621254e-08,3.422849559342467e-08
2006,4.364963457348381e-08,4.612036619278115e-08
2007,5.512381728856042e-08,3.235528467371296e-08
2008,6.088138637672103e-08,5.61982034241737e-08
2009,6.294014109897716e-08,5.8171949035568105e-08
2010,6.471596575297056e-08,7.132927493103125e-08
2011,7.074348284952237e-08,6.500752647298214e-08
2012,9.87233277904842e-08,8.102121284991881e-08
2013,9.120439159460147e-08,8.451048927327065e-08
2014,8.856670530299482e-08,8.553508479280936e-08
2015,9.331782124810672e-08,9.908092124533141e-08
2016,1.019099267196566e-07,1.280088213206909e-07
2017,9.307761789090208e-08,6.867618651540397e-08
2018,9.93864682219403e-08,1.0248422910308363e-07
2019,7.857042305658979e-08,8.316219890502907e-08
