year,eut_VERB en_PRON,eut_VERB quand_ADV
1800,1.4148740490327327e-07,0.0
1801,1.7144515140898875e-07,0.0
1802,1.5888664961494214e-07,0.0
1803,8.776526527753958e-08,0.0
1804,1.7797326279378467e-07,0.0
1805,1.5351540127994667e-07,0.0
1806,2.0459850702536642e-07,0.0
1807,1.6227643584443285e-07,0.0
1808,8.837688625362716e-08,0.0
1809,1.5135503872443223e-07,0.0
1810,1.591286178381779e-07,0.0
1811,1.780024518893697e-07,0.0
1812,1.8670458246106136e-07,0.0
1813,2.9620139230246423e-07,0.0
1814,2.580275122454623e-07,0.0
1815,1.6722786710943183e-07,0.0
1816,2.201723674488676e-07,0.0
1817,1.2299300067297736e-07,0.0
1818,3.290244876552606e-07,0.0
1819,1.749327509514842e-07,0.0
1820,1.5189095847745193e-07,0.0
1821,1.922990264802138e-07,0.0
1822,1.6943290859217086e-07,0.0
1823,1.4725203811849497e-07,0.0
1824,2.467386082116718e-07,0.0
1825,2.703270922665979e-07,0.0
1826,3.514385866765224e-07,0.0
1827,1.2719836206542823e-07,0.0
1828,2.4214875793404644e-07,0.0
1829,1.217391059071815e-07,0.0
1830,1.6072726793936454e-07,0.0
1831,1.2317052267007966e-07,0.0
1832,1.055337577327009e-07,0.0
1833,1.4016190164056752e-07,0.0
1834,1.278830694673161e-07,0.0
1835,1.2403464211274695e-07,0.0
1836,1.754115714902582e-07,0.0
1837,1.4959465488573187e-07,0.0
1838,1.3760512729277252e-07,0.0
1839,1.6220222676111007e-07,0.0
1840,1.05099864811109e-07,0.0
1841,1.6693425664016104e-07,0.0
1842,1.3081117344881932e-07,0.0
1843,1.4117517821432557e-07,0.0
1844,1.3611631288767967e-07,0.0
1845,1.2499710067004344e-07,0.0
1846,1.3933713205460663e-07,0.0
1847,1.450777205036502e-07,0.0
1848,1.5768634398227732e-07,8.045221711050488e-10
1849,1.2569122986860748e-07,0.0
1850,1.6565149962843861e-07,0.0
1851,1.2060451126671978e-07,0.0
1852,1.6081047249372205e-07,0.0
1853,1.3436846302283811e-07,0.0
1854,1.5638950401353213e-07,2.0782657816909023e-09
1855,1.347962097497657e-07,0.0
1856,1.1700447544171766e-07,0.0
1857,1.2594293252732314e-07,6.345961978126979e-09
1858,1.3359735362428182e-07,0.0
1859,1.1762920593128001e-07,0.0
1860,7.369266086243442e-08,0.0
1861,8.488734692946309e-08,0.0
1862,1.1249785814015922e-07,0.0
1863,1.618257101654308e-07,0.0
1864,8.151037178549814e-08,0.0
1865,1.3085026751014084e-07,0.0
1866,9.974506554044638e-08,0.0
1867,1.0530600746960772e-07,0.0
1868,1.3881046356800653e-07,0.0
1869,9.42519164937039e-08,0.0
1870,1.4392462333034928e-07,0.0
1871,7.859671313781291e-08,0.0
1872,1.354603966774448e-07,0.0
1873,1.1014248002538807e-07,0.0
1874,1.559373004056397e-07,0.0
1875,8.925582051233505e-08,0.0
1876,9.975924086802479e-08,0.0
1877,9.52461647329983e-08,6.184815992682502e-10
1878,1.0145669193661888e-07,0.0
1879,1.4601288000903878e-07,1.221865053580018e-09
1880,1.01401973040538e-07,0.0
1881,9.900960407094317e-08,0.0
1882,1.1380708286878871e-07,0.0
1883,1.0300522745865237e-07,0.0
1884,7.591951600716129e-08,0.0
1885,1.1344318551209653e-07,0.0
1886,7.7441569601433e-08,0.0
1887,7.116528166761782e-08,0.0
1888,6.721051448721482e-08,3.1703073499755874e-09
1889,6.828999232766364e-08,0.0
1890,6.161123167203186e-08,0.0
1891,8.350228597464593e-08,0.0
1892,8.023695841075096e-08,0.0
1893,9.607129669575443e-08,0.0
1894,1.1783878761661981e-07,0.0
1895,7.76401236635138e-08,0.0
1896,9.31730568254352e-08,0.0
1897,8.565268672100501e-08,0.0
1898,9.562619851521958e-08,0.0
1899,7.517506617205072e-08,5.527578395003729e-10
1900,5.5544269628171605e-08,1.038210628578895e-09
1901,6.818261510943557e-08,1.1177477832191585e-09
1902,6.432471622019875e-08,0.0
1903,6.912281946824805e-08,0.0
1904,6.449550227216605e-08,5.374625189347171e-10
1905,7.121847289681682e-08,0.0
1906,5.5042775670699484e-08,0.0
1907,7.817121883135769e-08,0.0
1908,5.893667065492991e-08,0.0
1909,6.60118004702781e-08,0.0
1910,5.451033757708501e-08,0.0
1911,4.62872549178428e-08,0.0
1912,5.1052328586820295e-08,0.0
1913,5.302989691813309e-08,0.0
1914,6.629776549971211e-08,0.0
1915,2.4739600590351074e-08,0.0
1916,2.0876177231343718e-08,0.0
1917,5.263883906536648e-08,0.0
1918,4.9391417178412667e-08,0.0
1919,3.591060959706738e-08,0.0
1920,5.3762846619065385e-08,0.0
1921,4.770830841493989e-08,0.0
1922,5.1645550058765366e-08,0.0
1923,4.140219900250486e-08,0.0
1924,3.738571052736006e-08,0.0
1925,3.959344141435395e-08,0.0
1926,4.0126099776216506e-08,0.0
1927,3.7907366134959375e-08,0.0
1928,4.570416578530967e-08,0.0
1929,2.8965056131369238e-08,0.0
1930,2.8359728787563654e-08,0.0
1931,4.1059283972799676e-08,0.0
1932,3.9454331357546835e-08,0.0
1933,3.785318369864399e-08,0.0
1934,3.714289675826876e-08,0.0
1935,3.231436807027421e-08,0.0
1936,3.273672888326473e-08,0.0
1937,2.5182236740306507e-08,0.0
1938,2.463390735840676e-08,0.0
1939,2.5999884911698246e-08,0.0
1940,2.2822046474857416e-08,2.5357829169792012e-09
1941,3.836953510472085e-08,0.0
1942,5.76500234217292e-08,0.0
1943,4.935499831049128e-08,0.0
1944,4.4984606262232774e-08,0.0
1945,3.485606470121638e-08,2.178504043826024e-09
1946,4.872386583087973e-08,0.0
1947,2.7418003867296648e-08,0.0
1948,3.4790041070209554e-08,0.0
1949,3.239612667016445e-08,0.0
1950,2.9779013033248702e-08,0.0
1951,3.1984203729962246e-08,0.0
1952,3.1634410646574906e-08,3.1634410646574906e-09
1953,4.955960619668076e-08,0.0
1954,2.443134050622575e-08,0.0
1955,2.815682265122632e-08,0.0
1956,2.52913103793162e-08,8.72114158667614e-10
1957,3.180613461495341e-08,0.0
1958,3.8052320405768114e-08,0.0
1959,2.5577467255288866e-08,1.5501495642666896e-09
1960,2.2146666722733244e-08,0.0
1961,3.543561177821175e-08,1.3896318540318475e-09
1962,3.2343976386073336e-08,0.0
1963,3.168366191630412e-08,0.0
1964,4.076258619534201e-08,0.0
1965,2.7360217202954118e-08,5.472043373977442e-10
1966,4.3204781974282014e-08,0.0
1967,5.8177960227112635e-08,4.930335584241163e-10
1968,5.030385707982532e-08,8.982831700699023e-10
1969,5.04135115875215e-08,9.083515606356229e-10
1970,5.3805081279278966e-08,0.0
1971,2.980270608077262e-08,1.541519245584766e-09
1972,5.643161671287089e-08,0.0
1973,6.670976659961525e-08,0.0
1974,4.6692246513657665e-08,0.0
1975,3.5982324675387645e-08,0.0
1976,3.9994688449951354e-08,0.0
1977,4.7014253823363106e-08,0.0
1978,2.613860239364385e-08,1.7821774056514528e-09
1979,4.7400984470868934e-08,0.0
1980,5.571447658780926e-08,0.0
1981,4.7441620409927054e-08,0.0
1982,3.5382761609525915e-08,6.207502289967692e-10
1983,5.304865524635716e-08,0.0
1984,2.4355836458767044e-08,0.0
1985,3.007778914820847e-08,6.015558051686298e-10
1986,3.7765257587807355e-08,5.994485463567401e-10
1987,3.727598141267663e-08,0.0
1988,3.8377944377998574e-08,0.0
1989,3.1831110192115375e-08,0.0
1990,2.942271493111548e-08,5.44865097484859e-10
1991,3.985796226402272e-08,2.9307325455363298e-09
1992,4.187557678392295e-08,0.0
1993,4.09901339537555e-08,5.539207426075166e-10
1994,3.9034457444131476e-08,1.0549853213248639e-09
1995,3.3619194539369346e-08,5.422450821690461e-10
1996,3.6299027783570637e-08,2.135236876199542e-09
1997,4.315404922294874e-08,4.79489448146353e-10
1998,2.860877579280441e-08,0.0
1999,4.524499175317942e-08,4.570201161957499e-10
2000,3.048441854502926e-08,0.0
2001,3.417345340039901e-08,0.0
2002,2.9354184860608257e-08,0.0
2003,3.041853702256958e-08,2.5001538617175356e-09
2004,2.2023955992267474e-08,8.809582507929292e-10
2005,3.1526248278623825e-08,0.0
2006,3.417848759568187e-08,0.0
2007,2.7961355897332396e-08,3.994479469415779e-10
2008,3.405951787271988e-08,0.0
2009,2.7178696626606325e-08,0.0
2010,2.7870378005445673e-08,4.723793023408973e-10
2011,2.0267052036615496e-08,0.0
2012,1.7702113552786614e-08,3.404252713057332e-10
2013,1.7571487376244477e-08,0.0
2014,1.8406284496563785e-08,4.330890368553497e-10
2015,2.5047301122071985e-08,0.0
2016,2.278474120487317e-08,0.0
2017,1.509366853724714e-08,0.0
2018,1.884470712809616e-08,0.0
2019,2.0918099252753564e-08,5.1019755087367e-10
