year,auront_VERB assez_ADV,auront_VERB cassé_VERB
1911,5.69280018680729e-08,1.0640748282497725e-09
1912,5.730363383804615e-08,1.0418842677495377e-08
1913,5.409049563809276e-08,0.0
1914,6.763711013491047e-08,3.3483718020477227e-09
1915,7.775302890422608e-08,2.3561523843085297e-09
1916,9.00971883766033e-08,0.0
1917,1.3159709055798885e-07,0.0
1918,1.0337738842736144e-07,2.2972752589112133e-09
1919,7.642513821792818e-08,0.0
1920,5.4520068459851245e-08,7.572231730534895e-10
1921,4.8465583546430935e-08,0.0
1922,5.82856891639949e-08,1.4755870969551665e-09
1923,5.4141334970836397e-08,0.0
1924,4.640984840875717e-08,0.0
1925,3.739380360912037e-08,0.0
1926,4.0126099776216506e-08,0.0
1927,4.9056588125040435e-08,1.1149224876660924e-09
1928,5.3702393643106916e-08,0.0
1929,5.681607362362229e-08,0.0
1930,4.20144132817768e-08,0.0
1931,6.044839295782367e-08,0.0
1932,4.7126007984843454e-08,1.0959536611565568e-09
1933,4.3588517684156614e-08,0.0
1934,3.9539216345474415e-08,0.0
1935,5.0266791618014395e-08,0.0
1936,3.394919900756577e-08,0.0
1937,4.1550688223424004e-08,0.0
1938,5.4453899167583586e-08,0.0
1939,2.5999884911698246e-08,0.0
1940,4.81798743123818e-08,0.0
1941,3.246652724442356e-08,2.9515025978810172e-09
1942,5.76500234217292e-08,0.0
1943,7.83873517207212e-08,0.0
1944,5.462416652335378e-08,0.0
1945,1.0892519952676594e-07,2.178504043826024e-09
1946,4.733175273941015e-08,0.0
1947,6.07964452115084e-08,0.0
1948,5.6533817627268945e-08,1.0871887834440486e-09
1949,3.239612667016445e-08,0.0
1950,3.084254984742074e-08,0.0
1951,3.1984203729962246e-08,0.0
1952,5.2724018928529404e-08,0.0
1953,5.386913670690774e-08,0.0
1954,3.420387528763058e-08,0.0
1955,3.566530892840092e-08,0.0
1956,4.447782231409292e-08,8.72114158667614e-10
1957,3.534015036166238e-08,0.0
1958,4.4670112941957996e-08,8.272243445794913e-10
1959,3.1778064624177205e-08,0.0
1960,3.460416664324839e-08,0.0
1961,3.196153386397782e-08,2.779263708063695e-09
1962,4.756467220090599e-08,0.0
1963,4.073613624200334e-08,0.0
1964,5.353892262860427e-08,0.0
1965,5.034279837445865e-08,5.472043373977442e-10
1966,4.265087483190655e-08,0.0
1967,4.930335606445624e-08,1.9721342336964653e-09
1968,5.165128058592927e-08,1.7965663401398047e-09
1969,4.995933622353732e-08,4.5417578031781147e-10
1970,5.058597452034519e-08,0.0
1971,5.0356295133724416e-08,0.0
1972,3.1806909106535386e-08,5.130146862875051e-10
1973,3.583582497412863e-08,1.6539611902288698e-09
1974,3.54411007208455e-08,5.625571675160757e-10
1975,3.084199207137317e-08,1.1422960355389478e-09
1976,2.513951891103261e-08,0.0
1977,1.7630345183761165e-08,0.0
1978,3.26732525479656e-08,1.1881182704343018e-09
1979,3.803782533395861e-08,0.0
1980,2.6720208268216084e-08,1.1370301367108482e-09
1981,3.0362638625547334e-08,0.0
1982,3.47620137119975e-08,1.2415004579935385e-09
1983,4.862793190341108e-08,6.315316047889041e-10
1984,3.3054348591576854e-08,0.0
1985,2.8874678648094232e-08,1.2031116103372597e-09
1986,2.577628777089558e-08,5.994485463567401e-10
1987,3.116516467116526e-08,0.0
1988,2.6984492862425213e-08,5.996553809062277e-10
1989,3.4026356843241956e-08,0.0
1990,3.0512445903241314e-08,1.089730194969718e-09
1991,3.458264430378222e-08,1.1722930404189924e-09
1992,2.7549720726938176e-08,5.509944167592096e-10
1993,3.0465642453236796e-08,5.539207426075166e-10
1994,3.164955941770131e-08,1.0549853213248639e-09
1995,2.982347879765257e-08,0.0
1996,3.149474281372022e-08,0.0
1997,2.5412941084823615e-08,1.438468344439059e-09
1998,2.8131962537258914e-08,9.536258449571733e-10
1999,3.244842972094375e-08,1.8280804647829996e-09
2000,2.960081069147691e-08,4.4180314962005696e-10
2001,2.3220422917802352e-08,2.190605918883648e-09
2002,3.50497728618393e-08,0.0
2003,2.2084691408963408e-08,1.2500769308587678e-09
2004,2.5547789661573006e-08,4.404791253964646e-10
2005,2.9724747108161864e-08,4.5037495954858286e-10
2006,2.9648807853277503e-08,0.0
2007,2.8760252845927425e-08,1.5977917877663117e-09
2008,2.937633425403874e-08,8.514879357157668e-10
2009,2.62250594573743e-08,0.0
2010,2.9759895880943077e-08,4.723793023408973e-10
2011,2.4091024286576612e-08,7.64794394481072e-10
2012,3.880847998516401e-08,3.404252713057332e-10
2013,3.2911675162949905e-08,5.578250084070646e-10
2014,4.049382340554075e-08,1.5158115873603606e-09
2015,4.455316471307924e-08,6.649726325136385e-10
2016,4.9297891990818243e-08,4.1426800878596737e-10
2017,2.6665480490351e-08,2.515611330355938e-10
2018,3.846385254746565e-08,5.162933414126769e-10
2019,3.4948531180134523e-08,5.1019755087367e-10
