year,devraient_VERB ouvrir_VERB,devraient_VERB couvrir_VERB
1800,0.0,3.144164484325529e-09
1801,0.0,0.0
1802,2.2378401354217203e-09,0.0
1803,0.0,1.1702034896643454e-08
1804,0.0,0.0
1805,0.0,2.842877711017877e-09
1806,0.0,0.0
1807,2.8469551160981155e-09,1.1387820464392462e-08
1808,0.0,6.798221985349073e-09
1809,0.0,2.259030518203531e-09
1810,7.020380277111826e-09,1.1700633351097167e-08
1811,0.0,2.5070767684098882e-09
1812,5.3344164641089264e-09,0.0
1813,0.0,2.0130190847567064e-08
1814,0.0,0.0
1815,0.0,2.697223555614414e-09
1816,0.0,2.3176038865813098e-09
1817,7.784366928831332e-09,0.0
1818,1.1921177378582115e-09,0.0
1819,1.035105001712111e-09,0.0
1820,1.3053129244156025e-08,7.119888678630559e-09
1821,2.070912508145284e-08,0.0
1822,6.015369535816717e-09,4.010246357211145e-09
1823,9.882686891060644e-10,1.9765373782121287e-09
1824,8.421112696055388e-10,0.0
1825,0.0,8.805443041381977e-10
1826,3.5231937367541377e-09,5.284790383086602e-09
1827,2.3964910056406552e-08,1.8434546111834038e-09
1828,1.0089530988466322e-08,5.503380862137419e-09
1829,5.143905745796928e-09,4.286587973467704e-09
1830,5.218417697960831e-09,0.0
1831,4.677361609140007e-09,9.354723218280014e-09
1832,2.705993873419743e-09,6.764984572527055e-09
1833,1.3900354645102198e-08,1.9692167896323554e-08
1834,1.8669061851994684e-09,8.401078055442213e-09
1835,7.563087933704082e-10,1.5126175867408165e-09
1836,8.064899859050456e-09,9.409050427677812e-09
1837,6.957891152126194e-09,6.262101948095733e-09
1838,1.0730675015224733e-08,5.049729523420865e-09
1839,1.11863602825224e-08,0.0
1840,9.554533164646273e-09,1.2739377330817092e-09
1841,7.704658244733764e-09,8.988767952189392e-09
1842,6.708265054555795e-09,8.049918065466954e-09
1843,4.134837805480629e-09,5.906911071384968e-10
1844,0.0,3.2931368743049916e-09
1845,1.1160455892778032e-09,3.9061593959388574e-09
1846,1.7563503984519002e-09,5.269050973311096e-09
1847,8.089835468183537e-09,4.853901280910122e-09
1848,1.448139919091318e-08,3.218088684420195e-09
1849,5.865590679832167e-09,1.256912263158938e-08
1850,8.82569484161877e-09,1.2220192857625989e-08
1851,9.029214709244116e-09,1.2898877521649865e-09
1852,3.2552727180501506e-09,1.2370036550635177e-08
1853,1.911018188138769e-08,2.388772735173461e-09
1854,6.754363734984281e-09,1.0391328686409906e-08
1855,6.8990182455763716e-09,4.776243400783642e-09
1856,0.0,8.801221973442352e-09
1857,0.0,3.4170564155999728e-09
1858,4.404308473482388e-09,1.9574704079872163e-09
1859,2.3933214521321133e-08,1.018434669930457e-08
1860,1.1900677776566226e-08,3.204028820036342e-09
1861,3.772770984511453e-09,6.6023493339173456e-09
1862,3.6143890103090826e-09,3.162590411776023e-09
1863,4.994620828036034e-10,2.9967726078439227e-09
1864,4.315255264231155e-09,1.3904711160250827e-08
1865,2.3534221238463715e-09,7.0602665935837194e-09
1866,6.811858188626729e-09,1.3623716377253459e-08
1867,1.94112459439566e-09,6.308654931785895e-09
1868,5.433861360870651e-09,2.4699371437009177e-09
1869,1.12320943657096e-08,6.8369265804335555e-09
1870,1.1468097582678638e-09,3.4404292748035914e-09
1871,0.0,0.0
1872,1.8142017887967654e-09,0.0
1873,2.3944017879529156e-09,4.190203295451056e-09
1874,1.7923826867161097e-09,1.1949218281515073e-09
1875,8.58229043387837e-09,1.2587359599081083e-08
1876,6.650616057868319e-09,4.232210137899983e-09
1877,1.793596560162314e-08,1.2369631985365004e-09
1878,7.850815109122777e-09,6.039088673581716e-10
1879,4.887460214320072e-09,6.10932526790009e-10
1880,7.701415505323439e-09,2.5671385017744797e-09
1881,1.2550513517339823e-08,1.3945015142624584e-09
1882,1.2645231528551903e-08,1.3310770263785798e-09
1883,1.8958017378167824e-09,6.319338941018771e-10
1884,3.9610181801208455e-09,2.6406787867472303e-09
1885,3.86738152613475e-09,7.7347630522695e-09
1886,6.453463874400711e-10,6.453463874400711e-10
1887,5.223139698529167e-09,8.48760173255414e-09
1888,0.0,5.706553452000662e-09
1889,0.0,6.891650361495749e-09
1890,3.2771931834929546e-09,1.8352281472289178e-08
1891,2.5496880162734215e-09,2.5496880162734215e-09
1892,6.268512375839919e-10,1.2537024751679837e-09
1893,6.15841644346915e-09,8.005941687372342e-09
1894,7.561847148451761e-09,4.411077725308132e-09
1895,6.018614495673091e-10,1.8055843487019274e-09
1896,0.0,3.5382172747233653e-09
1897,1.5732126712464378e-08,6.409385022720926e-09
1898,4.52668391659472e-09,1.6975064687230201e-09
1899,6.080336234504102e-09,1.1055156790007459e-09
1900,9.34389543516545e-09,1.5573159428683425e-09
1901,3.912117296778206e-09,6.706486921359556e-09
1902,1.9641135384773634e-09,8.347482705062248e-09
1903,5.400220270956879e-10,8.100330184390714e-09
1904,5.374625189347171e-09,2.1498500757388683e-09
1905,6.192911072844254e-09,5.676835002077496e-09
1906,3.0865106026567446e-09,0.0
1907,6.685696440911215e-09,9.771402353919711e-09
1908,1.1787333775714615e-08,0.0
1909,6.60118004702781e-09,4.400786846048277e-09
1910,5.34415089958884e-09,8.01622590529405e-09
1911,9.576673676292558e-09,4.788336838146279e-09
1912,5.2094213387476884e-09,3.125652625612929e-09
1913,2.121195885607108e-09,1.060597942803554e-09
1914,3.3483718020477227e-09,2.0090231700464756e-09
1915,7.068456930880984e-09,1.1780761921542648e-09
1916,4.394984820521586e-09,0.0
1917,1.4256351654751143e-08,7.676496771580332e-09
1918,5.743188147278033e-09,1.1486376294556067e-08
1919,1.8415696745321952e-09,3.6831393490643904e-09
1920,3.028892692213958e-09,3.786115865267448e-09
1921,1.1359120755116692e-08,7.572747762196741e-09
1922,1.1804696775641332e-08,5.902348387820666e-09
1923,5.307974060286824e-09,5.307974060286824e-09
1924,5.156649773851996e-09,6.445812328337297e-09
1925,3.299453377181294e-09,4.399271169575059e-09
1926,6.687683296036084e-09,1.0031524944054127e-08
1927,4.4596899506643695e-09,4.4596899506643695e-09
1928,6.8556245125250825e-09,4.570416489713125e-09
1929,6.684243825105796e-09,3.342121912552898e-09
1930,1.0503603542488804e-09,3.1510811737689437e-09
1931,6.843213995466613e-09,1.0264820993199919e-08
1932,5.4797681947604815e-09,0.0
1933,4.588264879146209e-09,3.4411986593596566e-09
1934,2.3963160344919743e-09,2.3963160344919743e-09
1935,5.98414207075848e-09,1.4361940969820353e-08
1936,6.0623572828433225e-09,6.0623572828433225e-09
1937,8.813782592653752e-09,2.5182236296217297e-09
1938,5.186085783037697e-09,6.482607339819424e-09
1939,1.5294050470515685e-09,1.070583532936098e-08
1940,7.607348528892999e-09,1.2678914806940611e-08
1941,5.9030051957620344e-09,2.9515025978810172e-09
1942,3.034211770724937e-09,9.102635090130207e-09
1943,2.9032352077962287e-09,2.9032352077962287e-09
1944,9.639558484764166e-09,3.2131861615880553e-09
1945,8.714016175304096e-09,0.0
1946,6.960552134671616e-09,9.744772988540262e-09
1947,1.1920870957027319e-09,2.0265479960812627e-08
1948,1.0871888278529696e-08,6.523132700664291e-09
1949,1.1780409536754632e-08,3.5341230386620737e-08
1950,1.2762433776458693e-08,8.508289184305795e-09
1951,7.462981344019681e-09,3.1984206394497505e-09
1952,4.2179215675730575e-09,8.435843135146115e-09
1953,3.232148326759443e-09,1.4005975934594517e-08
1954,1.2704297169818801e-08,1.4658803948464083e-08
1955,6.569925492527773e-09,2.815682353940474e-09
1956,1.2209598665435806e-08,1.2209598665435806e-08
1957,1.501956425897788e-08,1.1485549400447326e-08
1958,6.617794756635931e-09,1.8198935691771112e-08
1959,4.650448914844674e-09,1.5501495198577686e-08
1960,7.612916519406099e-09,1.1765417085030094e-08
1961,5.55852741612739e-09,1.250668635321972e-08
1962,1.331810839388936e-08,7.610347907416326e-09
1963,1.3578711488548834e-08,1.6165133231993423e-08
1964,1.034274621503073e-08,1.764350798794112e-08
1965,1.91521518644322e-08,1.91521518644322e-08
1966,1.0524241922382771e-08,1.5509408868297214e-08
1967,7.888536934785861e-09,2.5144711202074177e-08
1968,1.8863946849023705e-08,2.0660513300185812e-08
1969,1.725867981861029e-08,1.9075383050903838e-08
1970,1.6555409487750694e-08,2.4373242979436327e-08
1971,2.4664307929356255e-08,2.723350611688602e-08
1972,1.6929485369132635e-08,2.8728821988011077e-08
1973,1.929621262775072e-08,2.3155456219114967e-08
1974,1.406392957647995e-08,2.1377172032543967e-08
1975,1.3707552426467373e-08,2.627280792921738e-08
1976,1.199840671262109e-08,2.399681342524218e-08
1977,1.645498848290572e-08,2.3507126911681553e-08
1978,1.485147826940647e-08,3.386137237271214e-08
1979,1.521513048885481e-08,3.3941446986318624e-08
1980,1.762396628635088e-08,3.0699812469947574e-08
1981,2.1506869174459098e-08,2.213942273954217e-08
1982,5.7729771185677237e-08,1.8622506203769262e-08
1983,6.504775740268087e-08,2.1472073896688926e-08
1984,6.320919254676483e-08,1.739702604197646e-08
1985,7.639759047606276e-08,2.045289804186723e-08
1986,7.073492724885e-08,1.8582904104391673e-08
1987,8.55514343811592e-08,1.9554613928107756e-08
1988,7.975416593808404e-08,1.798966131616453e-08
1989,7.13455889922443e-08,2.5245361356951435e-08
1990,7.246705990837654e-08,1.5256222951620657e-08
1991,3.106576684785978e-08,2.5204300868608698e-08
1992,2.259077191979486e-08,2.7549720726938176e-08
1993,2.4372512896775334e-08,1.606370148010683e-08
1994,2.5847139539791897e-08,2.320967773528082e-08
1995,2.0063067651676647e-08,1.7894087989134277e-08
1996,2.028474987980644e-08,1.3879040139386234e-08
1997,1.8220598363427598e-08,2.3974472185273044e-08
1998,1.621164003040576e-08,3.194646680526603e-08
1999,2.1936966021485205e-08,4.387393204297041e-08
2000,3.269343196166119e-08,3.578605500820231e-08
2001,2.1467938537966802e-08,2.9792239786274877e-08
2002,2.1906107150471144e-08,2.3658596859377212e-08
2003,2.416815370054337e-08,2.4584844382502524e-08
2004,1.8500124099318782e-08,3.7000248198637564e-08
2005,2.7923247714056743e-08,1.9366122927522156e-08
2006,1.2353670086895363e-08,2.5530917824312382e-08
2007,3.1156940138998834e-08,1.7176262190332636e-08
2008,2.171294255504108e-08,1.7881246705542253e-08
2009,2.0503227560197956e-08,2.5271420511785436e-08
2010,2.3618964561933353e-08,1.7005655550406118e-08
2011,2.0267052036615496e-08,1.5295887223487625e-08
2012,2.3148919225945974e-08,1.6340413466764403e-08
2013,1.9523875849358774e-08,1.2829975304384789e-08
2014,3.4863667508489016e-08,9.311413862178597e-09
2015,1.4629397249166232e-08,9.309617077235544e-09
2016,2.050626690675017e-08,9.113896304313585e-09
2017,1.3835862233690932e-08,1.0314006537726073e-08
2018,1.3939920329164579e-08,1.161660012627408e-08
2019,3.392813852087784e-08,1.1479444950168727e-08
