year,fallait_VERB oser_VERB,fallait_VERB causer_VERB
1986,3.596691300344901e-08,1.1988970927134801e-09
1987,2.0165695613361123e-08,3.0554083707556856e-09
1988,2.4585871116755698e-08,2.398621523624911e-09
1989,4.225854022266162e-08,5.488122178931576e-10
1990,3.8685423087159165e-08,5.44865097484859e-10
1991,2.6376593353916178e-08,2.9307325455363298e-09
1992,4.1324579813650786e-08,2.2039776670368383e-09
1993,3.268132431344384e-08,2.2156829704300662e-09
1994,3.006708121366941e-08,1.5824779264761446e-09
1995,4.7175323203418884e-08,3.253470381991974e-09
1996,4.697520950003309e-08,0.0
1997,4.123609187445254e-08,2.3974471297094624e-09
1998,4.57740398918105e-08,4.768129224785866e-10
1999,4.25028723327614e-08,4.570201161957499e-10
2000,4.462211977696029e-08,3.092622158362701e-09
2001,4.600272518473503e-08,4.3812117822561447e-10
2002,4.863155700363109e-08,8.76244299341522e-10
2003,5.625346011228771e-08,0.0
2004,4.669078834673712e-08,6.166707589017051e-09
2005,4.9991621731138025e-08,4.5037495954858286e-10
2006,6.876876418315803e-08,4.1178899179428186e-10
2007,6.750670139554771e-08,1.1983438685803094e-09
2008,7.748540492569234e-08,0.0
2009,7.962881709566716e-08,9.53638501499654e-10
2010,9.636537923185529e-08,4.723793023408973e-10
2011,1.2389669068468834e-07,3.82397197240536e-10
2012,1.0723396259848528e-07,2.7234021704458655e-09
2013,7.837441512448251e-08,1.6734750252211938e-09
2014,8.055456279798534e-08,4.114345752981308e-09
2015,9.154456437343583e-08,7.093041265449074e-09
2016,7.808951973942158e-08,5.3854840587064245e-09
2017,9.15682552005137e-08,1.509366853724714e-09
2018,9.112577314951409e-08,3.614053500911041e-09
2019,9.209066043069924e-08,6.887666881283394e-09
