year,fallait_VERB oser_VERB,fallait_VERB causer_VERB
1800,3.144164484325529e-09,0.0
1801,3.095537337571841e-08,0.0
1802,4.475680270843441e-09,0.0
1803,9.751696339321825e-09,0.0
1804,7.4155526164076946e-09,0.0
1805,1.9900143755080535e-08,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,2.4849335034105025e-08,0.0
1810,0.0,7.020380277111826e-09
1811,0.0,0.0
1812,0.0,0.0
1813,1.1502966579257645e-08,0.0
1814,0.0,0.0
1815,2.697223555614414e-09,0.0
1816,3.0128852301913867e-08,0.0
1817,3.113746815941454e-09,0.0
1818,1.0729059418679299e-08,0.0
1819,1.035105001712111e-09,0.0
1820,2.3732962262101864e-09,1.1866481131050932e-09
1821,1.4792232327920374e-08,0.0
1822,1.2030739071633434e-08,0.0
1823,1.2847492847356534e-08,0.0
1824,1.431589158329416e-08,0.0
1825,1.937197424695114e-08,8.805443041381977e-10
1826,1.9377566218281572e-08,8.807984341885344e-10
1827,2.5808365222701468e-08,0.0
1828,1.4675682002973645e-08,0.0
1829,1.2859763920403111e-08,0.0
1830,1.5655253093882493e-08,0.0
1831,2.182768810143898e-08,1.5591206103948707e-09
1832,9.470978667991403e-09,0.0
1833,1.1583628278799551e-08,0.0
1834,2.333632664885954e-08,1.8669061851994684e-09
1835,1.5126175867408165e-08,1.5126175867408165e-09
1836,9.409050427677812e-09,0.0
1837,2.0873672568200163e-08,6.957890930081589e-10
1838,1.64116205070286e-08,6.312161904276081e-10
1839,2.6567605004856887e-08,0.0
1840,3.248541347034006e-08,0.0
1841,4.494383976094696e-09,1.2841097074556274e-09
1842,1.0733224087289273e-08,0.0
1843,1.7130041385371442e-08,5.906911071384968e-10
1844,1.866110821424627e-08,1.097712254427563e-09
1845,3.57134588568897e-08,5.580227946389016e-10
1846,2.5759806732139623e-08,0.0
1847,2.8044762956369595e-08,2.1572894581822766e-09
1848,1.769948809737798e-08,0.0
1849,2.6814127807028854e-08,1.6758829879393033e-09
1850,1.0862393651223101e-08,8.146795238417326e-09
1851,2.7087642351375507e-08,9.029214709244116e-09
1852,1.1718981340891332e-08,1.3021090872200602e-09
1853,4.180352064508952e-09,1.1943863675867306e-09
1854,1.8704392701351935e-08,0.0
1855,2.2289135870323662e-08,0.0
1856,1.2942972915652717e-08,1.0354378465748937e-09
1857,1.757343248698362e-08,1.4644527812635033e-09
1858,2.936205500958522e-09,0.0
1859,2.1387128512628806e-08,0.0
1860,1.876645328025006e-08,0.0
1861,1.3676294763342867e-08,2.8295783494058924e-09
1862,1.8523744316212287e-08,9.035972525772706e-10
1863,2.9967726078439227e-09,9.989241656072068e-10
1864,1.0068928801842958e-08,9.589455896019672e-10
1865,8.001635798393636e-09,9.41368871743009e-10
1866,1.6543083347642096e-08,0.0
1867,2.3778776281346836e-08,3.396968040192405e-09
1868,9.87974857480367e-09,2.9639244392143382e-09
1869,7.813630631403612e-09,0.0
1870,1.3761717099214366e-08,5.734048791339319e-10
1871,2.1242354542039266e-09,1.1683295220166201e-08
1872,1.8142017887967654e-09,6.047339295989218e-10
1873,1.6760813181804224e-08,5.387403856360606e-09
1874,1.6131444624534197e-08,5.974609140757536e-10
1875,2.1169650921137873e-08,5.721527140956084e-10
1876,4.836811839936672e-09,0.0
1877,9.27722432209066e-09,1.8554447978047506e-09
1878,1.1474268646338714e-08,3.6234530931267273e-09
1879,2.016077260691418e-08,3.0546627449723474e-09
1880,9.626769603698904e-09,1.2835692508872398e-09
1881,1.3945015142624584e-09,2.091752326904839e-09
1882,9.983077475794744e-09,5.324308105514319e-09
1883,5.0554711528150165e-09,1.3270612164717477e-08
1884,1.5183903911974994e-08,5.281357573494461e-09
1885,5.156508553483263e-09,6.445635691854079e-10
1886,4.5174246565693466e-09,3.872078213618124e-09
1887,9.140494583448344e-09,4.570247291724172e-09
1888,1.268122939990235e-08,2.53624587998047e-09
1889,8.14467782106476e-09,2.5060546970934183e-09
1890,5.243509182406569e-09,6.554386366985909e-09
1891,2.358461337337303e-08,2.5496880162734215e-09
1892,1.191017329205124e-08,4.387958441043338e-09
1893,1.2316833108982905e-09,7.390100087434348e-09
1894,1.2603078580752936e-09,4.411077725308132e-09
1895,1.023164486468886e-08,1.8055843487019274e-09
1896,2.948514543632541e-09,5.307326134129653e-09
1897,2.9133566670225264e-09,0.0
1898,1.3580051749784161e-08,1.13167097914868e-09
1899,9.949641111006713e-09,3.3165470370022376e-09
1900,2.491705508589348e-08,3.633737311048435e-09
1901,5.58873880507349e-09,5.029864968975062e-09
1902,3.928227076954727e-09,1.9641135384773634e-09
1903,7.560307935250421e-09,5.400220270956879e-10
1904,1.4511488011237361e-08,7.524475265086039e-09
1905,8.773290538499623e-09,3.096455536422127e-09
1906,6.6874399351490865e-09,5.658602919567102e-09
1907,7.714265115588148e-09,2.5714217422034835e-09
1908,3.929111258571538e-09,9.822778146428846e-10
1909,8.251475058784763e-09,4.400786846048277e-09
1910,4.809735720812114e-09,3.206490406526541e-09
1911,3.1922244847493175e-09,8.51259862599818e-09
1912,5.730363294986773e-09,4.688478938419394e-09
1913,7.42418571064718e-09,6.363587878865928e-09
1914,4.68772043404897e-09,2.0090231700464756e-09
1915,1.1780761921542648e-09,1.1780762143587253e-08
1916,2.197492410260793e-09,1.0987462051303964e-09
1917,0.0,2.1932848870420685e-09
1918,1.1486376294556067e-08,0.0
1919,1.8415697411455767e-08,9.207848372660976e-10
1920,2.4231141537711665e-08,1.0601124422748853e-08
1921,1.1359120755116692e-08,1.2873671018098776e-08
1922,6.640141769764796e-09,7.377935595798135e-09
1923,1.2739137744688378e-08,5.307974060286824e-09
1924,2.578324886925998e-09,3.867487219366694e-09
1925,5.499089184013428e-09,2.1996355847875293e-09
1926,2.1177662290483568e-08,4.458455382660986e-09
1927,1.8953683067479687e-08,5.574612327308159e-09
1928,7.998228745975666e-09,5.713020723163709e-09
1929,1.6710609784809094e-08,7.798284684668033e-09
1930,4.201441416995522e-09,3.1510811737689437e-09
1931,1.9389105432310316e-08,3.4216069977333063e-09
1932,8.767629289252454e-09,4.383814644626227e-09
1933,1.1470662197865522e-09,0.0
1934,1.1981580172459871e-08,2.3963160344919743e-09
1935,9.574627313213568e-09,5.98414207075848e-09
1936,1.091224355320719e-08,6.0623572828433225e-09
1937,1.1332006444320086e-08,1.2591118148108649e-09
1938,3.8895642262559704e-09,1.2965214457594243e-09
1939,1.6823456405745674e-08,0.0
1940,7.607348528892999e-09,7.607348528892999e-09
1941,1.4757512545315876e-08,0.0
1942,2.4273694165799498e-08,6.068423541449874e-09
1943,1.1612940831184915e-08,0.0
1944,9.639558484764166e-09,0.0
1945,1.089252066321933e-08,2.178504043826024e-09
1946,6.960552134671616e-09,2.7842208538686464e-09
1947,5.960435700558264e-09,2.3841741914054637e-09
1948,1.7395020313060172e-08,1.0871887834440486e-09
1949,1.1780409536754632e-08,1.9634016634739737e-09
1950,1.70165788127008e-08,2.1270722960764488e-09
1951,7.462981344019681e-09,4.264560704569931e-09
1952,8.435843135146115e-09,6.326882129314981e-09
1953,1.508335856215126e-08,2.1547654771580937e-09
1954,1.8567818838022276e-08,2.9317608341017376e-09
1955,4.6928039232341234e-09,4.6928039232341234e-09
1956,1.1337483840634377e-08,5.232684952005684e-09
1957,8.835037590415595e-09,1.7670075402875796e-09
1958,5.790570245522986e-09,1.6544486891589827e-09
1959,9.300897829689347e-09,0.0
1960,1.314958364417862e-08,4.844583401109048e-09
1961,1.459113452284555e-08,0.0
1962,9.512934440181198e-09,6.976152100435229e-09
1963,8.405868889838075e-09,3.2330267352165265e-09
1964,9.734349326606662e-09,6.083968329129164e-10
1965,1.3680108601477059e-08,1.0944086747954884e-09
1966,1.1078149952936656e-08,5.539074754423723e-10
1967,1.3804939413830652e-08,3.944268467392931e-09
1968,8.084548142051062e-09,1.3474247273492779e-09
1969,1.9075383050903838e-08,1.8167031212712459e-09
1970,1.1956685419534097e-08,6.438214850135182e-09
1971,2.1581270104320538e-08,3.5968783507200897e-09
1972,9.747279428040656e-09,1.0260293725750103e-09
1973,1.543697081274331e-08,2.205281512956958e-09
1974,1.6314157136321228e-08,1.6876715580593782e-09
1975,1.770558810676448e-08,1.1422960355389478e-09
1976,1.428381679602353e-08,5.713526873840635e-10
1977,1.23412418062685e-08,0.0
1978,2.257424647211792e-08,0.0
1979,2.2237498953359136e-08,1.7555920051037788e-09
1980,1.5349906234973787e-08,1.1370301367108482e-09
1981,1.9609203150139365e-08,5.060439622894819e-09
1982,2.4830008826803862e-08,1.2415004579935385e-09
1983,2.5892795463278162e-08,6.315316047889041e-10
1984,3.247444679832512e-08,1.1598016991243298e-09
1985,2.8874678648094232e-08,0.0
