year,sont_VERB en_PRON,sont_VERB quand_ADV
1881,2.2207436103371947e-06,1.3945015142624584e-09
1882,2.258837806579095e-06,0.0
1883,2.208608904652465e-06,6.319338941018771e-10
1884,2.2888083712757634e-06,0.0
1885,2.4048666915632566e-06,6.445635691854079e-10
1886,2.2296717023806423e-06,0.0
1887,2.2191814323946346e-06,0.0
1888,2.350465841516325e-06,1.268122939990235e-09
1889,2.3726073852259333e-06,6.265136742733546e-10
1890,2.4428198628356768e-06,0.0
1891,2.516542146224765e-06,6.374220040683554e-10
1892,2.321230201829394e-06,0.0
1893,2.498469488187993e-06,0.0
1894,2.3958452111116912e-06,0.0
1895,2.4862896097488374e-06,0.0
1896,2.4348833758125465e-06,1.7691086373616827e-09
1897,2.4711092478924e-06,5.826713556089658e-10
1898,2.343690589157177e-06,2.8291773368493978e-09
1899,2.2690708689765415e-06,1.1055156790007459e-09
1900,2.38580804179378e-06,5.191053142894475e-10
1901,2.198050909285598e-06,1.1177477832191585e-09
1902,3.0011654423844902e-06,1.4730851538580225e-09
1903,2.2664724816934267e-06,5.400220270956879e-10
1904,2.3696723054911217e-06,0.0
1905,2.213449661780942e-06,1.0321518084666081e-09
1906,2.274758433173929e-06,0.0
1907,2.1990798551030366e-06,3.599990305858114e-09
1908,2.2528542427124876e-06,4.911389073214423e-10
1909,2.3203148167283416e-06,0.0
1910,2.3348593458649702e-06,1.068830135508847e-09
1911,2.483018647581048e-06,0.0
1912,2.3426766624368156e-06,1.0418842455450772e-09
1913,2.367784972534537e-06,5.30298971401777e-10
1914,2.375335071747031e-06,0.0
1915,2.317275765051363e-06,2.3561523843085297e-09
1916,2.3381319067539152e-06,0.0
1917,2.481701827150573e-06,1.0966424435210342e-09
1918,2.3501126094060965e-06,0.0
1919,2.1933095091242194e-06,0.0
1920,2.4443163439968885e-06,1.514446346106979e-09
1921,2.3801145800916856e-06,1.5145494858259667e-09
1922,2.1868200441588215e-06,2.951174193910333e-09
1923,2.3907114865551193e-06,1.0615948120573648e-09
1924,2.1657930133756054e-06,0.0
1925,2.1853379692515773e-06,0.0
1926,2.1668093665994093e-06,2.229227691330493e-09
1927,2.1707541293380928e-06,0.0
1928,2.046403963618104e-06,1.1426041224282812e-09
1929,2.265958762848186e-06,0.0
1930,1.9788789096253367e-06,0.0
1931,2.2035149953580913e-06,0.0
1932,2.148069185636814e-06,0.0
1933,2.0452189630759676e-06,0.0
1934,2.059633729345478e-06,0.0
1935,2.0226399186640265e-06,0.0
1936,2.1994232923816526e-06,0.0
1937,2.146785757162206e-06,2.5182236296217297e-09
1938,2.047207374289428e-06,0.0
1939,2.1763434148169836e-06,0.0
1940,2.2745973389248775e-06,5.0715658339584024e-09
1941,2.358250476675039e-06,0.0
1942,2.3818561913913072e-06,0.0
1943,2.3109751801086986e-06,2.9032352077962287e-09
1944,2.1014237567840155e-06,0.0
1945,2.180682473706952e-06,0.0
1946,2.2552188490010394e-06,0.0
1947,2.30192017625086e-06,2.3841741914054637e-09
1948,2.5222779811429064e-06,0.0
1949,3.0737053435814232e-06,1.9634016634739737e-09
1950,2.598218728167012e-06,3.190608444114673e-09
1951,2.509694034813492e-06,1.0661401761424827e-09
1952,2.6625629914178717e-06,2.1089607837865287e-09
1953,2.731165146485637e-06,1.0773827385790469e-09
1954,2.8516260215383227e-06,0.0
1955,2.7255804866399558e-06,1.8771215692936494e-09
1956,2.740182623028886e-06,0.0
1957,2.8484161447295264e-06,8.835037701437898e-10
1958,3.0615573507475347e-06,8.272243445794913e-10
1959,3.0026396728999316e-06,0.0
1960,3.034093232656687e-06,2.076250060767393e-09
1961,3.1822568757888803e-06,0.0
1962,3.1589285356403707e-06,6.341956404476434e-10
1963,3.2776424703229168e-06,0.0
1964,3.240321483133357e-06,1.2167936658258327e-09
1965,3.278301178966103e-06,5.472043373977442e-10
1966,3.520082039187855e-06,0.0
1967,3.3304416184876118e-06,0.0
1968,3.3097242990720588e-06,1.3474247551048535e-09
1969,3.4930658259213487e-06,9.083515606356229e-10
1970,3.5258425512552094e-06,1.839490032518043e-09
1971,3.635930163170542e-06,0.0
1972,3.7732230566689395e-06,1.5390440588625154e-09
1973,3.7506325440972432e-06,0.0
1974,3.980091982214162e-06,1.6876715580593782e-09
1975,3.841541492022316e-06,0.0
1976,3.988041640923257e-06,2.285410749536254e-09
1977,4.016780302151801e-06,2.3507127355770763e-09
1978,3.999800007647991e-06,1.1881182704343018e-09
1979,3.953593093797281e-06,5.851973350345929e-10
1980,4.229752171625023e-06,0.0
1981,4.2178763948186315e-06,0.0
1982,4.353942010482115e-06,0.0
1983,4.483874441518765e-06,6.315316047889041e-10
1984,4.218198732530709e-06,2.899504303321976e-09
1985,4.616940806556613e-06,0.0
1986,4.421532310061593e-06,5.994485463567401e-10
1987,4.371678514303312e-06,6.110816852533674e-10
1988,4.543588612904159e-06,5.996553809062277e-10
1989,4.4678800961150955e-06,5.488122178931576e-10
1990,4.5414507496843726e-06,5.44865097484859e-10
1991,4.46936721232305e-06,5.861465202094962e-10
1992,4.473523702586135e-06,2.2039776670368383e-09
1993,4.410870797499911e-06,1.1078414852150331e-09
1994,4.490545105539923e-06,0.0
1995,4.531542160179924e-06,2.168980273165033e-09
1996,4.812290264055719e-06,5.338092190498855e-10
1997,4.749822604566134e-06,4.79489448146353e-10
1998,4.97458903581105e-06,0.0
1999,4.843042383129159e-06,4.570201161957499e-10
2000,4.918152789912256e-06,0.0
2001,4.903452378357542e-06,4.3812117822561447e-10
2002,4.995907076477124e-06,8.76244299341522e-10
2003,5.020308861958256e-06,4.1669229178253886e-10
2004,4.825448854717251e-06,8.809582507929292e-10
2005,4.818561503583396e-06,1.3511248786457486e-09
2006,4.793635564936949e-06,1.6471559116659762e-09
2007,4.451048532416735e-06,1.9972397347078896e-09
2008,4.483935402532779e-06,8.514879357157668e-10
2009,4.181704930772412e-06,1.430457752249481e-09
2010,4.040260186854994e-06,9.447586046817946e-10
2011,3.877125260842718e-06,7.64794394481072e-10
2012,3.4604229268708764e-06,1.7021263842842416e-09
2013,3.2049835674285987e-06,1.3945624655065103e-09
2014,3.0030392910163073e-06,8.661780875884872e-10
2015,2.8686917712406057e-06,0.0
2016,2.773524276022954e-06,6.21402013178951e-10
2017,2.9845212212720185e-06,5.031222660711876e-10
2018,2.848906673236229e-06,2.0651733656507076e-09
2019,2.865014282704692e-06,1.02039510174734e-09
