year,était_VERB assez_ADV,etait_VERB assez_ADV
1800,2.4430157736787805e-06,1.8864987794131594e-08
1801,2.4454745926050236e-06,9.524730337773235e-09
1802,1.329276983597083e-06,2.2378401354217203e-09
1803,1.4666551351183443e-06,5.851017448321727e-09
1804,3.245540256102686e-06,7.4155526164076946e-09
1805,1.7796414795157034e-06,2.842877711017877e-09
1806,2.0142867924732855e-06,2.881669125542885e-09
1807,2.4540752292523393e-06,1.7081731584767113e-08
1808,1.665564354880189e-06,0.0
1809,2.3742411485727644e-06,2.259030518203531e-09
1810,2.085052983602509e-06,2.3401266702194334e-08
1811,2.900687832152471e-06,1.2535384286138651e-08
1812,3.069956619583536e-06,2.1337665856435706e-08
1813,3.715458205988398e-06,2.300593315851529e-08
1814,2.7942492124566343e-06,1.5733386149463513e-08
1815,2.443684479658259e-06,1.3486118000116676e-08
1816,3.219151722078095e-06,1.1588019432906549e-08
1817,3.6368562632560497e-06,9.341240669868967e-09
1818,3.4952893201989355e-06,4.768470951432846e-09
1819,3.4344784580753185e-06,9.315945015409e-09
1820,3.976457719545579e-06,1.542642635854463e-08
1821,4.4948665163246915e-06,1.1833785507064931e-08
1822,4.26289170718519e-06,1.1028177482330648e-08
1823,4.132939466217067e-06,9.882686669016039e-09
1824,3.973080765717896e-06,1.6842225392110777e-08
1825,3.7114941733307205e-06,5.283265824829186e-09
1826,3.7927179619146045e-06,1.2331177856594877e-08
1827,4.3468658077472355e-06,2.5808365222701468e-08
1828,4.337581231084187e-06,1.2841221419535032e-08
1829,5.059031082055299e-06,1.3717081692732336e-08
1830,4.973152499587741e-06,2.0873671680021744e-09
1831,4.593169251165818e-06,1.091384405071949e-08
1832,4.333649030741071e-06,1.488296597074168e-08
1833,4.692527909355704e-06,8.108539617524002e-09
1834,4.58698832517257e-06,3.733812370398937e-09
1835,4.905418791167904e-06,1.1344631900556124e-08
1836,4.3167378862563055e-06,2.688300027031687e-09
1837,4.8865267672226764e-06,9.045257876039159e-09
1838,4.362966137705371e-06,6.312161904276081e-09
1839,4.649331003747648e-06,4.194885327990505e-09
1840,4.888735929853283e-06,8.280594876453051e-09
1841,4.624078883352922e-06,9.630822361827995e-09
1842,4.636752692022128e-06,1.341653010911159e-08
1843,4.671185251936549e-06,8.860366662588604e-09
1844,4.677900960814441e-06,6.586273748609983e-09
1845,4.6918557927710935e-06,6.696273757711424e-09
1846,4.555387477012118e-06,2.9272506640865004e-09
1847,4.289230673748534e-06,7.550513103637968e-09
1848,3.589777861634502e-06,4.82713291560799e-09
1849,4.0380400605499744e-06,7.54147322368226e-09
1850,4.110736881557386e-06,3.394498016007219e-09
1851,4.383038685773499e-06,1.9348316282474798e-09
1852,4.31258513344801e-06,3.2552727180501506e-09
1853,4.424007329362212e-06,4.777545470346922e-09
1854,4.061970685143024e-06,8.832629738719788e-09
1855,4.308702045818791e-06,5.837630823180007e-09
1856,4.144339982303791e-06,2.0708756931497874e-09
1857,4.330875071900664e-06,2.9289055625270066e-09
1858,4.2418382690811995e-06,4.893676130990343e-09
1859,4.449032076081494e-06,4.582956236731661e-09
1860,4.769425686390605e-06,7.323494255473406e-09
1861,4.398107648739824e-06,3.772770984511453e-09
1862,4.513016392593272e-06,6.325180851307621e-09
1863,4.3023665057262406e-06,3.496234635136375e-09
1864,4.413547230797121e-06,5.2742009648554244e-09
1865,4.339710358181037e-06,4.236159922843541e-09
1866,4.445224021765171e-06,2.432806400776144e-09
1867,4.335501671448583e-06,2.91168689159349e-09
1868,4.407355845614802e-06,3.951899252285784e-09
1869,4.573903879645513e-06,6.8369265804335555e-09
1870,4.3504228415258694e-06,5.734048791339319e-09
1871,4.307949438953074e-06,2.1242354542039266e-09
1872,4.6080726860964205e-06,7.256807155187062e-09
1873,4.357212674221955e-06,5.986004469882289e-10
1874,4.746827016788302e-06,2.3898436007918633e-09
1875,4.497120244195685e-06,4.577221712764867e-09
1876,4.243697730998974e-06,3.02300739996042e-09
1877,4.184028057352407e-06,5.566334393414252e-09
1878,4.1995822357421275e-06,4.22736201599605e-09
1879,4.287524461688008e-06,1.832797580370027e-09
1880,4.098436420463258e-06,3.2089231272180996e-09
1881,3.899026069120737e-06,4.183504653809678e-09
1882,4.330659066908993e-06,2.6621540527571597e-09
1883,4.166340204392327e-06,4.423537369735442e-09
1884,4.351838470029179e-06,3.9610181801208455e-09
1885,4.011763849121053e-06,3.2228178459270396e-09
1886,3.935322183679091e-06,2.5813854942491332e-09
1887,4.0407512642559595e-06,5.876032105334161e-09
1888,3.933083462470677e-06,9.510921605837552e-09
1889,3.904433015122777e-06,3.132568426877924e-09
1890,3.7405884540930856e-06,1.3108772956016423e-09
1891,4.026594979222864e-06,2.5496880162734215e-09
1892,3.91029789170716e-06,3.1342561879199593e-09
1893,3.8077489534771303e-06,4.310891532632866e-09
1894,3.91955745726591e-06,5.671385139294216e-09
1895,4.1913631321222056e-06,3.0093072478365457e-09
1896,4.094897121831309e-06,4.717623180994224e-09
1897,3.682482883959892e-06,2.330685422435863e-09
1898,3.834667040791828e-06,1.13167097914868e-09
1899,3.707346877490636e-06,3.3165470370022376e-09
1900,3.7214661006146343e-06,4.67194793962733e-09
1901,3.708687245307374e-06,7.265360535413379e-09
1902,3.338010856168694e-06,1.4730852093691738e-09
1903,3.57008570972539e-06,3.2401321625741275e-09
1904,3.6310968880570726e-06,5.912087708281888e-09
1905,3.6455601275520166e-06,3.6125313851442797e-09
1906,3.588583012970048e-06,5.658602919567102e-09
1907,3.4755335036606994e-06,2.0571372938427146e-09
1908,3.589734205888817e-06,2.9468334439286537e-09
1909,3.653203293652041e-06,6.60118004702781e-09
1910,3.5324835607752902e-06,7.481810948561929e-09
1911,3.558798198355362e-06,1.5961122423746588e-09
1912,3.5220896279497538e-06,3.6465949149189214e-09
1913,3.6601234114641557e-06,4.242391771214216e-09
1914,3.6236081086826744e-06,4.018046229070649e-09
1915,3.084203399339458e-06,4.712304768617059e-09
1916,3.224820147806895e-06,4.394984820521586e-09
1917,3.0991116091172444e-06,4.386569774084137e-09
1918,3.2896982702368405e-06,2.2972752589112133e-09
1919,3.155529611831298e-06,9.207848372660976e-10
1920,3.333296490382054e-06,5.300562211374427e-09
1921,3.231291429983685e-06,5.300923255902035e-09
1922,3.3687654195091454e-06,1.4755870969551665e-09
1923,3.3875489862111863e-06,5.307974060286824e-09
1924,3.5812931855616625e-06,7.734974660777993e-09
1925,3.3148508009617217e-06,7.698724768800957e-09
1926,3.3549877116456628e-06,3.343841648018042e-09
1927,3.886619651893852e-06,7.804457635707251e-09
1928,3.6677593016065657e-06,1.1426041224282812e-09
1929,3.666307748062536e-06,6.684243825105796e-09
1930,3.882131750287954e-06,1.0503603542488804e-09
1931,3.279040129200439e-06,9.124285327288817e-09
1932,3.604591483963304e-06,1.0959536389520963e-08
1933,3.7359945963544305e-06,6.882397540763918e-09
1934,3.229035883123288e-06,2.3963160344919743e-09
1935,3.4145514291594736e-06,2.393656828303392e-09
1936,3.287010031272075e-06,8.487300195980652e-09
1937,3.4990716812899336e-06,8.813782814698357e-09
1938,3.614701881815563e-06,6.482607339819424e-09
1939,3.407514441278181e-06,7.647025235257843e-09
1940,3.1215488434099825e-06,1.2678914806940611e-08
1941,3.158107801937149e-06,5.9030051957620344e-09
1942,3.1039985515235458e-06,1.2136847082899749e-08
1943,3.524527528497856e-06,2.9032352077962287e-09
1944,3.6019816889165668e-06,6.4263723231761105e-09
1945,3.71870646631578e-06,6.535512131478072e-09
1946,3.5470973216433777e-06,5.568441707737293e-09
1947,3.5488433240971062e-06,2.3841741914054637e-09
1948,3.085441676375922e-06,0.0
1949,2.9244868073874386e-06,4.908504269707237e-09
1950,3.2033708521339577e-06,5.317680518146517e-09
1951,3.2570583243796136e-06,7.462981344019681e-09
1952,3.2467451092088595e-06,5.272402070488624e-09
1953,3.3625115065660793e-06,6.464296653518886e-09
1954,3.2249370178760728e-06,3.9090144454689835e-09
1955,3.160134156132699e-06,4.6928039232341234e-09
1956,3.050655323022511e-06,4.36057079333807e-09
1957,3.10816631099442e-06,2.6505113659425206e-09
1958,3.3179967431351542e-06,7.445019101215422e-09
1959,3.0049650376895443e-06,5.425523585955716e-09
1960,3.148979203615454e-06,3.460416619915918e-09
1961,3.0300923299364513e-06,5.55852741612739e-09
1962,3.2363002446800238e-06,3.805173953708163e-09
1963,3.284108515799744e-06,4.526237162849611e-09
1964,2.9914872357039712e-06,4.258777774879263e-09
1965,3.0216624509193935e-06,6.5664522708175355e-09
1966,3.0110411444184138e-06,4.431259692516676e-09
1967,2.9986301797180204e-06,3.944268467392931e-09
1968,2.980503495564335e-06,1.0330256650092906e-08
1969,2.8690283215837553e-06,1.3625273131978588e-09
1970,2.7008311462850543e-06,1.1956685419534097e-08
1971,2.7279752430331428e-06,3.5968783507200897e-09
1972,2.615348876133794e-06,8.208234980600082e-09
1973,2.5967190140363527e-06,6.6158443723374205e-09
1974,2.4184332687582355e-06,5.063014507644681e-09
1975,2.2520366655953694e-06,4.569184142155791e-09
1976,2.5156659830827266e-06,6.8562320265641574e-09
1977,2.3272057205758756e-06,9.990529126202574e-09
1978,2.4712860522413393e-06,3.5643548113029055e-09
1979,2.4437840693281032e-06,3.5111840102075575e-09
1980,2.41164093495172e-06,5.68515062804309e-09
1981,2.3372906525764847e-06,4.427884781055269e-09
1982,2.32533034250082e-06,3.1037510339615437e-09
1983,2.258356971651665e-06,5.683784443100137e-09
1984,2.200723656642367e-06,2.8995041922996734e-09
1985,2.1938740246696398e-06,3.0077789148208467e-09
1986,2.3432444322679657e-06,7.1933827783254856e-09
1987,2.267113131892984e-06,6.721898426764739e-09
1988,2.2007352526998147e-06,1.798966087207532e-09
1989,2.270984850838431e-06,4.939309850016116e-09
1990,2.1200701212364947e-06,2.724325431913144e-09
1991,2.068511093966663e-06,3.5168792322792797e-09
1992,2.155490165023366e-06,1.046889380740268e-08
1993,2.0938205125276e-06,3.323524400133948e-09
1994,2.0440340904315235e-06,4.747434001473039e-09
1995,2.0670381672971416e-06,7.591431483433553e-09
1996,2.04395541913982e-06,3.736664311304594e-09
1997,1.9659066765598254e-06,6.233362714880286e-09
1998,2.0626926016120706e-06,1.0489884516573511e-08
1999,2.0949801182723604e-06,5.0272213059088244e-09
2000,2.0543845948850503e-06,3.092622158362701e-09
2001,2.100791107295663e-06,4.8193329327261836e-09
2002,2.0972906895622145e-06,2.6287327870022636e-09
2003,2.1251307771308348e-06,2.083461403401543e-09
2004,2.124871343767154e-06,6.166707589017051e-09
2005,2.173509528802242e-06,3.602999676388663e-09
2006,2.244661800432368e-06,4.529678854225949e-09
2007,2.527307060518069e-06,1.5977917877663117e-09
2008,2.5659589937276905e-06,3.8316958494988285e-09
2009,2.8075116915715626e-06,1.430457752249481e-09
2010,3.5145019410265377e-06,0.0
2011,3.68133783013036e-06,3.82397197240536e-10
2012,4.48714536105399e-06,2.7234021704458655e-09
2013,4.865628852712689e-06,4.741512571460049e-09
2014,5.268528184387833e-06,6.496335552830246e-10
2015,5.218261776462896e-06,8.866301581811342e-10
2016,5.430432338471292e-06,4.1426800878596737e-10
2017,4.7031867325131316e-06,1.509366853724714e-09
2018,5.393458195612766e-06,3.872199894061623e-09
2019,5.189729563426226e-06,5.1019755087367e-10
