year,serait_VERB en_ADP,serait_VERB quand_ADV
1800,1.7607320614843047e-06,0.0
1801,1.8096988014804083e-06,0.0
1802,2.1975590698275482e-06,0.0
1803,1.5875760936978622e-06,0.0
1804,2.9093685043335427e-06,0.0
1805,1.7000409116008086e-06,0.0
1806,1.9508900095388526e-06,0.0
1807,3.154426167384372e-06,3.131650672116848e-08
1808,2.4224329990829574e-06,6.798221985349073e-09
1809,2.2748438368580537e-06,6.7770917766551975e-09
1810,2.461813437548699e-06,0.0
1811,2.5296403691754676e-06,0.0
1812,2.8245735848031472e-06,2.6672082320544632e-09
1813,3.3732449082890525e-06,0.0
1814,2.5267818273277953e-06,0.0
1815,2.7754431357607245e-06,0.0
1816,2.8437000310077565e-06,0.0
1817,2.6357865863246843e-06,7.784367150875937e-09
1818,2.3162847355706617e-06,2.384235475716423e-09
1819,3.126017190879793e-06,0.0
1820,3.183776925652637e-06,0.0
1821,3.295709348094533e-06,9.86148829262845e-10
1822,3.537037173373392e-06,0.0
1823,3.1407178084918996e-06,0.0
1824,3.079600901401136e-06,0.0
1825,3.2870718769117957e-06,0.0
1826,3.61127354153723e-06,8.807984341885344e-10
1827,4.133025413466385e-06,9.217273055917019e-10
1828,3.945924163417658e-06,0.0
1829,4.537781933322549e-06,1.714635211591542e-09
1830,4.062016614625463e-06,2.0873671680021744e-09
1831,3.698234195326222e-06,3.1182412207897414e-09
1832,4.000812168669654e-06,0.0
1833,4.07975403504679e-06,2.3167257001688313e-09
1834,3.970909347117413e-06,0.0
1835,3.758854745683493e-06,0.0
1836,3.7649642763426527e-06,7.392825018825988e-09
1837,4.036968221043935e-06,1.3915781860163179e-09
1838,4.005697974207578e-06,4.418513555037862e-09
1839,3.846010713459691e-06,0.0
1840,4.1721459638210945e-06,4.4587821212971335e-09
1841,4.6831482904963195e-06,6.420548537278137e-10
1842,4.722618541563861e-06,4.024959032733477e-09
1843,4.475666628422914e-06,1.7720733214154905e-09
1844,4.583497684507165e-06,4.390849017710252e-09
1845,4.41563452113769e-06,5.580227946389016e-10
1846,4.643790362024447e-06,1.1709002656346001e-09
1847,4.6333184400282335e-06,1.0786447290911383e-09
1848,4.436135441210354e-06,0.0
1849,4.762859589391155e-06,2.513824481908955e-09
1850,4.49295748694567e-06,6.788996032014438e-09
1851,4.210193765175063e-06,6.449438760824933e-10
1852,3.936926987080369e-06,0.0
1853,3.841743819066323e-06,1.1943863675867306e-09
1854,3.855182967527071e-06,1.558699391779328e-09
1855,3.861327513732249e-06,5.306937111981824e-10
1856,3.91964977097814e-06,5.177189232874468e-10
1857,3.819292487605708e-06,2.440754598431738e-09
1858,3.7911308936600108e-06,9.787352039936081e-10
1859,4.045731657242868e-06,4.073738679721828e-09
1860,4.083305611857213e-06,6.865775947773045e-09
1861,4.1939065340557136e-06,1.414789119191795e-09
1862,4.128084128751652e-06,9.035972525772706e-10
1863,3.896803264069604e-06,4.994620939058336e-09
1864,3.916333753295476e-06,2.3973640850272204e-09
1865,3.88926537198131e-06,4.706844358715045e-10
1866,3.7961513044137973e-06,4.865612912574591e-10
1867,3.852646841551177e-06,9.7056229719783e-10
1868,3.959803052566713e-06,0.0
1869,4.1207135836884845e-06,1.953407657850903e-09
1870,4.188149432593491e-06,1.7202146374017957e-09
1871,4.423720383783802e-06,3.18635318130589e-09
1872,4.155731403443497e-06,1.2094678591978436e-09
1873,4.202175205136882e-06,1.1972008939764578e-09
1874,4.004183210781775e-06,1.1949218281515073e-09
1875,4.0588515730632935e-06,1.1443054281912168e-09
1876,3.866426595777739e-06,0.0
1877,3.739958174264757e-06,3.710889595609501e-09
1878,3.994857252109796e-06,2.4156354694326865e-09
1879,3.873923105857102e-06,0.0
1880,3.891781943821115e-06,6.417846254436199e-10
1881,3.8007137845852412e-06,3.4862537301449947e-09
1882,4.163608991802903e-06,6.655385131892899e-10
1883,3.7644301755790366e-06,6.319338941018771e-10
1884,3.8870794014655985e-06,4.621187876807653e-09
1885,3.6946382806490874e-06,0.0
1886,3.7881832213315647e-06,5.162771044009418e-09
1887,3.820726760750404e-06,6.528924623161458e-10
1888,3.7752020034531597e-06,1.268122939990235e-09
1889,3.7897812035225797e-06,2.5060546970934183e-09
1890,3.910347004421055e-06,2.6217545912032847e-09
1891,3.952016413677484e-06,1.912266012205066e-09
1892,3.778032350965077e-06,6.268512375839919e-10
1893,3.949392521462869e-06,0.0
1894,3.971229943999788e-06,0.0
1895,3.896450834872667e-06,3.0093072478365457e-09
1896,3.830709829344414e-06,5.89702897624278e-10
1897,3.892244876624318e-06,1.1653427112179315e-09
1898,3.793926907746936e-06,0.0
1899,3.855485829262761e-06,5.527578395003729e-10
1900,3.574040192688699e-06,1.5573159428683425e-09
1901,3.8919979488127865e-06,0.0
1902,3.6463768537942087e-06,9.820567692386817e-10
1903,4.066365818289341e-06,7.020286352243943e-09
1904,3.886928880092455e-06,0.0
1905,4.013006218883675e-06,1.0321518084666081e-09
1906,3.9466185626224615e-06,1.0288369045596824e-09
1907,3.86690408049617e-06,5.142843373384665e-10
1908,3.925673354387982e-06,9.822778146428846e-10
1909,3.710413466251339e-06,4.4007870125817306e-09
1910,3.7141846860322403e-06,1.6032452032632705e-09
1911,3.772677246161038e-06,1.5961122423746588e-09
1912,3.968536930187838e-06,1.5628263128064646e-09
1913,3.839364580926485e-06,1.060597942803554e-09
1914,3.837234089587582e-06,2.678697486047099e-09
1915,4.01959596274537e-06,0.0
1916,3.85550038117799e-06,1.0987462051303964e-09
1917,3.996165105490945e-06,1.0966424213165737e-08
1918,3.908814051101217e-06,2.2972752589112133e-09
1919,3.8912367017474025e-06,1.8415696745321952e-09
1920,4.023126621177653e-06,2.2716695191604686e-09
1921,4.026429905934492e-06,0.0
1922,3.998103238700423e-06,3.6889677978990676e-09
1923,4.012828412669478e-06,1.0615948120573648e-09
1924,3.5993416531709954e-06,1.289162443462999e-09
1925,3.631598247011425e-06,0.0
1926,3.583483476177207e-06,3.343841648018042e-09
1927,3.721611165019567e-06,4.4596899506643695e-09
1928,3.4232418784085894e-06,1.1426041224282812e-09
1929,3.987151558249025e-06,2.2280812750352652e-09
1930,3.7109232380316826e-06,3.1510810627466412e-09
1931,4.039777195430361e-06,1.1405356659111021e-09
1932,4.334496679803124e-06,0.0
1933,4.198262558929855e-06,2.2941324395731044e-09
