year,serait_VERB en_ADP,serait_VERB quand_ADV
1934,3.820925940090092e-06,1.1981580172459871e-09
1935,3.863362053380115e-06,1.196828414151696e-09
1936,3.7974605220369995e-06,1.2124714565686645e-09
1937,3.773558091779705e-06,0.0
1938,3.741760792763671e-06,2.5930428915188486e-09
1939,3.597160684876144e-06,1.5294050470515685e-09
1940,3.291446319053648e-06,0.0
1941,3.338149326737039e-06,0.0
1942,3.5682330690178787e-06,0.0
1943,3.576785729819676e-06,2.9032352077962287e-09
1944,3.6019816889165668e-06,3.2131861615880553e-09
1945,4.36790060120984e-06,4.357008087652048e-09
1946,3.6668188840849325e-06,4.1763312808029696e-09
1947,3.7908368994976627e-06,5.960435700558264e-09
1948,3.792114512179978e-06,5.435944139264848e-09
1949,3.842377282126108e-06,1.9634016634739737e-09
1950,3.722376504811109e-06,5.317680518146517e-09
1951,3.872220986522734e-06,6.396841056854896e-09
1952,3.9300484786508605e-06,2.1089607837865287e-09
1953,3.746059746845276e-06,1.0773827385790469e-09
1954,3.988172011304414e-06,3.9090144454689835e-09
1955,3.892211680067703e-06,0.0
1956,3.785847638937412e-06,1.744228317335228e-09
1957,3.773444632315659e-06,7.068030161150318e-09
1958,3.8110224522824865e-06,8.272243612328367e-09
1959,3.6947815260646166e-06,2.325224457422337e-09
1960,3.7164875266171293e-06,5.536666680683311e-09
1961,3.7304666875570547e-06,2.779263652552544e-09
1962,3.8432253859355114e-06,5.0735651235811474e-09
1963,3.71086798622855e-06,5.172842487688456e-09
1964,3.7373818031483097e-06,9.125952382671443e-09
1965,3.6903461477777455e-06,1.6416130121932326e-09
1966,3.760477738978807e-06,1.1078149508847446e-09
1967,3.574986294552218e-06,7.395503320850594e-09
1968,3.5284563182358397e-06,2.245707841908029e-09
1969,4.058060767420102e-06,1.8167031212712459e-09
1970,4.016526418126887e-06,9.197450023812337e-10
1971,3.5994473819300765e-06,3.083038491169532e-09
1972,3.6300918964116136e-06,5.130146696341598e-09
1973,3.5278990253573284e-06,2.205281512956958e-09
1974,3.552548605512129e-06,6.1881286761433785e-09
1975,3.436026418057736e-06,1.7134440533084216e-09
1976,3.5115335776936263e-06,1.7140580066410394e-09
1977,3.4708273233263753e-06,9.402850942308305e-09
1978,3.520988457239582e-06,8.316828115084718e-09
1979,3.7048844205855858e-06,4.0963813452421505e-09
1980,3.6095020732318517e-06,3.411090521154847e-09
1981,3.5315542845637538e-06,5.69299452024552e-09
1982,3.6580811411113245e-06,4.966001831974154e-09
1983,3.68877613254881e-06,5.683784443100137e-09
1984,3.564650569387595e-06,4.059305780401701e-09
1985,3.4288680126337567e-06,7.218669662023558e-09
1986,3.5541304441721877e-06,6.593933843390687e-09
1987,3.437334498812561e-06,8.555143982125202e-09
1988,3.6273154364607763e-06,4.197587721854745e-09
1989,3.545875642885221e-06,2.1952488715726304e-09
1990,3.6015583191328915e-06,4.358920779878872e-09
1991,3.508672989482875e-06,5.8614650910726596e-09
1992,3.471264790277928e-06,2.2039777225479895e-09
1993,3.6198721318214666e-06,6.093128224193833e-09
1994,3.6122696656093467e-06,3.6924485691258724e-09
1995,3.698653699757415e-06,4.337960657352369e-09
1996,3.8391558518924285e-06,2.6690460952494277e-09
1997,3.878110874211416e-06,3.835915585170824e-09
1998,3.7472727854037657e-06,5.2449422582867555e-09
1999,3.8723314901289996e-06,4.570201106446348e-09
2000,3.747374421436689e-06,7.068850393920911e-09
2001,3.7165818866924383e-06,2.6287270138425356e-09
2002,3.696436579048168e-06,4.81934359086722e-09
2003,3.828151875495678e-06,2.5001538617175356e-09
2004,3.833930350083392e-06,6.6071870752359985e-09
2005,3.7462189084180864e-06,4.503749373441224e-09
2006,3.6719225136039313e-06,4.941467679486777e-09
2007,3.888226274284534e-06,3.595031605740928e-09
2008,3.652457507996587e-06,4.683183785214595e-09
2009,3.734925257958821e-06,3.814554005998616e-09
2010,3.716680339493905e-06,8.97520635589899e-09
2011,3.4216900530736893e-06,6.500752380844688e-09
2012,3.6769333746633492e-06,1.1574459612972987e-08
2013,3.76085631614842e-06,1.0319762822064149e-08
2014,3.678874918477959e-06,1.4725027419615344e-08
2015,3.6835049286310095e-06,1.1304534197620342e-08
2016,3.690092398755951e-06,1.1392369853036044e-08
2017,3.5958148600911954e-06,1.5345229670282734e-08
2018,3.669296802399913e-06,2.0135439982027492e-08
2019,3.5499544992489973e-06,1.632632162795744e-08
