year,petit_ADJ an_NOUN,petit_ADJ camp_NOUN
1800,0.0,1.4148740490327327e-07
1801,7.143547975374531e-09,1.619204113012529e-07
1802,8.951360541686881e-09,1.9021641151084623e-07
1803,0.0,7.801356960435157e-08
1804,2.4718509461507665e-09,5.6852570651244605e-08
1805,2.842877711017877e-09,1.2792949632967066e-07
1806,0.0,1.671368039524168e-07
1807,0.0,1.822051274302794e-07
1808,2.2660739951163578e-09,8.611080914988634e-08
1809,2.259030518203531e-09,2.1686693685296632e-07
1810,7.020380277111826e-09,6.552355102940055e-08
1811,7.521229861140455e-09,9.526891631139733e-08
1812,5.3344164641089264e-09,1.440292436427626e-07
1813,5.751483289628823e-09,2.0130190847567064e-08
1814,0.0,5.349351184236184e-08
1815,8.091670444798638e-09,1.6183340889597275e-08
1816,2.3176038865813098e-09,9.965696534663948e-08
1817,6.227493631882908e-09,1.6969920579867903e-07
1818,2.384235475716423e-09,1.1563542301473717e-07
1819,4.140420006848444e-09,1.0144029261027754e-07
1820,0.0,3.287015166719698e-07
1821,9.86148829262845e-10,1.64686852599516e-07
1822,3.0076847679083585e-09,1.4136118409169285e-07
1823,1.9765373782121287e-09,2.717738993851526e-07
1824,8.421112696055388e-10,1.2463246434890607e-07
1825,8.805443041381977e-10,1.3120110509134975e-07
1826,0.0,1.1274219757773096e-07
1827,9.217273055917019e-10,8.479891278057039e-08
1828,1.8344602503717056e-09,1.2199160437376122e-07
1829,2.571952872898464e-09,1.2774032276396952e-07
1830,3.1310507520032616e-09,1.5968359012852318e-07
1831,0.0,1.7306238930814288e-07
1832,0.0,1.244757186213974e-07
1833,2.3167257001688313e-09,1.5174553880115127e-07
1834,0.0,5.3206825612051034e-08
1835,3.025235173481633e-09,1.8302672089021144e-07
1836,1.3441500135158435e-09,1.6936290592184378e-07
1837,5.566312633042969e-09,7.305785487687899e-08
1838,1.0099459268886335e-08,1.5906648487273856e-07
1839,3.4957376993105527e-09,1.2235081214839738e-07
1840,6.369688665408546e-10,2.1147366879858964e-07
1841,0.0,1.001605554051821e-07
1842,1.341653010911159e-09,8.519496930148307e-08
1843,4.134837805480629e-09,6.261326035428283e-08
1844,1.6465684371524958e-09,9.769639319756607e-08
1845,3.9061593959388574e-09,1.166267651342423e-07
1846,2.9272506640865004e-09,7.903576859646932e-08
1847,2.6966118227278457e-09,1.4345974364005087e-07
1848,8.045221711050488e-10,1.705586986089358e-07
1849,0.0,7.709061833338637e-08
1850,2.0366988096043315e-09,1.8873409146635822e-07
1851,6.449438760824933e-10,2.1025169716359926e-07
1852,0.0,6.510545746962748e-08
1853,4.777545470346922e-09,4.896984129310056e-08
1854,1.0391328908454511e-09,1.6989822138047117e-07
1855,5.306937111981824e-10,1.12507063221301e-07
1856,2.0708756931497874e-09,9.474256046360097e-08
1857,1.4644527812635033e-09,2.0941674372387808e-07
1858,9.787352039936081e-10,1.3995913472619748e-07
1859,5.092173349652285e-10,1.0999094257613251e-07
1860,2.288591982591015e-09,1.2037993712965545e-07
1861,1.4147891747029462e-09,1.5987116341875662e-07
1862,1.8071945051545413e-09,1.8207484944743335e-07
1863,1.4983862484108101e-09,1.5882894671692682e-07
1864,3.356309563606885e-09,1.4959550753701478e-07
1865,4.706844358715045e-10,1.2990890296826763e-07
1866,0.0,2.1408696682101436e-07
1867,2.91168689159349e-09,7.473329866058975e-08
1868,2.9639244392143382e-09,9.188165961404593e-08
1869,4.883519144627257e-10,9.815873625029781e-08
1870,1.1468097582678638e-09,6.938198993111655e-08
1871,2.1242354542039266e-09,7.434824311758348e-08
1872,0.0,9.252428867512208e-08
1873,5.986004469882289e-10,7.48250528204153e-08
1874,5.974609140757536e-10,1.093353443337719e-07
1875,5.721527140956084e-10,1.361723462878217e-07
1876,1.813804439976252e-09,8.222580305528027e-08
1877,6.184815992682502e-10,1.076158010482331e-07
1878,3.019544336790858e-09,1.0930750593551863e-07
1879,0.0,8.797428641127425e-08
1880,2.5671385017744797e-09,4.171600043179069e-08
1881,1.3945015142624584e-09,1.2411064176376385e-07
1882,3.3276925659464496e-09,1.0049631526953817e-07
1883,3.159669414998234e-09,7.520013411976834e-08
1884,6.601696966868076e-10,6.799747609420592e-08
1885,6.445635691854079e-10,8.379326432716994e-08
1886,1.2906927748801422e-09,6.77613698485402e-08
1887,6.528924623161458e-10,1.2992559561553207e-07
1888,4.438430289965822e-09,6.02358412038484e-08
1889,1.8795409673089125e-09,6.077182490571431e-08
1890,2.6217545912032847e-09,9.962667490981403e-08
1891,6.374220040683554e-10,4.716922674674606e-08
1892,6.268512375839919e-10,7.961010672907776e-08
1893,1.2316833108982905e-09,6.096832572133337e-08
1894,1.8904617871129403e-09,6.112492911825029e-08
1895,1.8055843487019274e-09,8.426060427169091e-08
1896,5.89702897624278e-10,6.073939728956645e-08
1897,0.0,7.050323347357335e-08
1898,1.13167097914868e-09,1.1090375739986058e-07
1899,5.527578395003729e-10,6.411990760568642e-08
1900,3.6337372000261325e-09,4.775768758236154e-08
1901,5.588738916095792e-10,2.9061443029831935e-08
1902,4.910283846193408e-10,4.713872669981356e-08
1903,5.400220270956879e-10,7.020286574288548e-08
1904,2.6873125946735854e-09,7.148251146560369e-08
1905,1.0321518084666081e-09,9.650619148260375e-08
1906,2.572092261399206e-09,5.3499519203636936e-08
1907,2.057137349353866e-09,3.959989375301731e-08
1908,9.822778146428846e-10,8.545817054006477e-08
1909,3.300590023513905e-09,4.01571786379229e-08
1910,1.068830135508847e-09,3.954671590200576e-08
1911,5.320374141248863e-10,5.4267814686426163e-08
1912,1.0418842455450772e-09,4.9489501108279654e-08
1913,1.590896969716482e-09,4.242391604680762e-08
1914,6.696743715117748e-10,7.500352694478352e-08
1915,2.3561523843085297e-09,6.950649467096781e-08
1916,1.0987462051303964e-09,2.5271162940043723e-08
1917,0.0,5.3735480065597585e-08
1918,1.1486376294556067e-09,7.466144591461443e-08
1919,0.0,8.563299008779168e-08
1920,7.572231730534895e-10,3.710393414735336e-08
1921,6.058197943303867e-09,3.256281289054641e-08
1922,0.0,3.24629176873259e-08
1923,1.0615948120573648e-09,5.307973971468982e-08
1924,2.578324886925998e-09,2.836157442231979e-08
1925,3.299453377181294e-09,1.9796720707176974e-08
1926,2.229227691330493e-09,6.13037585139864e-08
1927,0.0,4.9056588125040435e-08
1928,3.4278123672848437e-09,6.512843242489907e-08
1929,0.0,9.246537047147285e-08
1930,3.1510811737689437e-09,2.4158287814657342e-08
1931,1.1405356659111021e-09,8.668070972106534e-08
1932,3.287861094491973e-09,8.110057170274132e-08
1933,5.735331320977366e-09,9.979476089938544e-08
1934,1.1981580172459871e-09,3.474658250013363e-08
1935,5.98414207075848e-09,1.4361941147456037e-07
1936,0.0,4.7286385917999496e-08
1937,2.5182236296217297e-09,6.54738155914103e-08
1938,0.0,3.241303758727554e-08
1939,0.0,3.364691281149135e-08
1940,5.0715658339584024e-09,5.0715659227762444e-08
1941,5.9030051957620344e-09,1.5938113806512888e-07
1942,3.034211770724937e-09,6.00773942149857e-07
1943,2.9032352077962287e-09,1.7419411735275503e-07
1944,6.4263723231761105e-09,7.711646432539965e-08
1945,0.0,4.1827277064143686e-07
1946,2.7842208538686464e-09,1.461715974926392e-07
1947,0.0,1.4305044970797098e-07
1948,1.0871887834440486e-09,7.501602850013e-08
1949,0.0,4.221313587571274e-08
1950,0.0,6.168509769644004e-08
1951,1.0661401761424827e-09,6.076999170545605e-08
1952,3.1634410646574906e-09,4.8506098693223976e-08
1953,2.1547654771580937e-09,7.218464048719397e-08
1954,0.0,6.8407752351618e-08
1955,9.385607846468247e-10,4.3173796537843145e-08
1956,8.72114158667614e-10,4.7094165012140365e-08
1957,3.5340151360863103e-09,4.1524678806581505e-08
1958,3.3088973783179654e-09,4.218844296133284e-08
1959,3.875373910666724e-09,4.417926346977907e-08
1960,6.920833350854139e-10,8.789458405544792e-08
1961,2.779263708063695e-09,2.1400330674214985e-07
1962,6.341956404476434e-10,3.868593267952747e-08
1963,3.233026624194224e-09,4.267595143936376e-08
1964,0.0,3.9545792418493875e-08
1965,5.472043373977442e-10,6.019247766886338e-08
1966,1.1078149508847446e-09,3.7665706997813686e-08
1967,9.860671168482327e-10,3.401931691904281e-08
1968,2.6948494546985557e-09,6.78203816439904e-08
1969,4.5417578031781147e-10,1.1172723984875788e-07
1970,1.3796175313274261e-09,7.587896250216275e-08
1971,5.138397485282553e-10,5.1383974519758624e-08
1972,0.0,1.0670705563597949e-07
1973,2.7566018356850464e-09,9.758370889123569e-08
1974,5.625571675160757e-10,1.1926212062363106e-07
1975,0.0,8.395875950029108e-08
1976,5.713526873840635e-10,4.285145210891628e-08
1977,1.1753563677885381e-09,9.167779824181821e-08
1978,1.1881182704343018e-09,4.455443658457625e-08
1979,5.851973350345929e-10,5.383815426807104e-08
1980,1.1370301367108482e-09,6.310517308705244e-08
1981,1.2651099057237047e-09,4.1748625501103476e-08
1982,1.2415004579935385e-09,4.717701773682137e-08
1983,1.89459470334441e-09,5.99955025659682e-08
1984,1.1598016991243298e-09,6.5528794668257e-08
1985,6.015558051686298e-10,6.978047584205171e-08
1986,1.1988970927134801e-09,3.3569118207399384e-08
1987,6.110816852533674e-10,1.8576882976351072e-07
1988,0.0,9.474555162647391e-08
1989,5.488122178931576e-10,6.860152523824325e-08
1990,2.179460389939436e-09,5.339677855431546e-08
1991,0.0,9.964490566005679e-08
1992,2.2039776670368383e-09,5.675242470415398e-08
1993,5.539207426075166e-10,1.0136749689637625e-07
1994,1.5824779264761446e-09,9.547617341176817e-08
1995,0.0,1.4423718663891805e-07
1996,5.338092190498855e-10,9.074756612825752e-08
1997,0.0,9.733635453201828e-08
1998,0.0,6.9137875202685e-08
1999,9.140402323914998e-10,1.5492981364495506e-07
2000,0.0,7.068850083058464e-08
2001,1.7524847129024579e-09,8.85004746153939e-08
2002,4.38122149670761e-10,6.747081271463173e-08
2003,8.333845835650777e-10,6.292053478240689e-08
2004,2.202395626982323e-09,8.941726004074724e-08
2005,0.0,1.2700573925883418e-07
2006,4.1178899179428186e-10,6.506266192474186e-08
2007,3.994479469415779e-10,6.151498235795749e-08
2008,4.257439678578834e-10,7.322795947395377e-08
2009,0.0,9.107247600503854e-08
2010,4.723793023408973e-10,9.400348011112669e-08
2011,3.82397197240536e-10,8.106820359454758e-08
2012,1.0212758416727752e-09,8.272334345305055e-08
2013,1.952387473913575e-09,7.753767550244817e-08
2014,1.2992671383216248e-09,8.466890388802994e-08
2015,1.1747849276710909e-08,8.156997317876336e-08
2016,8.285360175719347e-10,7.456824216434121e-08
2017,1.509366853724714e-09,6.289028289807597e-08
2018,2.5814667070633845e-10,6.531110463559031e-08
2019,2.55098775436835e-10,8.290710429292858e-08
