year,faut_VERB oser_VERB,faut_VERB causer_VERB
1938,9.334954143014329e-08,1.8151300906765755e-08
1939,5.505858169385647e-08,1.070583532936098e-08
1940,8.621661606866837e-08,1.7750480196809804e-08
1941,1.121570960549434e-07,8.854508237732261e-09
1942,1.0012898599143227e-07,3.3376331032286544e-08
1943,1.3935529352693266e-07,1.7419411690866582e-08
1944,1.0282195717081777e-07,1.927911696952833e-08
1945,8.496165548876888e-08,1.9606536838523425e-08
1946,9.187928640130849e-08,1.5313215584455975e-08
1947,1.001353169272079e-07,2.1457568166738383e-08
1948,1.0002136718867405e-07,1.6307831529616124e-08
1949,9.522498345404529e-08,5.890204768377316e-09
1950,9.997239658332546e-08,5.317680518146517e-09
1951,9.275419188270462e-08,1.3859822622919182e-08
1952,6.748674508116892e-08,7.381362632230548e-09
1953,9.265491485166422e-08,5.386913692895234e-09
1954,9.186184257714558e-08,1.2704297169818801e-08
1955,9.385608024103931e-08,2.5341142073642686e-08
1956,6.715278999536167e-08,6.976913491385517e-09
1957,8.039884136223918e-08,1.6786572132332367e-08
1958,9.18219029699685e-08,5.790570523078742e-09
1959,1.0618524726169198e-07,6.975673039200103e-09
1960,7.128458179295194e-08,1.591791587429725e-08
1961,8.893643865803824e-08,6.94815938118154e-09
1962,8.561641351434446e-08,6.341956293454132e-09
1963,7.047997740983192e-08,4.526237051827309e-09
1964,7.848318972492052e-08,7.909158883379064e-09
1965,8.262785655688276e-08,7.113656441681826e-09
1966,8.80712889284041e-08,7.200797291773142e-09
1967,9.269030698533243e-08,8.874604162656397e-09
1968,9.29723071863009e-08,1.0779397818794223e-08
1969,8.901844950059967e-08,5.904285060864822e-09
1970,8.737577417150533e-08,1.5175793066646293e-08
1971,1.1818314504807859e-07,5.652237344833111e-09
1972,8.618646774039007e-08,3.0780880067027283e-09
1973,8.380069971281046e-08,3.3079223804577396e-09
1974,9.394704392207132e-08,1.012602890426706e-08
1975,7.881842378765214e-08,1.1422960355389478e-09
1976,1.0170077757720719e-07,5.142174186456572e-09
1977,8.873940515741197e-08,4.11374712072643e-09
1978,1.1049500159288073e-07,5.940591241149207e-09
1979,1.4512893642404379e-07,1.404473604083023e-08
1980,1.2393628878726304e-07,7.95921106799824e-09
1981,1.0310645848221611e-07,3.1627747087981106e-09
1982,1.2352928990821965e-07,6.2075020679230875e-09
1983,1.2062253063049866e-07,5.68378455412244e-09
1984,1.3047768732121767e-07,7.538710988796993e-09
1985,1.3895939332542184e-07,7.2186697730458604e-09
1986,1.3247813512862194e-07,4.7955883708539204e-09
1987,1.1977201097579382e-07,5.499735000746853e-09
1988,9.654451815777065e-08,3.597932174415064e-09
1989,1.0537194583548626e-07,6.036934507847036e-09
1990,1.1387680842744885e-07,4.358920779878872e-09
1991,1.3129681519785663e-07,5.2753188484189195e-09
1992,1.1074988037762523e-07,3.30596661157756e-09
1993,1.3349489336178522e-07,1.2186256448387667e-08
1994,1.2026832507672225e-07,4.219941229788304e-09
1995,1.1875167160724232e-07,1.3013881527967897e-08
1996,1.2064087684393598e-07,4.804283193493575e-09
1997,1.4528529845847515e-07,9.589788851904757e-09
1998,1.4971925565987476e-07,5.2449422582867555e-09
1999,1.499026041074103e-07,4.113180906983871e-09
2000,1.3828439193730446e-07,7.510653432518666e-09
2001,1.143496248801057e-07,8.762423675534592e-09
2002,1.318747706591239e-07,8.762443215459825e-09
2003,1.6125991919579974e-07,2.9168460979889232e-09
2004,1.3610805638109014e-07,3.9643119897903034e-09
2005,1.4502073497624224e-07,3.1526248278623825e-09
2006,1.58538767891514e-07,1.0294725072412803e-08
2007,1.8174881688537425e-07,6.7906151812735516e-09
2008,1.7114906825099752e-07,3.4059516873519158e-09
2009,1.7165493204629456e-07,5.245011536203492e-09
2010,1.7619747438857303e-07,7.085689646135762e-09
2011,2.0305290604483162e-07,7.265546830836911e-09
2012,2.0697856939477788e-07,6.46808034909796e-09
2013,1.899394135307375e-07,7.530637446961919e-09
2014,1.9164190234732814e-07,9.527958866328845e-09
2015,1.9638858361759048e-07,9.531274103302678e-09
2016,1.603217185675021e-07,1.2842308216853837e-08
2017,1.7609279723274085e-07,6.28902854793445e-09
2018,1.6727904039726127e-07,9.035133474721846e-09
2019,1.7678344477189967e-07,6.377469552454329e-09
