year,put_VERB oser_VERB,put_VERB causer_VERB
1800,0.0,0.0
1801,0.0,4.7623651688866175e-09
1802,0.0,4.475680270843441e-09
1803,9.751696339321825e-09,7.801356893821776e-09
1804,0.0,4.943701892301533e-09
1805,0.0,2.842877711017877e-09
1806,0.0,1.152667650217154e-08
1807,0.0,5.693910232196231e-09
1808,0.0,1.3596443970698147e-08
1809,0.0,4.518061036407062e-09
1810,0.0,7.020380277111826e-09
1811,0.0,1.2535384286138651e-08
1812,0.0,2.6672082320544632e-09
1813,0.0,0.0
1814,0.0,9.440030979135372e-09
1815,0.0,0.0
1816,0.0,2.3176038865813098e-09
1817,0.0,1.71256075987003e-08
1818,0.0,1.9073883805731384e-08
1819,0.0,9.315945348475907e-09
1820,3.5599443393152796e-09,1.1866481131050932e-09
1821,0.0,2.9584463767662328e-09
1822,0.0,1.0025615893027862e-09
1823,1.9765373782121287e-09,3.9530747564242574e-09
1824,0.0,2.105278085196005e-08
1825,0.0,9.68598712347557e-09
1826,8.807984341885344e-10,7.0463874735082754e-09
1827,0.0,2.7651818612639545e-08
1828,2.7516904310687096e-09,8.255071293206129e-09
1829,0.0,1.971830521085849e-08
1830,2.0873671680021744e-09,6.262101504006523e-09
1831,0.0,3.1182412207897414e-09
1832,2.705993829010822e-08,8.117981842303834e-09
1833,0.0,4.6334514003376626e-09
1834,0.0,1.120143711119681e-08
1835,0.0,6.806779140333674e-09
1836,0.0,6.048674894287842e-09
1837,6.957890930081589e-10,3.478945576063097e-09
1838,3.1560809521380406e-09,1.8936485712828244e-09
1839,2.7965900706306e-09,2.1673573158409454e-08
1840,3.1848443882154243e-09,1.9746034141121527e-08
1841,7.0626033910059505e-09,6.420548537278137e-09
1842,6.708265054555795e-09,4.695785538189057e-09
1843,5.906911071384968e-10,2.3627644285539873e-09
1844,2.195424464446205e-08,2.085653250105679e-08
1845,3.348136878855712e-09,9.48638767539478e-09
1846,2.3418005312692003e-09,1.4050803187615202e-08
1847,0.0,7.550513103637968e-09
1848,0.0,9.65426583121598e-09
1849,0.0,5.02764896381791e-09
1850,6.788996032014438e-10,1.9009188889640427e-08
1851,1.1608989325395669e-08,7.739326512989919e-09
1852,6.510545436100301e-10,1.0416872697760482e-08
1853,1.7915795513800958e-09,1.4332636411040767e-08
1854,0.0,1.0910895298366086e-08
1855,1.0613874223963649e-09,1.5920811335945473e-08
1856,7.248064815001953e-09,1.7084724746041502e-08
1857,2.9289055625270066e-09,1.5620829074691756e-08
1858,2.4468380654951716e-09,2.300027723833864e-08
1859,1.171199848215565e-08,9.165912473463322e-09
1860,3.661747127736703e-09,1.0069804545764782e-08
1861,9.431927461278633e-10,1.0375120318428799e-08
1862,1.3553959066214816e-09,4.9697850279528666e-09
1863,4.994620717013731e-09,1.2486552236623538e-08
1864,2.3973640850272204e-09,2.0137857603685916e-08
1865,7.0602665935837194e-09,1.3179164426446732e-08
1866,2.919367858567057e-09,8.271541673821048e-09
1867,9.7056229719783e-10,1.5043715606566366e-08
1868,6.421836395986702e-09,1.0373735648272486e-08
1869,4.883519366671862e-09,1.660396442559886e-08
1870,5.734048791339319e-09,1.8922360567330543e-08
1871,4.248470908407853e-09,3.823623728749226e-08
1872,6.047339295989218e-10,1.5723081503438152e-08
1873,5.986004469882289e-10,3.591602570907071e-09
1874,1.1949218281515073e-09,1.4339061493728877e-08
1875,5.721527140956084e-10,6.293679799540541e-09
1876,1.813804439976252e-09,6.650616057868319e-09
1877,1.2369631985365004e-09,1.608052180301911e-08
1878,1.2078177347163432e-09,1.5701630218245555e-08
1879,3.0546627449723474e-09,2.6270098985037293e-08
1880,0.0,1.4761046607247863e-08
1881,4.8807553554297556e-09,1.1156012114099667e-08
1882,1.9966155395678697e-09,1.3310770263785798e-08
1883,1.2638677882037541e-09,1.64302811356265e-08
1884,6.601696966868076e-10,1.7824582698722224e-08
1885,2.5782542767416317e-09,1.0957580620640783e-08
1886,1.2906927748801422e-09,2.2587123282846733e-08
1887,6.528924623161458e-10,1.9586773092328258e-08
1888,6.340614699951175e-10,1.268122939990235e-08
1889,6.265136742733546e-10,6.265136853755848e-09
1890,6.554386478008212e-10,6.554386366985909e-09
1891,6.374220040683554e-10,1.2748440525456317e-08
1892,6.268512375839919e-10,1.2537024751679837e-08
1893,3.079208221734575e-09,1.4780200174868696e-08
1894,5.671385139294216e-09,1.6384001710889606e-08
1895,0.0,1.8657704714541978e-08
1896,5.89702897624278e-10,1.47425724961181e-08
1897,0.0,9.322741689743452e-09
1898,5.6583546736987955e-09,1.810673566637888e-08
1899,3.8693048765026106e-09,1.2160672469008205e-08
1900,2.595526460424935e-09,2.595526638060619e-08
1901,5.588738916095792e-10,1.7325090695408107e-08
1902,2.9461704187383475e-09,2.1605249145295602e-08
1903,5.400220270956879e-10,2.1060859722865644e-08
1904,5.374625189347171e-10,1.1286712897629059e-08
1905,0.0,1.186974607492175e-08
1906,5.144184522798412e-10,1.18316245689698e-08
1907,0.0,1.131425531042396e-08
1908,3.929111258571538e-09,1.0313916831705683e-08
1909,2.2003934230241384e-09,6.60118004702781e-09
1910,5.344150677544235e-10,1.0153886620400954e-08
1911,1.5961122423746588e-09,1.5961122201701983e-08
1912,1.0418842455450772e-09,2.1879568379290504e-08
1913,3.71209285532359e-09,2.333315407554437e-08
1914,0.0,1.6072185360371805e-08
1915,8.246533234057551e-09,1.1780762143587253e-08
1916,0.0,1.648119329900055e-08
1917,2.1932848870420685e-09,6.57985488317081e-09
1918,0.0,2.2972752589112133e-09
1919,0.0,1.3811772170413406e-08
1920,4.543339038320937e-09,1.1358347151713133e-08
1921,0.0,1.6660044011018726e-08
1922,0.0,1.0329110011753073e-08
1923,2.1231896241147297e-09,1.2739137744688378e-08
1924,0.0,1.5469948877466777e-08
1925,2.1996355847875293e-09,3.299453510408057e-08
1926,2.229227691330493e-09,1.2260752413340015e-08
1927,1.1149224876660924e-09,1.0034302277972529e-08
1928,0.0,6.8556245125250825e-09
1929,5.570202965543558e-09,1.3368487650211591e-08
1930,0.0,5.2518016602221e-09
1931,1.1405356659111021e-09,3.4216069977333063e-09
1932,1.0959536611565568e-09,1.4247397928102146e-08
1933,3.4411986593596566e-09,8.02946331646126e-09
1934,0.0,7.188948103475923e-09
1935,0.0,3.590485242455088e-09
1936,0.0,4.849885826274658e-09
1937,1.2591118148108649e-09,8.813782592653752e-09
1938,1.2965214457594243e-09,6.482607339819424e-09
1939,1.5294050470515685e-09,4.588215141154706e-09
1940,0.0,5.0715658339584024e-09
1941,5.9030051957620344e-09,0.0
1942,0.0,9.102635090130207e-09
1943,0.0,8.709705845433291e-09
1944,0.0,1.6065930807940276e-08
1945,2.178504043826024e-09,1.089252066321933e-08
1946,0.0,6.960552134671616e-09
1947,0.0,1.0728784083369192e-08
1948,0.0,7.610321262063735e-09
1949,9.817008317369869e-10,1.0798709482173763e-08
1950,0.0,1.0635361036293034e-08
1951,0.0,7.462981344019681e-09
1952,0.0,3.1634410646574906e-09
1953,2.1547654771580937e-09,4.3095309543161875e-09
1954,3.9090144454689835e-09,1.9545072227344917e-09
1955,0.0,1.8771215692936494e-09
1956,0.0,4.360570571293465e-09
1957,0.0,5.301022731885041e-09
1958,8.272243445794913e-10,5.790570245522986e-09
1959,0.0,7.750747599288843e-09
1960,6.920833350854139e-10,4.844583401109048e-09
1961,0.0,3.47407969059077e-09
1962,0.0,1.2683912808952869e-09
1963,6.466053248388448e-10,3.879631726988464e-09
1964,1.8251904432275978e-09,3.041984220075733e-09
1965,2.73602163147757e-09,7.1136563306595235e-09
1966,5.539074754423723e-10,5.539074976468328e-09
1967,0.0,4.930335695263466e-09
1968,0.0,8.982831367632116e-09
1969,9.083515606356229e-10,7.72098829315837e-09
1970,4.5987250119061684e-10,7.817832603507213e-09
1971,0.0,3.5968783507200897e-09
1972,0.0,7.69522046084603e-09
1973,0.0,2.205281512956958e-09
1974,2.2502286700643026e-09,3.3753431161187564e-09
1975,5.711480177694739e-10,2.8557400888473694e-09
1976,1.142705374768127e-09,7.998937512354587e-09
1977,0.0,5.876781838942691e-10
1978,1.1881182704343018e-09,5.940591130126904e-09
1979,0.0,4.681578680276743e-09
1980,5.685150683554241e-10,2.2740602734216964e-09
1981,0.0,3.795329828193417e-09
1982,6.207502289967692e-10,1.2415004579935385e-09
1983,6.315316047889041e-10,6.315316047889041e-10
1984,5.799008495621649e-10,5.799008495621649e-10
1985,1.2031116103372597e-09,1.8046674155058895e-09
1986,5.994485463567401e-10,2.997242676272549e-09
1987,0.0,4.277571630240118e-09
1988,0.0,5.396898483667201e-09
1989,0.0,1.0976244357863152e-09
1990,0.0,4.358920779878872e-09
1991,0.0,1.7584396161396398e-09
1992,0.0,2.7549720282848966e-09
1993,0.0,5.539207426075166e-10
1994,2.637463358823311e-09,2.637463358823311e-09
