year,était_VERB ouverte_ADJ,était_VERB couverte_ADJ,etait_VERB couverte_ADJ
1832,3.24719258149031e-08,3.0577731990888424e-07,0.0
1833,2.7800708068959068e-08,2.9538253443206486e-07,2.3167257001688313e-09
1834,2.70701401294815e-08,2.6510068096285977e-07,9.334530925997342e-10
1835,1.2100940693926532e-08,3.1008659107101266e-07,7.563087933704082e-10
1836,2.4866775194531954e-08,1.7944402941338922e-07,2.688300027031687e-09
1837,2.3656828385121287e-08,2.5117986979239504e-07,0.0
1838,3.8504188504262515e-08,2.0325161642631429e-07,0.0
1839,3.705481832483315e-08,2.272229409072679e-07,6.9914751765765e-10
1840,4.458782137950479e-08,2.3886332201072946e-07,6.369688665408546e-10
1841,1.4767261635739715e-08,2.0288933910705964e-07,0.0
1842,2.750388672367876e-08,2.0393125055306882e-07,0.0
1843,2.8943864305297495e-08,1.7189111645166122e-07,5.906911071384968e-10
1844,4.226192207301693e-08,2.2393329857095523e-07,5.488561272137815e-10
1845,3.348136745628949e-08,1.768932236245746e-07,0.0
1846,1.6392603274795192e-08,1.844167911713157e-07,1.1709002656346001e-09
1847,2.534815113364175e-08,2.2705471280914935e-07,5.393223645455691e-10
1848,3.218088806544728e-08,1.713632258315556e-07,0.0
1849,2.4300303547164503e-08,2.0278184820199385e-07,8.379414939696517e-10
1850,1.765139057141596e-08,1.7583499811735237e-07,0.0
1851,2.4507866402956324e-08,2.2121574261291244e-07,0.0
1852,2.539112742283578e-08,2.0638428566144285e-07,0.0
1853,2.985965941171287e-08,2.01851293013533e-07,1.1943863675867306e-09
1854,2.3380490266067255e-08,1.6781996237114072e-07,5.195664454227256e-10
1855,1.6451505047143655e-08,1.9476459556244663e-07,1.5920811335945473e-09
1856,4.038207551682049e-08,1.1286272183497204e-07,0.0
1857,3.856392133405606e-08,1.5718458712399297e-07,0.0
1858,2.789395275870632e-08,1.3555482780702732e-07,4.893676019968041e-10
1859,2.953460587207246e-08,2.42387443449843e-07,0.0
1860,4.1194654964993305e-08,1.7576385857864807e-07,0.0
1861,2.027864443032712e-08,1.4383689972419234e-07,0.0
1862,3.2077704131827645e-08,1.5406332920520072e-07,0.0
1863,2.4473642334932322e-08,1.3235745655038045e-07,0.0
1864,4.02757137640819e-08,1.3425238876152434e-07,0.0
1865,3.4830648198980185e-08,1.440294425947286e-07,4.706844358715045e-10
1866,3.892490474388666e-08,1.445087036699988e-07,0.0
1867,2.2808213984149006e-08,1.426726612407947e-07,0.0
1868,2.124145792592458e-08,1.289307078877755e-07,0.0
1869,2.1975835928778054e-08,1.2355303624644876e-07,0.0
1870,2.6376623551982448e-08,7.97032768673489e-08,1.1468097582678638e-09
1871,3.9298356124817246e-08,1.1258448040507574e-07,0.0
1872,2.4189357628046082e-08,1.1610891448299299e-07,0.0
1873,3.5317427704573134e-08,1.3468509507674753e-07,0.0
1874,2.8678123320524662e-08,8.48394492436455e-08,0.0
1875,2.46025662065108e-08,1.2015206607429718e-07,0.0
1876,2.9625473185745932e-08,7.799359025284502e-08,0.0
1877,2.1028373708986692e-08,1.4039532914011943e-07,0.0
1878,2.8383717265434427e-08,1.1836613822424624e-07,0.0
1879,3.2379423919870476e-08,1.1790997689331562e-07,6.10932526790009e-10
1880,3.658172387233094e-08,8.856628141984402e-08,0.0
1881,1.812851935234505e-08,1.1504637598136469e-07,0.0
1882,2.6621540305526992e-08,9.184431348785438e-08,0.0
1883,2.654122283063387e-08,1.0806069639102134e-07,0.0
1884,3.630933420595284e-08,9.704494630113913e-08,0.0
1885,2.3204288879252744e-08,9.023889901982329e-08,0.0
1886,2.3877816834882992e-08,8.77671055832252e-08,0.0
1887,3.003305298898695e-08,1.0315700649243809e-07,0.0
1888,3.4239320712003973e-08,7.925768130689903e-08,0.0
1889,2.6313573653347078e-08,9.335053618997335e-08,0.0
1890,2.2284913747672164e-08,8.651790039948537e-08,0.0
1891,2.103492668936724e-08,8.159001652074949e-08,0.0
1892,2.8835156484774416e-08,7.710270466532165e-08,6.268512375839919e-10
1893,2.6481190573690583e-08,7.944357349742859e-08,0.0
1894,1.8274464830270176e-08,1.1027693602727595e-07,0.0
1895,2.9491211028798148e-08,7.583454220139174e-08,0.0
1896,2.240870994318911e-08,7.48922701632182e-08,0.0
1897,1.6314798068073344e-08,7.283392022827684e-08,0.0
1898,1.6409229752767374e-08,6.507108452069588e-08,0.0
1899,2.1557555740514545e-08,8.18081602460552e-08,0.0
1900,2.543616095529444e-08,6.904100757765264e-08,0.0
1901,2.179608138419553e-08,5.979950401524547e-08,1.1177477832191585e-09
1902,2.3078334632220532e-08,5.646826295446772e-08,0.0
1903,2.8081145186931167e-08,4.266173903033632e-08,0.0
1904,2.8485512615361586e-08,7.148251768285263e-08,5.374625189347171e-10
1905,1.4966201444810423e-08,4.025391930895239e-08,0.0
1906,2.4692086042499284e-08,7.304741700409068e-08,0.0
1907,1.9028519815389444e-08,5.554270998686661e-08,0.0
1908,1.4243028312321826e-08,8.202020040926072e-08,0.0
1909,3.4656196135074424e-08,5.996071905656208e-08,0.0
1910,2.832399881302905e-08,7.909343224810073e-08,0.0
1911,1.9685383989553884e-08,7.874153595821554e-08,0.0
1912,2.1358626312029116e-08,6.303399402440846e-08,0.0
1913,1.6439267724877027e-08,6.204498248507662e-08,0.0
1914,2.477795241206948e-08,5.424362470307642e-08,0.0
1915,1.8849218963445935e-08,5.772573175022444e-08,0.0
1916,1.5382446649780945e-08,5.273981784625903e-08,0.0
1917,3.3995917192441993e-08,5.483212106582869e-08,0.0
1918,5.168869243732388e-08,5.513460621386912e-08,0.0
1919,3.775217927159957e-08,4.1435317399418636e-08,0.0
1920,1.8930579770426448e-08,7.2693424613135e-08,0.0
1921,2.0446417503539038e-08,5.755288157160976e-08,0.0
1922,3.0987327981346624e-08,7.746832153543437e-08,0.0
1923,3.0786250437842e-08,4.883336046646036e-08,0.0
1924,1.160246199116699e-08,8.250639638163193e-08,0.0
1925,1.2097995494286806e-08,5.0591619782380803e-08,0.0
1926,1.4489979882625903e-08,6.576221522891501e-08,0.0
1927,3.010290783311831e-08,7.135503921062991e-08,0.0
1928,3.1992914539813455e-08,6.855624690160766e-08,0.0
1929,1.8938690837799754e-08,3.8991423423340166e-08,1.1140406375176326e-09
1930,8.402882833991043e-09,4.3064773080914165e-08,0.0
1931,1.4826963656844327e-08,6.044839295782367e-08,0.0
1932,1.8631212128639163e-08,6.13734059129456e-08,0.0
1933,1.8353059516584835e-08,3.555905436769535e-08,0.0
1934,3.5944740517379614e-09,5.511526879331541e-08,0.0
1935,2.0346082152400413e-08,5.505410882733486e-08,0.0
1936,2.3036957230715416e-08,2.9099314957647948e-08,0.0
1937,2.1404900851784703e-08,3.903246792447135e-08,0.0
1938,1.2965214679638848e-08,4.019216603978748e-08,0.0
1939,2.141167065872196e-08,5.199976982339649e-08,0.0
1940,1.7750480196809804e-08,6.339457314652464e-08,0.0
1941,2.6563522936839945e-08,3.836953510472085e-08,0.0
1942,1.517105907566929e-08,2.4273694165799498e-08,0.0
1943,1.4516175816936538e-08,4.3548528338988035e-08,0.0
1944,1.6065930807940276e-08,5.7837350908584995e-08,0.0
1945,1.742803235060819e-08,3.921307367704685e-08,0.0
1946,2.227376683094917e-08,4.1763314584386535e-08,1.3921104269343232e-09
1947,2.622591566137089e-08,3.695469885656166e-08,0.0
1948,1.7395020535104777e-08,5.870819563824625e-08,0.0
1949,2.2579119796084512e-08,5.006674186347482e-08,0.0
1950,1.595304199852876e-08,4.1477910883713776e-08,0.0
1951,1.2793682557799002e-08,6.823297127311889e-08,0.0
1952,2.5307528517259925e-08,3.268889159357968e-08,0.0
1953,2.0470272588113403e-08,2.1547654327491728e-08,0.0
1954,2.14995790059902e-08,3.127211556375187e-08,0.0
1955,1.6894095011821264e-08,3.191106756617046e-08,0.0
1956,1.3081712602058815e-08,3.575668117150599e-08,0.0
1957,1.590306802912167e-08,2.1204090927540165e-08,0.0
1958,1.985338454746355e-08,5.046068451974861e-08,0.0
1959,2.1702093122577537e-08,2.8677767716089875e-08,0.0
1960,1.4533750203327145e-08,4.014083287984249e-08,0.0
1961,2.223410966450956e-08,5.558527504945232e-08,0.0
1962,3.55149545328004e-08,3.361236977639237e-08,0.0
1963,2.0691370394843034e-08,4.2029345337368795e-08,0.0
1964,1.9468698375657567e-08,4.745495374436359e-08,0.0
1965,2.6813013420667886e-08,3.720989383282358e-08,0.0
1966,1.9940668449791588e-08,3.8773524835278295e-08,0.0
1967,1.627010742799584e-08,4.437302081328198e-08,0.0
1968,2.2457078807658348e-08,3.188905139950293e-08,4.4914158503495116e-10
1969,1.3625273298512042e-08,3.8150766101807676e-08,0.0
1970,1.931464446713882e-08,3.081145649730388e-08,0.0
1971,1.9525910111006795e-08,4.3162540208641076e-08,0.0
1972,2.103360219329886e-08,3.231992451446786e-08,0.0
1973,2.3155456219114967e-08,2.0950174928202614e-08,0.0
1974,9.563471792262135e-09,2.81278591529599e-08,0.0
1975,1.3707552870556583e-08,1.8847885030481848e-08,0.0
1976,1.9997344113953375e-08,2.3425460682346966e-08,0.0
1977,1.2341241473201592e-08,1.8218024422367307e-08,0.0
1978,2.1980187558945374e-08,2.970295653881294e-08,0.0
1979,2.165230061912382e-08,2.63338808537128e-08,0.0
1980,2.1603572541994964e-08,2.785723829390463e-08,0.0
1981,1.6446428441341254e-08,2.5302197670384885e-08,0.0
1982,1.6139505731871395e-08,3.41412622617554e-08,0.0
1983,2.2103606722723157e-08,2.7787390166622572e-08,0.0
1984,1.2177917618760858e-08,2.667543874679268e-08,0.0
1985,1.6843562988810845e-08,2.5265343595037848e-08,0.0
1986,1.7384007233722798e-08,2.038125046510686e-08,0.0
1987,1.8332451334757138e-08,2.5665430669619127e-08,0.0
1988,9.594486038988492e-09,2.1587593934668803e-08,0.0
1989,2.1403676053743936e-08,1.92084268491044e-08,0.0
1990,1.961514328741032e-08,1.689081763345257e-08,0.0
1991,1.5239809691980355e-08,2.4032006606944378e-08,0.0
1992,2.0937787115204998e-08,2.4794749364787094e-08,0.0
1993,1.440193975188464e-08,2.6034275180109034e-08,0.0
1994,1.4242301560329906e-08,2.6902124972139063e-08,5.274926606624319e-10
1995,1.4640617607142303e-08,3.0907969517102174e-08,0.0
1996,1.0676184380997711e-08,2.1352368761995422e-08,0.0
1997,1.774110913732585e-08,2.4453962410575514e-08,0.0
1998,1.1920323395031573e-08,1.716526476513991e-08,0.0
1999,1.416762351880152e-08,2.422206613061917e-08,4.570201161957499e-10
2000,1.2812291672048559e-08,2.385736941334926e-08,0.0
2001,1.0514908055370142e-08,2.1029816110740285e-08,0.0
2002,1.62105191492401e-08,3.023042793870445e-08,0.0
2003,1.8751153518792307e-08,3.4585461605729506e-08,0.0
2004,2.290491477041634e-08,3.0833540165531304e-08,0.0
2005,1.8915748967174295e-08,3.1976622238971686e-08,0.0
2006,1.5647982465338828e-08,2.5119128110873135e-08,0.0
2007,1.278233413559704e-08,3.395307501818934e-08,0.0
2008,2.0861454119724954e-08,3.618823640749724e-08,0.0
2009,2.2887324035991696e-08,3.862236042095901e-08,0.0
2010,2.5036102968556406e-08,3.637320489247031e-08,0.0
2011,2.7914995620603733e-08,4.3210881983668514e-08,0.0
2012,2.8936147700164838e-08,5.719144624549699e-08,0.0
2013,4.434708800182818e-08,6.387096362914235e-08,0.0
2014,3.724565544871439e-08,6.236481908672431e-08,0.0
2015,4.543979414961541e-08,6.516731332339987e-08,0.0
2016,4.639801801098464e-08,9.321030347564374e-08,2.0713400439298368e-10
2017,3.9746659297179576e-08,4.930598151986487e-08,0.0
2018,4.2852345671917647e-08,5.9115588868507984e-08,2.5814667070633845e-10
2019,3.418323757387043e-08,4.821366772489455e-08,0.0
