year,avait_VERB ôté_VERB,avait_VERB oté_VERB,avait_VERB coté_VERB
1845,5.172871055947326e-07,3.348136878855712e-09,1.674068439427856e-09
1846,4.753855193939671e-07,6.439951460990301e-09,2.9272506640865004e-09
1847,4.379297706691432e-07,7.550513103637968e-09,1.0786447290911383e-09
1848,3.000867820901476e-07,2.413566457803995e-09,3.218088684420195e-09
1849,3.670183730264398e-07,8.379414939696517e-10,0.0
1850,3.7746818293271645e-07,6.1100964288129944e-09,1.3577992064028876e-09
1851,3.7471238556463504e-07,9.674158141237399e-09,5.159551008659946e-09
1852,3.001361505994282e-07,8.463709066930392e-09,2.6042181744401205e-09
1853,3.786204842981533e-07,8.360704795151719e-09,3.5831591027601917e-09
1854,4.0058571926238074e-07,5.195664565249558e-09,2.5978321716024766e-09
1855,4.081034603586886e-07,8.491099379170919e-09,0.0
1856,3.6188552599014656e-07,4.141751275277272e-09,4.659470143053568e-09
1857,4.6471967607430997e-07,1.2203772437047178e-08,1.9526036343364694e-09
1858,4.1253687754760904e-07,6.361778603913848e-09,5.3830437884982985e-09
1859,4.0431856973555114e-07,7.1290429115578036e-09,3.055304009791371e-09
1860,4.810620453099546e-07,1.4189270536313359e-08,4.577183909670879e-10
1861,4.1311841414426453e-07,1.0846716969048487e-08,1.8863854922557266e-09
1862,4.540576128420071e-07,7.2287781316404676e-09,2.710791813242963e-09
1863,3.601121534302365e-07,3.995696662428827e-09,3.496234635136375e-09
1864,2.828889478223573e-07,5.753673537611803e-09,1.4384183844029508e-09
1865,3.9396286410919856e-07,1.4120533631256649e-09,0.0
1866,3.1285890145227313e-07,4.379051787850585e-09,4.865612912574591e-10
1867,3.2707950481380976e-07,3.88224918879132e-09,7.76449837758264e-09
1868,3.191158555182483e-07,4.445886658821507e-09,3.457911734727759e-09
1869,3.403812911528803e-07,3.9068152046795035e-09,3.4184632902167778e-09
1870,3.245471589252702e-07,4.587239033071455e-09,4.587239033071455e-09
1871,2.8783389893760614e-07,8.496941816815706e-09,0.0
1872,3.2957998996607785e-07,1.8142017887967654e-09,2.4189357183956872e-09
1873,2.933142297933955e-07,2.9930022904522957e-09,5.986004469882289e-10
1874,3.2262889249068394e-07,2.9873046258899194e-09,6.572069999322139e-09
1875,3.15828287966724e-07,4.577221879298321e-09,4.577221712764867e-09
1876,2.557464142682875e-07,7.255217537860403e-09,6.650616057868319e-09
1877,2.8017217346132384e-07,6.184815992682502e-09,3.710889595609501e-09
1878,2.518299879739061e-07,3.019544336790858e-09,3.0195443923020093e-09
1879,2.840836259565549e-07,3.665595160740054e-09,6.720257683667796e-09
1880,2.554302795942931e-07,3.8507077526617195e-09,6.417846254436199e-10
1881,2.5310203000117326e-07,2.789003084036068e-09,4.8807553554297556e-09
1882,3.161307802201918e-07,3.9932310791357395e-09,1.9966155395678697e-09
1883,2.0474658413149882e-07,5.6874050469168935e-09,7.58320695126713e-09
1884,2.2115685283097264e-07,4.621187876807653e-09,1.3203393933736152e-09
1885,1.7274304298098286e-07,3.86738152613475e-09,6.445635580831777e-09
1886,2.0457480331970146e-07,3.2267319927115068e-09,6.453463874400711e-10
1887,1.7889253456360166e-07,3.9173548849191775e-09,1.0446279397058333e-08
1888,2.0036343073570606e-07,2.53624587998047e-09,6.340614699951175e-09
1889,1.7479732150604832e-07,3.132568426877924e-09,5.012109394186837e-09
1890,1.763129944265529e-07,3.9326319978272295e-09,5.243509182406569e-09
1891,1.8485238229004608e-07,2.549687905251119e-09,1.0198752065093686e-08
1892,1.5295169930595875e-07,2.5074049503359674e-09,3.761107425503951e-09
1893,1.6196635499454715e-07,1.847525021858587e-09,6.15841644346915e-09
1894,1.9660802763610263e-07,2.520615716150587e-09,2.079507943619774e-08
1895,1.5768769401347527e-07,1.2037228991346183e-09,1.2037228991346183e-09
1896,1.1499206209464319e-07,2.94851448812139e-09,1.179405795248556e-09
1897,1.299357137440893e-07,1.1653427112179315e-09,2.9133566670225264e-09
1898,1.2618131961517065e-07,2.26334195829736e-09,6.7900258748920805e-09
1899,1.8462111484041088e-07,1.6582735185011188e-09,4.4220627160029835e-09
1900,1.4794501623782708e-07,1.038210628578895e-09,5.710158568206225e-09
1901,1.4195396147442807e-07,3.353243294146324e-09,9.500856101851696e-09
1902,1.0508007619591808e-07,2.946170252204894e-09,1.4730852093691738e-09
1903,1.2096492696400674e-07,1.6200660812870638e-09,7.560307935250421e-09
1904,1.0211788037395308e-07,3.7622376325430196e-09,5.912087708281888e-09
1905,1.0940809147541586e-07,4.128607344888735e-09,1.0321518084666081e-09
1906,1.2397484283610538e-07,3.6009292214700395e-09,5.658602919567102e-09
1907,1.4451390484282456e-07,2.5714216866923323e-09,9.771402353919711e-09
1908,1.4046572971437854e-07,1.4734167219643268e-09,6.384805573134145e-09
1909,1.958350139830145e-07,5.5009836685826485e-09,2.7504918342913243e-09
1910,1.5444595646840753e-07,5.878565967343263e-09,1.870452770447173e-08
1911,1.4897047151407605e-07,2.128149656499545e-09,4.788336838146279e-09
1912,1.437800278836221e-07,4.167536982180309e-09,1.1981668990301841e-08
1913,1.1719607329041537e-07,1.060597942803554e-09,1.3257474229533273e-08
1914,1.372832514334732e-07,3.3483718020477227e-09,1.3393487430235496e-09
1915,1.0838301278681683e-07,2.3561523843085297e-09,2.591767689352764e-08
1916,6.372727767711694e-08,1.0987462051303964e-09,5.493730803607377e-09
1917,1.2721052655706444e-07,1.0966424435210342e-09,1.2063066989753679e-08
1918,1.0912057746281789e-07,1.1486376294556067e-09,4.594550517822427e-09
1919,1.436424383882695e-07,1.8415696745321952e-09,1.749491218561161e-08
1920,1.2418459505170176e-07,7.572231730534895e-10,5.300562211374427e-09
1921,1.5145495524393482e-07,7.572747429129834e-10,1.741731914250977e-08
1922,1.2468710508528602e-07,1.4755870969551665e-09,5.902348387820666e-09
1923,1.390689163827119e-07,1.0615948120573648e-09,1.1677542488541803e-08
1924,1.1602462279824977e-07,0.0,9.02413699321869e-09
1925,1.6167321348348196e-07,1.0998177923937646e-09,3.299453377181294e-09
1926,1.8168205428992223e-07,3.3438415369957397e-09,8.916910765321973e-09
1927,1.9734127931769763e-07,1.1149224876660924e-09,2.1183527820767267e-08
1928,1.3139947441231925e-07,1.1426041224282812e-09,1.3711249025050165e-08
1929,1.8047458638648095e-07,4.4561625500705304e-09,3.342121912552898e-09
1930,1.3654684494213143e-07,1.0503603542488804e-09,8.402882833991043e-09
1931,1.2659945980431075e-07,0.0,6.843213995466613e-09
1932,1.4028206862803927e-07,1.0959536611565568e-09,1.8631212128639163e-08
1933,1.066771559976587e-07,2.2941324395731044e-09,6.882397318719313e-09
1934,9.824896096688462e-08,1.1981580172459871e-09,5.990790086229936e-09
1935,1.2686381012372294e-07,4.787313656606784e-09,5.98414207075848e-09
1936,1.1397231958198972e-07,2.424942913137329e-09,9.699771652549316e-09
1937,1.2968851592631836e-07,1.2591118148108649e-09,7.554670666820584e-09
1938,1.1539040656316502e-07,0.0,6.482607339819424e-09
1939,9.941133072288721e-08,3.058810094103137e-09,4.588215141154706e-09
1940,1.1664601373695405e-07,2.5357829169792012e-09,0.0
1941,1.1806010036252701e-07,2.9515025978810172e-09,8.854508237732261e-09
1942,9.406056733496371e-08,0.0,1.8205270180260413e-08
1943,1.4225852851268428e-07,2.9032352077962287e-09,8.709705845433291e-09
1944,1.6708568750800623e-07,3.2131861615880553e-09,0.0
1945,1.7863733603462606e-07,0.0,0.0
1946,1.6566113458793552e-07,2.7842208538686464e-09,5.568441707737293e-09
1947,1.7642888394675538e-07,3.5762612871081956e-09,7.152522574216391e-09
1948,1.4894486355387926e-07,0.0,2.174377566888097e-09
1949,1.5020022203771077e-07,9.817008317369869e-10,4.908504269707237e-09
1950,1.106077576196185e-07,0.0,0.0
1951,1.6738400177018775e-07,2.1322803522849654e-09,3.1984206394497505e-09
1952,1.9507886861447332e-07,1.0544803918932644e-09,1.0544803918932644e-09
1953,1.249763954547234e-07,1.0773827385790469e-09,6.464296653518886e-09
1954,1.495198063139469e-07,9.772536113672459e-10,5.863521668203475e-09
1955,1.3233706397386413e-07,9.385607846468247e-10,9.385607846468247e-10
1956,1.42154604532152e-07,8.72114158667614e-10,8.72114114258693e-09
1957,1.325255709616613e-07,8.835037701437898e-10,5.301022731885041e-09
1958,1.6958098569830327e-07,1.6544486891589827e-09,0.0
1959,1.5734018177226972e-07,0.0,2.325224457422337e-09
1960,1.6125541435485502e-07,1.3841666701708277e-09,8.305000243069571e-09
1961,1.8204177365532814e-07,0.0,0.0
1962,1.7123282702868892e-07,0.0,6.341956404476434e-10
1963,2.0497388675266848e-07,1.2932106496776896e-09,3.879631726988464e-09
1964,1.8069385987473652e-07,6.083968329129164e-10,2.4335873316516654e-09
1965,1.477451689879672e-07,2.188817349590977e-09,1.6416130677043839e-09
1966,1.6340270292403147e-07,2.215629901769489e-09,1.1078149508847446e-09
1967,1.6565927296596783e-07,5.423369309198733e-09,9.860671168482327e-10
1968,1.6348754172668123e-07,3.5931326802796093e-09,8.982831700699023e-10
1969,1.3216515526437433e-07,3.179230406713529e-09,4.995933444718048e-09
1970,1.200267263357091e-07,3.219107425067591e-09,4.5987250119061684e-10
1971,1.4181976837335242e-07,1.0276794970565106e-09,2.569198631618974e-09
1972,1.1645433062312804e-07,1.0260293725750103e-09,1.0260293725750103e-09
1973,1.141233170187661e-07,3.3079223804577396e-09,1.6539611902288698e-09
1974,1.1138632061147291e-07,1.6876715580593782e-09,2.2502286700643026e-09
1975,1.2793715598036215e-07,1.1422960355389478e-09,0.0
1976,1.1369918695436354e-07,1.7140580621521906e-09,3.4281160132820787e-09
1977,1.0519439541667452e-07,5.876781838942691e-10,4.11374712072643e-09
1978,1.2178212216440443e-07,1.1881182704343018e-09,1.1881182704343018e-09
1979,1.5215130133583443e-07,0.0,2.925986564150662e-09
1980,1.1654558562668171e-07,1.7055452050662723e-09,1.1370301367108482e-09
1981,1.4485507904282713e-07,1.897664858585557e-09,3.1627747087981106e-09
1982,1.5332530267642142e-07,0.0,1.8622506869903077e-09
1983,1.0988649989940313e-07,6.315316047889041e-10,3.157658134966823e-09
1984,1.4265560821513645e-07,5.799008495621649e-10,2.8995041922996734e-09
1985,1.3956095301637106e-07,1.8046674155058895e-09,1.8046674155058895e-09
1986,1.5345882786732545e-07,5.994485463567401e-10,1.1988970927134801e-09
1987,1.466596017962729e-07,6.110816852533674e-10,0.0
1988,1.4391729052931623e-07,5.996553809062277e-10,1.798966087207532e-09
1989,1.3994711878240196e-07,5.488122178931576e-10,2.1952488715726304e-09
1990,1.1605626326627316e-07,2.179460389939436e-09,1.089730194969718e-09
1991,1.3305526636031573e-07,5.861465202094962e-10,0.0
1992,1.4050357322048512e-07,1.1019888335184191e-09,1.65298330578878e-09
1993,1.3404881826772908e-07,5.539207426075166e-10,2.7696036575264316e-09
1994,1.6510520595147682e-07,3.164955852952289e-09,0.0
1995,1.2796984094620711e-07,1.0844901643380922e-09,1.0844901643380922e-09
1996,1.0996470223290089e-07,1.6014276571496566e-09,3.2028553142993132e-09
1997,1.3281857036417932e-07,0.0,4.79489448146353e-10
1998,1.292163034349869e-07,0.0,0.0
1999,1.1836821300903466e-07,0.0,0.0
2000,1.2017045492029865e-07,8.836062992401139e-10,8.836062992401139e-10
2001,1.415131407611625e-07,1.3143635069212678e-09,8.762423564512289e-10
2002,1.5816209497643285e-07,1.3143663935011318e-09,4.38122149670761e-10
2003,1.4292545813532342e-07,8.333845835650777e-10,2.083461403401543e-09
2004,1.5989392920801038e-07,4.404791253964646e-10,1.3214374039449694e-09
2005,1.7834848620168486e-07,9.007499190971657e-10,2.702249757291497e-09
2006,1.7995178325236338e-07,4.1178899179428186e-10,4.1178899179428186e-10
2007,2.812113564232277e-07,7.988958938831558e-10,7.988958938831558e-10
2008,2.852484612958506e-07,8.514879357157668e-10,8.514879357157668e-10
2009,3.480780605968903e-07,0.0,0.0
2010,4.6718312773919024e-07,0.0,0.0
2011,5.885092946300574e-07,0.0,1.1471915639660324e-09
2012,7.16935630862281e-07,3.404252713057332e-10,0.0
2013,7.862543611736328e-07,2.789125042035323e-10,2.789125042035323e-10
2014,7.940687396512658e-07,0.0,8.661780737106994e-10
2015,8.221277880693378e-07,0.0,1.219116452233493e-08
2016,7.771668038003554e-07,4.1426800878596737e-10,1.4499380585064614e-09
2017,7.561927759525133e-07,0.0,5.031222660711876e-10
2018,7.870892204664415e-07,5.162933414126769e-10,2.5814667070633845e-10
2019,7.155520620472089e-07,7.65296326310505e-10,1.2499840273960672e-08
