year,aurait_VERB osé_VERB,aurait_VERB causé_VERB
1800,1.0375742931501009e-07,3.144164395507687e-08
1801,6.667310969987739e-08,2.1430643926123594e-08
1802,5.147032311469957e-08,7.161088433349505e-08
1803,5.655983770225248e-08,4.095712213825209e-08
1804,1.656140113936999e-07,8.404293083685843e-08
1805,4.8328921309348516e-08,4.5486043376286034e-08
1806,1.123850950079941e-07,1.729001475325731e-08
1807,1.8505208743135881e-07,1.3095993267597805e-07
1808,6.571614363792833e-08,7.478044494746428e-08
1809,9.03612189517844e-08,1.3328279635516083e-07
1810,9.828532654410083e-08,2.1763179347544792e-07
1811,1.6546707115594472e-07,2.1560860830049933e-07
1812,8.801787032552966e-08,2.2671270016871858e-07
1813,1.322841143291953e-07,1.6391727797326894e-07
1814,1.8565394555025705e-07,1.0698702368472368e-07
1815,2.6702514333010186e-07,1.5104451733805035e-07
1816,1.228330006597389e-07,1.7845549393769033e-07
1817,2.16405396713526e-07,7.005930058312515e-08
1818,1.8358613829150272e-07,1.0490636270787945e-07
1819,2.1323162968656106e-07,1.2007218685994303e-07
1820,2.468228217367141e-07,1.779972222948345e-07
1821,2.238557783584838e-07,1.0749022294476163e-07
1822,1.804610860745015e-07,9.123310462655354e-08
1823,2.5200850473083847e-07,1.1068609495623605e-07
1824,2.2905426533270656e-07,1.381062446625947e-07
1825,1.7610885549856903e-07,1.2239566160587856e-07
1826,1.7087489823097712e-07,9.600702810530493e-08
1827,1.778933693685758e-07,1.6959782556114078e-07
1828,2.559071958785353e-07,1.8252879385727283e-07
1829,3.1206360517899157e-07,2.3061843990035413e-07
1830,2.7344509589966037e-07,1.7325147894098336e-07
1831,2.432228143334214e-07,3.024694024134078e-07
1832,2.1242051673198148e-07,2.1242051673198148e-07
1833,2.108220371610514e-07,1.6217079235048004e-07
1834,2.6323377255721425e-07,2.137607566510269e-07
1835,2.9798565037708613e-07,2.1327907973045512e-07
1836,3.2125186066878086e-07,1.7473949753821216e-07
1837,2.2056514126234106e-07,1.906462046008528e-07
1838,2.1398228966518218e-07,1.6916594347549108e-07
1839,2.1743487366165937e-07,1.566090475080273e-07
1840,2.4204817350437224e-07,1.8281006930465082e-07
1841,2.292135832249187e-07,1.9967906439433136e-07
1842,2.7235554966864584e-07,1.9386885696803802e-07
1843,2.829410448157432e-07,1.565331473329934e-07
1844,2.832097720784077e-07,1.9539278639513213e-07
1845,2.226510957825667e-07,2.0256227628578927e-07
1846,1.8324588779705664e-07,2.289110057063226e-07
1847,2.2597606630370137e-07,2.0602114148005057e-07
1848,1.7940844543318235e-07,2.389430733273912e-07
1849,1.566950658116184e-07,1.7345388414469198e-07
1850,2.0231207997767342e-07,1.6836710869938543e-07
1851,1.3737304982441856e-07,1.7026518150942138e-07
1852,1.666699631641677e-07,2.2070749139402324e-07
1853,1.606449728797088e-07,1.6004777592115715e-07
1854,1.8704392346080567e-07,2.0886571405753784e-07
1855,2.0590915994489478e-07,2.404042618309177e-07
1856,1.589397129464487e-07,1.7654215866969025e-07
1857,1.6743575770306052e-07,1.928196127209958e-07
1858,1.5512952700191818e-07,1.5904447536740918e-07
1859,2.0776067799488374e-07,1.9757632685468707e-07
1860,1.8812225732744992e-07,1.5470881464807462e-07
1861,1.9854206811942277e-07,2.1033197583619767e-07
1862,1.5541873210622725e-07,2.236403133792919e-07
1863,1.9229290160183155e-07,2.1426923524359154e-07
1864,1.9898121195183194e-07,2.593947954210307e-07
1865,1.7274118135901517e-07,2.574643929165177e-07
1866,1.6202490371597378e-07,2.393881572970713e-07
1867,1.533488500626845e-07,2.2614101169438072e-07
1868,1.8030540616109647e-07,2.618133123633015e-07
1869,1.484589802203118e-07,2.192700065961617e-07
1870,1.6915443268317176e-07,1.9610446599926945e-07
1871,2.5278401949435647e-07,2.2304472224732308e-07
1872,2.0560953828407946e-07,2.1709948327952588e-07
1873,2.0172835490939178e-07,1.676081211599012e-07
1874,1.583271398430952e-07,2.4077675675471255e-07
1875,1.6592429119555163e-07,2.3057754106048378e-07
1876,1.6807921099371015e-07,2.1826113538736536e-07
1877,2.139946388979297e-07,2.6038074452117144e-07
1878,1.437303041029736e-07,2.3794009962330165e-07
1879,2.0893892838103056e-07,2.9630228937094216e-07
1880,1.3734191384173755e-07,2.6184812895735377e-07
1881,1.4502815304240357e-07,2.4264326725642604e-07
1882,1.3576985224972304e-07,2.881781711039366e-07
1883,1.3460191894409945e-07,2.7741899089051003e-07
1884,1.9408989260227827e-07,2.006915877927895e-07
1885,1.4180398011376383e-07,1.9659188410514616e-07
1886,1.310053221459384e-07,2.142549959671669e-07
1887,1.3580162772086624e-07,2.5919831614373834e-07
1888,1.1730136861842766e-07,2.7454862561171467e-07
1889,1.1841108715771043e-07,2.2303886737518042e-07
1890,8.061895329092295e-08,2.8118319050918217e-07
1891,1.1409854039357015e-07,2.2947192235278635e-07
1892,1.234896984669831e-07,2.532478902139701e-07
1893,1.1885744299888756e-07,2.8513468919300067e-07
1894,1.4304494300176884e-07,2.5332187192361744e-07
1895,9.990900196044095e-08,2.726432342115004e-07
1896,1.3858017666734668e-07,2.848265125976468e-07
1897,1.3343174032343086e-07,2.1966710050946858e-07
1898,1.0694290608626034e-07,2.85746921235841e-07
1899,1.2879257837994373e-07,2.857757976926223e-07
1900,1.1212674877469908e-07,2.6733923164101725e-07
1901,1.0171504527534125e-07,2.788780761875387e-07
1902,6.972602761834423e-08,2.916708581324201e-07
1903,9.234376818767487e-08,2.5489040922366257e-07
1904,1.0211788037395308e-07,2.5314483309557545e-07
1905,8.257214290097181e-08,2.4410391574747337e-07
1906,1.131720566149852e-07,2.3869014853517e-07
1907,9.719973803612447e-08,2.514850336865493e-07
1908,8.889614377949329e-08,2.6717955847743724e-07
1909,9.516701737766198e-08,2.3709239371783042e-07
1910,9.566029746110871e-08,2.960659344353189e-07
1911,7.18250490194805e-08,2.3090423439953156e-07
1912,9.63742934345646e-08,2.380705552695872e-07
1913,9.439321502213716e-08,2.359830375553429e-07
1914,9.308473636338022e-08,2.564852934483497e-07
1915,1.873141144415058e-07,1.7671142416020302e-07
1916,1.3844201873780548e-07,2.0986053073102084e-07
1917,9.869781791849164e-08,1.5024001243091334e-07
1918,1.0912057746281789e-07,2.2053842485547648e-07
1919,1.418008679365812e-07,2.1270129479944444e-07
1920,1.1131180599477375e-07,2.1353693568926246e-07
1921,1.332803520881498e-07,1.8250321431878547e-07
1922,8.484625624305409e-08,2.1322233578757732e-07
1923,9.978991499792755e-08,2.4947479460024624e-07
1924,1.7145860908840405e-07,1.8306106142063072e-07
1925,9.128487477028102e-08,1.8696901804560184e-07
1926,8.248142790989732e-08,1.7833821175372577e-07
1927,1.2487132039495918e-07,2.0403081180120353e-07
1928,1.0054916543822401e-07,1.6796280988273793e-07
1929,1.0026365515614089e-07,1.7713246336370503e-07
1930,1.291943192427425e-07,1.691080200316719e-07
1931,7.983749839013399e-08,1.6081553155800066e-07
1932,9.973178549671502e-08,1.6877686448424356e-07
1933,1.204419532996326e-07,1.5141273479457595e-07
1934,1.0543790551764687e-07,1.6654396972626273e-07
1935,7.300653237507504e-08,1.48406726907524e-07
1936,7.517323297179246e-08,1.6247118139744998e-07
1937,7.680581859403901e-08,1.4227963163193635e-07
1938,9.334954143014329e-08,1.58175609499267e-07
1939,5.8117393564316444e-08,2.2635194341091847e-07
1940,6.593035806190528e-08,1.572185368559076e-07
1941,5.60785480274717e-08,1.269146139293298e-07
1942,8.192371581117186e-08,1.456421614420833e-07
1943,1.219358836124229e-07,1.3935529352693266e-07
1944,8.675602458652065e-08,1.381670102773569e-07
1945,1.32888743564763e-07,8.931866801731303e-08
1946,7.9350293447078e-08,1.1136883415474585e-07
1947,9.05986183852292e-08,1.1563244584067434e-07
1948,5.3272248834446145e-08,1.0002136718867405e-07
1949,7.559096104614582e-08,1.0798709126902395e-07
1950,7.232046073113452e-08,1.1167129798650421e-07
1951,7.996051465397613e-08,1.5245804263486207e-07
1952,8.119499028680366e-08,1.3391901632076042e-07
1953,8.511323557058859e-08,1.8100030274581513e-07
1954,6.449873524161376e-08,1.4756530219983688e-07
1955,9.385608024103931e-08,1.220129064449793e-07
1956,8.721141853129666e-08,1.4041037843526283e-07
1957,6.979679767482594e-08,1.0248643889099185e-07
1958,7.279574276708445e-08,1.3649201946464018e-07
1959,9.533420097795897e-08,1.0386001747519913e-07
1960,9.827583369315107e-08,1.2526707848792284e-07
1961,9.4494964741898e-08,1.271513099254662e-07
1962,7.54692806026469e-08,1.306442953818987e-07
1963,7.759263809248296e-08,1.1121611720454894e-07
1964,8.395875994438029e-08,9.673509993035623e-08
1965,6.457010925942086e-08,1.1327129811888881e-07
1966,9.361036035215875e-08,1.163205709531212e-07
1967,7.543413715893621e-08,1.1536985056181948e-07
1968,1.1992079862466198e-07,9.476887186110616e-08
1969,8.992680733399538e-08,1.0446042608691641e-07
1970,7.311972893830898e-08,8.691590380749403e-08
1971,8.067284085200299e-08,9.917107490764465e-08
1972,7.797823542432525e-08,8.669947959560886e-08
1973,7.497957454916104e-08,8.600597567465229e-08
1974,7.0882201441691e-08,9.732239192317138e-08
1975,6.682432029947449e-08,6.339742952832239e-08
1976,6.856232204199841e-08,8.97023753054782e-08
1977,6.053085144230863e-08,7.816120017878347e-08
1978,8.49504573352533e-08,1.0396034610948846e-07
1979,8.309802268513522e-08,1.0182433385352851e-07
1980,7.049586514540351e-08,8.357171310535705e-08
1981,8.412980889715982e-08,9.931112998629033e-08
1982,9.125028554990422e-08,9.559553859617154e-08
1983,6.946847719291327e-08,9.78874012957931e-08
1984,7.132780410756823e-08,1.0670175498717072e-07
1985,7.880380792357755e-08,7.399136592312061e-08
1986,8.452224165012012e-08,9.651121501974558e-08
1987,8.738468437741176e-08,9.410658208253153e-08
1988,7.555657788316239e-08,8.215278768375356e-08
1989,9.439570192171232e-08,9.604213602187883e-08
1990,8.22746315520817e-08,7.955030412176711e-08
1991,9.085270846753701e-08,1.0081720347443479e-07
1992,9.091407804362461e-08,7.934319512514776e-08
1993,9.250476296074339e-08,1.0025965480053856e-07
1994,6.962903142948562e-08,1.1288342705029208e-07
1995,7.211859553990507e-08,9.76041150124729e-08
1996,7.419948389042474e-08,9.341661666439904e-08
1997,6.664903651198983e-08,1.08364616835388e-07
1998,8.105819659931512e-08,8.964082809370666e-08
