year,excellent_ADJ or_NOUN,excellent_ADJ corps_NOUN
1945,2.178504043826024e-09,1.3071024262956144e-08
1946,0.0,1.3921104269343232e-09
1947,0.0,3.5762612871081956e-09
1948,0.0,8.697510267552389e-09
1949,0.0,8.835307596655184e-09
1950,0.0,4.2541445921528975e-09
1951,0.0,3.1984206394497505e-09
1952,0.0,6.326882129314981e-09
1953,0.0,5.386913581872932e-09
1954,0.0,3.9090144454689835e-09
1955,0.0,1.8771215692936494e-09
1956,0.0,1.0465369904011368e-08
1957,0.0,9.718541527092839e-09
1958,0.0,9.926692356998501e-09
1959,0.0,0.0
1960,0.0,2.076250060767393e-09
1961,6.948159270159238e-10,5.55852741612739e-09
1962,0.0,5.7077609305622445e-09
1963,0.0,0.0
1964,6.083968329129164e-10,2.4335873316516654e-09
1965,5.472043373977442e-10,3.830430472806512e-09
1966,1.1078149508847446e-09,3.3234448526542337e-09
1967,0.0,3.451234853457663e-09
1968,4.4914158503495116e-10,6.737123747768692e-09
1969,0.0,4.087581828571274e-09
1970,0.0,1.8394900047624674e-09
1971,0.0,3.596878239697787e-09
1972,0.0,8.721249500354133e-09
1973,0.0,4.961883459664307e-09
1974,0.0,3.937900283634832e-09
1975,0.0,5.711480177694739e-09
1976,0.0,5.142174241967723e-09
1977,5.876781838942691e-10,2.3507127355770763e-09
1978,5.940591352171509e-10,2.3762365408686037e-09
1979,0.0,4.096381456264453e-09
1980,5.685150683554241e-10,1.7055452605774235e-09
1981,0.0,2.5302198114474095e-09
1982,0.0,6.828252629986764e-09
1983,0.0,3.78918940668882e-09
1984,0.0,2.8995041922996734e-09
1985,0.0,6.015558051686298e-10
1986,1.1988970927134801e-09,1.7983456945813714e-09
1987,0.0,4.888653482026939e-09
1988,0.0,1.798966087207532e-09
1989,0.0,4.939309850016116e-09
1990,1.089730194969718e-09,1.6345953479657283e-09
1991,0.0,5.861465202094962e-10
1992,0.0,1.65298330578878e-09
1993,0.0,5.539207426075166e-10
1994,0.0,1.5824779264761446e-09
1995,0.0,1.0844901643380922e-09
1996,0.0,2.135236876199542e-09
1997,0.0,1.438468344439059e-09
1998,0.0,1.9072516899143466e-09
1999,4.570201161957499e-10,2.7421207526856506e-09
2000,0.0,2.2090156370779823e-09
2001,4.3812117822561447e-10,2.1906058911280724e-09
2002,0.0,8.76244299341522e-10
2003,0.0,2.083461403401543e-09
2004,0.0,2.642874724623212e-09
2005,4.5037495954858286e-10,2.702249757291497e-09
2006,0.0,4.1178899179428186e-10
2007,0.0,2.7961355453243186e-09
2008,8.514879357157668e-10,2.554463751636149e-09
2009,0.0,4.76819250749827e-10
2010,0.0,1.8895172093635892e-09
2011,0.0,3.82397197240536e-10
2012,0.0,2.382976926895708e-09
2013,5.578250084070646e-10,8.367375126105969e-10
2014,0.0,3.248167693148396e-09
2015,4.433150790905671e-10,1.10828768384863e-09
2016,0.0,3.1070099826280284e-09
2017,0.0,1.0062445321423752e-09
2018,0.0,2.581466596041082e-09
2019,0.0,1.7856913725466939e-09
