year,excellent_ADJ or_NOUN,excellent_ADJ corps_NOUN
1800,0.0,4.087413785214267e-08
1801,0.0,1.6668277424969347e-08
1802,0.0,3.3567602031325805e-08
1803,0.0,9.751696339321825e-09
1804,0.0,0.0
1805,0.0,2.842877711017877e-09
1806,1.152667650217154e-08,5.76333825108577e-09
1807,0.0,2.8469551160981155e-09
1808,0.0,2.4926814390369145e-08
1809,0.0,1.3554183553310395e-08
1810,0.0,0.0
1811,0.0,2.757784400841956e-08
1812,0.0,0.0
1813,0.0,5.463909147351842e-08
1814,0.0,1.5733386149463513e-08
1815,0.0,0.0
1816,0.0,2.3176038865813098e-09
1817,0.0,3.42512151974006e-08
1818,0.0,4.768470951432846e-09
1819,0.0,1.2421260464634543e-08
1820,0.0,2.3732962262101864e-08
1821,0.0,2.2681422962023134e-08
1822,0.0,9.023054303725075e-09
1823,0.0,1.3835761869529506e-08
1824,0.0,0.0
1825,0.0,8.805443041381977e-10
1826,0.0,1.145037931138404e-08
1827,0.0,8.295545583791863e-09
1828,0.0,3.668920500743411e-09
1829,0.0,2.5719527840806222e-08
1830,0.0,4.174734336004349e-09
1831,0.0,1.091384405071949e-08
1832,2.705993873419743e-09,1.0823975493678972e-08
1833,0.0,2.3167257001688313e-09
1834,0.0,5.600718555598405e-09
1835,0.0,6.050470346963266e-09
1836,0.0,9.409050427677812e-09
1837,6.957890930081589e-10,6.262101948095733e-09
1838,0.0,1.7042836475411605e-08
1839,0.0,1.3982950353153e-09
1840,0.0,8.917564464638872e-09
1841,0.0,1.2841097074556274e-09
1842,0.0,9.391571076378114e-09
1843,0.0,5.31621990873532e-09
1844,0.0,7.683985892015244e-09
1845,5.580227946389016e-10,3.9061593959388574e-09
1846,0.0,2.3418005312692003e-09
1847,0.0,4.853901280910122e-09
1848,0.0,8.84974404868899e-09
1849,0.0,5.865590679832167e-09
1850,0.0,2.1724787302446202e-08
1851,0.0,6.06247212431299e-08
1852,0.0,2.6042181744401205e-09
1853,0.0,1.4929829816878737e-08
1854,0.0,2.33804900995338e-08
1855,0.0,1.1144567935161831e-08
1856,2.0708756931497874e-09,1.0354378410237786e-08
1857,0.0,3.5635014938861787e-08
1858,0.0,2.936205500958522e-09
1859,0.0,1.2221216039165483e-08
1860,0.0,3.0667131389883195e-08
1861,4.715963730639317e-10,1.131831339762357e-08
1862,0.0,6.776979422085105e-09
1863,0.0,1.3485475847119233e-08
1864,0.0,2.685047562067666e-08
1865,0.0,1.0825742080555756e-08
1866,0.0,1.216403244796993e-08
1867,0.0,1.747012134956094e-08
1868,4.93987406535723e-10,6.915823469455518e-09
1869,0.0,6.8369265804335555e-09
1870,0.0,1.1468097582678638e-08
1871,0.0,1.3807530230280918e-08
1872,0.0,1.6327815544059376e-08
1873,0.0,1.6760813181804224e-08
1874,0.0,2.2106053876314036e-08
1875,5.721527140956084e-10,1.5448122780981066e-08
1876,0.0,9.673623679873344e-09
1877,0.0,8.040260901509555e-09
1878,0.0,9.058632954861423e-09
1879,0.0,9.774920428640144e-09
1880,0.0,2.5671385017744797e-09
1881,0.0,2.091752326904839e-09
1882,6.655385131892899e-10,1.4641846846075168e-08
1883,0.0,9.479008689083912e-09
1884,0.0,1.1883054540362536e-08
1885,0.0,1.353583467533781e-08
1886,6.453463874400711e-10,1.4197620856748472e-08
1887,0.0,7.1818169189441505e-09
1888,0.0,2.53624587998047e-09
1889,6.265136742733546e-10,1.7542383545787743e-08
1890,1.3108772956016423e-09,1.7696843102044113e-08
1891,1.9122659011827636e-09,6.3742202627281586e-09
1892,0.0,2.0686091062316336e-08
1893,6.158416554491453e-10,1.847525021858587e-09
1894,0.0,9.452308713520097e-09
1895,0.0,5.416753268150387e-09
1896,0.0,1.3563166589847242e-08
1897,0.0,5.2440420894583895e-09
1898,0.0,7.355861253444118e-09
1899,0.0,1.326618814800895e-08
1900,0.0,7.26747462209687e-09
1901,0.0,7.824234593556412e-09
1902,4.910283846193408e-10,8.34748237199534e-09
1903,0.0,6.480264325148255e-09
1904,1.6123875568041512e-09,5.912087708281888e-09
1905,0.0,1.2901897328276846e-08
1906,0.0,1.0802787109298606e-08
1907,0.0,7.71426478252124e-09
1908,0.0,8.349361202419914e-09
1909,0.0,6.60118004702781e-09
1910,5.344150677544235e-10,1.4429207162436342e-08
1911,0.0,1.1172785363555704e-08
1912,0.0,5.209421061191932e-09
1913,0.0,7.954484182448596e-09
1914,0.0,5.357394972094198e-09
1915,0.0,5.890381071793627e-09
1916,0.0,7.69122365795738e-09
1917,0.0,1.0966424435210342e-09
1918,0.0,6.89182577673364e-09
1919,0.0,5.524709134618888e-09
1920,0.0,6.815008557481406e-09
1921,0.0,1.2873671018098776e-08
1922,0.0,7.377935484775833e-10
1923,0.0,2.1231896241147297e-09
1924,0.0,6.445812328337297e-09
1925,0.0,1.0998177923937646e-09
1926,0.0,5.57306911730393e-09
1927,0.0,3.3447675740205796e-09
1928,1.1426041224282812e-09,1.1426041224282812e-09
1929,0.0,1.1140406375176326e-09
1930,0.0,2.100720708497761e-09
1931,1.1405356659111021e-09,2.2810713318222042e-09
1932,0.0,2.1919073223131136e-09
1933,0.0,4.588264879146209e-09
1934,0.0,1.4377896206951846e-08
1935,0.0,8.377798899061872e-09
1936,0.0,2.424942913137329e-09
1937,0.0,6.295559185076627e-09
1938,0.0,5.186085783037697e-09
1939,0.0,1.070583532936098e-08
1940,0.0,2.028626333583361e-08
1941,0.0,0.0
1942,0.0,0.0
1943,0.0,2.9032352077962287e-09
1944,0.0,1.2852744646352221e-08
