year,aient_VERB ouvert_VERB,aient_VERB couvert_VERB
1869,3.076617005604021e-08,4.395167341186834e-09
1870,2.9243649279919737e-08,5.734048791339319e-10
1871,2.549082545044712e-08,3.18635318130589e-09
1872,2.2979889990892843e-08,1.0280476914203973e-08
1873,7.781805422268917e-09,0.0
1874,1.6131444624534197e-08,1.0754296120296658e-08
1875,1.830888685105947e-08,3.432916173551348e-09
1876,1.269663130187837e-08,3.627608879952504e-09
1877,2.3502300550148902e-08,4.329371083855449e-09
1878,1.3889904337816006e-08,1.0266450800600069e-08
1879,2.077170613290491e-08,3.665595160740054e-09
1880,1.7328185109022343e-08,6.417846254436199e-10
1881,2.022027167924989e-08,9.761510710859511e-09
1882,1.8635077481121698e-08,0.0
1883,4.865891156669022e-08,6.951272890631799e-09
1884,3.498899303622238e-08,3.9610181801208455e-09
1885,1.160214413431504e-08,1.933690763067375e-09
1886,2.19417763958063e-08,0.0
1887,1.4363633837888301e-08,6.528924623161458e-10
1888,6.974675947901687e-09,3.804368819970705e-09
1889,1.0024218788373673e-08,6.891650361495749e-09
1890,1.8352281472289178e-08,3.9326319978272295e-09
1891,1.211101796627645e-08,3.824531802365527e-09
1892,9.402768341715273e-09,7.522214851007902e-09
1893,1.1700991287000306e-08,4.310891643655168e-09
1894,1.6384001710889606e-08,6.301539290376468e-10
1895,1.3240951446391591e-08,1.8055843487019274e-09
1896,1.7101383420481397e-08,3.5382172747233653e-09
1897,1.6897470089816125e-08,1.7480140668268973e-09
1898,1.9238406423482957e-08,1.13167097914868e-09
1899,3.15071986278781e-08,6.633094074004475e-09
1900,2.1283318218934255e-08,7.786579381274805e-09
1901,2.0119459875900247e-08,5.588738916095792e-10
1902,1.7677022512430085e-08,5.4013122863239005e-09
1903,1.3500550899436803e-08,5.400220270956879e-10
1904,1.1824175416563776e-08,1.0211787859759625e-08
1905,7.2250627702885595e-09,5.676835002077496e-09
1906,1.6975809202790515e-08,1.0288369045596824e-09
1907,1.2342823652033985e-08,0.0
1908,1.080505640516094e-08,6.384805573134145e-09
1909,1.2102163715610459e-08,6.0510818578052294e-09
1910,1.0153886620400954e-08,4.275320542035388e-09
1911,2.0217422402879492e-08,1.0640748282497725e-09
1912,1.614920641657136e-08,3.646594803896619e-09
1913,2.0681659052002033e-08,4.242391771214216e-09
1914,1.0714789944188396e-08,3.3483718020477227e-09
1915,3.652036184575991e-08,0.0
1916,1.4283700444650549e-08,2.197492410260793e-09
1917,3.289927263949721e-08,4.386569774084137e-09
1918,2.412139110674616e-08,6.89182577673364e-09
1919,1.5653341733923298e-08,8.287063479883727e-09
1920,1.514446346106979e-08,4.543339038320937e-09
1921,9.844571380313027e-09,7.572747429129834e-10
1922,4.426761179843197e-09,2.2133805899215986e-09
1923,8.492758496458919e-09,2.1231896241147297e-09
1924,2.0626599095407983e-08,2.578324886925998e-09
1925,3.519416935660047e-08,4.399271169575059e-09
1926,2.229227646921572e-08,4.458455382660986e-09
1927,1.0034302277972529e-08,0.0
1928,2.0566874425753667e-08,2.2852082448565625e-09
1929,1.6710609784809094e-08,5.570202965543558e-09
1930,2.7309368988426286e-08,2.100720708497761e-09
1931,2.0529641986399838e-08,2.2810713318222042e-09
1932,1.6439305028370654e-08,3.287861094491973e-09
1933,9.176529758292418e-09,2.2941324395731044e-09
1934,1.4377896206951846e-08,3.5944740517379614e-09
1935,1.196828414151696e-08,5.98414207075848e-09
1936,4.849885826274658e-09,0.0
1937,2.1404900962807005e-08,1.2591118148108649e-09
1938,1.0372171566075394e-08,7.779128452511941e-09
1939,3.364691281149135e-08,7.647025235257843e-09
1940,2.7893612752905028e-08,0.0
1941,0.0,2.9515025978810172e-09
1942,2.1239483061208375e-08,0.0
1943,1.7419411690866582e-08,2.9032352077962287e-09
1944,6.4263723231761105e-09,9.639558484764166e-09
1945,1.742803235060819e-08,0.0
1946,3.062643116891195e-08,4.1763312808029696e-09
1947,1.7881307101674793e-08,3.5762612871081956e-09
1948,1.3046265401328583e-08,0.0
1949,2.1597418964347526e-08,9.817008317369869e-10
1950,2.3397795700930146e-08,3.190608444114673e-09
1951,3.0918066329377325e-08,6.396841278899501e-09
1952,1.4762725264461096e-08,5.272402070488624e-09
1953,1.939288907237824e-08,6.464296653518886e-09
1954,1.2704297169818801e-08,0.0
1955,2.5341140741375057e-08,0.0
1956,1.9186511934776718e-08,3.488456634670456e-09
1957,2.5621609722747962e-08,2.6505113659425206e-09
1958,1.5717262158432277e-08,8.272243445794913e-10
1959,1.8601795659378695e-08,4.650448914844674e-09
1960,1.7994166157109248e-08,6.920833239831836e-09
1961,1.459113452284555e-08,6.25334317660986e-09
1962,2.029426049432459e-08,2.5367825617905737e-09
1963,2.0691370394843034e-08,1.939815863494232e-09
1964,1.0951143103454797e-08,2.4335873316516654e-09
1965,1.586892572902343e-08,2.73602163147757e-09
1966,1.4401594583546284e-08,4.431259803538978e-09
1967,1.232583901611406e-08,9.860671168482327e-10
1968,1.4372530721118437e-08,6.287982134978165e-09
1969,1.1808570121729645e-08,5.450109252791435e-09
1970,2.115413444414571e-08,2.2993624781975086e-09
1971,1.0790635052160269e-08,1.0276794970565106e-09
1972,2.1546616935097518e-08,3.5911027485013847e-09
1973,1.9847533394568018e-08,3.859242703185828e-09
1974,1.1251143128276908e-08,3.3753431161187564e-09
1975,1.4278700888326057e-08,1.7134440533084216e-09
1976,9.712995741040231e-09,1.142705374768127e-09
1977,1.23412418062685e-08,1.7630346071939584e-09
1978,1.2475242172627077e-08,1.1881182704343018e-09
1979,1.462993370893173e-08,1.7555920051037788e-09
1980,1.4212877097463661e-08,3.97960553399912e-09
1981,1.644642821929665e-08,1.2651099057237047e-09
1982,1.0552754226011984e-08,2.483000915987077e-09
1983,1.136756910824488e-08,1.89459470334441e-09
1984,1.1598016769198694e-08,4.059305780401701e-09
1985,1.0828004270990732e-08,1.8046674155058895e-09
1986,1.9182353483415682e-08,2.3977941854269602e-09
1987,9.777306964053878e-09,5.49973533381376e-09
1988,2.4585871116755698e-08,1.1993107618124554e-09
1989,1.3720305780395847e-08,5.488122178931576e-10
1990,2.1249737969242233e-08,3.814055737905164e-09
1991,1.641210189973208e-08,2.9307325455363298e-09
1992,1.4325855168806356e-08,4.4079553340736766e-09
1993,1.661762283333701e-08,2.7696036575264316e-09
1994,1.0549853435293244e-08,4.747434001473039e-09
1995,1.626735190995987e-08,3.253470381991974e-09
1996,1.7081895009596337e-08,4.804283193493575e-09
1997,1.102825741838842e-08,1.438468344439059e-09
1998,2.0979769033147022e-08,2.86087753487152e-09
1999,1.4624643718263997e-08,1.3710603763428253e-09
2000,1.8555732950176207e-08,4.4180314962005696e-10
2001,2.4534786646768225e-08,8.762423564512289e-10
2002,2.0153619217921914e-08,1.752488598683044e-09
2003,2.3334768783911386e-08,4.166922806803086e-09
2004,1.3654853248112886e-08,2.642874807889939e-09
2005,2.1167622321627277e-08,9.007499190971657e-10
2006,9.882935358973555e-09,2.0589450144825605e-09
2007,1.4779574009082808e-08,2.3966877371606188e-09
2008,1.3198063086861112e-08,4.257439734089985e-09
2009,2.336414262060771e-08,2.860915504498962e-09
2010,1.5588517143783065e-08,2.3618964561933353e-09
2011,1.606068167347985e-08,1.911985902935953e-09
2012,1.463828702696901e-08,4.425528388196653e-09
2013,1.7013663367038134e-08,2.2313000336282585e-09
2014,1.8622827724357194e-08,2.165445156521173e-09
2015,1.884089151360513e-08,1.329945265027277e-09
2016,1.304944241553585e-08,1.6570720351438695e-09
2017,1.2578056818313144e-08,1.509366853724714e-09
2018,1.2649186587054828e-08,1.8070267504555204e-09
2019,1.4540630033366142e-08,1.7856913725466939e-09
