year,tout_ADV assez_ADV,tout_ADV cassé_ADJ
1800,1.7921738049153646e-07,0.0
1801,8.810375362600098e-08,0.0
1802,1.4545960880241182e-07,0.0
1803,1.677291692203653e-07,0.0
1804,2.3235398316501232e-07,0.0
1805,1.0802935435094696e-07,0.0
1806,7.492339904047185e-08,0.0
1807,5.97860605466849e-08,0.0
1808,7.024829073998262e-08,0.0
1809,6.09938268780752e-08,0.0
1810,6.084329839950442e-08,0.0
1811,5.0141537144554604e-08,0.0
1812,9.335229123053068e-08,0.0
1813,8.91479885467561e-08,0.0
1814,7.552024783308298e-08,1.5733386149463513e-08
1815,4.045835311217161e-08,0.0
1816,6.257530316133852e-08,0.0
1817,9.341240314597599e-08,0.0
1818,5.126106117359086e-08,0.0
1819,3.9333990287104825e-08,0.0
1820,7.357218123615894e-08,0.0
1821,3.550135829755163e-08,0.0
1822,4.8122956286533736e-08,0.0
1823,5.929612001409623e-08,0.0
1824,4.8000341479337294e-08,1.6842225392110777e-09
1825,6.60408261410339e-08,0.0
1826,5.372870504061211e-08,0.0
1827,3.6869092667757286e-08,0.0
1828,3.944089499441361e-08,0.0
1829,3.0006116702452346e-08,7.715858174606183e-09
1830,2.922314124020886e-08,1.0436835840010872e-09
1831,3.4300654760954785e-08,0.0
1832,9.606278439378002e-08,0.0
1833,4.51761508202253e-08,6.950177322551099e-09
1834,4.85395617033646e-08,4.667265685043276e-09
1835,7.487457054367042e-08,3.025235173481633e-09
1836,7.392824841190304e-08,0.0
1837,4.800944708449606e-08,0.0
1838,4.9234863297442644e-08,0.0
1839,8.599514700335931e-08,0.0
1840,2.93005673057678e-08,0.0
1841,3.723918240439161e-08,0.0
1842,3.8237111255057243e-08,6.708265054555795e-10
1843,5.847842032835615e-08,0.0
1844,5.43367555394525e-08,0.0
1845,6.249855033502172e-08,1.1160455892778032e-09
1846,7.20103656703941e-08,5.854501328173001e-10
1847,2.6966118227278457e-08,0.0
1848,3.459445352405055e-08,0.0
1849,4.776266493422554e-08,0.0
1850,5.974316508172706e-08,0.0
1851,5.159551008659946e-08,0.0
1852,5.599068941819496e-08,1.3021090872200602e-09
1853,6.151089593231518e-08,0.0
1854,4.9878380536938494e-08,1.0391328908454511e-09
1855,4.988520885262915e-08,5.306937111981824e-10
1856,6.833889898416601e-08,0.0
1857,7.859229356199648e-08,0.0
1858,3.9149409047922745e-08,4.893676019968041e-10
1859,9.318677030023537e-08,4.582956236731661e-09
1860,8.010071894659632e-08,4.577183909670879e-10
1861,5.0932406736592384e-08,4.715963730639317e-10
1862,6.822159548391937e-08,1.8071945051545413e-09
1863,5.394190338847693e-08,0.0
1864,8.055143041474366e-08,2.3973640850272204e-09
1865,7.295609094626343e-08,2.8241067262513297e-09
1866,6.179328693178832e-08,0.0
1867,6.017486242626546e-08,1.455843445796745e-09
1868,6.174842326345242e-08,3.457911734727759e-09
1869,6.006728625607138e-08,0.0
1870,7.167560767129544e-08,0.0
1871,6.478918379571041e-08,1.0621177271019633e-09
1872,7.01491345012073e-08,6.047339295989218e-10
1873,1.2391029713398893e-07,5.986004469882289e-10
1874,5.197910013521323e-08,1.1949218281515073e-09
1875,1.0584825105297568e-07,1.1443054281912168e-09
1876,8.524880712457161e-08,0.0
1877,9.153527713579024e-08,4.329371083855449e-09
1878,7.0657335982105e-08,0.0
1879,7.453376582589044e-08,6.10932526790009e-10
1880,6.610381575455904e-08,0.0
1881,6.414706632540401e-08,6.972507571312292e-10
1882,4.791877472598571e-08,0.0
1883,8.02556030521373e-08,1.8958017378167824e-09
1884,7.261866841190567e-08,5.281357573494461e-09
1885,8.314869859304963e-08,6.445635691854079e-10
1886,5.6145136539953455e-08,0.0
1887,6.398346386049525e-08,6.528924623161458e-10
1888,6.467426771905593e-08,1.268122939990235e-09
1889,7.392861078869828e-08,0.0
1890,7.930807299771914e-08,6.554386478008212e-10
1891,6.374219907456791e-08,0.0
1892,6.581937839200691e-08,0.0
1893,8.067525669730458e-08,1.2316833108982905e-09
1894,6.364554394622246e-08,0.0
1895,6.319545065025522e-08,0.0
1896,6.191880430606034e-08,5.89702897624278e-10
1897,7.691262027265111e-08,5.826713556089658e-10
1898,7.412445057752848e-08,5.6583548957434e-10
1899,5.5828543565894506e-08,0.0
1900,7.319385275650347e-08,0.0
1901,8.10367168924131e-08,0.0
1902,5.646826295446772e-08,1.4730852093691738e-09
1903,7.074288532749051e-08,0.0
1904,1.0426772689697827e-07,0.0
1905,6.760594573052003e-08,0.0
1906,8.693671560422445e-08,5.144184522798412e-10
1907,6.634267890603951e-08,7.71426478252124e-09
1908,7.51442499336008e-08,0.0
1909,7.591357586989034e-08,5.5009836685826485e-09
1910,5.344150721953156e-08,0.0
1911,8.672209617088811e-08,5.320374141248863e-10
1912,8.856016364688912e-08,0.0
1913,8.219634395345565e-08,2.6514948014977335e-09
1914,8.504864723590799e-08,1.3393487430235496e-09
1915,6.715034572835066e-08,2.3561523843085297e-09
1916,6.482602543655958e-08,0.0
1917,6.470190072604964e-08,0.0
1918,7.236417332023848e-08,1.1486376294556067e-09
1919,6.353415216153735e-08,9.207848372660976e-10
1920,7.875121355027659e-08,0.0
1921,9.693116709286187e-08,2.2718242842501013e-09
1922,8.853522359686394e-08,7.377935484775833e-10
1923,6.900366145146108e-08,0.0
1924,7.09039369439779e-08,0.0
1925,7.91868828287079e-08,6.598906754362588e-09
1926,8.582526334066642e-08,0.0
1927,1.0257286930936971e-07,6.689535148041159e-09
1928,9.826395341860916e-08,0.0
1929,1.1251810150270103e-07,1.1140406375176326e-09
1930,9.768351105776674e-08,4.201441416995522e-09
1931,7.641588695150858e-08,0.0
1932,1.238427671523823e-07,1.0959536611565568e-09
1933,9.75006315684368e-08,3.4411986593596566e-09
1934,1.066360653112497e-07,3.5944740517379614e-09
1935,8.138432860960165e-08,1.196828414151696e-09
1936,1.260970350358548e-07,0.0
1937,1.1835651037017669e-07,0.0
1938,9.205302120562919e-08,0.0
1939,9.329370698196726e-08,0.0
1940,7.100192078723921e-08,2.5357829169792012e-09
1941,1.2101160962174617e-07,2.9515025978810172e-09
1942,1.4260795921927638e-07,0.0
1943,1.1032293656398906e-07,0.0
1944,1.5744612369417155e-07,0.0
1945,1.808158316407571e-07,2.178504043826024e-09
1946,1.614848059716678e-07,0.0
1947,1.1324827653425018e-07,1.1920870957027319e-09
1948,1.380729770517064e-07,0.0
1949,1.3841982138274034e-07,0.0
1950,1.2868787280240213e-07,0.0
1951,1.247384062708079e-07,3.1984206394497505e-09
1952,1.4340933773837605e-07,1.0544803918932644e-09
1953,1.5406573083964759e-07,5.386913581872932e-09
1954,1.4561078387487214e-07,1.9545072227344917e-09
1955,2.0272912593100045e-07,9.385607846468247e-10
1956,1.6744591846418189e-07,0.0
1957,1.0160293584249303e-07,8.835037701437898e-10
1958,1.629631896093997e-07,0.0
1959,1.4648912838310935e-07,0.0
1960,1.660999942032504e-07,6.920833350854139e-10
1961,1.8273658497491851e-07,6.948159270159238e-10
1962,1.5220695104289916e-07,1.2683912808952869e-09
1963,1.5712510048615513e-07,0.0
1964,1.5514119411363936e-07,2.4335873316516654e-09
1965,1.3297065493134141e-07,1.0944086747954884e-09
1966,1.4124640301815816e-07,5.539074754423723e-10
1967,1.2818873074138537e-07,9.860671168482327e-10
1968,1.4821672777998174e-07,8.982831700699023e-10
1969,1.2944009597504191e-07,1.3625273131978588e-09
1970,1.1772736030479791e-07,0.0
1971,1.4593048547340004e-07,0.0
1972,1.2979270991309022e-07,1.5390440033513642e-09
1973,1.1136671673739329e-07,5.513203782392395e-10
1974,1.3782650398752594e-07,0.0
1975,1.2736600751850347e-07,5.711480177694739e-10
1976,1.0969971242502652e-07,0.0
1977,1.1518492470941055e-07,2.3507127355770763e-09
1978,1.0693064211864112e-07,5.940591352171509e-10
1979,1.1996544913017715e-07,5.851973350345929e-10
1980,1.1540856093006369e-07,0.0
1981,1.0057623711645647e-07,0.0
1982,1.2104629831810598e-07,1.8622506869903077e-09
1983,8.841442422635737e-08,6.315316047889041e-10
1984,1.107610643202861e-07,5.799008495621649e-10
1985,9.324114813580309e-08,1.2031116103372597e-09
1986,9.77101137777936e-08,0.0
1987,1.0266172267847651e-07,2.4443267410134695e-09
1988,9.894313990344017e-08,1.1993107618124554e-09
1989,7.463846429800469e-08,5.488122178931576e-10
1990,7.955030412176711e-08,5.44865097484859e-10
1991,9.495573749518371e-08,1.1722930404189924e-09
1992,1.0744390976924478e-07,2.2039776670368383e-09
1993,9.749005158710133e-08,0.0
1994,8.91462619279082e-08,0.0
1995,9.76041150124729e-08,0.0
1996,8.701090337126516e-08,0.0
1997,1.0213125278824009e-07,9.58978896292706e-10
1998,9.393214384090243e-08,1.9072516899143466e-09
1999,8.043554089454119e-08,0.0
2000,8.526800598929185e-08,8.836062992401139e-10
2001,8.937671935882463e-08,1.3143635069212678e-09
2002,8.674818730014522e-08,1.3143663935011318e-09
2003,8.042161425692029e-08,0.0
2004,7.135761848076072e-08,4.404791253964646e-10
2005,1.0088399449159624e-07,0.0
2006,9.141715651139748e-08,1.2353669198716943e-09
2007,8.468296641694906e-08,1.5977917877663117e-09
2008,8.174284005235677e-08,0.0
2009,9.202611295222596e-08,9.53638501499654e-10
2010,7.699782855752346e-08,0.0
2011,8.756895653050378e-08,3.82397197240536e-10
2012,9.463822436828195e-08,1.0212758416727752e-09
2013,7.80955033974351e-08,5.578250084070646e-10
2014,8.401926976375762e-08,8.661780737106994e-10
2015,8.356489189509375e-08,1.994917786518613e-09
2016,8.306073340236253e-08,1.4499380585064614e-09
2017,7.873863694385363e-08,5.031222660711876e-10
2018,8.802801687579631e-08,1.5488800242380307e-09
2019,8.673358564692535e-08,7.65296326310505e-10
