year,fut_VERB en_ADP,fut_VERB quand_ADV
1800,1.2982254702365026e-05,0.0
1801,1.0805806596181355e-05,0.0
1802,1.123171932704281e-05,0.0
1803,1.0128111171070486e-05,0.0
1804,1.0624014976201579e-05,0.0
1805,1.1840586012112908e-05,0.0
1806,1.1947399798373226e-05,0.0
1807,1.0986399502144195e-05,0.0
1808,1.1529784387676045e-05,0.0
1809,1.2210060049255844e-05,0.0
1810,9.877675438474398e-06,0.0
1811,1.4335464584291913e-05,0.0
1812,1.1629027540038805e-05,0.0
1813,1.2707901987596415e-05,0.0
1814,1.4122287211648654e-05,0.0
1815,1.2102442269679159e-05,0.0
1816,1.1048017768189311e-05,0.0
1817,1.214828353113262e-05,0.0
1818,1.4556949281541165e-05,0.0
1819,1.3572296666097827e-05,0.0
1820,1.4288430065789726e-05,0.0
1821,1.374296971334843e-05,0.0
1822,1.4299535905593075e-05,0.0
1823,1.6023788703023456e-05,0.0
1824,1.6504538507433608e-05,0.0
1825,1.677084765105974e-05,0.0
1826,1.454726680094609e-05,0.0
1827,1.263688136532437e-05,0.0
1828,1.2108354894735385e-05,0.0
1829,1.3613346709462348e-05,0.0
1830,1.2673449418798555e-05,0.0
1831,1.1712114428519271e-05,0.0
1832,1.1978081602137536e-05,0.0
1833,1.250684363185428e-05,0.0
1834,1.2726699424092658e-05,0.0
1835,1.3611289432446938e-05,0.0
1836,1.4981896129029337e-05,0.0
1837,1.4022237337485421e-05,0.0
1838,1.5849838746362366e-05,0.0
1839,1.26517734315712e-05,0.0
1840,1.301199972658651e-05,0.0
1841,1.3120390576659702e-05,0.0
1842,1.3340726582100615e-05,0.0
1843,1.3051911082584411e-05,0.0
1844,1.2379999134282116e-05,0.0
1845,1.1347951840434689e-05,0.0
1846,1.1853609066747595e-05,0.0
1847,1.180468825623393e-05,0.0
1848,1.084334962797584e-05,0.0
1849,1.000502106762724e-05,0.0
1850,1.0300943358743098e-05,0.0
1851,1.0722837032517418e-05,0.0
1852,1.0151242349820677e-05,0.0
1853,1.1790384633059148e-05,0.0
1854,1.2642610272450838e-05,0.0
1855,1.1657748473226093e-05,0.0
1856,1.0887629287026357e-05,0.0
1857,1.2703150787274353e-05,0.0
1858,1.1725247532012872e-05,0.0
1859,1.120074466598453e-05,0.0
1860,1.1015450581908226e-05,0.0
1861,1.0236942216579337e-05,0.0
1862,1.0955212928820401e-05,0.0
1863,1.0393805496278219e-05,0.0
1864,1.0321610716346186e-05,0.0
1865,1.0017106433224399e-05,0.0
1866,1.0576382919680327e-05,0.0
1867,9.540141945763025e-06,0.0
1868,9.943966688297223e-06,0.0
1869,9.21031733014388e-06,0.0
1870,1.1174513929290697e-05,0.0
1871,7.405084943457041e-06,0.0
1872,8.55879898153944e-06,6.047339295989218e-10
1873,9.18731984711485e-06,0.0
1874,8.516804882674478e-06,0.0
1875,8.896402505342849e-06,0.0
1876,8.723190148884896e-06,0.0
1877,8.940151928982232e-06,6.184815992682502e-10
1878,9.515188139630482e-06,0.0
1879,8.893344784155488e-06,0.0
1880,9.782723282114603e-06,0.0
1881,7.927741535240784e-06,0.0
1882,8.50291962706251e-06,0.0
1883,8.122246072161943e-06,0.0
1884,7.894309419498313e-06,0.0
1885,7.594892394990893e-06,0.0
1886,8.048114978009835e-06,0.0
1887,6.751561159035191e-06,0.0
1888,7.5795705924974754e-06,0.0
1889,7.585827461298322e-06,0.0
1890,6.498674338217825e-06,0.0
1891,6.888619736855617e-06,0.0
1892,6.747426596120931e-06,0.0
1893,6.789038252463797e-06,0.0
1894,6.961940471228445e-06,0.0
1895,7.165762326621916e-06,0.0
1896,6.985620530031156e-06,5.89702897624278e-10
1897,6.5935091697610915e-06,1.1653427112179315e-09
1898,6.745324753865134e-06,0.0
1899,6.972487426537555e-06,0.0
1900,6.876069164718501e-06,0.0
1901,6.473995199485216e-06,0.0
1902,5.668431640515337e-06,9.820567692386817e-10
1903,6.334998488455312e-06,4.320176216765503e-09
1904,6.278637101786444e-06,0.0
1905,6.326058610284235e-06,0.0
1906,6.3263182710215915e-06,0.0
1907,6.111755283200182e-06,0.0
1908,6.655914603470592e-06,0.0
1909,6.98129815646098e-06,0.0
1910,6.667896741419099e-06,0.0
1911,6.683454103040276e-06,0.0
1912,6.884250069560949e-06,0.0
1913,6.621843112952774e-06,0.0
1914,6.427534572139848e-06,3.3483718020477227e-09
1915,6.0989004850853235e-06,0.0
1916,5.90795843891101e-06,0.0
1917,6.271698111959267e-06,0.0
1918,6.573653081431985e-06,0.0
1919,6.327633400360355e-06,0.0
1920,6.111548373155529e-06,0.0
1921,5.924917786614969e-06,0.0
1922,6.239520189410541e-06,0.0
1923,6.7060946093988605e-06,0.0
1924,6.492221928056097e-06,0.0
1925,6.624202342209173e-06,0.0
1926,6.643098458880559e-06,0.0
1927,6.496653440990485e-06,0.0
1928,6.450000455515692e-06,0.0
1929,6.692042006761767e-06,0.0
1930,6.504881639557425e-06,0.0
1931,6.4531509451626334e-06,0.0
1932,6.371874405886047e-06,0.0
1933,6.796367415518034e-06,0.0
1934,6.387380381056573e-06,0.0
1935,6.215129815245746e-06,0.0
1936,5.72044018554152e-06,0.0
1937,5.841019628860522e-06,0.0
1938,5.734514161304105e-06,0.0
1939,5.583857728197472e-06,0.0
1940,5.73086936128675e-06,0.0
1941,5.663933279720368e-06,0.0
1942,5.443375812319573e-06,0.0
1943,6.172278062877012e-06,0.0
1944,6.153251433715923e-06,0.0
1945,6.531155122502241e-06,0.0
1946,5.994427283440018e-06,0.0
1947,6.300180302787339e-06,0.0
1948,5.678386969520943e-06,0.0
1949,5.25013592778123e-06,0.0
1950,5.298536962072831e-06,0.0
1951,5.583376150752883e-06,0.0
1952,5.475916623254307e-06,0.0
1953,5.299645636114292e-06,0.0
1954,5.142308509675786e-06,0.0
1955,4.9105501602753066e-06,0.0
1956,4.903898116026539e-06,0.0
