year,fut_VERB en_ADP,fut_VERB quand_ADV
1957,5.058942406321876e-06,0.0
1958,4.93273864776711e-06,0.0
1959,4.751208507514093e-06,0.0
1960,5.0902731345559005e-06,0.0
1961,5.1075917326670606e-06,0.0
1962,5.190891442907741e-06,0.0
1963,5.104949195811059e-06,0.0
1964,5.572915142693091e-06,2.4335873316516654e-09
1965,5.571634574152995e-06,5.472043373977442e-10
1966,5.54849111722433e-06,0.0
1967,5.693058483302593e-06,0.0
1968,6.139316155895358e-06,0.0
1969,5.1462657211232e-06,0.0
1970,5.110563051857753e-06,0.0
1971,5.037684786657337e-06,1.0276794970565106e-09
1972,5.108087407279527e-06,0.0
1973,4.965191237715771e-06,0.0
1974,4.37219432569691e-06,0.0
1975,4.469233317649923e-06,0.0
1976,4.3748473217419814e-06,0.0
1977,4.255377916706493e-06,0.0
1978,4.58910699308035e-06,5.940591352171509e-10
1979,4.401854312163778e-06,0.0
1980,4.2331630538683385e-06,5.685150683554241e-10
1981,3.997747171524679e-06,0.0
1982,4.216756224195706e-06,0.0
1983,4.175055437372066e-06,0.0
1984,4.107437689526705e-06,0.0
1985,4.082157829543576e-06,0.0
1986,4.269872079021297e-06,0.0
1987,4.07285961046e-06,0.0
1988,4.148415882809786e-06,0.0
1989,4.309273663238855e-06,0.0
1990,4.168217856204137e-06,0.0
1991,4.0502723095414694e-06,1.1722930404189924e-09
1992,4.448728759598453e-06,0.0
1993,4.3266750253678765e-06,5.539207426075166e-10
1994,4.171412001596764e-06,0.0
1995,4.125400664634071e-06,0.0
1996,4.305171387386508e-06,1.067618438099771e-09
1997,5.28685086464975e-06,0.0
1998,4.028592229587957e-06,0.0
1999,4.2132683120144065e-06,4.570201161957499e-10
2000,4.065914254169911e-06,4.4180314962005696e-10
2001,4.088984951522434e-06,0.0
2002,4.152959718339844e-06,0.0
2003,4.069416718266439e-06,0.0
2004,3.904407094523776e-06,0.0
2005,4.097961664228933e-06,0.0
2006,4.070534032507567e-06,0.0
2007,4.022440862172516e-06,0.0
2008,3.930042566935299e-06,0.0
2009,3.7659183362848125e-06,0.0
2010,3.4559270716272295e-06,0.0
2011,3.2744671898399247e-06,0.0
2012,3.623827069532126e-06,0.0
2013,3.7814957067894284e-06,2.789125042035323e-10
2014,4.0764507502899505e-06,0.0
2015,4.338946382631548e-06,0.0
2016,4.75268961963593e-06,2.0713400439298368e-10
2017,3.3140663617814425e-06,5.031222660711876e-10
2018,3.6594872199202655e-06,2.5814667070633845e-10
2019,3.976224434154574e-06,0.0
