year,fallut_VERB ouvrir_VERB,fallut_VERB couvrir_VERB
1800,1.5720821977538435e-08,0.0
1801,9.524730337773235e-09,7.143547975374531e-09
1802,8.951360541686881e-09,0.0
1803,2.145373123596528e-08,1.5602713787643552e-08
1804,5.9324420931261557e-08,7.4155526164076946e-09
1805,4.8328921309348516e-08,0.0
1806,5.76333825108577e-09,2.881669125542885e-09
1807,2.2775640928784924e-08,5.693910232196231e-09
1808,1.8128591960930862e-08,0.0
1809,3.162642769893864e-08,0.0
1810,1.0530570193623134e-07,0.0
1811,5.515568801683912e-08,7.521229861140455e-09
1812,2.400487453257938e-08,0.0
1813,3.4508900625951355e-08,0.0
1814,0.0,0.0
1815,2.6972236000233352e-08,0.0
1816,1.3905623319487859e-08,0.0
1817,3.113746771532533e-08,4.670620334934483e-09
1818,1.5497530370112145e-08,0.0
1819,3.9333990287104825e-08,0.0
1820,6.526564533260171e-08,0.0
1821,2.2681422962023134e-08,2.9584463767662328e-09
1822,2.7069162911175226e-08,0.0
1823,4.4472091786929013e-08,0.0
1824,7.663212642228245e-08,3.3684450784221553e-09
1825,3.0819052199149155e-08,8.805443041381977e-10
1826,2.025836387531399e-08,4.403992281964975e-09
1827,1.8434546333878643e-08,1.8434546111834038e-09
1828,3.210305266065916e-08,9.172301251858528e-10
1829,3.1720752247110795e-08,1.2859763920403111e-08
1830,4.0703660886265425e-08,0.0
1831,4.677361609140007e-09,0.0
1832,1.8941957335982806e-08,0.0
1833,1.1583628278799551e-08,9.266902800675325e-09
1834,4.573920264761e-08,0.0
1835,3.781543966852041e-08,3.781543966852041e-09
1836,4.704525125021064e-08,1.2769425516978572e-08
1837,1.87863058442872e-08,5.5663127440652715e-09
1838,5.807189040751837e-08,0.0
1839,3.5656523067473245e-08,4.894032734625853e-09
1840,3.3759349093998026e-08,5.732719632334238e-09
1841,2.43980835534785e-08,5.778493683550323e-09
1842,2.1466448174578545e-08,9.391571076378114e-09
1843,3.36693943836508e-08,1.2404512972352677e-08
1844,3.1833653935109396e-08,1.4819115712327857e-08
1845,2.7901139176833567e-08,3.9061593959388574e-09
1846,2.9272506196775794e-08,0.0
1847,3.613459753637471e-08,9.168480197274675e-09
1848,2.091757700384278e-08,6.43617736884039e-09
1849,1.6758828991214614e-08,0.0
1850,3.190828223864628e-08,1.1541293254424545e-08
1851,5.997978291816253e-08,0.0
1852,4.687592536356533e-08,8.463708844885787e-09
1853,4.060913738612726e-08,3.5831591027601917e-09
1854,5.0917510208137173e-08,5.195664454227256e-10
1855,4.5108965451845506e-08,1.0083180512765466e-08
1856,5.694908100650764e-09,4.659470143053568e-09
1857,2.880090299584026e-08,0.0
1858,3.425573069648635e-08,2.936205500958522e-09
1859,4.83756465996521e-08,7.129042689513199e-09
1860,3.9363783344015246e-08,4.119465657481669e-09
1861,2.5466203368296192e-08,0.0
1862,3.5240294238292336e-08,4.517986429419807e-09
1863,2.996772607843923e-08,9.489779628779615e-09
1864,2.589153069720851e-08,2.3973640850272204e-09
1865,4.283228349777346e-08,4.23615986733239e-09
1866,2.432806489593986e-08,6.811858188626729e-09
1867,2.91168689159349e-08,5.338092634588065e-09
1868,4.100095551962113e-08,1.0373735648272486e-08
1869,5.3718711257033647e-08,1.4650557433881772e-09
1870,4.6445794765759274e-08,4.587239033071455e-09
1871,2.973929724703339e-08,1.0621177271019633e-09
1872,3.5679303067581714e-08,8.4662747923403e-09
1873,4.070482972906575e-08,3.591602570907071e-09
1874,3.345781252050983e-08,1.1949218503559678e-08
1875,3.089624556196213e-08,1.1443054281912168e-09
1876,2.0556450763820067e-08,2.418405919968336e-09
1877,3.7727378554563984e-08,1.2369631985365004e-09
1878,1.509772218355465e-08,8.4547240319921e-09
1879,4.581993806596074e-08,1.221865053580018e-09
1880,3.144744553651435e-08,1.9253538763308597e-09
1881,3.486253774553916e-08,0.0
1882,3.660461800336634e-08,5.989846840748214e-09
1883,2.6541224329434954e-08,5.0554711528150165e-09
1884,3.1688145440966764e-08,3.300848483434038e-09
1885,5.285421167400273e-08,3.86738152613475e-09
1886,4.130216879616455e-08,0.0
1887,2.6115698048556624e-08,4.570247291724172e-09
1888,4.057993407968752e-08,1.9021844099853524e-09
1889,3.5084767091575486e-08,2.5060546970934183e-09
1890,3.080561583601593e-08,4.5880703680722945e-09
1891,1.6572972327821844e-08,1.2748440081367107e-09
1892,3.322311670217459e-08,0.0
1893,3.3255449949365357e-08,6.158416554491453e-10
1894,4.0329851458409394e-08,6.301539290376468e-10
1895,3.49079627426363e-08,2.4074457982692365e-09
1896,5.6611476395573845e-08,0.0
1897,1.806281169081103e-08,1.1653427112179315e-09
1898,2.998928039232851e-08,2.26334195829736e-09
1899,1.9346524382513053e-08,1.6582735185011188e-09
1900,2.699347589896206e-08,5.191053142894475e-10
1901,3.520905522691464e-08,5.588738916095792e-10
1902,2.6024505217492333e-08,4.910283846193408e-10
1903,2.592105730059302e-08,2.7001101354784396e-09
1904,3.2247751136083025e-08,5.374625189347171e-09
1905,1.8062657147766004e-08,6.708986699521802e-09
1906,3.137952475640304e-08,4.115347618238729e-09
1907,3.651418722938615e-08,1.028568674676933e-09
1908,2.1118973236866623e-08,1.964555629285769e-09
1909,1.8153246017504898e-08,6.60118004702781e-09
1910,3.099607326362275e-08,5.344150677544235e-10
1911,2.926205766584644e-08,1.0640748282497725e-09
1912,1.82329742415277e-08,5.209421227725386e-10
1913,2.3863453435524207e-08,1.060597942803554e-09
1914,2.5447626228469744e-08,8.036092680185902e-09
1915,2.3561524287174507e-08,0.0
1916,1.8678685265172135e-08,3.2962386153911893e-09
1917,5.483212106582869e-09,1.0966424435210342e-09
1918,5.168869421368072e-08,0.0
1919,3.1306683467846597e-08,7.366278698128781e-09
1920,1.514446346106979e-08,3.028892692213958e-09
1921,1.3630945261411398e-08,7.572747429129834e-10
1922,1.9920426197472807e-08,2.951174193910333e-09
1923,1.5923921736771263e-08,0.0
1924,1.5469948877466777e-08,0.0
1925,3.739380360912037e-08,2.1996355847875293e-09
1926,2.229227646921572e-08,4.458455382660986e-09
1927,2.4528294062520217e-08,7.804457524684949e-09
1928,1.1426041446327417e-08,1.1426041224282812e-09
1929,7.798284684668033e-09,2.2280812750352652e-09
1930,2.3107928015519974e-08,0.0
1931,2.0529641986399838e-08,0.0
1932,1.9727165678773417e-08,0.0
1933,1.261772819560747e-08,1.1470662197865522e-09
1934,1.5576054224197833e-08,1.1981580172459871e-09
1935,1.555876849579363e-08,0.0
1936,9.699771652549316e-09,3.6374143697059935e-09
1937,8.813782592653752e-09,1.2591118148108649e-09
1938,2.852347158466273e-08,3.8895642262559704e-09
1939,1.070583532936098e-08,3.058810094103137e-09
1940,2.028626333583361e-08,0.0
1941,1.1806010391524069e-08,0.0
1942,9.102635090130207e-09,0.0
1943,2.0322646676618206e-08,2.9032352077962287e-09
1944,3.213186161588055e-08,6.4263723231761105e-09
1945,4.357008087652048e-09,8.714016175304096e-09
1946,1.8097434661967782e-08,2.7842208538686464e-09
1947,2.622591566137089e-08,1.1920870957027319e-09
1948,1.522064252412747e-08,0.0
1949,1.8652315247891238e-08,0.0
1950,3.296961992305114e-08,4.2541445921528975e-09
1951,1.7058242818279723e-08,0.0
1952,1.1599284199803606e-08,3.1634410646574906e-09
1953,2.1547654327491728e-08,1.0773827385790469e-09
1954,1.2704297169818801e-08,9.772536113672459e-10
1955,1.3139850985055546e-08,3.754243138587299e-09
1956,9.593255967388359e-09,1.744228317335228e-09
1957,1.9437083054185678e-08,0.0
1958,1.2408365002158916e-08,1.6544486891589827e-09
1959,6.975672928177801e-09,0.0
1960,1.038124963770315e-08,0.0
1961,1.945484662257968e-08,2.779263708063695e-09
1962,1.0781326054143392e-08,0.0
1963,1.1638896069143811e-08,1.2932106496776896e-09
1964,1.2776333768727e-08,3.6503808864551957e-09
1965,8.755269398363907e-09,5.472043373977442e-10
1966,1.9940669560014612e-08,1.6617224263271169e-09
1967,1.627010703941778e-08,1.4791006197611978e-09
1968,1.0330256650092906e-08,4.4914158503495116e-10
1969,1.7712855182594467e-08,1.3625273131978588e-09
1970,1.1956685419534097e-08,4.5987250119061684e-10
1971,1.5415192677892264e-08,0.0
1972,7.69522046084603e-09,2.565073486948677e-09
1973,9.923766697284009e-09,1.102640756478479e-09
1974,8.438357568252286e-09,1.6876715580593782e-09
1975,5.140332159925265e-09,1.1422960355389478e-09
1976,1.199840671262109e-08,0.0
1977,4.7014254711541525e-09,1.1753563677885381e-09
1978,1.0693064211864112e-08,0.0
1979,9.948355028654987e-09,1.1703946700691858e-09
1980,9.096241093686785e-09,2.8425752862659692e-09
1981,1.0753434587229549e-08,0.0
1982,1.3656505259973528e-08,2.483000915987077e-09
1983,6.315316269933646e-09,6.315316047889041e-10
1984,7.538710988796993e-09,5.799008495621649e-10
1985,1.0226449020933615e-08,2.4062232206745193e-09
1986,1.1389522214244607e-08,0.0
1987,4.888653482026939e-09,1.2221633705067347e-09
1988,1.139345240375178e-08,0.0
1989,9.329808037250586e-09,2.1952488715726304e-09
1990,1.3076762783725826e-08,1.089730194969718e-09
1991,1.2309077312977479e-08,0.0
1992,9.366905473484621e-09,4.958949695321735e-09
1993,8.862731881720265e-09,1.661762283333701e-09
1994,8.439882570598911e-09,0.0
1995,1.1929391696696712e-08,2.7112254663563817e-09
1996,8.007138063703678e-09,5.338092190498855e-10
1997,1.3905194329311144e-08,9.58978896292706e-10
1998,1.2397135762398648e-08,0.0
1999,8.226361813967742e-09,1.3710603763428253e-09
2000,8.394259509714175e-09,2.2090156370779823e-09
2001,7.0099388516098315e-09,0.0
2002,7.886198361006791e-09,4.38122149670761e-10
2003,6.250384210204629e-09,0.0
2004,7.488145215006625e-09,8.809582507929292e-10
2005,5.854874363109275e-09,9.007499190971657e-10
2006,4.117890028965121e-09,0.0
2007,1.1983438241713884e-08,1.5977917877663117e-09
2008,1.0217855006544596e-08,8.514879357157668e-10
2009,1.1443662017995848e-08,0.0
2010,1.2281861749841028e-08,0.0
2011,9.55992973672437e-09,1.1471915639660324e-09
2012,1.327658516458996e-08,2.0425516833455504e-09
2013,1.2829975304384789e-08,1.6734750252211938e-09
2014,1.8406284496563785e-08,1.2992671383216248e-09
2015,1.3964425171764105e-08,1.5516027351836215e-09
2016,2.2163337831671015e-08,3.314144070287739e-09
2017,1.0817128526241504e-08,2.0124890642847504e-09
2018,1.5488799576246493e-08,1.8070267504555204e-09
2019,1.3010037491767434e-08,1.53059265262101e-09
