year,faut_VERB analyser_VERB,faut_VERB canaliser_VERB
1866,4.184427027098536e-08,0.0
1867,4.998396008204509e-08,0.0
1868,6.57003269566303e-08,0.0
1869,6.153234011208042e-08,0.0
1870,4.472558146062511e-08,1.1468097582678638e-09
1871,6.585129597169725e-08,0.0
1872,4.5959779981785687e-08,0.0
1873,6.045864608950069e-08,0.0
1874,4.958925714504403e-08,0.0
1875,8.753936242555937e-08,4.005069165202713e-09
1876,6.771536220639973e-08,6.650616057868319e-09
1877,5.6281827198745304e-08,1.2369631985365004e-09
1878,5.314398165978673e-08,0.0
1879,6.109325312309011e-08,0.0
1880,3.2089232604448625e-08,0.0
1881,6.48443219120054e-08,0.0
1882,3.394246306243076e-08,0.0
1883,3.6020232130340446e-08,6.951272890631799e-09
1884,5.8755102116947455e-08,3.300848483434038e-09
1885,5.9299846810745294e-08,0.0
1886,4.904632433522238e-08,0.0
1887,7.116528166761782e-08,0.0
1888,4.1848057463766963e-08,6.340614699951175e-10
1889,4.761503902273034e-08,0.0
1890,4.784702056781498e-08,0.0
1891,8.477712754029199e-08,5.099376032546843e-09
1892,6.895363924286357e-08,3.761107425503951e-09
1893,5.542574754713314e-08,0.0
1894,5.608369946230596e-08,0.0
1895,6.620476256102847e-08,6.018614495673091e-10
1896,9.612157469973681e-08,2.358811590497112e-09
1897,5.0692406716734695e-08,9.322741689743452e-09
1898,5.375436984422777e-08,1.13167097914868e-09
1899,4.8089930260175606e-08,5.527578395003729e-10
1900,7.994221817853031e-08,2.595526460424935e-09
1901,6.930036278163243e-08,0.0
1902,6.186957790532688e-08,5.892340837476695e-09
1903,7.452303663058046e-08,5.400220270956879e-10
1904,7.416982583663412e-08,3.2247751136083025e-09
1905,8.153999431215198e-08,2.0643036169332163e-09
1906,1.126576378851496e-07,1.5432553013283723e-09
1907,9.617117058269287e-08,6.1714118260169926e-09
1908,1.0412144746396734e-07,1.4734167219643268e-09
1909,9.40668201110384e-08,3.850688656825696e-09
1910,1.031421064112692e-07,8.01622590529405e-09
1911,7.288912229341804e-08,1.0640748282497725e-09
1912,8.856016364688912e-08,4.167536982180309e-09
1913,9.068112660770566e-08,5.302989602995467e-09
1914,5.089525245693949e-08,3.3483718020477227e-09
1915,5.419150639340842e-08,1.1780761921542648e-09
1916,9.998590400073226e-08,0.0
1917,9.321460936462245e-08,0.0
1918,8.844509835626013e-08,3.44591288836682e-09
1919,7.642513821792818e-08,1.012863304339362e-08
1920,1.0525402416305951e-07,2.2716695191604686e-09
1921,7.421292735898533e-08,6.058197943303867e-09
1922,8.189508093892073e-08,2.951174193910333e-09
1923,9.235874642854469e-08,8.492758496458919e-09
1924,1.19892106908992e-07,7.734974438733389e-09
1925,8.908524051776112e-08,3.299453377181294e-09
1926,1.0254447602164873e-07,1.1146138456652466e-09
1927,1.1483701456427298e-07,3.3447675740205796e-09
1928,9.369353648480683e-08,1.1426041224282812e-09
1929,7.909688548579652e-08,2.2280812750352652e-09
1930,1.039856769580183e-07,6.302162347537887e-09
1931,1.0378874293337503e-07,2.2810713318222042e-09
1932,8.986820176914989e-08,4.383814644626227e-09
1933,9.176530113563786e-08,6.882397318719313e-09
1934,6.709684896577528e-08,4.7926320689839486e-09
1935,7.300653237507504e-08,1.9149254626427137e-08
1936,7.1535815493462e-08,0.0
1937,9.191516170403702e-08,3.777335333410292e-09
1938,9.594258898459884e-08,5.186085783037697e-09
1939,9.482311469355409e-08,0.0
1940,1.0396709626547818e-07,7.607348528892999e-09
1941,9.739958528598436e-08,0.0
1942,6.675266206457309e-08,3.034211770724937e-09
1943,7.83873517207212e-08,2.9032352077962287e-09
1944,1.0924833304670756e-07,0.0
1945,9.149717072887142e-08,1.742803235060819e-08
1946,1.2111360092603718e-07,8.352662561605939e-09
1947,1.1205618477561075e-07,3.5762612871081956e-09
1948,1.2176514019301976e-07,4.348755133776194e-09
1949,1.6198063690353592e-07,1.1780409536754632e-08
1950,1.510221352418739e-07,5.317680518146517e-09
1951,1.5565646549475787e-07,2.1322803522849654e-09
1952,1.1704732116868399e-07,5.272402070488624e-09
1953,1.1420257095551278e-07,3.232148326759443e-09
1954,1.563605849241867e-07,6.840775057526116e-09
1955,1.651866909924138e-07,2.815682353940474e-09
1956,1.5087574922745262e-07,5.232684952005684e-09
1957,1.722832365658178e-07,5.301022731885041e-09
1958,1.5303650968689908e-07,5.790570245522986e-09
1959,1.619906271344007e-07,7.750747821333448e-10
1960,1.77865416617351e-07,2.076250060767393e-09
1961,1.7370398097682482e-07,7.64297514166401e-09
1962,2.0357680341476225e-07,6.976152100435229e-09
1963,1.9592141597968293e-07,3.2330267352165265e-09
1964,1.9103660520158883e-07,6.083968440151466e-09
1965,2.0903205211197928e-07,6.5664522708175355e-09
1966,2.093770206101908e-07,6.6468897053084675e-09
1967,1.9277612750556727e-07,2.9582012395223956e-09
1968,2.3714675023711607e-07,7.186265360559219e-09
1969,2.2436283586557693e-07,7.2668124850849836e-09
1970,2.621273154090886e-07,1.1496812390987543e-08
1971,2.6873817660089117e-07,5.652237344833111e-09
1972,2.785669721561135e-07,5.643161493651405e-09
1973,2.6518509343986807e-07,7.1671650836435674e-09
1974,3.065936482471443e-07,7.313243344242437e-09
1975,2.758644939149235e-07,7.996072248772634e-09
1976,3.4852513408623054e-07,6.2848797277581525e-09
1977,3.2381066716880014e-07,7.052138428775834e-09
1978,3.178216445576254e-07,8.910887139279566e-09
1979,3.1191018479148624e-07,7.022368020415115e-09
1980,3.6271262615628075e-07,1.2507331170752423e-08
1981,3.320913606330578e-07,8.223214109648325e-09
1982,3.1223737551044906e-07,9.932003663948308e-09
1983,3.0566130249098933e-07,1.4525227243211702e-08
1984,2.568960724147473e-07,1.1018116197192285e-08
1985,2.94762344310584e-07,8.421781494405423e-09
1986,2.931303413333808e-07,1.1389522214244607e-08
1987,3.3181734693243925e-07,1.4054879038383206e-08
1988,3.0222631153264956e-07,8.395175221664886e-09
1989,2.6123461793758906e-07,8.780995486290522e-09
1990,2.822401086177706e-07,1.4166492867673242e-08
1991,3.1241609121934744e-07,1.2309077312977479e-08
1992,3.1296482916332025e-07,1.1570882918476855e-08
1993,3.101956167483877e-07,1.2740176913439427e-08
1994,3.222980069494952e-07,9.494868002946077e-09
1995,3.0257274374889676e-07,9.21816667442954e-09
1996,2.94662697797321e-07,1.014237493990322e-08
1997,3.102296659562853e-07,1.1507746755512471e-08
1998,3.304313622720656e-07,1.144351013948608e-08
1999,3.6333099728835805e-07,1.2339542720951613e-08
2000,3.19423691053089e-07,1.0603275590881367e-08
2001,3.614499632931256e-07,7.886181485616817e-09
2002,3.504977144075383e-07,8.324320788233308e-09
2003,3.371040691035887e-07,1.583430631058036e-08
2004,3.1670450084675394e-07,1.2773894830786503e-08
2005,3.359797062785219e-07,1.170974872621855e-08
2006,3.146067797388241e-07,1.6883348052942893e-08
2007,3.011837463873235e-07,1.5179022483380322e-08
2008,3.0185248078851146e-07,1.6604014163590364e-08
2009,3.046874894607754e-07,1.5735034608610476e-08
2010,3.0279514362518967e-07,2.0784689525044087e-08
2011,2.7647317324408505e-07,1.8355065023456518e-08
2012,2.658721314219292e-07,1.3617010630184723e-08
2013,2.3791236003489757e-07,1.1714325509615264e-08
2014,2.096150950592346e-07,1.2559581819004961e-08
2015,2.0126505262396677e-07,1.0417904761084174e-08
2016,1.936702886951025e-07,9.528164035543796e-09
2017,2.0250671184385283e-07,1.3584300795344006e-08
2018,1.925774171240846e-07,1.3681773936013997e-08
2019,1.7244677508188033e-07,1.3010037491767434e-08
