year,pourrait_VERB analyser_VERB,pourrait_VERB canaliser_VERB
1908,5.893666887857307e-09,5.893666887857307e-09
1909,1.4302557360679202e-08,5.500983557560346e-10
1910,8.01622590529405e-09,0.0
1911,3.1922244847493175e-09,1.0640748282497725e-09
1912,4.688478938419394e-09,0.0
1913,7.954484182448596e-09,0.0
1914,1.1384464038144415e-08,2.0090231700464756e-09
1915,1.1780761921542648e-09,0.0
1916,1.538244731591476e-08,5.493730803607377e-09
1917,1.315970976634162e-08,0.0
1918,5.743188147278033e-09,0.0
1919,1.5653341733923298e-08,1.8415696745321952e-09
1920,6.057785384427916e-09,0.0
1921,1.2873671018098776e-08,0.0
1922,8.115729421831475e-09,0.0
1923,1.1677542488541803e-08,1.0615948120573648e-09
1924,1.5469948877466777e-08,0.0
1925,5.499089184013428e-09,2.1996355847875293e-09
1926,1.0031524944054127e-08,0.0
1927,7.804457524684949e-09,0.0
1928,1.1426041446327417e-08,0.0
1929,1.3368487650211591e-08,1.1140406375176326e-09
1930,1.2604324695075775e-08,0.0
1931,9.124285327288817e-09,0.0
1932,1.3151444377967891e-08,1.0959536611565568e-09
1933,5.735331320977366e-09,2.2941324395731044e-09
1934,7.188948103475923e-09,0.0
1935,1.6755597798123745e-08,2.393656828303392e-09
1936,4.849885826274658e-09,0.0
1937,8.813782592653752e-09,0.0
1938,1.5558256905023882e-08,0.0
1939,7.647025235257843e-09,0.0
1940,2.7893612752905028e-08,7.607348528892999e-09
1941,8.854508237732261e-09,0.0
1942,3.034211815133858e-08,0.0
1943,3.193558839598154e-08,0.0
1944,1.6065930807940276e-08,0.0
1945,2.832055301382752e-08,0.0
1946,1.1136883415474585e-08,0.0
1947,7.152522574216391e-09,0.0
1948,1.7395020535104777e-08,0.0
1949,1.7670615193310368e-08,2.945102384188658e-09
1950,1.1698897850465073e-08,0.0
1951,2.2388944032059044e-08,1.0661401761424827e-09
1952,1.370824520563474e-08,2.1089607837865287e-09
1953,2.477980309834038e-08,2.1547654771580937e-09
1954,1.4658803948464083e-08,2.9317608341017376e-09
1955,2.0648336374051723e-08,9.385607846468247e-10
1956,2.52913103793162e-08,0.0
1957,2.03205861026845e-08,1.7670075402875796e-09
1958,9.926692356998501e-09,1.6544486891589827e-09
1959,2.40273188012452e-08,0.0
1960,1.868625076895114e-08,0.0
1961,2.431855783413539e-08,0.0
1962,2.5367825173816527e-08,0.0
1963,1.6165133231993423e-08,0.0
1964,2.007709554163739e-08,0.0
1965,3.0643441562006046e-08,4.377634699181954e-09
1966,3.489617128593636e-08,1.6617224263271169e-09
1967,3.007504645324843e-08,0.0
1968,3.1439910230801615e-08,4.491415683816058e-09
1969,3.451735963722058e-08,9.083515606356229e-10
1970,3.954903604608262e-08,2.2993624781975086e-09
1971,2.980270608077262e-08,5.138397263237948e-09
1972,3.026786643545165e-08,1.0260293725750103e-09
1973,4.410562937096074e-08,0.0
1974,4.050411561706824e-08,3.937900228123681e-09
1975,3.541117621352896e-08,4.569184142155791e-09
1976,4.342280490732264e-08,1.142705374768127e-09
1977,3.937443793233797e-08,5.876781838942691e-10
1978,3.386137237271214e-08,2.3762365408686037e-09
1979,3.4526642878063285e-08,2.925986564150662e-09
1980,4.2638628627855724e-08,5.116635559687666e-09
1981,3.921840630027873e-08,1.8976649140967083e-09
1982,5.2143018791639406e-08,3.7245013739806154e-09
1983,4.2312617409834274e-08,1.2630632095778083e-09
1984,4.9871474061546905e-08,3.479405208395292e-09
1985,5.113224332831123e-08,1.2031116103372597e-09
1986,5.095312616276715e-08,1.7983456945813714e-09
1987,4.766437200487417e-08,3.0554083707556856e-09
1988,3.897759981441595e-08,5.396898483667201e-09
1989,4.445378820605583e-08,1.6464366536794728e-09
1990,3.868542108875772e-08,2.179460389939436e-09
1991,4.5133283776976896e-08,1.7584396161396398e-09
1992,5.1242480481050734e-08,1.1019888335184191e-09
1993,4.708326173386013e-08,5.539207426075166e-10
1994,4.167192102499939e-08,2.637463358823311e-09
1995,4.5006341764519675e-08,2.1689803286761844e-09
1996,5.071187558769452e-08,1.067618438099771e-09
1997,4.5551498573104254e-08,3.835915585170824e-09
1998,5.054216956068558e-08,3.337690568372409e-09
1999,5.1643272769297255e-08,2.285100553223174e-09
2000,5.345818010482617e-08,1.3254094488601709e-09
2001,5.607951081287865e-08,2.6287270138425356e-09
2002,3.2859162502063555e-08,8.324320788233308e-09
2003,3.9169076870848585e-08,2.083461403401543e-09
2004,5.285749438144194e-08,8.809582507929292e-10
2005,4.4587121550421216e-08,0.0
2006,3.87081655617294e-08,5.353256948836815e-09
2007,3.914589896680809e-08,2.3966877371606188e-09
2008,4.512886064844679e-08,2.1287198670449925e-09
2009,2.813233557219519e-08,2.384096253749135e-09
2010,3.7790343299093365e-08,1.8895172093635892e-09
2011,2.4473420623394304e-08,1.529588788962144e-09
2012,2.4851045665741367e-08,1.7021263287730903e-09
2013,2.8170163091090217e-08,1.6734750252211938e-09
2014,2.3819897165822113e-08,2.815078836704288e-09
2015,2.017083566840938e-08,6.649726325136385e-10
2016,1.7606391011781852e-08,1.86420612280358e-09
2017,2.0124890198758294e-08,2.0124890642847504e-09
2018,1.858655984676716e-08,7.744400121190154e-10
2019,1.4285530980373551e-08,2.5509878653906526e-09
