year,aurait_VERB assez_ADV,aurait_VERB cassé_VERB
1800,7.231578535993322e-08,3.144164484325529e-09
1801,1.0000967165524344e-07,0.0
1802,6.937304419807333e-08,0.0
1803,1.5797748176282767e-07,5.851017448321727e-09
1804,9.88740396223875e-08,2.4718509461507665e-09
1805,8.24434565060983e-08,2.842877711017877e-09
1806,5.4751712497136396e-08,2.881669125542885e-09
1807,2.0213381901612593e-07,5.693910232196231e-09
1808,4.5321478125970316e-08,1.5862518409903714e-08
1809,4.0662548883574345e-08,4.518061036407062e-09
1810,1.8721013361755467e-07,1.1700633351097167e-08
1811,1.3036799373367103e-07,7.521229861140455e-09
1812,1.4669645054254943e-07,8.00162425207418e-09
1813,1.581657897986588e-07,5.751483289628823e-09
1814,1.6677388714469998e-07,0.0
1815,1.7531952778426785e-07,2.697223555614414e-09
1816,1.1588019788177917e-07,0.0
1817,1.8371106591530406e-07,2.9580593974287694e-08
1818,1.513989502655022e-07,1.1921176934492905e-08
1819,2.0495079411375627e-07,1.9666995143552413e-08
1820,2.183432457059098e-07,2.254631326081835e-08
1821,2.169527419937367e-07,2.070912508145284e-08
1822,1.87479017199621e-07,3.308453244699194e-08
1823,1.8678278479455912e-07,4.941343334508019e-09
1824,1.658959263295401e-07,2.5263338088166165e-09
1825,1.6906450639453396e-07,1.4969252504215547e-08
1826,1.9994124045297212e-07,9.688783109140786e-09
1827,2.0001482425868744e-07,6.452091305675367e-09
1828,2.008734014680158e-07,2.0179061976932644e-08
1829,1.9546841656392644e-07,3.429270378774163e-08
1830,1.8264462653405644e-07,1.7742621594152297e-08
1831,1.683850285871813e-07,7.795603274018958e-09
1832,1.8130158707663213e-07,1.6235963684607668e-08
1833,1.7259606011066353e-07,2.20088942626262e-08
1834,1.8575715898805356e-07,2.42697808516823e-08
1835,2.518508210869186e-07,6.050470346963266e-09
1836,1.901972268569807e-07,1.2097349788575684e-08
1837,1.5168201628057432e-07,6.262101948095733e-09
1838,1.7042836475411605e-07,1.2624323808552163e-08
1839,2.1393914551026683e-07,6.292327547896548e-09
1840,1.9172762222297024e-07,1.9109066329292546e-08
1841,2.1187810261835693e-07,2.632424944692957e-08
1842,2.2003109734214377e-07,4.024959032733477e-09
1843,1.8843046234451322e-07,1.063243981747064e-08
1844,1.8222023356884165e-07,1.0977122322231025e-08
1845,2.031202939178911e-07,2.2320911785556063e-09
1846,1.6919508993851196e-07,2.5759806732139623e-08
1847,1.9685266750002484e-07,1.5640349459999925e-08
1848,1.359642425313723e-07,3.218088684420195e-09
1849,1.508294644736452e-07,2.8490010350878947e-08
1850,1.5411021081490617e-07,1.6293590476834652e-08
1851,1.4446743534790585e-07,1.0319102017319892e-08
1852,1.6471679487040092e-07,9.114764054629632e-09
1853,1.2063301824127848e-07,1.2541057081705276e-08
1854,2.156200764602545e-07,2.5978321716024766e-09
1855,2.0378638510010205e-07,1.326734277995456e-08
1856,1.1959306789322e-07,6.73034605824796e-09
1857,1.6353055798390415e-07,1.1715622250108026e-08
1858,1.7959790454824542e-07,1.468102794888182e-08
1859,1.3850711866325582e-07,5.601390462572908e-09
1860,1.6386317724936816e-07,7.323494255473406e-09
1861,1.5091083582774445e-07,1.131831339762357e-08
1862,1.8478563390544878e-07,1.8975542914745347e-08
1863,1.4584293239749968e-07,3.995696662428827e-09
1864,1.261013409248335e-07,1.0068928801842958e-08
1865,1.4167601136705343e-07,2.165148416111151e-08
1866,1.284521857769505e-07,1.0217787504984699e-08
1867,1.4558435168510186e-07,1.844068364675877e-08
1868,1.5708799594449374e-07,9.87974857480367e-09
1869,1.6555129889184172e-07,8.30198221279943e-09
1870,1.0034585073981361e-07,5.734048791339319e-09
1871,1.625040084718421e-07,6.37270636261178e-09
1872,1.30622524352475e-07,1.9956219787786722e-08
1873,1.1732569049627273e-07,5.387403856360606e-09
1874,1.7864081769403128e-07,2.9873046258899194e-09
1875,1.253014403346242e-07,1.4303817685856757e-08
1876,1.529641764363987e-07,9.069021977836655e-09
1877,1.3111809948895825e-07,2.288381928394756e-08
1878,1.660749404663875e-07,2.1740719446938783e-08
1879,1.2463023324471578e-07,1.1607718342077078e-08
1880,1.3092406447867688e-07,1.2835692508872398e-08
1881,1.6036767647165107e-07,1.9523021421719022e-08
1882,1.397630882138401e-07,1.1979693681496428e-08
1883,1.1753970596828367e-07,2.211768546089843e-08
1884,1.577805619490391e-07,2.8387297845711146e-08
1885,1.0764211566538506e-07,1.740321664556177e-08
1886,1.2261581616712647e-07,2.710454793941608e-08
1887,9.66280850889234e-08,2.154545164501087e-08
1888,1.0969263541937835e-07,9.510921827882157e-09
1889,9.773613385277713e-08,1.0650732740202784e-08
1890,1.2256703030288918e-07,3.2771931834929546e-09
1891,1.4851933372028725e-07,9.561330394092238e-09
1892,1.0280360385195308e-07,1.1283322720601063e-08
1893,1.1208317829414227e-07,1.3548516086814288e-08
1894,1.1531816568322029e-07,9.452309157609307e-09
1895,1.1736297977904542e-07,1.8657704714541978e-08
1896,1.1676117139813869e-07,1.592197840238896e-08
1897,1.1129022681188872e-07,1.5732126712464378e-08
1898,1.2391797099553514e-07,1.3014216371232123e-08
1899,1.1994845294793777e-07,1.7688250864011934e-08
1900,1.2614259503607173e-07,1.142031713641245e-08
1901,1.251877534969026e-07,8.38310842965484e-09
1902,1.0115184778669573e-07,5.4013122863239005e-09
1903,1.0638434133625196e-07,1.4580594509538969e-08
1904,1.0319280363546568e-07,8.599400302955473e-09
1905,9.186150862205977e-08,9.805441791854719e-09
1906,7.613392938310426e-08,1.2346042410626978e-08
1907,1.1417112233402804e-07,9.257117739025489e-09
1908,1.1885561690405666e-07,1.7189861978295085e-08
1909,1.0451869059124874e-07,1.3752458727367411e-08
1910,1.0207327960642942e-07,1.1222716089775986e-08
1911,8.35298763490755e-08,1.3832972989291648e-08
1912,1.1773291674899156e-07,1.1981668990301841e-08
1913,1.1825667201037504e-07,1.2727175757731857e-08
1914,7.500352694478352e-08,1.339348720819089e-08
1915,6.832841847881355e-08,7.068456930880984e-09
1916,9.229468389548856e-08,1.0987462051303964e-09
1917,1.1953402179187833e-07,7.676496771580332e-09
1918,9.993147642717304e-08,4.594550517822427e-09
1919,9.299926517769563e-08,4.603924352863942e-09
1920,1.0601124245113169e-07,6.815008557481406e-09
1921,7.572747762196741e-08,1.5145495524393482e-08
1922,8.115728888924423e-08,5.902348387820666e-09
1923,7.325004247604738e-08,6.369568872344189e-09
1924,9.024137170854374e-08,1.4180787211159895e-08
1925,1.1658068643782826e-07,1.5397448649423495e-08
1926,1.0142986184291658e-07,1.671920735191179e-08
1927,1.170668610939174e-07,4.1252132376712325e-08
1928,7.883968322630608e-08,9.14083297942625e-09
1929,1.0137770090068443e-07,7.798284684668033e-09
1930,9.87338708569041e-08,9.453243521306831e-09
1931,9.808606904471162e-08,1.596749932275543e-08
1932,8.110057336807586e-08,1.4247397928102146e-08
1933,8.717703536831323e-08,9.176529758292418e-09
1934,9.824896096688462e-08,1.3179738189705859e-08
1935,8.736847689760907e-08,7.180970484910176e-09
1936,7.759817322039453e-08,1.091224355320719e-08
1937,8.561960385122802e-08,8.813782592653752e-09
1938,9.07565009811151e-08,1.0372171566075394e-08
1939,8.870549095263414e-08,9.176430282309411e-09
1940,5.325144059042941e-08,7.607348528892999e-09
1941,5.017554371988808e-08,1.7709016475464523e-08
1942,1.0012898599143227e-07,0.0
1943,1.0741970157823744e-07,8.709705845433291e-09
1944,6.7476911169706e-08,9.639558484764166e-09
1945,9.803267886354661e-08,1.3071024262956144e-08
1946,8.770295778504078e-08,5.568441707737293e-09
1947,8.344609625510202e-08,9.536696765621855e-09
1948,7.719040695519652e-08,1.6307831529616124e-08
1949,6.184715317658629e-08,1.2762110479513922e-08
1950,9.571825643206466e-08,7.444753258312176e-09
1951,1.1087858098335346e-07,8.529121409139861e-09
1952,7.170466886918803e-08,7.381362632230548e-09
1953,8.295847209183194e-08,1.508335856215126e-08
1954,1.0456613352971544e-07,5.863521668203475e-09
1955,9.104039833118804e-08,1.9709776921672528e-08
1956,7.325758843990116e-08,1.3081712602058815e-08
1957,9.276789825207743e-08,2.8272120644601273e-08
1958,8.768578396711746e-08,4.1361216673863055e-09
1959,6.820658171591276e-08,7.750747599288843e-09
1960,6.920833328649678e-08,8.305000243069571e-09
1961,7.504011989567516e-08,6.94815938118154e-09
1962,8.878738810835785e-08,1.1415521861124489e-08
1963,8.729171696586491e-08,7.759263453976928e-09
1964,8.456716216187488e-08,1.2776333768727e-08
1965,7.715581062939236e-08,1.0396882466068291e-08
1966,6.813061759203265e-08,2.4925835617750636e-08
1967,9.959278202131827e-08,1.7749208325312793e-08
1968,8.713346488775642e-08,1.257596426995633e-08
1969,8.947262841729753e-08,1.4987801222332564e-08
1970,9.105475839987776e-08,6.898087434592526e-09
1971,8.426972186725834e-08,1.1818314327172175e-08
1972,6.10487447261221e-08,1.128632298730281e-08
1973,6.505580785187703e-08,1.2129047988196362e-08
1974,4.2754344065087935e-08,1.6876715136504572e-08
1975,5.311676432029344e-08,1.1994108817248161e-08
1976,4.8564977817022736e-08,9.141642998145016e-09
1977,5.171568062678489e-08,4.11374712072643e-09
1978,7.900986531694798e-08,1.0693064211864112e-08
1979,7.139407642853257e-08,7.022368020415115e-09
1980,6.65162644963857e-08,1.3644362084619388e-08
1981,5.3767170271612486e-08,1.2651098835192442e-08
1982,5.897127053344775e-08,1.1794254461960918e-08
1983,4.736487113632393e-08,1.136756910824488e-08
1984,6.146949260710244e-08,1.5077421977593986e-08
1985,6.376491512583016e-08,1.0226449020933615e-08
1986,8.212445123945145e-08,1.6185110141009318e-08
1987,7.699629378521422e-08,1.2832715334809564e-08
1988,7.855485506524928e-08,1.679035044332977e-08
1989,6.421102938247714e-08,1.4269117443177493e-08
1990,4.794812724639996e-08,1.471135746555774e-08
1991,7.03375846455856e-08,1.875668864670388e-08
1992,5.1242480481050734e-08,1.3774860363469088e-08
1993,4.819110444032049e-08,1.3848018731721368e-08
1994,5.802419167366679e-08,8.967375286772494e-09
1995,5.6393488989670004e-08,1.0302656505700725e-08
1996,4.5373784729463296e-08,1.3879040139386234e-08
1997,4.6989967472654826e-08,1.054876808126437e-08
1998,5.8171178096699805e-08,1.954932926651054e-08
1999,5.5756455452637965e-08,1.690974471557638e-08
2000,5.080736187323964e-08,1.678851901942835e-08
2001,5.126017654788484e-08,1.270551397425379e-08
2002,5.432714544895134e-08,1.2267419968736704e-08
2003,4.8752998083045895e-08,1.5417615628621206e-08
2004,6.827426091149391e-08,1.2773894830786503e-08
2005,5.899912025597587e-08,2.1167622321627277e-08
2006,5.641509304155079e-08,1.8942293067425453e-08
2007,6.43111164322363e-08,1.1983438241713884e-08
2008,7.663391698997657e-08,1.6604014163590364e-08
2009,8.91651978918162e-08,1.9549588614609092e-08
2010,9.967203595806495e-08,3.4011311100812236e-08
2011,1.1739594185655733e-07,2.982698177333987e-08
2012,1.2902117418889247e-07,3.982975727012672e-08
2013,1.561910067948702e-07,4.267361219945087e-08
2014,1.6587310369686747e-07,3.941110193750319e-08
2015,1.6358326604404283e-07,3.9455041900282595e-08
2016,1.8994188621945796e-07,3.8526923873405394e-08
2017,1.3307584367794334e-07,3.496699818583693e-08
2018,1.5617874282725097e-07,4.8789722484343656e-08
2019,1.5816124232514994e-07,3.90301124753023e-08
