year,soit_VERB en_PRON,soit_VERB quand_ADV
1880,2.2911711017314929e-07,6.417846254436199e-10
1881,2.363680042805072e-07,0.0
1882,2.7420188075666374e-07,6.655385131892899e-10
1883,2.4139874454931487e-07,0.0
1884,2.059729418135703e-07,0.0
1885,2.1528422866623487e-07,2.578254332252783e-09
1886,2.2264450499909216e-07,1.2906927748801422e-09
1887,2.611569824839677e-07,3.9173548849191775e-09
1888,2.821573508171582e-07,0.0
1889,2.180267539841907e-07,0.0
1890,2.2153825751658474e-07,0.0
1891,1.6254261314685436e-07,0.0
1892,2.7894879028877995e-07,1.2537024751679837e-09
1893,1.8598417783621812e-07,0.0
1894,2.6025356092418406e-07,0.0
1895,2.0403103739852213e-07,0.0
1896,2.3352234990170473e-07,0.0
1897,2.546273938364152e-07,1.1653427112179315e-09
1898,2.1162247110240173e-07,1.6975064687230201e-09
1899,1.9733455047798998e-07,0.0
1900,2.0245107035243848e-07,0.0
1901,1.995179776947964e-07,0.0
1902,3.083658191016525e-07,0.0
1903,1.744271149739518e-07,0.0
1904,1.7736262414302928e-07,0.0
1905,1.8475517871152647e-07,0.0
1906,2.083394674556871e-07,5.144184522798412e-10
1907,2.3708507468356288e-07,5.142843373384665e-10
1908,2.1757452906001618e-07,1.964555629285769e-09
1909,1.7548137698497612e-07,1.6502950117569526e-09
1910,2.217822467898145e-07,2.6720753387721174e-09
1911,2.1919941595172077e-07,5.320374141248863e-10
1912,1.901438817508705e-07,0.0
1913,1.8984702798707787e-07,1.5908969142053309e-09
1914,2.0826873231571952e-07,6.696743715117748e-10
1915,1.932044986219239e-07,0.0
1916,1.2635581114750494e-07,0.0
1917,2.0726542548921145e-07,0.0
1918,1.4013379256994085e-07,0.0
1919,1.731075425226436e-07,0.0
1920,1.620457652506957e-07,0.0
1921,1.772022848456345e-07,0.0
1922,2.0879557283137729e-07,1.4755870969551665e-09
1923,1.6136240610364894e-07,0.0
1924,2.2431426316416037e-07,1.289162443462999e-09
1925,2.3206155774779802e-07,4.399271169575059e-09
1926,2.2180814918115743e-07,0.0
1927,2.452829415133806e-07,4.4596899506643695e-09
1928,2.650841461893094e-07,0.0
1929,1.9272903672984398e-07,0.0
1930,1.9641739013032122e-07,5.2518016602221e-09
1931,2.4635571183040383e-07,3.4216069977333063e-09
1932,1.895999774959023e-07,1.0959536611565568e-09
1933,1.869717891622713e-07,0.0
1934,2.695855538803471e-07,1.1981580172459871e-09
1935,1.7354012005199593e-07,0.0
1936,2.1339497324746048e-07,0.0
1937,2.6189526369790883e-07,5.0364472592434595e-09
1938,2.0485039442519337e-07,0.0
1939,1.6670514924044255e-07,0.0
1940,1.9018372454659982e-07,0.0
1941,2.656352364738268e-07,2.9515025978810172e-09
1942,2.6094220606509566e-07,0.0
1943,2.2064587490433496e-07,0.0
1944,2.056439125652787e-07,0.0
1945,2.1785040749122686e-07,0.0
1946,2.241297814009613e-07,2.7842208538686464e-09
1947,2.0980733483888514e-07,2.3841741914054637e-09
1948,2.1961213758636688e-07,0.0
1949,2.012486706171046e-07,0.0
1950,2.169613795288683e-07,5.317680740191122e-09
1951,2.3135241555838348e-07,0.0
1952,2.0878711204375122e-07,2.1089607837865287e-09
1953,2.100896363543825e-07,2.1547654771580937e-09
1954,2.521314301784372e-07,0.0
1955,1.952206418742719e-07,0.0
1956,2.372150458285205e-07,0.0
1957,2.323614927135509e-07,0.0
1958,2.2748669065153493e-07,1.6544486891589827e-09
1959,2.2167138791218122e-07,0.0
1960,2.5330250497113127e-07,0.0
1961,2.4457521374809943e-07,0.0
1962,2.4670211762334304e-07,4.43936931660005e-09
1963,2.3471772869765317e-07,0.0
1964,2.6708620692872387e-07,5.475571551727398e-09
1965,2.670357219791697e-07,3.830430306273058e-09
1966,2.9080142838200373e-07,1.1078149508847446e-09
1967,2.85466438265658e-07,3.451234853457663e-09
1968,2.7487463927222677e-07,2.245707841908029e-09
1969,2.684178734835285e-07,1.3625273131978588e-09
1970,2.9707762227992873e-07,4.5987250119061684e-10
1971,2.5383683199819984e-07,5.138397485282553e-10
1972,2.5753337240530527e-07,5.130146862875051e-10
1973,2.789681210479955e-07,1.102640756478479e-09
1974,2.6383930284978874e-07,0.0
1975,2.404533159250377e-07,2.2845920710778955e-09
1976,2.8110553507154634e-07,0.0
1977,2.856115894900313e-07,0.0
1978,2.7683157100000244e-07,1.1881182704343018e-09
1979,3.1073979023243936e-07,5.851973350345929e-10
1980,2.5640030587581464e-07,0.0
1981,3.09951938781694e-07,0.0
1982,2.62577348197901e-07,0.0
1983,2.7597931884226767e-07,6.315316047889041e-10
1984,2.928499327481404e-07,0.0
1985,2.719032207165739e-07,0.0
1986,3.123126959270195e-07,0.0
1987,2.5420996951908137e-07,1.2221633705067347e-09
1988,2.5425387639721464e-07,5.996553809062277e-10
1989,2.3050113573397368e-07,1.6464366536794728e-09
1990,2.9150282149226214e-07,0.0
1991,2.661105207302228e-07,2.344586136349136e-09
1992,2.771501885767691e-07,5.509944167592096e-10
1993,2.736368571731873e-07,0.0
1994,2.769336332475447e-07,0.0
1995,2.835941786960561e-07,5.422450821690461e-10
1996,2.476874880752433e-07,0.0
1997,2.6323970148123266e-07,0.0
1998,2.5890940413830776e-07,1.43043876743576e-09
1999,2.710129336502831e-07,4.570201161957499e-10
2000,2.9689170633062645e-07,0.0
2001,2.6593954877141e-07,0.0
2002,2.9923743372073375e-07,3.0668551032064784e-09
2003,2.771003835277952e-07,4.1669229178253886e-10
2004,2.9952579283509806e-07,4.404791253964646e-10
2005,2.6617159165631676e-07,0.0
2006,2.820754527732561e-07,0.0
2007,2.580433702270568e-07,3.994479469415779e-10
2008,2.6396126240335605e-07,8.514879357157668e-10
2009,2.4699237877179314e-07,0.0
2010,2.2579730052374458e-07,0.0
2011,2.4855818908653404e-07,0.0
2012,2.3046790856295907e-07,0.0
2013,2.3456541398125808e-07,1.9523875849358774e-09
2014,2.418802291376254e-07,2.1654451842767486e-10
2015,2.549061697831867e-07,8.866301581811342e-10
2016,2.6844566491934785e-07,6.214020409345267e-10
2017,2.555861158271e-07,7.54683426862357e-10
2018,2.3568790530337225e-07,2.0651733656507076e-09
2019,2.5101719730580285e-07,1.2754939326953263e-09
