year,grand_ADJ as_NOUN,grand_ADJ casse_NOUN
1849,0.0,1.6758829879393033e-09
1850,0.0,4.752297222410107e-09
1851,0.0,0.0
1852,2.6042181744401205e-09,3.906327261660181e-09
1853,2.388772735173461e-09,0.0
1854,5.195664454227256e-10,2.0782657816909023e-09
1855,1.0613874223963649e-09,0.0
1856,1.65670055451983e-08,0.0
1857,1.9526036343364694e-09,0.0
1858,1.9574704079872163e-09,0.0
1859,6.619825576592575e-09,1.018434669930457e-09
1860,4.57718396518203e-09,5.950338888283113e-09
1861,3.7727710400226044e-09,0.0
1862,2.710791813242963e-09,4.517986262886353e-10
1863,4.994620717013731e-09,0.0
1864,2.8768367688059016e-09,4.794727948009836e-10
1865,9.41368871743009e-10,5.177528628053096e-09
1866,0.0,0.0
1867,5.82337378318698e-09,4.85281148598915e-09
1868,6.421836395986702e-09,9.87974813071446e-10
1869,2.9301114867763545e-09,9.767038289254515e-10
1870,1.1468097582678638e-09,5.734048791339319e-10
1871,2.1242354542039266e-09,0.0
1872,1.2094678591978436e-09,1.2094678591978436e-09
1873,7.183205141814142e-09,5.986004469882289e-10
1874,2.9873046258899194e-09,5.974609140757536e-10
1875,4.005069165202713e-09,1.1443054281912168e-09
1876,3.627608879952504e-09,3.627608879952504e-09
1877,1.8554447978047506e-09,3.710889595609501e-09
1878,4.831270938865373e-09,0.0
1879,2.443730107160036e-09,0.0
1880,4.492492600149944e-09,0.0
1881,6.972507571312292e-10,4.183504653809678e-09
1882,6.655385131892899e-10,6.655385131892899e-09
1883,3.791603475633565e-09,6.319338941018771e-10
1884,5.941527270181268e-09,0.0
1885,1.2891271383708158e-09,3.2228177904158883e-09
1886,5.162771099520569e-09,6.453463874400711e-10
1887,1.9586774424595887e-09,1.9586774424595887e-09
1888,3.1703073499755874e-09,3.1703073499755874e-09
1889,0.0,3.1325683158556217e-09
1890,6.554386366985909e-09,0.0
1891,1.9122659011827636e-09,4.46195413950079e-09
1892,6.268512375839919e-10,4.387958441043338e-09
1893,1.2316833108982905e-09,1.847525021858587e-09
1894,5.671385139294216e-09,6.301539290376468e-10
1895,6.6204757231957956e-09,0.0
1896,4.717623180994224e-09,5.89702897624278e-10
1897,4.078699600285063e-09,1.1653427112179315e-09
1898,1.6975064687230201e-09,5.6583548957434e-10
1899,4.4220627160029835e-09,0.0
1900,5.191053142894475e-10,0.0
1901,5.588738916095792e-10,3.912117296778206e-09
1902,1.4730852093691738e-09,1.0311596021495006e-08
1903,1.0800440541913758e-09,3.2401321625741275e-09
1904,1.0749250378694342e-09,8.061937784020756e-09
1905,2.580379465655369e-09,0.0
1906,5.144184522798412e-10,0.0
1907,1.028568674676933e-09,5.142843373384665e-10
1908,1.4734167219643268e-09,9.822778146428846e-10
1909,0.0,0.0
1910,4.809735609789811e-09,1.068830135508847e-09
1911,2.128149656499545e-09,2.6601871816467337e-09
1912,5.209421227725386e-10,0.0
1913,2.121195885607108e-09,5.30298971401777e-10
1914,0.0,4.018046340092951e-09
1915,0.0,1.1780761921542648e-09
1916,0.0,0.0
1917,1.864292142883528e-08,0.0
1918,1.6080926812378493e-08,0.0
1919,1.3811772170413406e-08,0.0
1920,2.0445025228355007e-08,7.572231730534895e-10
1921,1.741731914250977e-08,0.0
1922,1.0329110011753073e-08,0.0
1923,7.431163684401554e-09,3.1847844361720945e-09
1924,1.8048273764392775e-08,0.0
1925,7.698724324711748e-09,0.0
1926,6.687682962969177e-09,2.229227691330493e-09
1927,1.0034302277972529e-08,1.1149224876660924e-09
1928,1.0283437212876834e-08,2.2852082448565625e-09
1929,1.1140406375176326e-09,1.1140406375176326e-09
1930,1.3654684494213143e-08,5.2518018822667045e-09
1931,3.4216069977333063e-09,3.4216069977333063e-09
1932,2.301502632917618e-08,0.0
1933,2.0647192178202545e-08,0.0
1934,9.585264137967897e-09,0.0
1935,2.2739739868882225e-08,0.0
1936,8.487300195980652e-09,6.0623572828433225e-09
1937,7.554670666820584e-09,0.0
1938,2.5930428915188486e-09,9.075650453382877e-09
1939,2.7529290846928234e-08,4.588215141154706e-09
1940,0.0,0.0
1941,8.854508237732261e-09,2.9515025978810172e-09
1942,3.034211770724937e-09,0.0
1943,0.0,0.0
1944,3.2131861615880553e-09,9.639558484764166e-09
1945,1.089252066321933e-08,2.178504043826024e-09
1946,2.0881657292193267e-08,1.3921104269343232e-09
1947,1.7881307101674793e-08,2.3841741914054637e-09
1948,1.3046265401328583e-08,2.174377566888097e-09
1949,8.83530737461058e-09,0.0
1950,1.1698897850465073e-08,0.0
1951,1.1727541715522705e-08,2.1322803522849654e-09
1952,3.1634410646574906e-09,3.1634410646574906e-09
1953,9.69644453618912e-09,9.69644453618912e-09
1954,5.863521668203475e-09,0.0
1955,9.385607846468247e-09,3.754243138587299e-09
1956,7.849027428008526e-09,1.744228317335228e-09
1957,5.301022731885041e-09,4.417518850718949e-09
1958,6.617794756635931e-09,0.0
1959,6.200598257066758e-09,3.100299128533379e-09
1960,6.2287499602575735e-09,1.3841666701708277e-09
1961,8.33779090214648e-09,6.948159270159238e-10
1962,3.805173787174709e-09,1.2683912808952869e-09
1963,1.2932106496776896e-09,3.2330267352165265e-09
1964,6.083968440151466e-09,1.2167936658258327e-09
1965,5.47204326295514e-09,3.2832261354087677e-09
1966,9.416426749453422e-09,5.539074754423723e-10
1967,4.437302025817047e-09,1.4791006197611978e-09
1968,8.533690198930799e-09,4.4914158503495116e-10
1969,4.995933444718048e-09,9.083515606356229e-10
1970,2.2993624781975086e-09,2.2993624781975086e-09
1971,2.0553589941130213e-09,0.0
1972,4.617132176587546e-09,1.5390440033513642e-09
1973,4.9618833486420044e-09,1.102640756478479e-09
1974,1.1251143350321513e-09,3.3753431161187564e-09
1975,3.4268881066168433e-09,1.1422960355389478e-09
1976,3.9994687561772935e-09,2.856763492431469e-09
1977,6.464460078348111e-09,3.526069214387917e-09
1978,4.752473081737207e-09,7.72276909088987e-09
1979,8.192762912528906e-09,2.3407893401383717e-09
1980,3.411090521154847e-09,1.1370301367108482e-09
1981,7.590659656386833e-09,6.325549528618524e-10
1982,3.7245013739806154e-09,1.2415004579935385e-09
1983,5.683784332077835e-09,1.2630632095778083e-09
1984,4.639206796497319e-09,1.1598016991243298e-09
1985,2.4062232206745193e-09,6.617113967877231e-09
1986,5.994485352545098e-09,2.3977941854269602e-09
1987,1.2221633705067347e-09,2.4443267410134695e-09
1988,2.398621523624911e-09,4.797243047249822e-09
1989,7.683371272548811e-09,3.2928733073589456e-09
1990,3.8140557934163155e-09,2.179460389939436e-09
1991,1.1722930404189924e-09,2.344586080837985e-09
1992,5.509944056569793e-09,7.162927584403178e-09
1993,2.2156829704300662e-09,2.2156829704300662e-09
1994,3.6924485691258724e-09,2.1099706426497278e-09
1995,5.422450821690461e-10,4.3379608238858225e-09
1996,3.2028553142993132e-09,4.80428297144897e-09
1997,5.753873377756236e-09,4.79489448146353e-10
1998,3.814503379828693e-09,1.9072516899143466e-09
1999,3.656160929565999e-09,2.7421207526856506e-09
2000,3.092622158362701e-09,6.627047355323157e-09
2001,3.5049694258049158e-09,4.8193329327261836e-09
2002,2.1906108038649563e-09,3.504977197366088e-09
2003,3.333538389771462e-09,4.166922806803086e-09
2004,2.2023955992267474e-09,6.6071867144135155e-09
2005,1.3511248786457486e-09,5.854874363109275e-09
2006,2.0589450144825605e-09,3.294311934354255e-09
2007,4.393927444112933e-09,6.39116706779852e-09
2008,2.554463834902876e-09,5.108927503272298e-09
2009,1.907277002999308e-08,2.384096253749135e-09
2010,3.7790344187271785e-09,8.9752067999882e-09
2011,5.35356059483405e-09,3.4415748029203996e-09
2012,1.3617011129785084e-09,7.489355857703828e-09
2013,3.6258624991347688e-09,4.741512515948898e-09
2014,3.897801248431421e-09,7.57905826986871e-09
2015,4.876465897751814e-09,3.9898357534484674e-09
2016,7.2496901815100045e-09,4.142679976837371e-09
2017,3.018733624182701e-09,1.1571812175148466e-08
2018,3.872200005083926e-09,7.744399788123246e-09
2019,6.377469385920875e-09,7.1427654901867754e-09
