year,dut_VERB ouvrir_VERB,dut_VERB couvrir_VERB
1854,7.79349651480743e-09,9.871762074453727e-09
1855,1.9104973603134567e-08,5.306937111981824e-09
1856,1.5531567143511893e-08,4.659470143053568e-09
1857,2.3431244500216053e-08,8.298565390418844e-09
1858,4.0128142586581816e-08,3.4255731584664773e-09
1859,1.9350258284589472e-08,1.5276520048956854e-09
1860,1.9681891672007623e-08,1.1900677776566226e-08
1861,1.6977470096435354e-08,2.357981809808507e-09
1862,1.355395884417021e-08,3.162590411776023e-09
1863,2.4973104473247076e-08,3.995696662428827e-09
1864,1.6781548595190543e-08,3.835782358407869e-09
1865,2.2122168985561075e-08,4.706844247692743e-09
1866,2.77339928800302e-08,3.4059290943133647e-09
1867,1.164674756637396e-08,1.94112459439566e-09
1868,2.2723421366777075e-08,3.457911734727759e-09
1869,2.7347706321734222e-08,4.883519144627257e-10
1870,2.3509599600401998e-08,5.734048791339319e-09
1871,4.991953161948004e-08,2.1242354542039266e-09
1872,3.0236694925633856e-08,1.9351485747165498e-08
1873,2.993002112816612e-08,5.9860045809045914e-09
1874,1.5533982988813477e-08,8.961913877669758e-09
1875,2.7463329388410784e-08,4.577221712764867e-09
1876,3.083467703390852e-08,6.04601479992084e-09
1877,1.7317484335421796e-08,1.5462040536817767e-08
1878,1.9928991790152395e-08,3.6234530931267273e-09
1879,3.848874996492668e-08,7.94212251520321e-09
1880,1.7969970400599777e-08,9.626769603698904e-09
1881,2.5101027034679646e-08,0.0
1882,1.7969540522244642e-08,5.324308105514319e-09
1883,3.2860562271253e-08,5.0554711528150165e-09
1884,4.093052297093891e-08,8.582206056928499e-09
1885,2.513797880965285e-08,6.445635691854079e-10
1886,4.7755634113855194e-08,2.5813855497602844e-09
1887,3.852065688647599e-08,2.6115698492645834e-09
1888,2.8532765483646472e-08,2.53624587998047e-09
1889,4.2602930960811136e-08,3.759081934617825e-09
1890,2.3595791986963377e-08,1.9663159989136147e-09
1891,2.932141285327816e-08,1.9122659011827636e-09
1892,4.4506439422775657e-08,2.5074049503359674e-09
1893,3.695049954899332e-08,3.079208221734575e-09
1894,3.7809236630437226e-08,8.192000855444803e-09
1895,1.9259566386153892e-08,3.0093072478365457e-09
1896,5.366296207398591e-08,5.89702897624278e-10
1897,3.26295968022805e-08,5.826713334045053e-09
1898,4.583267454449924e-08,3.3950129374460403e-09
1899,3.15071986278781e-08,1.0502398950507086e-08
1900,3.322274011452464e-08,4.671947717582725e-09
1901,3.912117207960364e-08,2.794369402536745e-09
1902,2.5042448115186744e-08,3.437198747846537e-09
1903,4.428180488957878e-08,1.0800440541913758e-09
1904,3.2247751136083025e-08,0.0
1905,1.5998352864698973e-08,2.0643036169332163e-09
1906,1.8519063615940468e-08,0.0
1907,3.3428481316377656e-08,4.6285588695127444e-09
1908,2.3083527977973972e-08,2.9468334439286537e-09
1909,2.9155213354670195e-08,4.950885035270858e-09
1910,3.847788576649691e-08,2.137660271017694e-09
1911,3.724261787851901e-08,2.6601871816467337e-09
1912,3.021464323182954e-08,6.251305251225858e-09
1913,2.227255713194154e-08,7.954484182448596e-09
1914,2.6117300322425763e-08,8.036092680185902e-09
1915,1.6493066468115103e-08,1.1780761921542648e-09
1916,1.648119329900055e-08,1.0987462051303964e-09
1917,1.315970976634162e-08,1.0966424213165737e-08
1918,2.2972752589112133e-08,4.594550517822427e-09
1919,8.287063479883727e-09,0.0
1920,2.0445025228355007e-08,1.741613253614105e-08
1921,1.9689142760626055e-08,3.0290989716519334e-09
1922,2.5084981203349344e-08,6.640141769764796e-09
1923,1.9108707505210987e-08,3.1847844361720945e-09
1924,1.804827398643738e-08,2.578324886925998e-09
1925,1.6497267552040284e-08,7.698724324711748e-09
1926,3.1209186346359274e-08,5.57306911730393e-09
1927,2.8987985345452216e-08,4.4596899506643695e-09
1928,1.4853853258500749e-08,3.4278122562625413e-09
1929,1.7824650200282122e-08,1.1140406375176326e-09
1930,2.7309368988426286e-08,3.1510811737689437e-09
1931,2.8513390759599133e-08,5.7026783295555106e-09
1932,2.301502632917618e-08,6.575722188983946e-09
1933,2.1794258842078307e-08,0.0
1934,2.3963160344919743e-08,0.0
1935,1.6755597798123745e-08,2.393656828303392e-09
1936,3.15242587589637e-08,3.6374143697059935e-09
1937,1.2591118370153254e-08,7.554670666820584e-09
1938,1.4261735792331365e-08,3.8895642262559704e-09
1939,1.5294050470515685e-08,6.117620188206274e-09
1940,1.5214697057785997e-08,1.0143131667916805e-08
1941,1.7709016475464523e-08,8.854508237732261e-09
1942,2.1239483061208375e-08,0.0
1943,1.4516175816936538e-08,8.709705845433291e-09
1944,2.5705489292704442e-08,3.2131861615880553e-09
1945,1.5249527862692958e-08,0.0
1946,1.3921104269343232e-08,4.1763312808029696e-09
1947,1.907339353124371e-08,2.3841741914054637e-09
1948,2.9354097819123126e-08,0.0
1949,1.3743811422273211e-08,4.908504269707237e-09
1950,1.914365022059883e-08,0.0
1951,2.3455083209000804e-08,1.0661401761424827e-09
1952,2.1089608281954497e-08,0.0
1953,2.9089333608567358e-08,2.1547654771580937e-09
1954,1.2704297169818801e-08,9.772536113672459e-10
1955,1.6894095011821264e-08,8.447047505910632e-09
1956,4.360570571293465e-09,4.360570571293465e-09
1957,1.1485549400447326e-08,1.7670075402875796e-09
1958,2.1507833736222892e-08,4.1361216673863055e-09
1959,1.007597205671118e-08,2.325224457422337e-09
1960,2.0070416439921246e-08,2.7683333403416555e-09
1961,1.528595028332802e-08,3.47407969059077e-09
1962,2.029426049432459e-08,4.43936931660005e-09
1963,1.8104948651398445e-08,3.879631726988464e-09
1964,1.6426714211092985e-08,1.8251904432275978e-09
1965,1.3132904541635071e-08,3.830430195250756e-09
1966,1.606331601067268e-08,3.3234448526542337e-09
1967,1.3804939413830652e-08,7.888536934785861e-09
1968,1.9313088017725022e-08,4.491415683816058e-09
1969,8.175163657142548e-09,4.087581828571274e-09
1970,1.1496812390987543e-08,4.1388523719376735e-09
1971,9.762954888969944e-09,2.0553589941130213e-09
1972,7.69522046084603e-09,5.130146862875051e-10
1973,1.543697081274331e-08,3.859242703185828e-09
1974,1.6314157136321228e-08,1.6876715580593782e-09
1975,9.709516746170266e-09,2.2845920710778955e-09
1976,1.0284348483935446e-08,3.4281160132820787e-09
1977,1.23412418062685e-08,4.7014254711541525e-09
1978,1.2475242172627077e-08,2.3762365408686037e-09
1979,1.1118749476679568e-08,5.851973350345929e-10
1980,1.8760998088396263e-08,1.7055452605774235e-09
1981,1.3283654176632353e-08,3.1627747087981106e-09
1982,1.3656505259973528e-08,4.966001831974154e-09
1983,1.5788289786655696e-08,3.157658134966823e-09
1984,5.799008384599347e-09,0.0
1985,9.02333674446254e-09,6.015558051686298e-10
1986,6.593933843390687e-09,2.3977941854269602e-09
1987,1.4665960890170027e-08,4.277571630240118e-09
1988,8.994830658082265e-09,1.1993107618124554e-09
1989,8.232182935330457e-09,1.0976244357863152e-09
1990,1.198703181159999e-08,2.179460389939436e-09
1991,1.75843961613964e-08,3.5168792322792797e-09
1992,1.652983172562017e-08,1.1019888335184191e-09
1993,1.3848018731721368e-08,1.661762283333701e-09
1994,1.160483886764041e-08,1.0549853213248639e-09
1995,5.4224509327127635e-09,1.0844901643380922e-09
1996,1.2811421257197253e-08,1.067618438099771e-09
1997,1.4864173003559245e-08,1.917957792585412e-09
1998,1.382757464085671e-08,1.43043876743576e-09
1999,8.226361813967742e-09,2.285100553223174e-09
2000,7.510653432518666e-09,2.6508188977203417e-09
2001,3.5049694258049158e-09,2.190605918883648e-09
2002,1.0076809608960957e-08,8.76244299341522e-10
2003,9.167230530238157e-09,2.9168460979889232e-09
2004,9.690540814233373e-09,4.404791253964646e-10
2005,1.6213498099659773e-08,9.007499190971657e-10
2006,7.000412693969338e-09,1.2353669198716943e-09
2007,7.988958827809256e-09,1.5977917877663117e-09
2008,1.3623806971452268e-08,2.9802078582719105e-09
2009,1.2874119548200724e-08,9.53638501499654e-10
2010,1.4171378737160012e-08,1.4171379625338432e-09
2011,2.4473420623394304e-08,1.529588788962144e-09
2012,1.838296448397614e-08,3.063827413996023e-09
2013,2.4823213706781644e-08,2.5102124823206395e-09
2014,3.074932308777534e-08,2.815078836704288e-09
2015,2.3717356967267733e-08,1.5516027351836215e-09
2016,2.83773591291947e-08,2.278474076078396e-09
2017,2.3395186232733067e-08,3.5218559180094644e-09
2018,2.2458760184917992e-08,2.581466596041082e-09
2019,2.0918099252753564e-08,5.1019755087367e-10
