year,est_VERB assez_ADV,est_VERB cassée_ADJ
1800,3.37620367645286e-05,1.0375742931501009e-07
1801,2.985050559800584e-05,1.262026785298076e-07
1802,3.093813938903622e-05,7.608656460433849e-08
1803,3.571656270651147e-05,5.851017803593095e-08
1804,3.0181299734977074e-05,5.9324420931261557e-08
1805,3.069170634262264e-05,8.52863308864471e-08
1806,2.47304851654917e-05,3.458002950651462e-08
1807,2.6248926587868482e-05,2.1921555060089304e-07
1808,2.9420438295346685e-05,8.837688625362716e-08
1809,2.8877188015030697e-05,7.680704072754452e-08
1810,2.4409862817265093e-05,5.148278958699848e-08
1811,2.4872708308976144e-05,9.27618373225414e-08
1812,2.8720498448819853e-05,1.3336041604361526e-07
1813,2.9950848329463042e-05,6.326631307729258e-08
1814,2.5374803954036906e-05,5.97868634599763e-08
1815,2.5515735615044832e-05,7.012781111370714e-08
1816,2.9897089916630648e-05,1.3905623319487859e-08
1817,3.069998638238758e-05,3.7364962679475866e-08
1818,2.693590067792684e-05,1.3947777688372298e-07
1819,2.5485320293228142e-05,2.6912729822470283e-08
1820,2.50928605964873e-05,8.781196214613374e-08
1821,2.573552592366468e-05,9.2697987952306e-08
1822,2.612575190141797e-05,1.1830226753772877e-07
1823,2.3022706955089234e-05,6.127265805844218e-08
1824,2.309069168404676e-05,8.5053237341981e-08
1825,2.470807339705061e-05,9.950150570148253e-08
1826,2.4716966436244547e-05,7.574866600634778e-08
1827,2.2996175175649114e-05,4.7929820112813104e-08
1828,2.7733369279303588e-05,6.512333783348367e-08
1829,2.7126387067255564e-05,6.344150449422159e-08
1830,2.7851740014739335e-05,1.0645572245948642e-07
1831,2.8873355404357426e-05,8.886987501455224e-08
1832,2.6781221095006913e-05,1.0012177398266431e-07
1833,2.5867400836432353e-05,6.602667923516492e-08
1834,2.4599288735771552e-05,1.3068343207578437e-07
1835,2.3854736355133355e-05,1.0512692227848675e-07
1836,2.19708035729127e-05,7.594447737346854e-08
1837,2.5074847144423984e-05,1.0645572956491378e-07
1838,2.224216405011248e-05,1.2813688954338431e-07
1839,2.3283009795704857e-05,6.222413162504381e-08
1840,2.0789389964193106e-05,5.286841542329057e-08
1841,2.2339014321914874e-05,8.603534951134861e-08
1842,2.019523162744008e-05,5.769107858100142e-08
1843,2.1369432943174616e-05,7.738053398043121e-08
1844,2.162767486879602e-05,4.8299337862545144e-08
1845,2.034941644524224e-05,3.850357188639464e-08
1846,2.252285230497364e-05,6.381406336686268e-08
1847,1.9709535990841687e-05,7.928039025273392e-08
1848,2.0966652300558053e-05,3.620349886546137e-08
1849,2.0443258108571172e-05,6.033178578945808e-08
1850,2.070168557111174e-05,1.0115603998883671e-07
1851,2.1673984520020895e-05,6.384944128967618e-08
1852,2.2297967007034458e-05,7.161600024119252e-08
1853,2.3887130737421103e-05,9.256494593046227e-08
1854,2.2039488612790592e-05,5.455447649183043e-08
1855,2.168998253182508e-05,7.641989441253827e-08
1856,2.1541249225265346e-05,6.678573782892272e-08
1857,2.1329753508325666e-05,1.1715621894836659e-07
1858,2.0477587895584293e-05,3.6213201326518174e-08
1859,2.1347408619476482e-05,9.726051075631403e-08
1860,2.135073191311676e-05,9.795173383508882e-08
1861,2.1052534066257067e-05,9.007490575640986e-08
1862,2.1072792151244357e-05,8.222735203844422e-08
1863,2.0550367480609566e-05,7.641769883548477e-08
1864,2.1588262825389393e-05,8.294879449977088e-08
1865,2.0352394130895846e-05,7.578019278753345e-08
1866,2.1603807908832096e-05,4.962925004292629e-08
1867,2.290866723342333e-05,1.0724713206400338e-07
1868,2.245814903290011e-05,5.186867824136243e-08
1869,2.1828353055752814e-05,7.032267745898935e-08
1870,2.2107051336206496e-05,5.734048613703635e-08
1871,2.1413356080302037e-05,5.8416475212652585e-08
1872,2.1383995772339404e-05,1.1671365029997105e-07
1873,2.4091872546705417e-05,1.0655087834265942e-07
1874,2.3605680325999856e-05,8.065722312267098e-08
1875,2.306919668626506e-05,9.211658635877029e-08
1876,2.4314653273904696e-05,1.1910648822777148e-07
1877,2.430385211482644e-05,5.813727099734933e-08
1878,2.3409318600897677e-05,9.602150896625972e-08
1879,2.4070130166364834e-05,9.408361023588441e-08
1880,2.3605480237165466e-05,8.214843205678335e-08
1881,2.435078567941673e-05,9.482610607847164e-08
1882,2.449248313496355e-05,9.517200538766701e-08
1883,2.4545575797674246e-05,1.0806069639102134e-07
1884,2.4315369955729693e-05,5.6114423330200225e-08
1885,2.4138260414474644e-05,8.830520670244368e-08
1886,2.4056576876319014e-05,9.551126822771039e-08
1887,2.399053300905507e-05,8.422312447464719e-08
1888,2.3831200451240875e-05,1.826097104640212e-07
1889,2.4537408535252325e-05,9.460356409363158e-08
1890,2.442098775645718e-05,7.144281255477836e-08
1891,2.4268567358376458e-05,1.185604929787587e-07
1892,2.474119173712097e-05,9.966935010652378e-08
1893,2.4375012799282558e-05,5.665743074700913e-08
1894,2.475244582456071e-05,1.1594832471928385e-07
1895,2.3706119463895448e-05,8.546432894718237e-08
1896,2.4644274162710644e-05,6.840553368192559e-08
1897,2.4533377654734068e-05,1.2177831365534075e-07
1898,2.483791467966512e-05,1.0411373096985699e-07
1899,2.4363354896195233e-05,8.18081602460552e-08
1900,2.5574761821189895e-05,6.333085167398167e-08
1901,2.527954347897321e-05,9.389081156996326e-08
1902,2.401128767814953e-05,8.985819732743039e-08
1903,2.636009594425559e-05,7.020286574288548e-08
1904,2.5646637368481606e-05,1.150169808283863e-07
1905,2.5334682504762895e-05,1.0785986148675875e-07
1906,2.5440049284952693e-05,1.2448926156594098e-07
1907,2.4876448151189834e-05,8.228549575051147e-08
1908,2.4676783141330816e-05,1.11488532184012e-07
1909,2.533368024160154e-05,1.2817291406008735e-07
1910,2.4662720534252003e-05,1.6353101273125503e-07
1911,2.468228012730833e-05,1.3141324473053828e-07
1912,2.5042729248525575e-05,1.093978454491662e-07
1913,2.5581091904314235e-05,1.0287799767638717e-07
1914,2.4921262593124993e-05,1.0647822534792795e-07
1915,2.208068144682329e-05,1.7199911894749675e-07
1916,2.103989027091302e-05,1.2525707404620334e-07
1917,2.108733679051511e-05,1.1953402179187833e-07
1918,2.0538789613055997e-05,9.878283435682533e-08
1919,2.0952458726242185e-05,1.0036554698444888e-07
1920,2.2792417439632118e-05,1.2342738386905694e-07
1921,2.3654234610148706e-05,8.632932235741464e-08
1922,2.349060923734214e-05,7.156597092716765e-08
1923,2.246016083518043e-05,9.342033990833443e-08
1924,2.4570146706537344e-05,9.410885581928596e-08
1925,2.3137967218644917e-05,1.0228305313830788e-07
1926,2.296773345733527e-05,1.092321539886143e-07
1927,2.2995276594883762e-05,1.304459260609292e-07
1928,2.3996972231543623e-05,8.912311955100449e-08
1929,2.2666270524496213e-05,6.795647777835256e-08
1930,2.4299037249875255e-05,1.0293531715888093e-07
1931,2.407784813840408e-05,1.1519410492155657e-07
1932,2.3196955226012506e-05,8.219652158913959e-08
1933,2.3108796085580252e-05,7.800050383366397e-08
1934,2.398352989985142e-05,9.585264137967897e-08
1935,2.5238718080800027e-05,9.454944205344873e-08
1936,2.4762304747127928e-05,1.115473722279603e-07
1937,2.380854493821971e-05,1.0450627740965501e-07
1938,2.5322360670543276e-05,1.0112866988265523e-07
1939,2.4759538064245135e-05,1.1776418773479236e-07
1940,2.431815846648533e-05,8.875240098404902e-08
1941,2.394849252596032e-05,1.7118715334163426e-07
1942,2.5526824174448848e-05,8.192371581117186e-08
1943,2.4076529371086508e-05,1.0741970157823744e-07
1944,2.416958704998251e-05,1.2531425852557732e-07
1945,2.1652151190210134e-05,9.367567344042982e-08
1946,2.163896533602383e-05,1.1554516277101357e-07
1947,2.171744199586101e-05,1.5020297894352552e-07
1948,2.2476540834759362e-05,9.241104947932399e-08
1949,2.220803617092315e-05,6.282885323116716e-08
1950,2.343927371839527e-05,9.997239658332546e-08
1951,2.3086198780220002e-05,9.062191708153478e-08
1952,2.4346898499061354e-05,1.012301140690397e-07
1953,2.366686749155633e-05,1.088156551531938e-07
1954,2.3677877834415995e-05,9.967986613901303e-08
1955,2.4287137421197258e-05,8.25933454962069e-08
1956,2.3954358766786754e-05,1.0727003996180429e-07
1957,2.329181006643921e-05,8.216584745923683e-08
1958,2.4068092898232862e-05,1.1084806317285256e-07
1959,2.269573997182306e-05,5.5805383425422406e-08
1960,2.2758467821404338e-05,8.858666689093297e-08
1961,2.2503003492602147e-05,9.657941291152383e-08
1962,2.237695844087284e-05,9.766613118245004e-08
1963,2.290857992193196e-05,1.2091518897250353e-07
1964,2.17909491766477e-05,7.969998705448234e-08
1965,2.1204168660915457e-05,9.685516744184497e-08
1966,2.1528721845243126e-05,8.197830680956031e-08
1967,2.0891804524580948e-05,1.1980715441950451e-07
1968,2.102970756823197e-05,1.1542938693764881e-07
1969,2.0035056877532043e-05,1.2989427489173977e-07
1970,1.944616815308109e-05,1.0255156723815162e-07
1971,1.9854254787787795e-05,1.1561394330783514e-07
1972,2.0091707483516075e-05,1.4620918875607458e-07
1973,1.895715104183182e-05,1.2625235967789195e-07
1974,1.8455812096362934e-05,1.2038722729812434e-07
1975,1.736118611006532e-05,1.0452009036043819e-07
1976,1.7651940652285703e-05,1.0741430855887302e-07
1977,1.7526326701045036e-05,1.3163990786324575e-07
1978,1.7200982256326824e-05,1.2712865782305016e-07
1979,1.657981010794174e-05,1.5741808567781845e-07
1980,1.7057725926861167e-05,1.4895094579969737e-07
1981,1.6183917978196405e-05,1.201854473720232e-07
1982,1.6007907106541097e-05,1.1545954237135447e-07
1983,1.5961961253196932e-05,1.3514775787371036e-07
1984,1.54613171616802e-05,1.2525858039680315e-07
1985,1.4347707292472478e-05,1.0346759893309354e-07
1986,1.4675699276267551e-05,1.216880605170445e-07
1987,1.4515634575218428e-05,1.0999470134720468e-07
1988,1.4102694876783062e-05,1.1333487037745726e-07
1989,1.3443704119708855e-05,1.3939830978415557e-07
1990,1.3915309864387382e-05,1.3676114463123668e-07
1991,1.341161896561971e-05,1.1019554335689463e-07
1992,1.3289434718899429e-05,1.6805329039470962e-07
1993,1.3456950910040177e-05,1.2463216592095705e-07
1994,1.2962077562406193e-05,1.060260217400355e-07
1995,1.3063226106169168e-05,1.1929391519061028e-07
1996,1.3044696061115246e-05,1.2117469339045783e-07
1997,1.2873332707385998e-05,1.1939287958284694e-07
1998,1.2906371921417303e-05,1.0489884516573511e-07
1999,1.3467925782606471e-05,1.188252269912482e-07
2000,1.2765902283717878e-05,1.5595651348121464e-07
2001,1.3173866136639845e-05,1.2793138637334778e-07
2002,1.3240927728475071e-05,9.200564932143607e-08
2003,1.3058303011348471e-05,1.1959069468048256e-07
2004,1.2938633517478593e-05,9.514349130768096e-08
2005,1.3306778782862239e-05,1.175478629988902e-07
2006,1.3272370779304765e-05,1.0665334571058338e-07
2007,1.3113077329762746e-05,1.234294160212812e-07
2008,1.3203171874920372e-05,1.260202111552644e-07
2009,1.2928953765367623e-05,1.5067487879605324e-07
2010,1.2459949175536167e-05,1.4738233744537865e-07
2011,1.3409904568106867e-05,1.4072216458771436e-07
2012,1.3247989954834338e-05,1.698722087439819e-07
2013,1.1839278158731759e-05,1.9356528468961187e-07
2014,1.1744941730285063e-05,1.951066082028774e-07
2015,1.2339231943769846e-05,1.8863056538975798e-07
2016,1.2913769751321524e-05,2.1293375596087571e-07
2017,1.115547820518259e-05,2.1357540447297652e-07
2018,1.1548707334441133e-05,2.0548475276882527e-07
2019,1.2178670658613555e-05,1.9770155290643743e-07
