year,ait_VERB en_PRON
1800,1.5720821977538435e-08
1801,1.0953439755212457e-07
1802,7.384872446891677e-08
1803,6.046051481689574e-08
1804,7.168367943677367e-08
1805,3.4114531644036106e-08
1806,2.5935023018064385e-08
1807,7.117387923472052e-08
1808,8.837688625362716e-08
1809,7.90660692473466e-08
1810,4.212228121858175e-08
1811,7.52123057168319e-08
1812,5.867858021701977e-08
1813,4.026038280535715e-08
1814,2.2026739543434815e-08
1815,2.4275012222574333e-08
1816,3.2446456188495176e-08
1817,3.7364962679475866e-08
1818,6.675859509641668e-08
1819,7.24573467891787e-08
1820,6.289234733003468e-08
1821,6.607196922914227e-08
1822,3.909990198280866e-08
1823,4.249555374258307e-08
1824,9.684279689281539e-08
1825,6.163810439829831e-08
1826,2.7304751237799962e-08
1827,4.3321183085254233e-08
1828,6.237164740241496e-08
1829,4.715246665343287e-08
1830,4.174734158368665e-08
1831,3.1182413096075834e-08
1832,6.900284432731496e-08
1833,7.52935847003755e-08
1834,3.920503055532265e-08
1835,4.764745398233572e-08
1836,4.032450107160912e-08
1837,4.5922078584226256e-08
1838,6.817134590164642e-08
1839,4.824117993962318e-08
1840,7.006657654073933e-08
1841,5.264849889385914e-08
1842,6.77534757187459e-08
1843,5.9069112268161916e-08
1844,4.171306688949272e-08
1845,6.640470928687137e-08
1846,4.859236035770209e-08
1847,6.849393940910886e-08
1848,5.712107409294731e-08
1849,8.463209155706863e-08
1850,6.653216377827675e-08
1851,5.224045551699419e-08
1852,5.7943854159248076e-08
1853,5.971931904547034e-08
1854,7.221973419291317e-08
1855,7.164365101175463e-08
1856,5.5913645269356493e-08
1857,5.027954230740761e-08
1858,5.187296542308317e-08
1859,4.124660435422811e-08
1860,5.9045670797175376e-08
1861,6.743827896116272e-08
1862,6.054101930885736e-08
1863,5.893652499366908e-08
1864,4.507044193413634e-08
1865,6.213034597912781e-08
1866,4.8169567279376935e-08
1867,3.736664666575962e-08
1868,4.594082725351001e-08
1869,5.46954150859591e-08
1870,5.504686839685746e-08
1871,4.991953161948004e-08
1872,3.9912439575573444e-08
1873,6.105724653648892e-08
1874,4.3614645395262386e-08
1875,5.435450611823711e-08
1876,4.0508300713781864e-08
1877,5.44263798474276e-08
1878,6.03908887342186e-08
1879,6.048232137345622e-08
1880,5.198455466093321e-08
1881,5.089930354973404e-08
1882,5.0580926114207614e-08
1883,4.423537297570945e-08
1884,5.0172896948197376e-08
1885,5.2209650158729914e-08
1886,4.711028722681476e-08
1887,6.398346386049525e-08
1888,3.6775563927449184e-08
1889,4.761503846761883e-08
1890,5.3745967676377404e-08
1891,4.206985249055606e-08
1892,5.578975859066304e-08
1893,3.5718816460139635e-08
1894,5.1042469806361623e-08
1895,6.138986874404395e-08
1896,4.835563849336921e-08
1897,3.903898004864459e-08
1898,5.262270130756974e-08
1899,4.753717419703207e-08
1900,3.633737277741744e-08
1901,5.309301803757549e-08
1902,5.352209342390779e-08
1903,5.130209279613496e-08
1904,5.320879026271541e-08
1905,4.593075397796298e-08
1906,4.9898588094787755e-08
1907,5.965698224308369e-08
1908,3.1432888736304676e-08
1909,5.66601299212266e-08
1910,4.489086524728236e-08
1911,4.149891963400876e-08
1912,5.574080574888285e-08
1913,5.196930086270868e-08
1914,4.018046190212843e-08
1915,4.5944972271172446e-08
1916,3.076489463182952e-08
1917,4.9348908293112004e-08
1918,4.2499593178035866e-08
1919,4.9722380490724305e-08
1920,3.331781917026433e-08
1921,3.0290991048786964e-08
1922,5.016995974216343e-08
1923,5.8387713330887436e-08
1924,3.996403541428606e-08
1925,4.5092528377921326e-08
1926,1.671920735191179e-08
1927,4.6826745148109694e-08
1928,3.0850310528407476e-08
1929,4.79037471912136e-08
1930,4.3064774857271004e-08
1931,5.1324105854178015e-08
1932,4.27421921189719e-08
1933,3.670611903316967e-08
1934,4.7926320689839486e-08
1935,3.8298510141032693e-08
1936,3.152425653851765e-08
1937,2.770046048095054e-08
1938,3.3709557811789637e-08
1939,2.4470480752825097e-08
1940,4.564409383789325e-08
1941,7.378756849973911e-08
1942,3.034211815133858e-08
1943,4.935499831049128e-08
1944,3.855823393905666e-08
1945,2.178504132643866e-08
1946,3.480276067335808e-08
1947,3.5762611982903536e-08
1948,4.457474145347362e-08
1949,4.319483593029361e-08
1950,3.828730199550989e-08
1951,4.371174711081949e-08
1952,3.057993092081546e-08
1953,3.447624807861871e-08
1954,6.645324646115114e-08
1955,3.472674947602172e-08
1956,4.534993647276053e-08
1957,2.562160866803609e-08
1958,5.294235788655399e-08
1959,4.495433825191242e-08
1960,3.598833331341922e-08
1961,3.960450811746341e-08
1962,3.3612370498037336e-08
1963,4.0736134243601896e-08
1964,4.6846555079582686e-08
1965,5.03428005949047e-08
1966,5.0405578710943644e-08
1967,4.733122271893819e-08
1968,3.6829609029176424e-08
1969,3.451736046988785e-08
1970,5.058597665752451e-08
1971,2.9288866554288973e-08
1972,4.7710367545583665e-08
1973,3.638714535236787e-08
1974,4.106667228498395e-08
1975,3.084199295955159e-08
1976,3.142439908287997e-08
1977,2.350712763332652e-08
1978,4.336631798107504e-08
1979,4.8571377031514373e-08
1980,5.400893077212032e-08
1981,3.542307847048676e-08
1982,3.786576385778062e-08
1983,2.9050454486423405e-08
1984,2.9574943383181562e-08
1985,3.7296459254321235e-08
1986,2.997242631863628e-08
1987,2.627651163322753e-08
1988,3.358070083114839e-08
1989,4.006329035188827e-08
1990,4.0320017158368415e-08
1991,4.454713686818934e-08
1992,3.581463658974826e-08
1993,2.9357799746776436e-08
1994,4.430938460586731e-08
1995,2.7112253775385398e-08
1996,4.3238546965085334e-08
1997,3.020783545526484e-08
1998,2.6701524546979272e-08
1999,4.890115140598894e-08
2000,3.2251630699420275e-08
2001,3.811654281093979e-08
2002,3.0668549810819457e-08
2003,3.000184634061043e-08
2004,4.096455744062588e-08
2005,3.467887310648621e-08
2006,3.706100881739616e-08
2007,2.636356413732166e-08
2008,3.9594187484226495e-08
2009,2.6701878041990312e-08
2010,2.4091344030807704e-08
2011,1.911985947344874e-08
2012,2.791487288544836e-08
