year,peut_VERB analyser_VERB,peut_VERB canaliser_VERB
1800,1.320549074534938e-07,0.0
1801,9.28661236798689e-08,0.0
1802,8.056224487518193e-08,0.0
1803,7.216254971353919e-08,0.0
1804,7.415552971679062e-08,0.0
1805,7.391481915419718e-08,0.0
1806,1.4408345627714425e-08,0.0
1807,3.4163463169534225e-08,0.0
1808,1.2690014727922971e-07,0.0
1809,9.713831161661801e-08,0.0
1810,5.148278958699848e-08,0.0
1811,5.515568801683912e-08,0.0
1812,1.1202274663446588e-07,0.0
1813,3.4508900625951355e-08,0.0
1814,1.195737269199526e-07,0.0
1815,4.315557688983063e-08,0.0
1816,4.8669683394564345e-08,0.0
1817,7.472992535895173e-08,0.0
1818,5.2453181353939726e-08,0.0
1819,4.243930362690662e-08,0.0
1820,3.322614716694261e-08,0.0
1821,7.59334568556369e-08,0.0
1822,2.90742860897808e-08,0.0
1823,4.249555374258307e-08,0.0
1824,5.052667617633233e-08,0.0
1825,3.0819052199149155e-08,0.0
1826,3.6112734136395375e-08,0.0
1827,2.3043183361437514e-08,0.0
1828,4.4027046897099353e-08,0.0
1829,6.086955295359076e-08,0.0
1830,8.140732177253085e-08,0.0
1831,1.1069756311599122e-07,0.0
1832,5.817886972181441e-08,0.0
1833,8.456049016558609e-08,0.0
1834,5.1339920759119195e-08,0.0
1835,1.9664028627630614e-08,0.0
1836,4.973355061110851e-08,0.0
1837,3.6181031504156635e-08,0.0
1838,3.9135404250600914e-08,0.0
1839,3.5656523067473245e-08,0.0
1840,5.286841542329057e-08,0.0
1841,3.78812359258518e-08,0.0
1842,3.6224630406422875e-08,0.0
1843,6.556670939517062e-08,0.0
1844,4.50062032086862e-08,0.0
1845,4.296775557577348e-08,1.1160455892778032e-09
1846,3.805426018743674e-08,0.0
1847,3.7752563741833e-08,3.235934187273415e-09
1848,7.401604307233356e-08,0.0
1849,4.692472543865733e-08,0.0
1850,3.4623880651452055e-08,0.0
1851,6.126966667352463e-08,1.9348316282474798e-09
1852,1.7578472011337e-08,0.0
1853,3.2845626662947325e-08,0.0
1854,6.702406807335137e-08,0.0
1855,3.290301009428731e-08,0.0
1856,4.555926480520611e-08,0.0
1857,5.3208449202202246e-08,0.0
1858,5.2851699905431815e-08,0.0
1859,3.6154432336843456e-08,0.0
1860,4.943358788978003e-08,0.0
1861,4.433005784676425e-08,0.0
1862,5.1053245186949425e-08,0.0
1863,4.0955889346605545e-08,0.0
1864,7.671565072087105e-08,0.0
1865,5.0833918407988676e-08,0.0
1866,4.2330832172865485e-08,0.0
1867,7.618913855367282e-08,0.0
1868,3.754304245262574e-08,0.0
1869,8.936839890338888e-08,0.0
1870,4.4152177025580386e-08,0.0
1871,6.372706451429622e-08,0.0
1872,1.0522370530452463e-07,0.0
1873,5.686704085405836e-08,0.0
1874,5.914862910572083e-08,0.0
1875,1.0470394329331612e-07,1.716458086775674e-09
1876,6.650616057868319e-08,0.0
1877,7.483627229021295e-08,0.0
1878,3.925407554561389e-08,6.039088673581716e-10
1879,4.887460391955756e-08,0.0
1880,5.904418642899145e-08,0.0
1881,6.623881887435346e-08,0.0
1882,3.261138559196297e-08,3.3276925659464496e-09
1883,7.962366765923434e-08,0.0
1884,6.40364632431556e-08,0.0
1885,4.834226885463977e-08,0.0
1886,6.711602651421344e-08,0.0
1887,6.071899605331055e-08,0.0
1888,6.02358412038484e-08,6.340614699951175e-10
1889,6.01453109538852e-08,0.0
1890,6.554386544621593e-08,6.554386478008212e-10
1891,4.461954006274027e-08,6.374220040683554e-10
1892,8.086380631766588e-08,0.0
1893,5.2962381147381166e-08,0.0
1894,5.734400687629204e-08,1.8904617871129403e-09
1895,7.222337217172026e-08,0.0
1896,7.31231608597227e-08,5.89702897624278e-10
1897,8.390467343133423e-08,4.078699600285063e-09
1898,7.072943475350257e-08,5.6583548957434e-10
1899,4.8089930260175606e-08,0.0
1900,5.3467847038746186e-08,5.19105292084987e-09
1901,7.600684881481357e-08,0.0
1902,6.972602761834423e-08,1.9641135384773634e-09
1903,5.4542223182352245e-08,2.1600881083827517e-09
1904,4.407192477628996e-08,4.299700151477737e-09
1905,7.947569002908494e-08,3.6125313851442797e-09
1906,8.385021033063822e-08,1.5432553013283723e-09
1907,5.965698335330671e-08,4.6285588695127444e-09
1908,5.6972112361108884e-08,2.9468334439286537e-09
1909,8.746563651129691e-08,1.1001967115120692e-09
1910,9.726354477379573e-08,1.6032452032632705e-09
1911,1.0800359717677566e-07,1.5961122423746588e-09
1912,1.0991878696131607e-07,5.730363294986773e-09
1913,4.825720623102825e-08,1.0605979205990934e-08
1914,5.022557658662663e-08,4.018046340092951e-09
1915,8.128725426104211e-08,7.068456930880984e-09
1916,5.16410700868164e-08,2.197492410260793e-09
1917,6.579854527899442e-08,0.0
1918,5.398596769623509e-08,1.1486376294556067e-09
1919,7.642513821792818e-08,5.524709134618888e-09
1920,9.086677721370506e-08,3.786115865267448e-09
1921,6.966927657003907e-08,3.7863738810983705e-09
1922,6.049906886573808e-08,2.2133805899215986e-09
1923,6.475728042687479e-08,3.1847844361720945e-09
1924,7.734974616369072e-08,1.289162443462999e-09
1925,9.678396395429445e-08,3.299453377181294e-09
1926,8.693987751939858e-08,4.458455382660986e-09
1927,7.246995892273844e-08,6.689535148041159e-09
1928,7.998228568339982e-08,2.2852082448565625e-09
1929,8.243900850857244e-08,2.2280812750352652e-09
1930,1.008345975606062e-07,5.2518016602221e-09
1931,7.983749839013399e-08,3.4216069977333063e-09
1932,7.890866271509367e-08,8.767629289252454e-09
1933,9.405943046658649e-08,1.0323596200123575e-08
1934,1.0543790551764687e-07,0.0
1935,8.497481474023516e-08,3.590485242455088e-09
1936,8.123559069872499e-08,3.6374143697059935e-09
1937,7.554670844456268e-08,7.554670666820584e-09
1938,8.168085230408906e-08,0.0
1939,8.564668263488784e-08,4.588215141154706e-09
1940,9.63597486247636e-08,7.607348528892999e-09
1941,1.3576911328527785e-07,0.0
1942,9.406056733496371e-08,3.034211770724937e-09
1943,6.387117679196308e-08,8.709705845433291e-09
1944,1.381670102773569e-07,9.639558484764166e-09
1945,8.496165548876888e-08,8.714016175304096e-09
1946,1.3921103914071864e-07,5.568441707737293e-09
1947,1.215928904230168e-07,3.5762612871081956e-09
1948,1.3589860259344277e-07,4.348755133776194e-09
1949,1.5510873652146984e-07,6.8719057111366055e-09
1950,1.2443372554571397e-07,1.3825969702452312e-08
1951,1.0661401717015906e-07,3.1984206394497505e-09
1952,1.254831687447222e-07,2.1089607837865287e-09
1953,1.6053002127591753e-07,1.1851209791302608e-08
1954,1.485425542568919e-07,9.772536113672459e-10
1955,1.4172267981393816e-07,2.815682353940474e-09
1956,1.3256135389383417e-07,0.0
1957,1.5903067662748072e-07,2.6505113659425206e-09
1958,1.6048151962877455e-07,7.445019267748876e-09
1959,1.4493897992906568e-07,1.5501495642666896e-09
1960,1.5225833749354933e-07,2.076250060767393e-09
1961,1.9385363714263804e-07,4.86371165564492e-09
1962,1.8518512945320253e-07,8.244543714397423e-09
1963,1.907485653873664e-07,9.69907976156037e-09
1964,1.4236485412766342e-07,6.6923653285755336e-09
1965,1.8221903985704557e-07,3.830430195250756e-09
1966,2.0826921343086724e-07,4.985167390003653e-09
1967,2.0904623454498505e-07,4.437302081328198e-09
1968,2.1109654824158497e-07,4.491415683816058e-09
1969,2.2981294023338705e-07,7.72098829315837e-09
1970,2.0740249340178707e-07,4.1388523719376735e-09
1971,2.147850182154798e-07,4.624557625731995e-09
1972,2.3496072287798597e-07,9.234264020108185e-09
