year,peut_VERB analyser_VERB,peut_VERB canaliser_VERB
1973,2.3927304937387817e-07,5.513203671370093e-09
1974,2.728402250795625e-07,3.3753431161187564e-09
1975,2.2903034846422088e-07,8.567219822452898e-09
1976,2.4225354877671634e-07,6.2848797277581525e-09
1977,2.391850273397722e-07,9.402850942308305e-09
1978,2.495048363471142e-07,1.3663360221016774e-08
1979,2.44027290818849e-07,1.345953837272873e-08
1980,2.9051119554424076e-07,7.390696055153967e-09
1981,2.8971015808565426e-07,7.590659656386833e-09
1982,3.1782411724634585e-07,9.932003663948308e-09
1983,3.145027278605994e-07,5.052252838311233e-09
1984,2.603754865049268e-07,8.118611560803402e-09
1985,3.001763388965628e-07,1.142956040922627e-08
1986,2.8953365927009145e-07,1.1988970705090196e-08
1987,2.9393029876700894e-07,4.277571630240118e-09
1988,2.9742906804131053e-07,4.797243047249822e-09
1989,2.8208947355778946e-07,7.134558721588746e-09
1990,3.024001387075259e-07,1.3621627381610324e-08
1991,2.9834856718480296e-07,9.37834432335194e-09
1992,2.782521733024623e-07,6.61193322315512e-09
1993,2.836074202150485e-07,1.1078414630105726e-08
1994,2.911759509061085e-07,1.160483886764041e-08
1995,2.82509688531718e-07,8.133675954979935e-09
1996,3.154812588945788e-07,8.007138063703678e-09
1997,3.083117121605028e-07,9.58978851883785e-09
1998,3.5522563734957657e-07,1.144351013948608e-08
1999,2.966060606013343e-07,7.312321859131998e-09
2000,3.0130973982522846e-07,1.192868470667463e-08
2001,2.979224120736035e-07,1.3581756164171566e-08
2002,3.128192247459083e-07,8.324320788233308e-09
2003,3.037686724383093e-07,1.4167538253673229e-08
2004,3.2331166721633053e-07,1.189293641346012e-08
2005,2.7427836357674096e-07,1.3511249008502091e-08
2006,2.73427900765455e-07,3.706100981659688e-09
2007,2.7841522864946455e-07,1.0385647009059085e-08
2008,2.5544639470354014e-07,7.2376473703172906e-09
2009,2.608201441489655e-07,1.0490023072406984e-08
2010,2.489439054897957e-07,1.1809482280966677e-08
2011,2.1911358771831146e-07,8.795135286732148e-09
2012,1.9165942433119199e-07,7.489355802192676e-09
2013,1.8212986674370768e-07,1.0877587719448911e-08
2014,1.591602227790645e-07,9.094869746206768e-09
2015,1.6801641322672367e-07,1.1526192444932803e-08
2016,1.4333673448163609e-07,8.285359953674742e-09
2017,1.5621945692601003e-07,1.1823373391450787e-08
2018,1.4920877333679528e-07,1.523065407127433e-08
2019,1.5841634137814253e-07,1.198964216797549e-08
