year,ont_VERB ôté_VERB,ont_VERB oté_VERB,ont_VERB coté_VERB
1831,2.0268568334813608e-07,1.5591206103948707e-09,1.5591206103948707e-09
1832,2.448924476539105e-07,2.705993873419743e-09,0.0
1833,1.8417969727124728e-07,1.1583628500844156e-09,0.0
1834,2.3242982649662736e-07,9.334530925997342e-10,6.534171426153534e-09
1835,2.1479169731719594e-07,7.563087933704082e-10,5.294161553592858e-09
1836,1.9490175873215776e-07,3.3603749782784575e-09,1.3441500135158435e-09
1837,1.5794412888681109e-07,2.087367279024477e-09,0.0
1838,2.0072674544735492e-07,2.5248647617104325e-09,9.468243078458727e-09
1839,1.8038005578091543e-07,2.09744255297295e-09,2.0974426639952526e-09
1840,1.3949617994057917e-07,5.095750932326837e-09,0.0
1841,1.4895672961756645e-07,1.926164561183441e-09,6.420548537278137e-10
1842,1.207487656529338e-07,3.3541325272778977e-09,6.708265054555795e-10
1843,1.329054981624722e-07,1.7720733769266417e-09,0.0
1844,1.4983771734478069e-07,1.6465684371524958e-09,1.097712254427563e-09
1845,1.5010813569915626e-07,3.348136878855712e-09,1.674068439427856e-09
1846,2.0724934302052134e-07,4.6836012845830055e-09,2.9272506640865004e-09
1847,1.4399907399820222e-07,3.235934187273415e-09,4.853901280910122e-09
1848,1.432049430150073e-07,8.045221711050488e-10,8.045221711050488e-10
1849,1.6842624006585538e-07,8.379414939696517e-10,0.0
1850,1.3442212321024272e-07,2.7155984128057753e-09,6.788996032014438e-10
1851,9.996630012665264e-08,1.9348316282474798e-09,5.159551008659946e-09
1852,1.8359737907758245e-07,1.9531636308300904e-09,0.0
1853,1.0570319375347026e-07,3.5831591027601917e-09,2.9859659189668264e-09
1854,1.7145693220754765e-07,2.597832227113628e-09,0.0
1855,1.1834470114990836e-07,2.1227748447927297e-09,4.776243400783642e-09
1856,1.5945742859457823e-07,3.106313539724681e-09,4.659470143053568e-09
1857,1.1227471219399376e-07,2.928905395993553e-09,4.393358121745905e-09
1858,1.5806573117060907e-07,7.3405139189297586e-09,1.468102750479261e-09
1859,1.6855094031598128e-07,5.092173349652285e-09,2.036869339860914e-09
1860,1.1397187904549355e-07,2.288591982591015e-09,0.0
1861,1.3864932668639085e-07,5.659156698811785e-09,1.8863854922557266e-09
1862,1.4773814882573788e-07,3.6143890658202338e-09,2.2589932147099034e-09
1863,1.3735207460285892e-07,3.496234690647526e-09,4.994620828036034e-10
1864,1.4048552543499682e-07,3.3563096746291876e-09,1.9178911792039344e-09
1865,1.2379000224882475e-07,1.882737743486018e-09,2.3534221238463715e-09
1866,1.0315099530089356e-07,2.432806400776144e-09,2.432806400776144e-09
1867,9.462982575314527e-08,6.308654931785895e-09,5.82337378318698e-09
1868,1.1164115676365327e-07,4.93987406535723e-09,7.409810987013543e-09
1869,1.2062292853443068e-07,9.767038289254515e-10,1.953407657850903e-09
1870,1.1697459711967895e-07,2.2936195165357276e-09,4.013834153937523e-09
1871,1.0196330180178848e-07,1.0621177271019633e-09,2.1242354542039266e-09
1872,1.1550417866601492e-07,1.8142017887967654e-09,6.652073114565837e-09
1873,9.757187058312411e-08,1.7958013409646867e-09,2.9930022904522957e-09
1874,6.930546447847519e-08,4.779687312606029e-09,1.7923826867161097e-09
1875,1.0527610072585958e-07,5.721527140956084e-10,3.432916173551348e-09
1876,1.0640985692589311e-07,4.836811839936672e-09,3.02300739996042e-09
1877,9.462768701951063e-08,3.092407996341251e-09,6.184815992682502e-10
1878,7.850815109122777e-08,1.2078177347163432e-09,3.6234530931267273e-09
1879,9.408361023588441e-08,4.276527798552365e-09,4.27652757650776e-09
1880,1.0910338943403985e-07,3.8507077526617195e-09,1.9253538763308597e-09
1881,8.018383823582553e-08,1.1156011725521608e-08,5.5780060570498335e-09
1882,7.91990828474809e-08,5.989846840748214e-09,0.0
1883,8.215140923084618e-08,1.2638677882037541e-09,4.423537092179686e-09
1884,8.846274113238906e-08,2.6406787867472303e-09,6.601696966868076e-09
1885,5.9299846810745294e-08,4.511944928786704e-09,9.023890079618013e-09
1886,5.6145136539953455e-08,1.936039106809062e-09,4.5174246565693466e-09
1887,6.333056745688737e-08,6.528924512139156e-09,6.528924512139156e-09
1888,7.22830080235326e-08,4.438430289965822e-09,3.804368819970705e-09
1889,9.460356409363158e-08,2.506054641582267e-09,6.265136853755848e-09
1890,4.915789730830511e-08,6.554386478008212e-10,8.520702365899524e-09
1891,7.967774706685304e-08,1.2748440081367107e-09,1.211101796627645e-08
1892,7.083419006903569e-08,1.2537024751679837e-09,5.014809900671935e-09
1893,3.94138659487453e-08,1.847525021858587e-09,3.079208221734575e-09
1894,4.7261544011689693e-08,3.150769645188234e-09,3.150769645188234e-09
1895,6.19917273070314e-08,2.4074457982692365e-09,3.611168697403855e-09
1896,5.012474701970859e-08,1.7691086373616827e-09,1.8870492723976895e-08
1897,6.5259193604561e-08,5.826713334045053e-09,2.4472196713531957e-08
1898,4.866185321361627e-08,3.960848538042683e-09,2.998928039232851e-08
1899,6.467266899790047e-08,5.527578395003729e-09,4.2562355417885556e-08
1900,5.5544269628171605e-08,3.1146317747143826e-09,2.387884379118077e-08
1901,6.25938767484513e-08,2.794369402536745e-09,1.956058603980182e-08
1902,3.0443761289689064e-08,2.946170307716045e-09,3.0443761289689064e-08
1903,6.102249017203576e-08,2.1600881083827517e-09,3.7801541452608944e-08
1904,5.697102523072317e-08,2.6873125946735854e-09,1.3436562973367927e-08
1905,4.7478984299687e-08,1.0321518084666081e-09,2.838417501038748e-08
1906,3.240836221607424e-08,2.572092261399206e-09,2.4692084821253957e-08
1907,5.0399865614281225e-08,2.5714216866923323e-09,3.754275823553144e-08
1908,5.255186152908209e-08,9.822778146428846e-10,3.6835416494795936e-08
1909,3.6306492035009796e-08,1.1001967115120692e-09,2.585462333115629e-08
1910,6.947395547740598e-08,4.809735609789811e-09,2.1911017000775246e-08
1911,6.969690247160543e-08,3.7242618988742038e-09,3.458243114096149e-08
1912,4.115442919783163e-08,4.167536982180309e-09,3.4903123946605774e-08
1913,6.575707089950811e-08,1.590896969716482e-09,4.825720623102825e-08
1914,4.888622839871459e-08,1.3393487430235496e-09,1.6741859454327823e-08
1915,4.123266705846618e-08,3.5342285764627945e-09,8.953379193599176e-08
1916,5.16410700868164e-08,1.0987462051303964e-09,5.6036057571873243e-08
1917,2.52227767560953e-08,0.0,1.6559300775043084e-07
1918,6.776961924970237e-08,4.594550517822427e-09,1.64255183676687e-07
1919,3.867296172188617e-08,9.207848372660976e-10,1.1325653304083971e-07
1920,4.0132828615924154e-08,2.2716695191604686e-09,1.5674520170705364e-07
1921,5.14946840723951e-08,1.5145494858259667e-09,5.755288157160976e-08
1922,4.795657915224183e-08,2.21338064543275e-09,7.746832153543437e-08
1923,5.6264525483129546e-08,3.1847844361720945e-09,2.1231896241147297e-08
1924,3.867487308184536e-08,5.156649773851996e-09,7.734974438733389e-09
1925,7.478760721824074e-08,2.1996355847875293e-09,4.399271169575059e-09
1926,5.015762383209221e-08,2.229227691330493e-09,7.802296586589819e-09
1927,6.466550672712401e-08,2.2298449753321847e-09,2.0068604555945058e-08
1928,5.5987602110008083e-08,2.2852082448565625e-09,1.82816659588525e-08
1929,5.23599084090165e-08,3.342121912552898e-09,1.893869061575515e-08
1930,3.361153133596417e-08,1.0503603542488804e-09,1.2604324695075775e-08
1931,3.763767608688795e-08,2.2810713318222042e-09,1.596749932275543e-08
1932,4.4934100884574946e-08,6.575722188983946e-09,6.575722188983946e-09
1933,3.4411986149507356e-08,1.1470662197865522e-09,1.1470662641954732e-08
1934,5.6313425034204556e-08,2.3963160344919743e-09,5.990790086229936e-09
1935,3.949533677882755e-08,1.196828414151696e-09,7.180970484910176e-09
1936,4.849885826274658e-08,0.0,1.091224355320719e-08
1937,5.791914503561202e-08,0.0,0.0
1938,5.8343463393839556e-08,1.2965214457594243e-09,6.482607339819424e-09
1939,7.341144225847529e-08,3.058810094103137e-09,7.647025235257843e-09
1940,5.0715659227762444e-08,2.5357829169792012e-09,5.0715658339584024e-09
1941,5.312704587367989e-08,2.9515025978810172e-09,2.9515025978810172e-09
1942,1.8205270180260413e-08,0.0,3.034211770724937e-09
1943,4.645176332473966e-08,0.0,0.0
1944,5.462416652335378e-08,6.4263723231761105e-09,3.2131861615880553e-09
1945,2.178504132643866e-08,2.178504043826024e-09,4.357008087652048e-09
1946,5.150808490839154e-08,1.3921104269343232e-09,1.5313215584455975e-08
1947,6.556479092978407e-08,0.0,1.0728784083369192e-08
1948,4.892349636520521e-08,5.435944139264848e-09,9.784699273041042e-09
1949,4.810334175431308e-08,1.9634016634739737e-09,1.9634016634739737e-09
1950,8.189228140054183e-08,5.317680740191122e-09,7.444753258312176e-09
1951,7.462980988748313e-08,2.1322803522849654e-09,4.264560704569931e-09
1952,3.690681538159879e-08,5.272402070488624e-09,1.1599284199803606e-08
1953,4.3095308654983455e-08,7.54167928107563e-09,5.386913581872932e-09
1954,3.322662323057557e-08,3.9090144454689835e-09,6.840775057526116e-09
1955,3.472674947602172e-08,3.754243138587299e-09,1.8771215692936494e-09
1956,4.6222051963695776e-08,2.616342476002842e-09,3.488456634670456e-09
1957,4.1524678806581505e-08,4.417518850718949e-09,8.835037590415595e-09
1958,5.21151335419745e-08,8.272243445794913e-10,5.790570245522986e-09
1959,5.03798602835559e-08,2.325224457422337e-09,1.3176271629333769e-08
1960,4.429333344546649e-08,3.460416619915918e-09,1.3841666701708277e-09
1961,3.265634873628187e-08,4.16889545107324e-09,2.08444772553662e-09
1962,5.834600003140622e-08,1.2683912808952869e-09,3.170978146727066e-09
1963,4.6555584276575246e-08,1.939815863494232e-09,4.526237162849611e-09
1964,8.639234749807656e-08,3.041984220075733e-09,6.083968329129164e-10
1965,4.4323552828018364e-08,3.2832261354087677e-09,9.302473458205895e-09
1966,5.317511764246774e-08,3.877352328096606e-09,2.215629901769489e-09
1967,6.113616279890266e-08,1.9721342336964653e-09,2.9582012395223956e-09
1968,5.569355820966848e-08,4.4914158503495116e-10,2.6948494546985557e-09
1969,6.721801781850445e-08,2.7250546263957176e-09,1.407944960618579e-08
1970,6.162291299460776e-08,3.219107425067591e-09,3.219107425067591e-09
1971,6.011924824633752e-08,2.0553589941130213e-09,3.44272628183262e-08
1972,6.412683717371692e-08,1.0260293725750103e-09,1.0260293725750103e-09
1973,6.064524171733865e-08,1.102640756478479e-09,1.6539611902288698e-09
1974,4.219178606490459e-08,1.1251143350321513e-09,1.6876715580593782e-09
1975,3.998036035568475e-08,3.4268881066168433e-09,6.282628195464213e-09
1976,4.627956684544188e-08,2.285410749536254e-09,1.0284348483935446e-08
1977,4.995264646368014e-08,8.227494796564372e-09,2.3507127355770763e-09
1978,4.7524729041015235e-08,1.7821774056514528e-09,3.5643548113029055e-09
1979,4.506019379846293e-08,1.7555920051037788e-09,1.1118749476679568e-08
1980,4.7186752283323585e-08,1.1370301367108482e-09,5.685150683554241e-10
1981,4.048351698315855e-08,3.795329828193417e-09,4.427884725544118e-09
1982,4.779776929808577e-08,0.0,6.2075020679230875e-09
1983,4.483874249672226e-08,1.8945948143667124e-09,6.946847541655643e-09
1984,4.001315900836744e-08,5.799008495621649e-10,1.1598016991243298e-09
1985,3.789801539255677e-08,3.0077789148208467e-09,6.015558051686298e-10
1986,4.855533219938479e-08,2.9972427317837003e-09,8.392279760016663e-09
1987,5.988600548789691e-08,2.4443267410134695e-09,4.277571630240118e-09
1988,5.336933028843305e-08,1.798966087207532e-09,1.0793796967334401e-08
1989,5.268597291774313e-08,2.1952488715726304e-09,6.036934507847036e-09
1990,5.2307051134903304e-08,5.44865097484859e-10,1.0897301727652575e-08
1991,4.5133283776976896e-08,2.344586080837985e-09,5.8614650910726596e-09
1992,4.848750734254281e-08,2.2039776670368383e-09,1.1019888335184191e-09
1993,6.536264862688768e-08,1.661762283333701e-09,1.1078414852150331e-09
1994,4.3781891889693725e-08,0.0,2.1099706426497278e-09
1995,5.476675468685244e-08,0.0,2.7112254663563817e-09
1996,6.886138947947984e-08,1.067618438099771e-09,2.6690460952494277e-09
1997,5.4661796866639634e-08,0.0,4.79489448146353e-10
1998,5.4833485307881347e-08,9.536258449571733e-10,2.3840645013706308e-09
1999,5.621347298756518e-08,0.0,1.3710603763428253e-09
2000,4.9923755796044134e-08,1.3254094488601709e-09,3.092622158362701e-09
2001,5.345078335494691e-08,0.0,1.7524847129024579e-09
2002,5.739400066318012e-08,1.752488598683044e-09,1.3143663935011318e-09
2003,4.50027677345588e-08,2.9168461535000745e-09,2.083461403401543e-09
2004,5.594084839799507e-08,8.809582507929292e-10,1.7619165015858584e-09
2005,4.954124577238872e-08,1.8014998381943315e-09,3.602999676388663e-09
2006,3.9943532925690306e-08,1.6471559671771274e-09,2.0589450144825605e-09
2007,5.911829603633123e-08,1.5977917877663117e-09,1.5977917877663117e-09
2008,5.61982034241737e-08,1.2772318758180745e-09,8.514879357157668e-10
2009,5.197329855377575e-08,0.0,9.53638501499654e-10
2010,5.999217478347418e-08,0.0,3.3066551718974324e-09
2011,5.7359578420346224e-08,3.82397197240536e-10,2.6767803529281764e-09
2012,6.60425030218903e-08,3.404252713057332e-10,2.7234021704458655e-09
2013,6.582335032589981e-08,0.0,8.367375126105969e-10
2014,7.016042502527853e-08,2.1654451842767486e-10,2.165445156521173e-09
2015,7.669351020922477e-08,2.2165753954528356e-10,1.994917786518613e-09
2016,6.628287962939794e-08,2.0713400439298368e-10,1.2428040818690533e-09
2017,7.320429062929179e-08,0.0,1.2578056374223934e-09
2018,6.221334558631497e-08,0.0,2.323319980845895e-09
2019,6.760117798876308e-08,7.65296326310505e-10,1.7856913725466939e-09
