year,fut_VERB en_PRON,fut_VERB quand_ADV
1800,1.131899196593622e-07,0.0
1801,1.5239568540437176e-07,0.0
1802,1.6336232988578558e-07,0.0
1803,9.166594594489652e-08,0.0
1804,1.5325475999361515e-07,0.0
1805,1.0802935435094696e-07,0.0
1806,1.873084869430386e-07,0.0
1807,1.4804166426074516e-07,0.0
1808,1.5862518409903714e-07,0.0
1809,1.1746958961111886e-07,0.0
1810,1.0296557917399696e-07,0.0
1811,1.42903374467096e-07,0.0
1812,1.0668833283489221e-07,0.0
1813,1.1790540810352468e-07,0.0
1814,1.2272040805783035e-07,0.0
1815,1.1328339155625144e-07,0.0
1816,1.228330006597389e-07,0.0
1817,1.401186011662503e-07,0.0
1818,9.298518222067287e-08,0.0
1819,1.1696686641471388e-07,0.0
1820,1.8986369809681491e-07,0.0
1821,1.370746929296729e-07,0.0
1822,1.513867999847207e-07,0.0
1823,1.8282970870586723e-07,0.0
1824,1.8779081756292726e-07,0.0
1825,1.937197424695114e-07,0.0
1826,2.1403401717634551e-07,0.0
1827,1.308852830561591e-07,0.0
1828,1.0272977135628025e-07,0.0
1829,1.0287811136322489e-07,0.0
1830,1.575962187416735e-07,0.0
1831,7.327867024287116e-08,0.0
1832,1.1635773944362882e-07,0.0
1833,1.169946486356821e-07,0.0
1834,9.894602470694736e-08,0.0
1835,1.323540459452488e-07,0.0
1836,2.0027835034852615e-07,0.0
1837,1.864714818111679e-07,0.0
1838,2.5690499683150847e-07,0.0
1839,1.4961756278353278e-07,0.0
1840,1.4522889557611052e-07,0.0
1841,1.1300165425609521e-07,0.0
1842,1.1873628835701311e-07,0.0
1843,1.2640789748274983e-07,0.0
1844,1.2843233321291336e-07,0.0
1845,1.3057733383448067e-07,0.0
1846,1.6626783860829164e-07,0.0
1847,1.1271837507820237e-07,0.0
1848,1.2309189401094045e-07,0.0
1849,9.049767868418712e-08,0.0
1850,1.6429370930381992e-07,0.0
1851,1.4962698458020895e-07,0.0
1852,1.3411722932232806e-07,0.0
1853,1.3854881331099023e-07,0.0
1854,1.9587655231134704e-07,0.0
1855,1.3851105507001193e-07,0.0
1856,1.791307511211926e-07,0.0
1857,1.6499500077316043e-07,0.0
1858,1.389803969686909e-07,0.0
1859,1.5887580673279444e-07,0.0
1860,1.3044973456999287e-07,0.0
1861,1.2308665020555054e-07,0.0
1862,1.296662048844155e-07,0.0
1863,1.11879508324364e-07,0.0
1864,1.567876068975238e-07,0.0
1865,1.289675424231973e-07,0.0
1866,1.3575059654158395e-07,0.0
1867,1.0967353603064112e-07,0.0
1868,1.9463104194983316e-07,0.0
1869,1.3576183732766367e-07,0.0
1870,1.1410757139174166e-07,0.0
1871,1.2001930826954776e-07,0.0
1872,1.4634561296134052e-07,6.047339295989218e-10
1873,1.3288929778809688e-07,0.0
1874,1.188947251762329e-07,0.0
1875,1.2644575519971113e-07,0.0
1876,1.1064206972832835e-07,0.0
1877,1.4163228456709476e-07,6.184815992682502e-10
1878,1.1534659449807805e-07,0.0
1879,1.1180065229154934e-07,0.0
1880,1.1937194699385145e-07,0.0
1881,1.0807386985334233e-07,0.0
1882,1.2046247377384134e-07,0.0
1883,1.1438003610919623e-07,0.0
1884,8.648223115415021e-08,0.0
1885,7.799219048365558e-08,0.0
1886,1.0325542376676822e-07,0.0
1887,7.116528166761782e-08,0.0
1888,1.1096075525074411e-07,0.0
1889,7.51816386923565e-08,0.0
