year,tout_ADV ouvert_VERB,tout_ADV couvert_VERB
1901,7.097698434543886e-08,0.0
1902,7.414528946370069e-08,0.0
1903,7.93832413137352e-08,0.0
1904,4.8909090111237674e-08,1.6123875568041512e-09
1905,7.999176565576249e-08,1.0321518084666081e-09
1906,7.459067263848596e-08,0.0
1907,7.662836887245561e-08,0.0
1908,8.742272683548435e-08,0.0
1909,9.406681955592688e-08,5.500983557560346e-10
1910,1.0153886198516204e-07,0.0
1911,6.490856208074547e-08,0.0
1912,6.45968262769081e-08,0.0
1913,9.545381218778459e-08,0.0
1914,8.97363646723548e-08,4.68772043404897e-09
1915,6.125996410144552e-08,0.0
1916,6.372727767711694e-08,0.0
1917,2.8512703309502285e-08,7.676496771580332e-09
1918,1.0337738842736144e-07,0.0
1919,5.985101125816072e-08,0.0
1920,7.420787362377723e-08,0.0
1921,6.133925684048691e-08,0.0
1922,7.082817887749115e-08,0.0
1923,8.917396154828339e-08,0.0
1924,1.0828964380760198e-07,0.0
1925,9.788378463326808e-08,0.0
1926,9.251294841305935e-08,0.0
1927,1.170668610939174e-07,0.0
1928,8.226749392825639e-08,0.0
1929,7.129859769250402e-08,0.0
1930,8.612954616182833e-08,0.0
1931,1.870478465448855e-07,0.0
1932,8.65803395644349e-08,1.0959536611565568e-09
1933,5.276504566609219e-08,1.1470662197865522e-09
1934,7.907843269094883e-08,0.0
1935,3.710167995052416e-08,1.196828414151696e-09
1936,5.2136273520630994e-08,0.0
1937,6.043736533456467e-08,0.0
1938,5.4453899167583586e-08,0.0
1939,7.188203898778056e-08,0.0
1940,7.100191878883777e-08,0.0
1941,8.264207451702532e-08,0.0
1942,3.6410540360520827e-08,0.0
1943,7.258088174921795e-08,0.0
1944,7.711646787811333e-08,0.0
1945,9.367567344042982e-08,0.0
1946,6.682130049284751e-08,0.0
1947,8.46381809083141e-08,0.0
1948,6.52313261184645e-08,0.0
1949,7.068246077324147e-08,0.0
1950,7.444752725405124e-08,0.0
1951,8.315893351706904e-08,0.0
1952,1.086114789217163e-07,0.0
1953,6.1410817320251e-08,0.0
1954,1.1727043069953424e-07,0.0
1955,7.883910324579801e-08,0.0
1956,1.3256134789862983e-07,0.0
1957,1.0513694875813329e-07,8.835037701437898e-10
1958,1.2160197737642875e-07,0.0
1959,9.920956900444367e-08,0.0
1960,1.0035208419800767e-07,0.0
1961,1.0769646952013545e-07,0.0
1962,1.4459661157317782e-07,0.0
1963,1.2220840872601002e-07,6.466053248388448e-10
1964,1.3323890590832832e-07,0.0
1965,1.0396882732521817e-07,0.0
1966,1.5786363327663366e-07,0.0
1967,1.3361209827422726e-07,0.0
1968,1.0959054641546118e-07,8.982831700699023e-10
1969,1.2262746107438716e-07,9.083515606356229e-10
1970,1.333630281763476e-07,4.5987250119061684e-10
1971,1.2589074138702472e-07,0.0
1972,8.77255144082767e-08,1.0260293725750103e-09
1973,1.102640752037587e-07,0.0
1974,1.1251143039459066e-07,0.0
1975,9.423942159969556e-08,0.0
1976,9.084508034717942e-08,0.0
1977,9.755457952564939e-08,1.1753563677885381e-09
1978,8.970292864063367e-08,0.0
1979,8.192762690484301e-08,0.0
1980,9.153092594971213e-08,1.1370301367108482e-09
1981,7.653915146121903e-08,6.325549528618524e-10
1982,9.06295327673945e-08,0.0
1983,6.0627034503824e-08,0.0
1984,9.452383942232245e-08,5.799008495621649e-10
1985,6.256180440367132e-08,0.0
1986,6.23426505974578e-08,0.0
1987,6.783006584187845e-08,0.0
1988,4.9771397225839564e-08,0.0
1989,7.573608484801042e-08,0.0
1990,4.903785910670422e-08,0.0
1991,4.8064015878424016e-08,0.0
1992,4.628352945346137e-08,5.509944167592096e-10
1993,5.705383543386233e-08,0.0
1994,5.2221774904381846e-08,0.0
1995,7.10341061527231e-08,0.0
1996,5.8185203544169894e-08,0.0
1997,5.6579754659225046e-08,0.0
1998,5.626392662883006e-08,0.0
1999,3.793267078222584e-08,1.3710603763428253e-09
2000,5.389998347649083e-08,0.0
2001,5.1698300307378986e-08,0.0
2002,5.2136535977354015e-08,0.0
2003,6.542068897719133e-08,4.1669229178253886e-10
2004,4.7571744099528246e-08,1.3214374039449694e-09
2005,3.9182621813793617e-08,0.0
2006,8.524031858136993e-08,4.1178899179428186e-10
2007,6.51100166004781e-08,0.0
2008,5.6623948196943275e-08,0.0
2009,5.1019661384543724e-08,1.430457752249481e-09
2010,4.959982513597083e-08,4.723793023408973e-10
2011,6.041875866280577e-08,3.82397197240536e-10
2012,9.668077738389513e-08,3.404252713057332e-10
2013,8.506831272736548e-08,0.0
2014,7.817257108300169e-08,4.330890368553497e-10
2015,1.1703518087990972e-07,6.649726325136385e-10
2016,1.22623324605442e-07,4.1426800878596737e-10
2017,6.037467348285475e-08,0.0
2018,1.0635642500034237e-07,5.162933414126769e-10
2019,1.2321271136706002e-07,7.65296326310505e-10
