year,en_ADP hommes_NOUN,en_ADP gomme_NOUN
1800,2.0688603399321437e-06,6.60274537267469e-08
1801,1.9573321878851857e-06,6.429193177837078e-08
1802,1.403125793331128e-06,1.6112448975036386e-07
1803,1.410095251230814e-06,1.618781624301846e-07
1804,1.5968157640600111e-06,1.0134588990240445e-07
1805,2.1833300252183108e-06,1.051864728651708e-07
1806,1.829859911595122e-06,8.933174200365102e-08
1807,1.7110199905800982e-06,5.693910054560547e-08
1808,1.7108858401115867e-06,7.024829073998262e-08
1809,1.8817723912434303e-06,6.551188391767937e-08
1810,1.247287514161144e-06,4.212228077449254e-08
1811,1.2359888614810188e-06,7.019814773912003e-08
1812,1.2082452940376243e-06,2.3204711396829225e-07
1813,1.3659772548635374e-06,1.6391727797326894e-07
1814,2.6180352961091558e-06,1.4160046646338742e-07
1815,1.9959454675699817e-06,7.012781111370714e-08
1816,1.6988036577458843e-06,2.503012126453541e-07
1817,2.6638103918230627e-06,1.9149543106777855e-07
1818,2.2697922759107314e-06,7.987188865854478e-08
1819,2.1468076738528907e-06,1.1903707530791507e-07
1820,2.417202267679386e-06,2.17156610915481e-07
1821,1.8312783822693746e-06,1.2524090209353744e-07
1822,1.8798029941535788e-06,1.2632276025215106e-07
1823,1.8984641201313934e-06,1.7986489808663464e-07
1824,2.365490445299656e-06,1.6168536376426346e-07
1825,2.4267801563837565e-06,2.579994884399639e-07
1826,2.0381676222314127e-06,2.519083466268057e-07
1827,1.910740593302762e-06,2.691443796720705e-07
1828,1.8069433735945495e-06,2.348109120475783e-07
1829,2.3842003429308534e-06,2.5290870553362765e-07
1830,2.355593778702314e-06,3.465029578819667e-07
1831,1.8600309203975485e-06,3.2429707630399207e-07
1832,2.15126510738628e-06,4.979028744855896e-07
1833,1.98890893443604e-06,3.915266404419526e-07
1834,1.8585051293484867e-06,3.7804849739586643e-07
1835,1.9701844848896144e-06,3.7437285982377944e-07
1836,1.940952643053606e-06,3.7367371419350093e-07
1837,2.2251335849432508e-06,3.6250611401555943e-07
1838,1.8816554074874148e-06,4.210212125599355e-07
1839,1.8800076304614777e-06,6.690841587442264e-07
1840,2.287355300722993e-06,4.2549521594992257e-07
1841,1.822793706196535e-06,4.0898893871599284e-07
1842,1.8172689806306153e-06,6.533850296364108e-07
1843,1.678744069977256e-06,4.176186223503464e-07
1844,1.8726971120486269e-06,3.4577936958157807e-07
1845,2.19526168621087e-06,8.219676033149881e-07
1846,1.9114947917842073e-06,3.460010304934258e-07
1847,2.2123003873275593e-06,3.473236063200602e-07
1848,1.8447693719281233e-06,3.19395297765368e-07
1849,1.700183247521636e-06,5.739899506806978e-07
1850,1.524129629615345e-06,4.826976010008366e-07
1851,1.7619867094254005e-06,2.9731913286923373e-07
1852,1.4329710893434822e-06,2.688855147425784e-07
1853,1.5837563296372537e-06,3.929531260382646e-07
1854,1.8990153876075055e-06,2.1458093613091478e-07
1855,1.607471290299145e-06,4.3463813881317037e-07
1856,1.6561828033445636e-06,3.1684399459663837e-07
1857,1.7876086531032342e-06,2.2259681031755463e-07
1858,1.8121281755156815e-06,3.6898316579936363e-07
1859,1.746615453157574e-06,2.057238077668444e-07
1860,1.7979178892346681e-06,3.2772635449873633e-07
1861,1.7406622419002815e-06,1.8628057318892388e-07
1862,1.7041844557752484e-06,1.7846045352598594e-07
1863,1.8589978481031721e-06,2.9518210453716165e-07
1864,1.7452809970563976e-06,2.3781851155035838e-07
1865,1.747180590427888e-06,2.4193178660425474e-07
1866,1.7462684809288476e-06,1.8927234179955121e-07
1867,1.688778411335079e-06,2.7563970661503845e-07
1868,1.939888534252532e-06,2.1142660955320025e-07
1869,1.625723484721675e-06,2.1731659671786474e-07
1870,2.0137979390710825e-06,2.1215980439137638e-07
1871,1.948985982380691e-06,3.3881556760206877e-07
1872,1.7754988448359654e-06,2.6124504870495e-07
1873,1.7862237200461095e-06,4.4715454805555055e-07
1874,1.6943992022788734e-06,3.142644402487349e-07
1875,1.623197249500663e-06,4.565778795040387e-07
1876,1.5665224282201962e-06,4.262440427282854e-07
1877,1.5585736719003762e-06,2.9439723903124104e-07
1878,1.4360953173309099e-06,4.136775828555983e-07
1879,1.5792605836395524e-06,3.1096465136215556e-07
1880,1.5049849935167003e-06,3.9277219343603065e-07
1881,1.4711990843352396e-06,3.653593978469871e-07
1882,1.591302634551539e-06,3.0148893870318716e-07
1883,1.4957875009713462e-06,3.0964761776886007e-07
1884,1.6590064433330554e-06,3.914806256943848e-07
1885,1.6790880863482016e-06,4.0285223690261773e-07
1886,1.5481859918509144e-06,2.542664674365369e-07
1887,1.4977352975620306e-06,2.3438839491518593e-07
1888,1.4158592875901377e-06,3.557084937710897e-07
1889,1.4760662452317774e-06,2.6752132953333785e-07
1890,1.3836310017723008e-06,2.7725053541871603e-07
1891,1.4775441741221584e-06,3.091496694196394e-07
1892,1.4097884104558034e-06,3.441413412019756e-07
1893,1.2969625231562532e-06,3.146950859900244e-07
1894,1.6371399169656797e-06,3.295704971151281e-07
1895,1.688221345830243e-06,4.3815512640321685e-07
1896,1.647629915169091e-06,2.1819006690293463e-07
1897,1.6676053746778052e-06,3.1988656701287255e-07
1898,1.5724568811492645e-06,3.213945660718309e-07
1899,1.705810745988856e-06,4.1512114989927795e-07
1900,1.5417427903230418e-06,3.561062555945682e-07
1901,1.474868213335867e-06,3.47619561580359e-07
1902,1.4077784271648852e-06,2.7497588916958193e-07
1903,1.4359185342982528e-06,3.1807297773411847e-07
1904,1.6892446410565753e-06,1.913366531880456e-07
1905,1.5523563661190565e-06,1.7546581432270614e-07
1906,1.4995298442954663e-06,2.628678430482978e-07
1907,1.354110622742155e-06,2.396565150775132e-07
1908,1.491097691541654e-06,2.1217201151557674e-07
1909,1.4946172086638398e-06,1.8758353803605132e-07
1910,1.4071148370931041e-06,2.105595342527522e-07
1911,1.5046017551867408e-06,1.8887328678829363e-07
1912,1.6128368542922544e-06,2.385914967817371e-07
1913,1.8141528244086658e-06,1.7287746345573396e-07
1914,1.963485146916355e-06,1.8884817620801186e-07
1915,3.597844624891877e-06,1.3076645188903058e-07
1916,3.661022446976858e-06,1.70305668234505e-07
1917,2.776698693196522e-06,1.601097920911343e-07
1918,2.980714725708822e-06,9.418828739171659e-08
1919,2.6831669401872205e-06,1.3443458612982795e-07
1920,2.2209355847735424e-06,1.166123695384158e-07
1921,1.639499828343105e-06,3.7106462968949927e-07
1922,1.597323034729925e-06,2.0658220023506146e-07
1923,1.5605443195454427e-06,1.273913738941701e-07
1924,1.4992958767834352e-06,1.19892106908992e-07
1925,1.675022531344439e-06,9.568415038074818e-08
1926,1.782267531780235e-06,1.2595135956416925e-07
1927,1.5107199260455673e-06,7.692965198202728e-08
1928,1.2008769090243732e-06,1.0054916543822401e-07
1929,1.4794459275435656e-06,1.0026365515614089e-07
1930,1.3906770846006111e-06,7.562594817045465e-08
1931,1.5191934608083102e-06,1.0606981959426776e-07
1932,1.6088599750219146e-06,9.753987484373283e-08
1933,1.644892904550943e-06,9.405943046658649e-08
1934,1.5456238315891824e-06,1.2700475338078832e-07
1935,1.187253815260192e-06,1.3643844454236387e-07
1936,1.115473764912167e-06,1.260970350358548e-07
1937,1.2578526593642891e-06,1.1835651037017669e-07
1938,1.2342884474492166e-06,1.6465821772726486e-07
1939,1.5263461818904034e-06,1.3611705185212486e-07
1940,1.574721181896166e-06,1.6989746143281081e-07
1941,1.5406843658638536e-06,6.493305448884712e-08
1942,1.9085191524936818e-06,8.799214157306778e-08
1943,1.7738767610353534e-06,7.258088174921795e-08
1944,1.7286942011196516e-06,4.177142187700156e-08
1945,2.254751734653837e-06,5.8819608739213436e-08
1946,1.6788851553428685e-06,6.542919095409161e-08
1947,1.6844190895426436e-06,6.914105199484766e-08
1948,1.5459823998753564e-06,5.762100485640076e-08
1949,1.6119527117552934e-06,5.890204946013e-08
1950,1.476188117521815e-06,7.338399399259288e-08
1951,1.3177492519389489e-06,7.676209179408033e-08
1952,1.2959563946424169e-06,7.697706649878455e-08
1953,1.400597511747037e-06,6.24881977273617e-08
1954,1.3056107945885742e-06,5.570345606997762e-08
1955,1.3468347788148094e-06,3.9419553843345057e-08
1956,1.3761961099589826e-06,7.412970148834575e-08
1957,1.1618074040598003e-06,4.4175187952077977e-08
1958,1.3864280390407657e-06,4.053399393910695e-08
1959,1.4439642654906493e-06,4.5729411368711226e-08
1960,1.3371050044952426e-06,2.9759583242139342e-08
1961,1.4076970273890765e-06,3.960450811746341e-08
1962,1.6368589967896696e-06,3.424656469519505e-08
1963,1.5111166931092157e-06,2.8450633848819962e-08
1964,1.5276845033440623e-06,4.502136619066732e-08
1965,1.4468082554230932e-06,3.283226135408768e-08
1966,1.7004960000122082e-06,3.0464910594218964e-08
1967,1.6294759461743524e-06,4.6345153492666213e-08
1968,1.7157208276330493e-06,5.1202139417227954e-08
1969,1.749485136315343e-06,3.315483354526805e-08
1970,1.6316275832650717e-06,2.8971967935831344e-08
1971,1.585709469509311e-06,2.5178147566862208e-08
1972,1.4261808019000455e-06,3.437198259348406e-08
1973,1.403110331921198e-06,2.536073751002732e-08
1974,1.441271479052375e-06,2.418995848074701e-08
1975,1.4067376241655438e-06,2.9128548462153958e-08
1976,1.4318097782961559e-06,1.5997875024709174e-08
1977,1.425707296220935e-06,1.9393379346865913e-08
1978,1.3794052620141883e-06,3.445542873237173e-08
1979,1.354731807623466e-06,2.63338808537128e-08
1980,1.3041735655860975e-06,1.8760998088396263e-08
1981,1.2973702041563229e-06,2.783241725978769e-08
1982,1.3911012501921505e-06,2.1726258125909226e-08
1983,1.4045263014850207e-06,2.5261265079734585e-08
1984,1.2833205573770101e-06,1.9716628330002095e-08
1985,1.2169473393441876e-06,3.128090142467954e-08
1986,1.203093233925756e-06,1.4386765556650971e-08
1987,1.1903871381946374e-06,3.5442738521851425e-08
1988,1.2131027915529558e-06,2.2187249371086182e-08
1989,1.2644633216041257e-06,1.7561990972581043e-08
1990,1.2531896800282993e-06,2.5063794595325817e-08
1991,1.1722930821633781e-06,3.04796188288492e-08
1992,1.2325745046837255e-06,4.1324582866764104e-08
1993,1.1759736935346154e-06,3.157348160698348e-08
1994,1.231167857440596e-06,3.481451571474281e-08
1995,1.1945659252887708e-06,2.8738989854559804e-08
1996,1.1124584489152767e-06,2.4555223632205525e-08
1997,1.2639342230613693e-06,4.219507232505748e-08
1998,1.1867873581650201e-06,3.337690301918883e-08
1999,1.1210703405595268e-06,3.793266856177979e-08
2000,1.1447119732110878e-06,4.1971297548570874e-08
2001,1.0839117976502166e-06,3.5487815353008045e-08
2002,1.1518230849105748e-06,2.9354184860608257e-08
2003,1.12381906092196e-06,2.416815370054337e-08
2004,1.1364361398591427e-06,3.788120395142869e-08
2005,1.0813503195095109e-06,3.0175122844866564e-08
2006,1.1110066679975716e-06,2.2236605445868918e-08
2007,1.009005472951685e-06,2.077129401811817e-08
2008,1.0337063258702983e-06,3.065356679599063e-08
2009,9.951218089554459e-07,2.4317781566196572e-08
2010,9.301148224949429e-07,3.7317963830219014e-08
2011,8.133588380587753e-07,4.3593281873199885e-08
2012,8.497014505337575e-07,4.255315744217114e-08
2013,9.499759698883281e-07,6.861247925371572e-08
2014,1.0807736998685868e-06,2.4902620410216514e-08
2015,9.504675517746364e-07,2.8150507702662253e-08
2016,9.90721900961944e-07,3.210577048662344e-08
2017,7.358162861237361e-07,2.5407674186794793e-08
2018,7.279735996235104e-07,2.6330960523068825e-08
2019,8.27540418413264e-07,2.244869179435227e-08
