year,en_ADP audace_NOUN,en_ADP godasses_NOUN
1800,1.9493819536364754e-07,0.0
1801,9.048493865293494e-08,0.0
1802,1.1636768704192946e-07,0.0
1803,1.0336798084153997e-07,0.0
1804,8.898663272915996e-08,0.0
1805,1.02343598484822e-07,0.0
1806,7.204172902675055e-08,0.0
1807,2.8469550272802735e-08,0.0
1808,6.345007363961486e-08,0.0
1809,1.603911670144953e-07,0.0
1810,1.263668458761913e-07,0.0
1811,1.1281845502253418e-07,0.0
1812,4.000812481308458e-08,0.0
1813,1.2078115219082974e-07,0.0
1814,1.5104049566616595e-07,0.0
1815,1.3216394734172354e-07,0.0
1816,5.3304887615013286e-08,0.0
1817,7.472992147317115e-08,0.0
1818,1.1563542301473717e-07,0.0
1819,4.4509513630330844e-08,0.0
1820,1.234114090920002e-07,0.0
1821,1.57783817011925e-07,0.0
1822,9.42407893944619e-08,0.0
1823,1.6009953185402992e-07,0.0
1824,1.473694766218614e-07,0.0
1825,9.421824098687637e-08,0.0
1826,1.1978858083239174e-07,0.0
1827,1.2996355280847638e-07,0.0
1828,1.403362119845042e-07,0.0
1829,1.1659519705276011e-07,0.0
1830,1.231546633562175e-07,0.0
1831,1.153749238369528e-07,0.0
1832,7.441482807735156e-08,0.0
1833,1.656458863408261e-07,0.0
1834,1.1481472750318744e-07,0.0
1835,1.6260639057463777e-07,0.0
1836,1.2298972218438564e-07,0.0
1837,1.4194098141295797e-07,0.0
1838,1.5275432319050708e-07,0.0
1839,9.648235987924636e-08,0.0
1840,1.5414647264178072e-07,0.0
1841,6.998397594770722e-08,0.0
1842,1.3953191224658212e-07,0.0
1843,1.157754578873238e-07,0.0
1844,1.3446975799524807e-07,0.0
1845,1.3727360492765683e-07,0.0
1846,1.0772282310611558e-07,0.0
1847,1.5047093882003537e-07,0.0
1848,1.407913856610321e-07,0.0
1849,1.3658446107456257e-07,0.0
1850,1.1473403560557927e-07,0.0
1851,1.257640604990229e-07,0.0
1852,1.0026239749549859e-07,0.0
1853,9.196774852782141e-08,0.0
1854,8.261106609896984e-08,0.0
1855,1.1993677517807555e-07,0.0
1856,9.681343726697378e-08,0.0
1857,9.372497467019514e-08,0.0
1858,7.732008167060656e-08,0.0
1859,9.165911740716126e-08,0.0
1860,1.263302797371857e-07,0.0
1861,1.16484303369635e-07,0.0
1862,8.900433123848472e-08,0.0
1863,9.289994551409109e-08,0.0
1864,1.0788137527750763e-07,0.0
1865,1.1061084026486867e-07,0.0
1866,7.20110691077025e-08,0.0
1867,6.648351558169452e-08,0.0
1868,6.471235280969267e-08,0.0
1869,8.985674959660628e-08,0.0
1870,1.0665331018344659e-07,0.0
1871,6.478918224139818e-08,0.0
1872,5.6844989160254045e-08,0.0
1873,8.440266102693883e-08,0.0
1874,8.065722312267098e-08,0.0
1875,8.811151519516613e-08,0.0
1876,8.766721748543205e-08,0.0
1877,6.98884221606022e-08,0.0
1878,7.911205995858595e-08,0.0
1879,5.254019797007459e-08,0.0
1880,7.444701966008438e-08,0.0
1881,6.414706860136121e-08,0.0
1882,7.72024664197346e-08,0.0
1883,5.8137917591238875e-08,0.0
1884,8.054070566032578e-08,0.0
1885,5.607703112975315e-08,0.0
1886,5.808117364836107e-08,0.0
1887,6.333056989937802e-08,0.0
1888,8.17939271868795e-08,0.0
1889,1.0838686392844465e-07,0.0
1890,4.4569826940232815e-08,0.0
1891,5.5455714687013824e-08,0.0
1892,4.576013878931917e-08,0.0
1893,8.498614795238169e-08,0.0
1894,8.885170643679885e-08,0.0
1895,6.018614584490933e-08,0.0
1896,5.248355705589347e-08,0.0
1897,6.933789364893528e-08,0.0
1898,5.8846890027552945e-08,0.0
1899,4.8089930260175606e-08,0.0
1900,6.800279916951979e-08,0.0
1901,5.309301798206434e-08,0.0
1902,6.383368855722438e-08,0.0
1903,5.508224631967096e-08,0.0
1904,4.6759240035498806e-08,0.0
1905,7.637923715719808e-08,0.0
1906,4.218231453023691e-08,0.0
1907,5.1942716794428634e-08,0.0
1908,5.058730678797474e-08,0.0
1909,6.821219500352527e-08,0.0
1910,8.069667245536039e-08,0.0
1911,5.320374263373395e-08,0.0
1912,7.397378176676739e-08,0.0
1913,5.037840100641233e-08,0.0
1914,7.366418230958516e-08,0.0
1915,4.947920118070215e-08,0.0
1916,7.1418504887788e-08,0.0
1917,6.360526327853222e-08,1.0966424435210342e-09
1918,4.709414369585829e-08,0.0
1919,5.340552178267899e-08,0.0
1920,5.7548960707975994e-08,0.0
1921,6.28538003866197e-08,7.572747429129834e-10
