year,un_DET os_NOUN,un_DET gosse_NOUN
1908,1.0549663258530018e-06,5.942780934020675e-08
1909,1.109548435351826e-06,6.931238960561359e-08
1910,1.0105788916803249e-06,8.657523908883746e-08
1911,1.2369870248107873e-06,7.076097330305231e-08
1912,1.0616800381058056e-06,7.293189518975396e-08
1913,1.225520946945835e-06,9.121142485746248e-08
1914,1.1290709984734804e-06,8.839701415297441e-08
1915,1.2240211439973336e-06,2.0380718179779933e-07
1916,1.0954500169191306e-06,1.7470064861413448e-07
1917,1.2348193578759492e-06,1.6997958418585313e-07
1918,1.173907634210991e-06,1.9067384826598754e-07
1919,9.226264054973399e-07,1.6482048703636565e-07
1920,1.1888404358728621e-06,1.476585254067686e-07
1921,1.1283393366312566e-06,1.5296950195420322e-07
1922,1.2217861034002908e-06,1.7780824723701016e-07
1923,9.671128928800954e-07,1.7197836221782836e-07
1924,9.53980235252061e-07,2.1915761116986232e-07
1925,1.1295128494737128e-06,1.506750351154551e-07
1926,1.2962959345941272e-06,1.7610899494258092e-07
1927,1.1505999992778015e-06,1.7838759625021794e-07
1928,1.092329558360916e-06,2.582285389962635e-07
1929,1.0260313878518446e-06,2.1278176376426927e-07
1930,9.957416011729947e-07,2.1217278600715872e-07
1931,1.0903520966110136e-06,1.9503159265354952e-07
1932,9.940300085276021e-07,1.863121248391053e-07
1933,1.0208889449359049e-06,1.8238352694766036e-07
1934,1.0016601343920684e-06,2.2405554744864276e-07
1935,1.0364534084317256e-06,2.668927407967203e-07
1936,9.032912444695285e-07,3.334296572177209e-07
1937,9.946983823283517e-07,2.7196816176910943e-07
1938,1.0800023133583636e-06,2.2948429201363751e-07
1939,1.0048190972611337e-06,3.0435161768593844e-07
1940,8.292010225119384e-07,1.8004058865983552e-07
1941,1.183552537753485e-06,3.807438204717073e-07
1942,9.709477595265525e-07,2.791474784658021e-07
1943,1.1932296963834688e-06,4.4129176401952463e-07
1944,1.1021228729646282e-06,4.048614492546676e-07
1945,8.975436784908197e-07,7.907969461484754e-07
1946,1.0371223186922407e-06,5.276098562490006e-07
1947,1.0454603476262037e-06,5.412075516630921e-07
1948,1.7547226391911863e-06,4.859733735429472e-07
1949,7.686717733434989e-07,4.496189731639788e-07
1950,1.2305113692434588e-06,5.094338035860346e-07
1951,1.2260612010095429e-06,5.735834278652874e-07
1952,1.5237241939303203e-06,4.639713573340032e-07
1953,1.0978530511351892e-06,4.5142337157244583e-07
1954,9.479360176811724e-07,5.560573015372938e-07
1955,1.3393262321415023e-06,5.612593270143407e-07
1956,1.1415974157102937e-06,5.511761429488615e-07
1957,1.036349909000478e-06,5.009466477190472e-07
1958,9.959781088753061e-07,5.418319233285729e-07
1959,9.192387171452765e-07,4.89847256091025e-07
1960,9.44693745452696e-07,5.301358356746277e-07
1961,9.247999948058805e-07,4.384288558867411e-07
1962,8.885081150822316e-07,5.295533682669884e-07
1963,8.418801282772392e-07,4.2805272926216276e-07
1964,9.071197020205091e-07,4.356121330317819e-07
1965,7.852382086781518e-07,4.1204487644108667e-07
1966,9.355497319063488e-07,4.187540625366637e-07
1967,9.998720891246649e-07,4.4816751199050486e-07
1968,8.906477795278533e-07,4.401587432312226e-07
1969,9.22885160292708e-07,4.0512478705068133e-07
1970,7.827030170659555e-07,3.476636045718351e-07
1971,8.015899979341157e-07,4.295700364309596e-07
1972,7.808083388738396e-07,3.7809183339732044e-07
1973,8.093383261353893e-07,4.454668740550005e-07
1974,8.337097305854968e-07,3.7522563189895664e-07
1975,7.864708422289368e-07,3.8552490266852146e-07
1976,7.570422937419607e-07,4.6393836683478185e-07
1977,7.193181126297077e-07,4.5368756929065057e-07
1978,7.835640154496559e-07,5.180195792320319e-07
1979,8.134243181245893e-07,4.851285844154063e-07
1980,8.402652653671794e-07,4.394621484493655e-07
1981,8.204237982312179e-07,4.908626394239946e-07
1982,6.82204504443007e-07,4.798399402261566e-07
1983,7.887829909236643e-07,4.768063526228161e-07
1984,8.576733563359085e-07,4.534824782354008e-07
1985,8.054831965864651e-07,4.493621830192751e-07
1986,7.696919048783002e-07,4.6097593653371405e-07
1987,6.954109803558595e-07,4.069803942741146e-07
1988,8.359195895479843e-07,4.215577398269943e-07
1989,6.87112919450783e-07,4.824059303132344e-07
1990,7.333883935700669e-07,4.4297531687220726e-07
1991,7.016173952933968e-07,4.61297307907671e-07
1992,7.642292434439923e-07,4.7550818393915506e-07
1993,7.029254032175913e-07,4.259650374649482e-07
1994,7.696117982902706e-07,4.320164883608868e-07
1995,6.68045933238659e-07,4.207821930890532e-07
1996,8.263366737537581e-07,3.9715404653861697e-07
1997,7.08205906363446e-07,4.3010204109350525e-07
1998,6.465583464176916e-07,4.5487951894074286e-07
1999,8.326906311140192e-07,3.8526796330984325e-07
2000,7.196973363932102e-07,4.104351383205085e-07
2001,7.066894731622142e-07,3.737173557283313e-07
2002,8.219171423462512e-07,3.842331324221959e-07
2003,7.762977567438156e-07,3.8460699158804346e-07
2004,8.18410239133982e-07,4.6999122815805094e-07
2005,8.791319210388338e-07,4.0623821462304477e-07
2006,9.314667117621411e-07,5.085594096954082e-07
2007,9.670634817382506e-07,5.791995398851668e-07
2008,1.0136963517481945e-06,5.832692409057927e-07
2009,9.994131247026417e-07,6.804210954669543e-07
2010,1.1748073021067285e-06,9.338939079839292e-07
2011,1.6125689654700182e-06,1.0347667824817108e-06
2012,1.6299561913513116e-06,1.3422968834220228e-06
2013,1.4308211149227645e-06,1.2972220559959169e-06
2014,1.4720696199788108e-06,1.5664830073092162e-06
2015,1.6010324372928153e-06,1.3217438521451186e-06
2016,1.382412335715344e-06,1.1812852633852344e-06
2017,1.368744165120006e-06,1.5858413959790596e-06
2018,1.5349400968034388e-06,1.5078347317398766e-06
2019,1.4487059374346245e-06,1.367584509637254e-06
