year,un_DET amas_NOUN,un_DET gamma_NOUN
1899,2.197212495502754e-06,3.8693048765026106e-09
1900,2.410205897973583e-06,3.114631885736685e-09
1901,2.2662336505163694e-06,3.912117296778206e-09
1902,1.88947728219091e-06,1.9641135384773634e-09
1903,2.0758447725199858e-06,4.320176216765503e-09
1904,2.2487431650120016e-06,5.374625189347171e-10
1905,2.1876456628433516e-06,2.5803795211665204e-09
1906,2.320027320479312e-06,0.0
1907,2.138908509863313e-06,4.114274698707732e-09
1908,2.0740795356744e-06,1.964555629285769e-09
1909,2.0799219626610466e-06,5.500983557560346e-10
1910,2.2760738431770733e-06,6.412980813053082e-09
1911,1.948853075361967e-06,2.128149656499545e-09
1912,2.012399388462427e-06,1.5628263128064646e-09
1913,2.1196049537763884e-06,0.0
1914,1.969512357646863e-06,6.696743715117748e-10
1915,1.7164570635941345e-06,4.712304768617059e-09
1916,1.862374801930855e-06,0.0
1917,1.880741741899783e-06,0.0
1918,1.8837656909909128e-06,4.594550517822427e-09
1919,1.948380692340379e-06,1.9336480860943084e-08
1920,1.9748380566397827e-06,7.572231730534895e-09
1921,1.7826247962204889e-06,6.815472630705699e-09
1922,1.9145742200521454e-06,7.377935595798135e-09
1923,1.9321025632734745e-06,4.246379248229459e-09
1924,1.9492136402732285e-06,6.445812328337297e-09
1925,2.112750024707566e-06,7.698724768800957e-09
1926,1.7945283019571434e-06,1.114613823460786e-08
1927,1.8240131822722105e-06,0.0
1928,2.133241970625477e-06,1.9424270192303084e-08
1929,1.7880352523036436e-06,8.912325100141061e-09
1930,1.838130657461079e-06,3.36115324461872e-08
1931,1.9571591192146798e-06,2.737285598186645e-08
1932,1.5913247253251939e-06,1.9727165678773417e-08
1933,1.7481289731335892e-06,1.7205993074753678e-08
1934,1.7217530690061267e-06,1.0783422155213884e-08
1935,1.7198424195896678e-06,1.4361940969820353e-08
1936,1.7241344067997488e-06,3.152425653851765e-08
1937,1.6166995386868166e-06,1.3850230295986421e-08
1938,1.9175552061767576e-06,1.944782235252518e-08
1939,1.9025798536631555e-06,1.5294050470515685e-08
1940,1.977910692119167e-06,3.296517903095264e-08
1941,1.8889616910655604e-06,2.066051907334554e-08
1942,1.76591120748526e-06,3.034211770724937e-08
1943,1.663553739206236e-06,0.0
1944,1.6290854212286376e-06,4.819779242382083e-08
1945,1.540202354988196e-06,8.714016175304096e-09
1946,1.4450105680907654e-06,3.062642850437669e-08
1947,1.4710354641067624e-06,2.3841742802233057e-08
1948,1.805820545541792e-06,3.370285384107774e-08
1949,1.3802713763055863e-06,2.7487623399657934e-08
1950,1.5442545162613897e-06,2.658840370095561e-08
1951,1.5341756878228807e-06,2.2388943254902927e-08
1952,1.399295438631043e-06,2.5307528517259925e-08
1953,1.5223418543541811e-06,5.171437322815109e-08
1954,1.4658804161626904e-06,3.713563656582153e-08
1955,1.4829260024384894e-06,4.1296674080371076e-08
1956,1.3761960921954142e-06,4.273359266449006e-08
1957,1.4957718583730184e-06,2.473810634118223e-08
1958,1.4575693505491927e-06,3.4743422361316334e-08
1959,1.2432198985834475e-06,4.572941247893425e-08
1960,1.3813983912314143e-06,4.7753749621293196e-08
1961,1.389631876236308e-06,6.392306506342038e-08
1962,1.5138250120116936e-06,5.136984865261596e-08
1963,1.3507585236993691e-06,2.909723839650269e-08
1964,1.3074447622329899e-06,2.3119079761713124e-08
1965,1.3390090600751137e-06,2.7360216980909513e-08
1966,1.3559655442918483e-06,2.1048484066810147e-08
1967,1.2212441404813035e-06,2.1693477236794934e-08
1968,1.3514670058611955e-06,2.6948495657208582e-08
1969,1.216282772276145e-06,1.680450434360381e-08
1970,1.073802337714369e-06,2.345349825461085e-08
1971,1.1926220224722783e-06,2.363662776616593e-08
1972,1.0711746121216947e-06,1.2825366990654175e-08
1973,1.155016217779803e-06,2.0398854216896467e-08
1974,9.557846425423122e-07,1.9126942862879304e-08
1975,9.201194508534627e-07,1.6563292071225533e-08
1976,9.387324766407801e-07,1.0855701060297207e-08
1977,8.997353138084918e-07,2.7620874532008344e-08
1978,9.493064965226949e-07,1.128712323605896e-08
1979,9.731831553949633e-07,9.948355028654987e-09
1980,1.0352659103318729e-06,1.7055451329017757e-08
1981,1.0108228387650797e-06,8.855769451088236e-09
1982,9.925796540244392e-07,1.551875572491923e-08
1983,9.599280659244869e-07,1.263063198475578e-08
1984,9.927902553386048e-07,4.639206796497319e-09
1985,9.817390633770628e-07,9.62489254963117e-09
1986,9.806978304993663e-07,1.0190625343575732e-08
1987,9.771196260999204e-07,1.099947066762752e-08
1988,8.898885646146937e-07,1.1993107729146857e-08
1989,9.329807468816398e-07,1.15250561316671e-08
1990,9.088349877117707e-07,1.961514284332111e-08
1991,8.10054480382405e-07,6.4476117778156095e-09
1992,9.135487601952264e-07,2.699872686529048e-08
1993,9.78777972449052e-07,1.2740177357528637e-08
1994,8.492631557999175e-07,1.1077345707377617e-08
1995,8.811482530290959e-07,2.0605312289756483e-08
1996,7.900376672864695e-07,4.270473530354479e-09
1997,8.798631405682045e-07,8.151320840532605e-09
1998,8.139196499001855e-07,9.059445305048541e-09
1999,9.103840596935697e-07,1.1882523076600648e-08
2000,8.553309100989281e-07,6.627047133278552e-09
2001,8.495169829814131e-07,1.2267392601739147e-08
2002,8.801874002983823e-07,9.200565365130586e-09
2003,9.033888730414219e-07,1.0833999863901767e-08
2004,9.109108454197212e-07,7.928624201625212e-09
2005,8.741778128040778e-07,9.908248888024218e-09
2006,8.565211011557494e-07,1.4412614712799865e-08
2007,8.923666925397811e-07,1.118454290294224e-08
2008,9.634585893536496e-07,1.064359897440248e-08
2009,1.061876428565256e-06,2.47946008169464e-08
2010,1.0586019847380612e-06,2.5036102968556406e-08
2011,1.2317013258211773e-06,1.8355065023456518e-08
2012,1.4042542346714981e-06,1.6340412967164042e-08
2013,1.4768417173627313e-06,1.4782362944831817e-08
2014,1.5106145809795635e-06,1.0827226143428348e-08
2015,1.5844081246996211e-06,1.0861219257307653e-08
2016,1.7964732350606027e-06,9.528164313099552e-09
2017,1.412264246880568e-06,1.0565567309939183e-08
2018,1.6722741307262368e-06,1.2649186587054828e-08
2019,1.5714084895535052e-06,1.4030432982092833e-08
