year,en_ADP étés_NOUN,en_ADP gaieté_NOUN
1850,1.3577992064028876e-09,7.060555873295016e-08
1851,6.449438760824933e-10,1.1351012574323249e-07
1852,1.3021090872200602e-09,9.179868953879122e-08
1853,1.7915795513800958e-09,1.3436846302283811e-07
1854,1.0391328908454511e-09,1.1118721943148557e-07
1855,5.306937111981824e-10,1.2577440600125556e-07
1856,2.0708756931497874e-09,8.542362195385067e-08
1857,0.0,1.3863486003629077e-07
1858,1.4681028059904122e-09,1.370229227859454e-07
1859,1.5276520048956854e-09,1.7669842122813861e-07
1860,9.154367819341758e-10,1.4646988688582496e-07
1861,1.886385547766878e-09,1.5562680744096724e-07
1862,4.517986262886353e-10,1.48641746022804e-07
1863,2.9967726078439227e-09,1.3135853293988475e-07
1864,9.589456340108882e-09,1.5103393025128753e-07
1865,5.1775286835642476e-09,1.553258641706634e-07
1866,8.758102965078507e-09,1.746755060594296e-07
1867,2.426405742994575e-09,2.1449426412800676e-07
1868,2.9639245502366407e-09,1.5116015106286795e-07
1869,4.883519144627257e-10,2.080379175595226e-07
1870,3.4404292748035914e-09,1.4736505704604497e-07
1871,3.18635318130589e-09,1.8799484280407341e-07
1872,6.047339295989218e-10,1.7537283270030457e-07
1873,5.986004469882289e-10,1.1014248002538807e-07
1874,1.7923826867161097e-09,1.6310683292886097e-07
1875,4.005069165202713e-09,1.5104831163625931e-07
1876,3.02300739996042e-09,1.469181540869613e-07
1877,6.184815992682502e-10,1.6760851906383323e-07
1878,0.0,1.3769121665063722e-07
1879,6.10932526790009e-10,1.6372992206470371e-07
1880,1.9253538763308597e-09,1.2643157276670536e-07
1881,7.669758217421219e-09,1.9383571725484217e-07
1882,2.6621540527571597e-09,1.8568525206319464e-07
1883,5.0554711528150165e-09,1.8389276590369263e-07
1884,4.621187876807653e-09,1.7956615749881166e-07
1885,3.2228178459270396e-09,2.043266533746646e-07
1886,6.453463874400711e-10,1.4972036410654255e-07
1887,2.6115698492645834e-09,2.0631401298487617e-07
1888,0.0,1.6675816993938497e-07
1889,4.38559560889118e-09,1.8168896076531382e-07
1890,6.554386478008212e-10,1.2191158305085992e-07
1891,1.2748440081367107e-09,1.6381746092974936e-07
1892,0.0,1.585933659953298e-07
1893,1.2316833108982905e-09,1.2255249259851553e-07
1894,1.2603078580752936e-09,1.8841602411612257e-07
1895,3.0093072478365457e-09,1.6009514069992292e-07
1896,2.3588115349859606e-09,1.9106373372324015e-07
1897,1.7480140668268973e-09,1.3459708725349628e-07
1898,0.0,1.3862970149602916e-07
1899,0.0,1.3984772806452384e-07
1900,5.191053142894475e-10,1.4067754250390863e-07
1901,0.0,1.2909987390230526e-07
1902,0.0,1.4976365037000505e-07
1903,2.7001101354784396e-09,9.774398535000728e-08
1904,1.0749250378694342e-09,1.1985413550519297e-07
1905,1.0321518084666081e-09,1.1353670004154992e-07
1906,1.5432553013283723e-09,1.198594929974206e-07
1907,1.5428529565042481e-09,1.352567835510854e-07
1908,2.9468334439286537e-09,1.3899230566494225e-07
1909,1.1001967115120692e-09,1.2762281187406188e-07
1910,1.068830135508847e-09,1.330693493173385e-07
1911,5.320374141248863e-10,1.3939380494321085e-07
1912,5.209421227725386e-10,1.0575124775868971e-07
1913,1.060597942803554e-09,1.4158982253320573e-07
1914,2.6786975415582504e-09,1.151839938984267e-07
1915,0.0,8.128725426104211e-08
1916,1.0987462051303964e-09,9.55909200683891e-08
1917,2.1932848870420685e-09,9.650453591802943e-08
1918,2.2972752589112133e-09,1.2175559049865115e-07
1919,0.0,1.0036554698444888e-07
1920,0.0,1.2721349662569992e-07
1921,0.0,1.3100853379910404e-07
1922,0.0,1.4755870836324902e-07
1923,0.0,1.1465223792583856e-07
1924,3.867487219366694e-09,1.3922954167355783e-07
1925,0.0,1.2647905123230885e-07
1926,1.1146138456652466e-09,1.370975013514908e-07
1927,0.0,1.583189970233434e-07
1928,2.2852082448565625e-09,1.1197520422001617e-07
1929,1.1140406375176326e-09,9.803557787790851e-08
1930,0.0,1.4810080983806984e-07
1931,0.0,1.1291302826066385e-07
1932,1.0959536611565568e-09,9.973178549671502e-08
1933,0.0,6.079451253526713e-08
1934,0.0,8.98618495170922e-08
1935,4.787313656606784e-09,8.018750463634206e-08
1936,0.0,8.48730010716281e-08
1937,3.777335333410292e-09,8.561960385122802e-08
1938,0.0,5.963998717106733e-08
1939,1.5294050470515685e-09,6.117620188206274e-08
1940,2.5357829169792012e-09,2.7893612752905028e-08
1941,0.0,4.427253941230447e-08
1942,0.0,4.8547388331598995e-08
1943,0.0,7.548411673496958e-08
1944,3.2131861615880553e-09,4.819779064746399e-08
1945,2.178504043826024e-09,3.921307367704685e-08
1946,2.7842208538686464e-09,6.821341003160342e-08
1947,9.53669698766646e-09,8.821444197337769e-08
1948,0.0,7.284165093324191e-08
1949,1.9634016634739737e-09,4.810334175431308e-08
1950,0.0,4.5732054587688253e-08
1951,0.0,4.691016641800161e-08
1952,0.0,7.170466886918803e-08
1953,1.0773827385790469e-09,5.602390373837807e-08
1954,0.0,5.765796373680132e-08
1955,1.8771215692936494e-09,6.569925403709931e-08
1956,5.232684952005684e-09,7.500181453679033e-08
1957,1.7670075402875796e-09,7.598132611974506e-08
1958,8.272243445794913e-10,6.204182767532984e-08
1959,7.750747821333448e-10,6.975673016995643e-08
1960,6.920833350854139e-10,6.574791910907152e-08
1961,6.948159270159238e-10,8.893643865803824e-08
1962,6.341956404476434e-10,5.390662849436012e-08
1963,6.466053248388448e-10,5.948768944108451e-08
1964,6.083968440151466e-09,7.969998705448234e-08
1965,3.830430472806512e-09,5.8003660541317004e-08
1966,1.6617224263271169e-09,9.41642710472479e-08
1967,3.9442684118817795e-09,6.360132687177611e-08
1968,1.3474247273492779e-09,8.623518255035378e-08
1969,1.3625273131978588e-09,5.0867686951505675e-08
1970,2.7592350626548523e-09,7.449934713577022e-08
1971,3.596878239697787e-09,8.221435621180717e-08
1972,5.130146862875051e-10,7.541316193737657e-08
1973,0.0,4.134902908958793e-08
1974,5.625571675160757e-10,3.8816445169231883e-08
1975,2.2845920710778955e-09,3.0270843609514486e-08
1976,0.0,4.57082158789035e-08
1977,2.938390863960194e-09,3.761140376923322e-08
1978,2.3762365408686037e-09,5.762373689321976e-08
1979,5.851973350345929e-10,4.7400984470868934e-08
1980,3.411090521154847e-09,4.207011627954671e-08
1981,1.8976649140967083e-09,5.123695245856652e-08
1982,6.207502289967692e-10,3.786576385778062e-08
1983,0.0,4.0418022706489865e-08
1984,5.799008495621649e-10,5.161117400120929e-08
1985,6.015558051686298e-10,3.9702683807263384e-08
1986,1.7983456945813714e-09,3.7765257587807355e-08
1987,2.4443267410134695e-09,3.849814689260711e-08
1988,0.0,3.2381390013824785e-08
1989,0.0,4.610022585893603e-08
1990,2.724325487424295e-09,3.705082818328265e-08
1991,0.0,3.341035181847474e-08
1992,2.2039776670368383e-09,3.195767561692264e-08
1993,1.1078414852150331e-09,4.09901339537555e-08
1994,5.274926606624319e-10,4.008944287647864e-08
1995,2.1689803286761844e-09,4.175286960617086e-08
1996,1.6014276571496566e-09,4.217092808289635e-08
1997,0.0,3.5961708277909565e-08
1998,3.337690568372409e-09,3.766822231909828e-08
1999,1.8280804647829996e-09,3.8846710737061585e-08
2000,8.836062992401139e-10,4.0204085394179856e-08
2001,4.3812117822561447e-10,4.556460098115167e-08
2002,1.752488598683044e-09,3.5926017716292336e-08
2003,4.1669229178253886e-10,4.208592230270369e-08
2004,2.2023955992267474e-09,4.3166952679030146e-08
2005,0.0,3.422849559342467e-08
2006,1.6471559116659762e-09,3.87081655617294e-08
2007,0.0,3.07574907765229e-08
2008,0.0,4.12971665753048e-08
2009,1.430457752249481e-09,4.196009228962794e-08
2010,4.723793023408973e-10,3.7317963830219014e-08
2011,1.911985902935953e-09,4.7799648683621854e-08
2012,1.0212758416727752e-09,6.399994845196488e-08
2013,2.789125042035323e-10,8.451048927327065e-08
2014,1.0827225921383743e-09,9.376377363423671e-08
2015,0.0,1.3565441747687146e-07
2016,8.285360175719347e-10,1.518292265245691e-07
2017,1.509366853724714e-09,4.955754207003338e-08
2018,5.162933414126769e-10,8.67372804691513e-08
2019,2.55098775436835e-10,1.1785563458488468e-07
