year,en_ADP arts_NOUN,en_ADP gare_NOUN
1800,5.345079756580162e-08,2.2009151834367913e-08
1801,6.42919282256571e-08,7.143547975374531e-09
1802,9.398928568771225e-08,0.0
1803,7.80135707145746e-08,7.801356893821776e-09
1804,6.921182560404304e-08,2.4718509905596875e-08
1805,2.558589917711629e-08,0.0
1806,4.8988375134229045e-08,2.881669125542885e-09
1807,4.27043254092041e-08,4.555128185756985e-08
1808,4.5321479902327155e-09,6.798221985349073e-09
1809,1.581321384946932e-08,0.0
1810,5.616304221689461e-08,4.680253518074551e-09
1811,3.7606150637969904e-08,2.5070767684098882e-09
1812,5.06769564090348e-08,0.0
1813,4.3136123117903935e-08,3.4508900625951355e-08
1814,9.440030979135372e-09,3.1466771410748606e-09
1815,2.6972236000233352e-08,1.0788894222457657e-08
1816,8.57513455798653e-08,2.3176038865813098e-09
1817,2.1796228488746294e-08,1.2454987263765815e-08
1818,4.4108355412575406e-08,3.5763532135746345e-09
1819,9.212434237682032e-08,1.449147024601416e-08
1820,3.44127952800477e-08,8.306536791735653e-09
1821,7.001656854299654e-08,2.9584463767662328e-09
1822,3.308453244699194e-08,2.0051231786055723e-09
1823,6.32491954366543e-08,9.882686669016039e-09
1824,3.1158117863583357e-08,2.5263338088166165e-09
1825,4.3146671568905504e-08,1.4969252504215547e-08
1826,8.807984186454121e-08,2.642395191543301e-09
1827,3.686909327837995e-08,1.935627302884768e-08
1828,3.3937512911030865e-08,3.668920500743411e-09
1829,3.686465693819585e-08,2.8291481157793896e-08
1830,3.131050774207722e-08,0.0
1831,3.741889442743229e-08,2.0268567268999504e-08
1832,5.276688019861808e-08,1.488296597074168e-08
1833,4.51761508202253e-08,1.1583628278799551e-08
1834,2.4269779741459274e-08,2.333632664885954e-08
1835,3.932805725526123e-08,2.2689263801112247e-09
1836,6.922372786100084e-08,1.8818100855355624e-08
1837,3.89641890974346e-08,4.174734336004349e-09
1838,4.102905393210676e-08,1.0730675015224733e-08
1839,2.8665047335785232e-08,7.690622361167243e-09
1840,5.8601136720959346e-08,9.554533164646273e-09
1841,3.2102741354123054e-08,5.778493683550323e-09
1842,4.9641161403712886e-08,1.2074877098200432e-08
1843,4.075768533784441e-08,1.1223130869097986e-08
1844,5.1592476069117765e-08,7.683985892015244e-09
1845,1.3392547348889394e-08,7.812318791877715e-09
1846,3.981060747726417e-08,9.952652035849496e-09
1847,1.5101026207275936e-08,3.020205241455187e-08
1848,2.735375304041554e-08,1.4642303369782894e-07
1849,3.26797175986826e-08,2.513824526317876e-08
1850,3.6660578572877967e-08,3.6660580349234806e-08
1851,2.3217978650791338e-08,2.257303499675345e-08
1852,4.9480144648228475e-08,9.505396292297519e-08
1853,2.926246556178569e-08,7.226037723739864e-08
1854,4.0006617019194834e-08,5.455447649183043e-08
1855,1.0083180512765466e-08,1.204674724419874e-07
1856,2.0708756043319454e-08,1.5013848242428907e-07
1857,1.3668224996266076e-08,1.586490521732209e-07
1858,4.8447393652395476e-08,1.8595968309664812e-07
1859,3.5645212559387573e-08,3.661272649502223e-07
1860,3.249800525906288e-08,2.0917730514380395e-07
1861,3.301174633651982e-08,3.810498609979618e-07
1862,5.0149648683772696e-08,2.5300724371124517e-07
1863,3.9457503930862003e-08,3.526202276837864e-07
1864,1.726102105692462e-08,5.839978555188807e-07
1865,3.4830647810402127e-08,3.323032010671412e-07
1866,2.7733993435141713e-08,4.967790617205203e-07
1867,1.5043715606566366e-08,5.32353428894794e-07
1868,1.778354707937524e-08,5.690734834473687e-07
1869,1.12320943657096e-08,5.537910598985007e-07
1870,2.5803219116937726e-08,6.748975671655444e-07
1871,1.1683294776076991e-08,1.2118763286217415e-06
1872,1.8746751706544273e-08,1.2161199220983576e-06
1873,5.566984079274917e-08,9.661411031203215e-07
1874,2.031367180022059e-08,1.5946231437524716e-06
1875,1.3731665304828056e-08,1.098533189747286e-06
1876,6.16693476285235e-08,1.004847648866658e-06
1877,2.1028374708187414e-08,1.1194517048895847e-06
1878,2.5364172762110115e-08,1.2845141598716303e-06
1879,1.7717042943843353e-08,7.813827254121719e-07
1880,2.7596738449986447e-08,9.241698606388127e-07
1881,1.2550513517339823e-08,9.803345326631074e-07
1882,2.5290463057103807e-08,8.765142034405926e-07
1883,2.7805092117638708e-08,9.624352852455331e-07
1884,1.914492120391742e-08,1.027884250603961e-06
1885,3.931837805337679e-08,1.0429039059012268e-06
1886,4.130216729736347e-08,1.0596588246869487e-06
1887,4.178511875396751e-08,1.2039337238256564e-06
1888,2.1558089979833994e-08,1.1134119528577457e-06
1889,2.6940088715399213e-08,1.0481573718967852e-06
1890,4.194807196045147e-08,1.1463621709673077e-06
1891,5.0993758771156195e-08,1.4004161075220622e-06
1892,4.701384459515623e-08,1.4969207065007595e-06
1893,2.5249507429325746e-08,1.7668496656852994e-06
1894,2.9617235108858608e-08,1.4203669707057998e-06
1895,4.6343330728504384e-08,1.3475677613783432e-06
1896,5.071444997284402e-08,1.2873213917075077e-06
1897,2.4472196047398143e-08,1.6542039449340962e-06
1898,3.734514275599565e-08,1.5441650162983933e-06
1899,3.59292577911674e-08,1.3846584305809984e-06
1900,3.9971108201086736e-08,1.3294287128928772e-06
1901,3.297355899434251e-08,1.3815363146818527e-06
1902,3.731815834129293e-08,1.2079298734590793e-06
1903,4.104167294904926e-08,1.412697574920685e-06
1904,5.159640092955442e-08,1.4285753184850591e-06
1905,2.3223415412942927e-08,1.6117050209984995e-06
1906,5.452835516450705e-08,1.3374879337391121e-06
1907,2.2114226339020604e-08,1.4425675107787583e-06
1908,5.549869519505535e-08,1.4218471342530847e-06
1909,3.6306490647231016e-08,1.6684483217233037e-06
1910,3.42025641142385e-08,1.347794763795207e-06
1911,5.32037401912433e-08,1.6067530417274156e-06
1912,6.355493675780366e-08,1.7284859730182234e-06
1913,2.0681660051202755e-08,1.5919575453438028e-06
1914,5.0895253012051e-08,1.7210631462205583e-06
1915,1.8849218963445935e-08,3.280942280525778e-06
1916,4.944358011904626e-08,3.1841663954423893e-06
1917,3.728584374584898e-08,2.7416062096108362e-06
1918,6.776962369059447e-08,2.7751084701321815e-06
1919,2.1178050757519884e-08,1.9778458337782467e-06
1920,4.46761680983343e-08,1.7143533028729507e-06
1921,4.240738515903786e-08,1.5880051371652826e-06
1922,3.32007097370024e-08,1.8112831234873283e-06
1923,3.6094222277682775e-08,1.5562979527317111e-06
1924,2.707241186783449e-08,1.1666920229913558e-06
1925,3.849362140151413e-08,9.876363584737646e-07
1926,3.566764272822098e-08,1.2260751844905826e-06
1927,4.682674314970825e-08,9.65522877649505e-07
1928,3.8848539829494655e-08,1.3951196393691134e-06
1929,3.3421218015305953e-08,1.0393998977065166e-06
1930,5.566909955234678e-08,1.0041444937769484e-06
1931,2.3951248984133144e-08,1.6138579610469606e-06
1932,4.7126008873021874e-08,1.4652900262035473e-06
1933,5.850037565480193e-08,1.239978544731457e-06
1934,5.990790441501304e-08,1.1502316539235835e-06
1935,6.582556189016486e-08,8.545354575062447e-07
1936,5.698615890281644e-08,9.408778218755742e-07
1937,5.791914281516597e-08,8.901920374171368e-07
1938,3.889564470505036e-08,7.818024574390847e-07
1939,3.8235125288110794e-08,7.601142950619533e-07
1940,3.803674530900025e-08,1.0117773641127314e-06
1941,7.378756183840096e-08,9.680928503286168e-07
1942,5.158160121254696e-08,1.0953504343547138e-06
1943,2.6129116870166058e-08,1.111939120335137e-06
1944,3.855823393905666e-08,1.1085492417350906e-06
1945,2.6142048525912287e-08,1.3724575609330714e-06
1946,4.315542145860718e-08,1.3531313101111664e-06
1947,3.457052732969146e-08,1.1467877989446151e-06
1948,2.3918153901902883e-08,1.0317421974548324e-06
1949,5.203014352694879e-08,9.76792353668543e-07
1950,1.0103593162114066e-07,8.954974290986684e-07
1951,5.01085888338082e-08,1.3838499164364748e-06
1952,3.796129288691219e-08,8.562380635623867e-07
1953,5.279175385730639e-08,1.1247876141595725e-06
1954,3.811289239763482e-08,6.703959645193436e-07
1955,3.566531070475776e-08,1.0061371220615456e-06
1956,3.7500909488841216e-08,7.221105029486807e-07
1957,3.003912851795576e-08,9.179604418818599e-07
1958,4.880623505343351e-08,6.022193357324568e-07
1959,4.960478516835565e-08,8.223543517260623e-07
1960,7.543708591128961e-08,6.29795822604251e-07
1961,4.446822099435366e-08,7.142707492135969e-07
1962,5.77118033362467e-08,7.83231627110581e-07
1963,8.082566393952106e-08,6.330265946985492e-07
1964,7.848319272252269e-08,6.984395799491949e-07
1965,7.058936013493167e-08,7.310649916547618e-07
1966,6.979234279391733e-08,6.552725189123976e-07
1967,7.543413310662217e-08,6.907400393885155e-07
1968,7.051523109868896e-08,8.295644917666323e-07
1969,1.2626086995370933e-07,7.78003091284063e-07
1970,1.3106366436588246e-07,8.167335412423427e-07
1971,1.3051529534902073e-07,8.195743994576787e-07
1972,1.1132418914483466e-07,6.033052866172284e-07
1973,1.334195335322974e-07,1.005608323723095e-06
1974,1.5020276666888321e-07,6.970083035184871e-07
1975,1.1765649432504688e-07,7.122215937016563e-07
1976,1.2512623959182179e-07,5.679245660417109e-07
1977,1.569100801512846e-07,5.136307166253573e-07
1978,1.657425026113657e-07,6.974254205260877e-07
1979,2.0598946381955585e-07,6.560062395521982e-07
1980,2.0523393451377103e-07,7.220141462482843e-07
1981,1.5371085165805098e-07,8.748235202915566e-07
1982,3.1720337467788795e-07,7.175872784870307e-07
1983,2.1408921646592916e-07,8.936172157802957e-07
1984,2.696539020963229e-07,8.228793042519555e-07
1985,3.326603521536242e-07,8.012723142769573e-07
1986,4.5797868297725586e-07,7.385206099996822e-07
1987,2.7804215485538464e-07,6.691344225373541e-07
1988,4.17360150439805e-07,7.687581806692378e-07
1989,3.605696310415851e-07,8.693185371555501e-07
1990,3.639698877844211e-07,8.10759239300296e-07
1991,4.185086017738371e-07,7.45578356387e-07
1992,3.4051454278483106e-07,8.876519927980553e-07
1993,4.5975422180433156e-07,9.699152450082238e-07
1994,3.6502492362089356e-07,1.0697551680038941e-06
1995,5.232664950227672e-07,9.288658162631691e-07
1996,3.9501881499148794e-07,7.975109568292282e-07
1997,4.909971869082597e-07,9.000017158200535e-07
1998,3.4425893347123093e-07,1.0423130163417227e-06
1999,5.246590891738734e-07,1.0237250052114177e-06
2000,3.892285849182997e-07,9.392734803270741e-07
2001,6.361519561681739e-07,9.406461849437164e-07
2002,5.555388691291796e-07,7.636468808414065e-07
2003,4.6169506306981134e-07,9.888107896927067e-07
2004,3.9731216042171447e-07,1.035125890780364e-06
2005,5.17480829742567e-07,8.45353820722039e-07
2006,5.270899150477959e-07,9.306431110189806e-07
2007,4.841309169112407e-07,8.212650044470138e-07
2008,4.849223698144556e-07,9.660130722011218e-07
2009,4.0481954499682615e-07,1.0423268648196427e-06
2010,3.80265337884822e-07,1.1403236808149586e-06
2011,5.74360592808798e-07,1.1016862941914951e-06
2012,4.54808154914943e-07,1.236764983758576e-06
2013,3.7932100527271473e-07,1.1825890062766575e-06
2014,3.6596023633705954e-07,1.3339142022061878e-06
2015,3.6396168223706837e-07,1.1430878821272472e-06
2016,3.5005647902597303e-07,1.0806180910094554e-06
2017,4.857645619082973e-07,1.2004497360607047e-06
2018,4.0451583177558703e-07,1.2958962578579758e-06
2019,3.499955180119585e-07,1.1635055034986408e-06
