year,mon_DET âge_NOUN,mon_DET age_NOUN,mon_DET gage_NOUN
1830,2.44639440438732e-06,8.349468672008697e-09,3.757260813586072e-08
1831,2.7705573515390824e-06,3.430065276255334e-08,4.989185953263586e-08
1832,4.081991534121698e-06,1.3529969367098715e-08,1.352996914505411e-08
1833,3.577024386913763e-06,2.432561985177273e-08,4.170106393530659e-08
1834,2.588465342512336e-06,1.213489042584115e-08,3.640467127752345e-08
1835,2.2311109262318496e-06,1.4369867074037757e-08,7.411826175030001e-08
1836,2.1116597608283882e-06,3.9652425953828896e-08,4.1668651085124964e-08
1837,2.1124156646123993e-06,4.17473438041327e-08,4.87052354003481e-08
1838,1.8873364631133427e-06,2.3354999711955315e-08,4.418513199766494e-08
1839,1.9988627570910467e-06,1.11863602825224e-08,1.1186359927251033e-07
1840,1.705802672447021e-06,1.7835128207632778e-08,4.33138822586443e-08
1841,1.3213488330166001e-06,2.632424900284036e-08,2.632424944692957e-08
1842,1.561684129569585e-06,2.2808101185489704e-08,7.244926081284575e-08
1843,1.7195018173765675e-06,3.366939355098353e-08,6.320394707604038e-08
1844,1.2574293748457421e-06,1.6465683483346538e-08,1.9758820579696135e-08
1845,1.332558436928366e-06,2.5669048497878322e-08,7.812319069433471e-09
1846,1.8318734973377104e-06,1.8734404250153602e-08,3.8639708321852595e-08
1847,1.0932064853363954e-06,9.707802561820245e-09,2.7505440591824026e-08
1848,1.2116104315396115e-06,9.654266053260585e-09,2.4135664355995345e-08
1849,1.394334638860073e-06,1.256912218750017e-08,2.3462362719328667e-08
1850,1.3116340582541852e-06,1.968808849284187e-08,1.5614690873633208e-08
1851,1.2331327177150797e-06,1.4188764829725642e-08,1.9348316726564008e-08
1852,1.7181329106108478e-06,4.427170918752665e-08,3.645905466420629e-08
1853,1.7581366833496759e-06,1.5527023000672102e-08,1.4929829816878737e-08
1854,1.554023285166295e-06,4.000661635306102e-08,2.9615287833184567e-08
1855,1.8383230440122134e-06,1.4859423913549108e-08,2.9718847827098216e-08
1856,1.892262694980218e-06,5.746679948570588e-08,1.6049286344355096e-08
1857,2.0546272025967482e-06,4.295728045500269e-08,1.610898081594314e-08
1858,1.989768698251737e-06,4.4043083291533947e-08,2.5936482073163347e-08
1859,1.7746224472148242e-06,2.0877910733574367e-08,3.004382276294848e-08
1860,2.0052643350254584e-06,4.897586663998865e-08,2.7920821210614122e-08
1861,1.8213052399573826e-06,2.5937801240161207e-08,4.055728758389776e-08
1862,1.764273605431299e-06,2.801151532949575e-08,1.536115412648087e-08
1863,1.8939602526302224e-06,2.697095285997264e-08,4.7948359060967505e-08
1864,2.055979429371746e-06,4.938569864165743e-08,3.068625742397302e-08
1865,2.2357510616188847e-06,2.54169597035947e-08,1.6003271596787272e-08
1866,1.7423759963719476e-06,2.724743153326159e-08,1.946245237194333e-08
1867,1.6111334062429705e-06,3.494024269912188e-08,3.736664844211646e-08
1868,1.5777957749207872e-06,3.309715701504956e-08,1.8277534152844055e-08
1869,2.077449124726627e-06,3.7603096636473765e-08,9.181015769854639e-08
1870,1.6898241668172886e-06,3.956493710433051e-08,2.4656409802759072e-08
1871,1.4954617668649917e-06,3.611200205533294e-08,2.442870794538976e-08
1872,1.6593898664041262e-06,1.0885210732780592e-08,5.0192914602398275e-08
1873,1.4994940933377165e-06,2.0951014922943045e-08,3.7113228712470914e-08
1874,1.6967889884256238e-06,2.5093358058114745e-08,5.197910013521323e-08
1875,1.7610860680861151e-06,2.345826100036419e-08,2.1169650921137873e-08
1876,1.7702731582858178e-06,3.0230073777559596e-08,3.02300739996042e-08
1877,1.9142005953654007e-06,3.092407996341251e-08,3.525345060317875e-08
1878,1.4699141601681731e-06,4.408534870492531e-08,4.287752813914025e-08
1879,1.6409648040394131e-06,4.7652735979397676e-08,4.2154345569755947e-08
1880,1.9471745744681357e-06,4.5566707518318594e-08,1.9895323832841427e-08
1881,2.157991147555549e-06,4.741304993061135e-08,2.9284531688489324e-08
1882,2.636863698057823e-06,6.455723533527191e-08,2.5290463057103807e-08
1883,1.6455558302652662e-06,5.56101836801659e-08,2.2117686349076848e-08
1884,1.6200564303403553e-06,1.9805090900604227e-08,2.1125430293977843e-08
1885,1.2491641747658377e-06,3.867381315192375e-08,2.6427106281090573e-08
1886,1.348128549238936e-06,2.839524071429622e-08,9.680196200179125e-09
1887,1.4402807693159048e-06,3.460330083582264e-08,2.219834294159284e-08
1888,1.4202976785782084e-06,1.7119659689868172e-08,1.521747527988282e-08
1889,1.3175582367352945e-06,2.694008727210928e-08,1.9421923069806724e-08
1890,1.3705222237092585e-06,1.5075089176974643e-08,2.0974037617804697e-08
1891,1.399778739141766e-06,1.402328420052612e-08,8.92390783491237e-09
1892,1.3903560294181716e-06,1.1283322276511853e-08,9.402768341715273e-09
1893,1.3326813395053705e-06,8.621783287310336e-09,2.5865349195797194e-08
1894,1.4373810905965456e-06,2.8356926806694105e-08,9.452309157609307e-09
1895,1.405346509386618e-06,1.3842813118003505e-08,1.38428128959589e-08
1896,1.527330539374816e-06,3.833068745739965e-08,1.6511680911435178e-08
1897,1.238759249844179e-06,2.2141510958029187e-08,1.5149455023788505e-08
1898,1.1746744252860708e-06,1.5843393486036916e-08,7.921697076085366e-09
1899,1.4139545889690908e-06,2.2110313580014918e-08,1.9346524382513053e-08
1900,1.2105535702744419e-06,1.5054053559282465e-08,2.0245106813199243e-08
1901,1.1820182557187309e-06,1.7325090917452712e-08,2.6825947685438223e-08
1902,1.0606212939023862e-06,1.9150107499754654e-08,6.383369166584885e-09
1903,1.012541346767648e-06,1.5660638119641135e-08,4.860198021816586e-09
1904,1.112009964998606e-06,2.579820090886642e-08,1.3436562973367927e-08
1905,1.1704601305950746e-06,2.2707339675243077e-08,6.708986699521802e-09
1906,1.1476675716437512e-06,2.417766703510793e-08,9.773950537805831e-09
1907,1.286225106866823e-06,1.7485667747063616e-08,1.0285686968813934e-08
1908,1.3658573081443137e-06,2.7012640346768535e-08,8.840499887696751e-09
1909,1.4715131193554498e-06,3.2455801324271505e-08,1.6502950117569526e-08
1910,1.4477304297599858e-06,2.1911017777931363e-08,1.1222716089775986e-08
1911,1.4615068124612662e-06,2.553779676617296e-08,1.2236860968961594e-08
1912,1.6149206132354266e-06,2.656804792833256e-08,1.40654377034366e-08
1913,1.521427694939348e-06,3.6060329222653564e-08,1.0605979205990934e-08
1914,1.3406880832178558e-06,1.3393487319213193e-08,1.875088173619588e-08
1915,1.2770345554358187e-06,7.068456930880984e-09,1.4136913861761968e-08
1916,1.0635862714991617e-06,1.7579938837997133e-08,1.2086208034389756e-08
1917,1.189857038674802e-06,2.3029490314740997e-08,2.1932848870420685e-09
1918,1.1865426490231812e-06,3.331049214239101e-08,9.189101035644853e-09
1919,1.3756525607533376e-06,1.0128633265438225e-08,1.5653341733923298e-08
1920,1.4069206599742756e-06,1.590168663412328e-08,1.741613253614105e-08
1921,1.5296950088838912e-06,1.2116396219674641e-08,1.1359120755116692e-08
1922,1.8407948623178072e-06,2.729836129367058e-08,1.696925089333945e-08
1923,1.667765459956172e-06,2.0170301429089932e-08,1.3800733000834953e-08
1924,1.8473697416254709e-06,2.3204923871311678e-08,1.2891624656674594e-08
1925,1.8135995212276157e-06,1.9796720263087764e-08,2.74954441437103e-08
1926,1.8145913287526128e-06,3.0094574166028565e-08,2.1177662290483568e-08
1927,2.261062800101854e-06,2.7873062080630007e-08,2.4528294062520217e-08
1928,1.9504252364299646e-06,2.170947810409274e-08,7.655447609167254e-08
1929,1.8871848297408178e-06,2.0052731253272782e-08,1.893869061575515e-08
1930,1.670072979464976e-06,1.7856125911208665e-08,9.453243521306831e-09
1931,1.4747126400038724e-06,1.8248570654577634e-08,6.843213995466613e-09
1932,1.6154357460607116e-06,1.753525857850491e-08,5.4797681947604815e-09
1933,1.3351850434162316e-06,1.835305929454023e-08,1.605892663292252e-08
1934,1.3958540598935087e-06,2.156684431042777e-08,5.990790086229936e-09
1935,1.567845210104224e-06,1.795242621227544e-08,3.111753699158726e-08
1936,1.3955546620536552e-06,1.6974600391961303e-08,3.6374143697059935e-09
1937,1.3170309252075185e-06,1.510934177773038e-08,1.2591118370153254e-08
1938,1.4948891866595204e-06,1.6854778905894818e-08,2.463390735840676e-08
1939,1.2617592197727845e-06,3.976453122334078e-08,2.9058696782158222e-08
1940,1.4175027018836772e-06,2.7893612752905028e-08,1.2678914806940611e-08
1941,1.4049151886297295e-06,1.7709016475464523e-08,2.066051862925633e-08
1942,1.7355690857812078e-06,2.7307905492435225e-08,6.068423541449874e-09
1943,2.020651596268408e-06,2.6129117314255268e-08,4.354852856103264e-08
1944,1.8604348248629776e-06,1.6065930807940276e-08,6.4263723231761105e-09
1945,1.7929087938739485e-06,1.742803235060819e-08,1.3071024262956144e-08
1946,2.1187920538068283e-06,4.315542412314244e-08,1.6705325123211878e-08
1947,2.2363554919024864e-06,1.5497132688224724e-08,9.536696765621855e-09
1948,2.0058633296571315e-06,4.2400362998407104e-08,1.4133454406817236e-08
1949,1.7287751568062504e-06,3.82863331038763e-08,6.8719057111366055e-09
1950,1.982431438563026e-06,1.3825969702452312e-08,6.381216888229346e-09
1951,1.9083909137407318e-06,2.3455083653090014e-08,0.0
1952,1.8991191303996402e-06,4.007025411478793e-08,1.2653764258629963e-08
1953,1.8250864108892983e-06,1.6160741522774913e-08,3.2321482157371406e-09
1954,1.9857794271160856e-06,1.9545072227344917e-08,3.9090144454689835e-09
1955,1.7203818778455116e-06,1.5016972110259985e-08,1.8771215692936494e-08
1956,2.0346423568184946e-06,4.622204974324973e-08,1.2209598665435806e-08
1957,1.696327231570649e-06,1.2369053170591116e-08,5.301022731885041e-09
1958,1.9994011530855005e-06,1.8198935525237658e-08,9.099467845885556e-09
1959,2.081075763271656e-06,5.115493617591227e-08,1.007597205671118e-08
1960,2.1240038527992056e-06,1.73020835436688e-08,1.1765417085030094e-08
1961,2.1872804794043077e-06,3.682524274406518e-08,7.64297514166401e-09
1962,2.1029927594895526e-06,2.1562652163797935e-08,1.0781326054143392e-08
1963,1.9404625462016156e-06,1.1638895736076904e-08,1.1638895958121509e-08
1964,2.3490200788955917e-06,2.1293888763374014e-08,3.6503808864551957e-09
1965,1.8615892081186303e-06,1.461035579741754e-07,1.2038495533772675e-08
1966,1.905995656414916e-06,1.8278946800620588e-08,1.4401594028434772e-08
1967,2.0322843425901738e-06,3.5991449931493946e-08,4.240088674611897e-08
1968,2.018891386512678e-06,3.458390174237991e-08,1.0330256594581755e-08
1969,1.6527457162851533e-06,4.042164389317371e-08,2.8613074021244245e-08
1970,1.6357665337807248e-06,3.2191074472720516e-08,1.0577067222072856e-08
1971,1.7100586724438926e-06,3.185806429772953e-08,1.2332154186722732e-08
1972,1.5713639562875414e-06,2.308566127151579e-08,5.643161493651405e-09
1973,1.5117205336423467e-06,2.4258096475993085e-08,2.5912057166621594e-08
1974,1.3703892243199789e-06,2.812785870887069e-08,1.1813700295792984e-08
1975,1.4490025677105223e-06,2.056132863970106e-08,6.282628195464213e-09
1976,1.3821021340731932e-06,1.599787480266457e-08,3.5423866395767334e-08
1977,1.5085699072159287e-06,2.7033196348114075e-08,1.057820764316375e-08
1978,1.5623754912041932e-06,2.4950483568098036e-08,1.0693064211864112e-08
1979,1.7099466056436086e-06,5.442335304639556e-08,7.607565244427406e-09
1980,1.6242475631145226e-06,2.7857238071860024e-08,1.0801786132219604e-08
1981,1.6965123741385923e-06,2.846497348940602e-08,9.488323904349727e-09
1982,1.5469095302478308e-06,2.8554509756695268e-08,1.5518756057986138e-08
1983,1.5491470435335941e-06,2.336666971025636e-08,1.263063198475578e-08
1984,1.544275924914018e-06,2.203623239438457e-08,8.118611560803402e-09
1985,1.6019431008373886e-06,2.707001112156604e-08,3.0077789148208467e-09
1986,1.8037407194526622e-06,2.817408201183369e-08,1.8582904215413976e-08
1987,1.446430299978374e-06,2.3832186113459386e-08,7.332980445085013e-09
1988,1.6352602436597863e-06,2.15875938236465e-08,2.398621523624911e-09
1989,1.739734713623875e-06,3.0184671873101365e-08,1.0976243913773942e-08
1990,1.524532518004662e-06,2.506379520594848e-08,1.198703181159999e-08
1991,1.8035728501786252e-06,2.520430048003064e-08,1.2895223222564312e-08
1992,1.6254335726273439e-06,1.8733809670212764e-08,8.815910668147353e-09
1993,1.817967913098073e-06,2.6588195312093887e-08,1.0524494165053966e-08
1994,1.617292479494381e-06,1.635227198093503e-08,8.967375175750192e-09
1995,1.7178324469568906e-06,2.8738988522292175e-08,3.253470381991974e-09
1996,1.6227800578860752e-06,2.8825698050738424e-08,9.074756945892659e-09
1997,1.6417718633476852e-06,1.0548767415130555e-08,5.274383707565278e-09
1998,1.7856644021208012e-06,1.5734826330771057e-08,7.629006759657386e-09
1999,1.7275359986967942e-06,1.1882523187622951e-08,8.226361813967742e-09
2000,1.7601437711789458e-06,1.5904913053255143e-08,3.0926220473403987e-09
2001,1.7091107729072519e-06,9.200544853760206e-09,7.009938934876558e-09
2002,1.8664003782475902e-06,2.0591740812481163e-08,4.381221607729913e-09
2003,1.9788717580127013e-06,1.2917461544859066e-08,8.333846057695382e-09
2004,2.050430417455118e-06,1.189293660774915e-08,5.726228824443069e-09
2005,2.0392977049255023e-06,1.9366122372410643e-08,5.854874363109275e-09
2006,2.1429498815450643e-06,2.4295550238306873e-08,8.23577994690794e-09
2007,2.335572204970049e-06,1.757570908256234e-08,1.2782334302130494e-08
2008,2.473998133467603e-06,2.7247613304526297e-08,1.3198063086861112e-08
2009,2.529526017980288e-06,2.479460170512482e-08,1.3350939020995156e-08
2010,3.335470282195274e-06,1.5588516644182704e-08,7.558068837454357e-09
2011,3.4083061777323564e-06,1.6060681617968697e-08,1.2236710311697152e-08
2012,3.961869445845423e-06,1.157445883581687e-08,1.6340412689608286e-08
2013,4.390640725659978e-06,6.4149877077035455e-09,2.2313000336282585e-08
2014,5.015387415596706e-06,6.279790853991329e-09,2.3603351828604957e-08
2015,4.406995373074096e-06,1.0861219104651987e-08,3.701680917345129e-08
2016,4.382955616222262e-06,8.906762438698479e-09,3.210577181889107e-08
2017,4.242075192451011e-06,1.2074934802042137e-08,2.264050280587071e-08
2018,4.833538454818154e-06,8.776987026060112e-09,3.5624240002363194e-08
2019,4.503003438571795e-06,6.122370832528645e-09,3.2652641590580345e-08
