year,en_ADP orge_NOUN,en_ADP gorge_NOUN
1890,8.19298313636807e-08,3.342736931699619e-08
1891,8.668939366351935e-08,3.6970476458009216e-08
1892,1.2474340005397266e-07,2.820830502514582e-08
1893,9.114456422931738e-08,2.9560400349737392e-08
1894,9.956432367452805e-08,2.457600345451283e-08
1895,1.1314995407296635e-07,1.9259566386153892e-08
1896,8.72760268499917e-08,1.8870492723976895e-08
1897,1.1362091534294905e-07,2.9133568446582103e-08
1898,7.921696953960833e-08,2.4330926606808134e-08
1899,8.733573686470208e-08,3.592926134388108e-08
1900,1.5573158851367452e-07,3.4780054392058446e-08
1901,6.427049514812211e-08,2.179608138419553e-08
1902,7.218117376028843e-08,5.450415230257022e-08
1903,9.28837877722799e-08,4.590187074882124e-08
1904,7.201997664907367e-08,5.858341367570574e-08
1905,1.094080932517727e-07,2.9932401446330914e-08
1906,1.47123683014172e-07,3.755254596171653e-08
1907,8.742833895736268e-08,4.371417006154843e-08
1908,1.036303127754934e-07,4.714933510285846e-08
1909,1.248723270341756e-07,5.3909637642846064e-08
1910,1.0367652647502723e-07,5.825124205216525e-08
1911,1.5961122468155509e-07,3.405039450399272e-08
1912,1.7607843849631877e-07,3.2819354345292595e-08
1913,1.177263749263524e-07,4.454511426388308e-08
1914,1.359439008030705e-07,3.549274296688054e-08
1915,2.0734141514822113e-07,8.246533411693235e-08
1916,1.9997181355257965e-07,4.724608615447323e-08
1917,2.697740454360442e-07,3.070598708632133e-08
1918,1.768901984888771e-07,5.168869421368072e-08
1919,1.2246438263474602e-07,3.314825391953491e-08
1920,1.6507465883108807e-07,3.63467123065675e-08
1921,1.6887227349826617e-07,3.4077363153528495e-08
1922,1.1878476202653587e-07,5.3121134158118366e-08
1923,1.4862326702669293e-07,1.9108707505210987e-08
1924,1.3278373589553638e-07,1.4309702578430006e-07
1925,2.1776392022943014e-07,4.9491799103407175e-08
1926,1.2260751991455265e-07,5.9074533709235766e-08
1927,1.337906991860649e-07,4.3481975353643065e-08
1928,7.998228568339982e-08,5.0274582719112004e-08
1929,9.914961740520312e-08,5.681607362362229e-08
1930,1.249928877067319e-07,5.987053697253941e-08
1931,9.80860681565332e-08,5.1324104077821175e-08
1932,9.644392062746476e-08,8.329247691563069e-08
1933,1.2388315751010737e-07,4.12943848004943e-08
1934,7.428579351653752e-08,5.032263672433146e-08
1935,1.3284795841173036e-07,2.8723881939640705e-08
1936,1.2245961844570274e-07,4.243650053581405e-08
1937,1.6998009921831425e-07,4.1550688223424004e-08
1938,1.4521039548576198e-07,3.3709557811789637e-08
1939,1.269406144643881e-07,8.105846660555471e-08
1940,1.5468275194052694e-07,8.368083825871508e-08
1941,1.0035108743977617e-07,8.559357667081713e-08
1942,1.061974117533282e-07,1.061974117533282e-07
1943,1.7709734878579297e-07,6.967764676346633e-08
1944,1.1246151920829561e-07,6.7476911169706e-08
1945,5.446259976338297e-08,5.2284097051824574e-08
1946,8.074240476219074e-08,4.454753366189834e-08
1947,1.4781880075531717e-07,4.172304812755101e-08
1948,1.0980606957033956e-07,5.109787437618252e-08
1949,1.1780410269501829e-07,5.792034940554913e-08
1950,1.5527628249856207e-07,3.19060831088791e-08
1951,1.5778874262739606e-07,4.584402901741669e-08
1952,9.912115650489994e-08,6.537778318715937e-08
1953,1.6699431981681556e-07,5.602390373837807e-08
1954,1.3681550581345903e-07,9.088458341466321e-08
1955,1.7081806058527604e-07,5.162084448784299e-08
1956,1.5698054389723382e-07,7.238547539145657e-08
1957,1.5196264291361672e-07,6.007825703591152e-08
1958,1.2325642978483486e-07,5.4596807075313336e-08
1959,1.6276570136142254e-07,6.355612924835441e-08
1960,1.204224996387282e-07,4.844583401109048e-08
1961,1.1881352113274346e-07,5.211119358250471e-08
1962,1.4967016942479816e-07,4.883306559122502e-08
1963,1.2220840694965318e-07,4.590897972889252e-08
1964,1.143786054758067e-07,5.597251018230054e-08
1965,2.0684323587261133e-07,5.690925064527619e-08
1966,1.4733938369371202e-07,3.7665706997813686e-08
1967,1.5924983681747662e-07,8.775997173415817e-08
1968,1.7920749328936836e-07,3.503304313312583e-08
1969,1.3125679465542106e-07,4.042164292172856e-08
1970,1.195668531406291e-07,3.587005537042387e-08
1971,9.249115606735359e-08,1.0944786765776371e-07
1972,8.310837951164274e-08,4.360624927812751e-08
1973,8.159541514674018e-08,4.3002987837326145e-08
1974,1.4120184188559648e-07,4.837991696149402e-08
1975,1.2279682337634767e-07,1.0680467710244557e-07
1976,7.370449983667982e-08,2.742492810625663e-08
1977,8.99147615252005e-08,2.9971587878208084e-08
1978,1.0574252906625503e-07,5.999996943728547e-08
1979,8.719439970050757e-08,2.1652301285257636e-08
1980,9.949013635157655e-08,3.9227540327146926e-08
1981,7.71717068581701e-08,4.491140259688109e-08
1982,8.93880299779326e-08,4.034876610603533e-08
1983,1.2504325563877927e-07,3.410270821291306e-08
1984,7.886651332000838e-08,3.015484395518797e-08
1985,8.602248025013637e-08,3.9702683807263384e-08
1986,8.39227985438562e-08,2.2779044428489215e-08
1987,1.0266172134620888e-07,2.8720839040374813e-08
1988,8.275244262057058e-08,2.0987938498251424e-08
1989,8.890757896562462e-08,4.280735410588932e-08
1990,5.394164365180032e-08,3.105731138930423e-08
1991,6.037308813988673e-08,3.106576684785978e-08
1992,6.942529545694853e-08,2.4243753671271406e-08
1993,6.979401112605643e-08,3.545092752688106e-08
1994,4.5891862587854604e-08,3.0594573985354145e-08
1995,6.940737201643898e-08,1.138714633697191e-08
1996,6.51247233918184e-08,3.25623616959092e-08
1997,7.815678160216777e-08,5.4182308417694e-08
1998,5.960161431062261e-08,3.337690301918883e-08
1999,6.5810899674279e-08,1.7366764026860437e-08
2000,4.197129777061548e-08,2.2531960297555997e-08
2001,6.703253827011757e-08,1.7086726700199506e-08
2002,5.126029023472256e-08,1.7963008858146168e-08
2003,5.291992039024862e-08,1.91678459771083e-08
2004,3.611928889313276e-08,1.6738207264666016e-08
2005,6.710586852864964e-08,3.738112042128705e-08
2006,4.406142045665362e-08,3.006059756671675e-08
2007,3.674921061902481e-08,1.5578470069499417e-08
2008,2.7673358715674112e-08,1.4901038625225738e-08
2009,3.1946889578193804e-08,1.668867355419934e-08
2010,2.5036102968556406e-08,2.1257068993918438e-08
2011,2.6767802974170252e-08,1.4531093661673822e-08
2012,1.8042539906559796e-08,1.7021264397953928e-08
2013,2.621777461797592e-08,1.7013663367038134e-08
2014,2.4686075739133173e-08,2.685152011849823e-08
2015,1.551602757388082e-08,2.238741103610664e-08
2016,2.713455515834795e-08,1.8434926474242275e-08
2017,2.2137380512043947e-08,2.087957362562065e-08
2018,1.7812120944871168e-08,1.9619147195726327e-08
2019,1.8367111997985575e-08,2.1683396411731337e-08
