year,en_ADP oeufs_NOUN,en_ADP gueux_NOUN
1800,2.5153315874604232e-08,1.8864987794131594e-08
1801,4.7623651688866175e-09,0.0
1802,1.3427040812530322e-08,8.951360541686881e-09
1803,4.095712213825209e-08,9.751696339321825e-09
1804,1.2359254952798437e-08,9.887403784603066e-09
1805,3.980028751016107e-08,8.528632911009026e-09
1806,1.152667650217154e-08,4.8988376022407465e-08
1807,2.8469551160981155e-09,1.1387820464392462e-08
1808,6.798221985349073e-09,0.0
1809,4.518061036407062e-09,2.259030518203531e-09
1810,9.360507036149102e-09,2.8081521108447305e-08
1811,5.0141535368197765e-09,2.2563691359778204e-08
1812,1.0668832928217853e-08,2.6672082320544632e-09
1813,2.0130190847567064e-08,2.8757416004054903e-08
1814,6.293354282149721e-09,1.2586708564299443e-08
1815,0.0,5.394447111228828e-09
1816,0.0,0.0
1817,0.0,9.341240669868967e-09
1818,5.960588467246453e-09,7.152706427149269e-09
1819,3.1053151161586356e-09,2.070209959015301e-08
1820,1.1866481131050932e-09,1.1866481131050932e-09
1821,1.97229765852569e-09,1.972297702934611e-08
1822,3.0076847679083585e-09,3.8097340393505874e-08
1823,2.9648061783404955e-09,9.882686669016039e-09
1824,2.5263338088166165e-09,9.263223965660927e-09
1825,1.4088708866211164e-08,1.584979791857677e-08
1826,1.7615968683770689e-09,1.4973572604048968e-08
1827,0.0,8.295545583791863e-09
1828,9.172301140836225e-09,2.109629271274116e-08
1829,2.571952872898464e-09,1.457439946506156e-08
1830,4.174734336004349e-09,3.1310507520032616e-09
1831,1.5591206103948707e-09,7.795603274018958e-09
1832,1.3529969367098715e-09,9.470978779013706e-09
1833,1.1583628500844156e-09,9.266902467608418e-09
1834,9.334530925997342e-10,8.401078055442213e-09
1835,1.5126175867408165e-09,1.3613558280667348e-08
1836,5.376600054063374e-09,8.064899859050456e-09
1837,2.7831563720326358e-09,4.87052354003481e-09
1838,2.5248647617104325e-09,2.209256599883247e-08
1839,6.9914749545318955e-09,3.4957374772659477e-09
1840,1.9109065441114126e-09,1.6561189752906103e-08
1841,1.2841097074556274e-09,1.2841097074556274e-08
1842,1.341653010911159e-09,1.1404051036834062e-08
1843,5.906911071384968e-10,7.088293174639659e-09
1844,5.488561272137815e-10,5.488561272137815e-10
1845,0.0,3.348136878855712e-09
1846,2.3418005312692003e-09,1.0538101946622191e-08
1847,0.0,3.775256551818984e-09
1848,1.6090443422100975e-09,1.6090443422100975e-09
1849,3.3517659758786067e-09,1.6758829879393033e-09
1850,1.3577992064028876e-09,1.3577992064028876e-09
1851,7.739326512989919e-09,5.8044946626978344e-09
1852,3.906327261660181e-09,1.6276363368206148e-08
1853,2.388772735173461e-09,7.166318205520383e-09
1854,0.0,1.454786069388092e-08
1855,0.0,5.837630823180007e-09
1856,5.177189232874468e-10,1.0354378465748937e-09
1857,2.9289055625270066e-09,5.369659827891837e-09
1858,4.893676019968041e-10,2.0064071293290908e-08
1859,0.0,7.129042689513199e-09
1860,9.154367819341758e-10,1.3273833671112456e-08
1861,9.431927461278633e-10,1.0846716413936974e-08
1862,0.0,7.680577063240435e-09
1863,1.9978483312144135e-09,9.989241656072068e-10
1864,4.794727948009836e-10,1.6302074357099627e-08
1865,9.41368871743009e-10,2.8241067262513297e-09
1866,9.731225825149181e-10,5.838735717134114e-09
1867,9.7056229719783e-10,9.7056229719783e-09
1868,1.4819622196071691e-09,1.0373735648272486e-08
1869,1.4650557433881772e-09,9.767038733343725e-09
1870,1.1468097582678638e-09,2.8670243956696595e-09
1871,0.0,6.37270636261178e-09
1872,0.0,7.2568073772316666e-09
1873,2.3944017879529156e-09,4.190203295451056e-09
1874,3.5847653734322193e-09,2.6288279997288555e-08
1875,2.8607636259891933e-09,2.0025344937835143e-08
1876,1.209202959984168e-09,1.0278225159865428e-08
1877,3.7108897066318036e-09,9.27722432209066e-09
1878,6.039088673581716e-10,1.0870359723469392e-08
1879,0.0,7.331190210457805e-09
1880,0.0,8.343200130767059e-09
1881,6.972507571312292e-10,1.2550513517339823e-08
1882,3.9932310791357395e-09,7.986462158271479e-09
1883,3.159669414998234e-09,1.2006744043446815e-08
1884,2.6406787867472303e-09,9.902545450302114e-09
1885,1.2891271383708158e-09,1.9336907075562237e-09
1886,6.453463874400711e-10,9.680196200179125e-09
1887,1.9586773869484375e-09,5.223139809551469e-09
1888,1.268122939990235e-09,1.014498351992188e-08
1889,3.759081934617825e-09,6.891650361495749e-09
1890,2.6217545912032847e-09,9.831579994568074e-09
1891,2.5496880162734215e-09,3.1871101313640793e-09
1892,6.268512375839919e-10,9.402768341715273e-09
1893,1.2316833108982905e-09,9.853466487186324e-09
1894,0.0,3.150769645188234e-09
1895,6.018614495673091e-10,7.22233739480771e-09
1896,0.0,1.1794058174530164e-08
1897,2.330685422435863e-09,8.157399200570126e-09
1898,1.6975064687230201e-09,4.52668391659472e-09
1899,1.6582735185011188e-09,1.6582735185011188e-09
1900,1.5573159428683425e-09,3.114631885736685e-09
1901,1.1177477832191585e-09,4.470991132876634e-09
1902,1.9641135384773634e-09,4.910283846193408e-10
1903,4.320176216765503e-09,2.1600881083827517e-09
1904,1.0749250378694342e-09,2.6873125946735854e-09
1905,2.0643036169332163e-09,5.676835002077496e-09
1906,2.572092316910357e-09,2.0576738091193647e-09
1907,5.142843373384665e-10,1.542852956504248e-08
1908,6.3848057951787496e-09,4.911388851169818e-09
1909,1.4852655993990993e-08,3.300590023513905e-09
1910,2.137660271017694e-09,7.481810726517324e-09
1911,5.852411777418354e-09,1.5961122423746588e-09
1912,2.6047106693738442e-09,4.167536982180309e-09
1913,6.893886850267705e-09,2.121195885607108e-09
1914,6.027069510139427e-09,9.37544086809794e-09
1915,4.712304657594757e-09,5.890381071793627e-09
1916,6.592477230782379e-09,3.2962386153911893e-09
1917,1.0966424435210342e-09,3.289927441585405e-09
1918,3.44591288836682e-09,0.0
1919,7.366278698128781e-09,5.524709134618888e-09
1920,4.543339038320937e-09,7.572231730534895e-09
1921,4.543648568500203e-09,6.058197943303867e-09
1922,2.951174193910333e-09,1.2542490601674672e-08
1923,5.307974060286824e-09,5.307974060286824e-09
1924,1.2891624656674594e-08,2.578324886925998e-09
1925,1.6497267552040284e-08,9.898360353588487e-09
1926,0.0,1.1146138456652466e-09
1927,8.919380012351041e-09,3.3447675740205796e-09
1928,7.998228745975666e-09,4.570416489713125e-09
1929,5.570202965543558e-09,1.8938691281888964e-08
1930,7.352522590764465e-09,1.2604324695075775e-08
1931,9.124285327288817e-09,9.124285327288817e-09
1932,6.575722188983946e-09,1.53433514782364e-08
1933,1.2617728861741284e-08,5.735331320977366e-09
1934,1.4377896206951846e-08,9.585264137967897e-09
1935,3.590485242455088e-09,1.6755597798123745e-08
1936,2.7886843056990074e-08,1.2124714565686645e-08
1937,3.903246792447135e-08,0.0
1938,7.779128452511941e-09,2.463390735840676e-08
1939,2.141167065872196e-08,9.176430282309411e-09
1940,7.607348528892999e-09,0.0
1941,1.4757512545315876e-08,5.9030051957620344e-09
1942,9.102635312174812e-09,9.102635090130207e-09
1943,1.7419411024732767e-08,0.0
1944,1.2852744646352221e-08,9.639558484764166e-09
1945,8.714016175304096e-09,6.535512131478072e-09
1946,8.352662561605939e-09,2.7842208538686464e-09
1947,1.1920871401116528e-08,5.960435700558264e-09
1948,1.3046265179283978e-08,1.4133454406817236e-08
1949,9.817008539414473e-09,5.890204768377316e-09
1950,7.444753036267571e-09,6.381216888229346e-09
1951,4.264560704569931e-09,1.0661401761424827e-09
1952,1.4762725264461096e-08,3.1634410646574906e-09
1953,1.1851209791302608e-08,2.1547654771580937e-09
1954,1.1727043114362345e-08,5.863521668203475e-09
1955,7.508486277174597e-09,4.6928039232341234e-09
1956,1.1337484062678982e-08,6.976913269340912e-09
1957,1.236905244894615e-08,7.068030161150318e-09
1958,8.272243334772611e-09,4.9633461784992505e-09
1959,6.200598257066758e-09,7.750747710311146e-09
1960,1.3149583255600561e-08,8.997083578154985e-09
1961,1.459113452284555e-08,1.876002952982958e-08
1962,6.976151933901775e-09,2.5367825617905737e-09
1963,2.5864212549464582e-08,9.052474325699222e-09
1964,6.6923653285755336e-09,1.034274621503073e-08
1965,2.243537855495248e-08,5.47204326295514e-09
1966,2.6033652011925312e-08,1.3847686886059307e-08
1967,3.007504684182649e-08,1.0846738618397467e-08
1968,2.0211372131484495e-08,9.431973424511852e-09
1969,1.8621206132607426e-08,6.358460868938209e-09
1970,2.6672605457633836e-08,1.8854771965948203e-08
