year,en_ADP oeufs_NOUN,en_ADP gueux_NOUN
1971,2.5178147566862208e-08,4.1107179882260425e-09
1972,2.411168970040123e-08,4.104117490300041e-09
1973,3.4181862285098674e-08,3.859242703185828e-09
1974,1.1251143128276908e-08,7.313243344242437e-09
1975,2.513051278185685e-08,2.2845920710778955e-09
1976,1.9425991482080462e-08,3.9994687561772935e-09
1977,1.9393379346865913e-08,5.289103821581875e-09
1978,1.841583241457556e-08,2.970295565063452e-09
1979,2.925986741786346e-08,6.437170796402825e-09
1980,1.193881615790815e-08,7.390696055153967e-09
1981,1.9609202761561306e-08,6.958104314946922e-09
1982,8.690503427999374e-09,3.1037510339615437e-09
1983,5.68378455412244e-09,5.052252838311233e-09
1984,1.9136728035551442e-08,5.219107812592938e-09
1985,3.609334697785016e-08,6.015557829641693e-09
1986,1.9182353483415682e-08,3.5966913891627428e-09
1987,2.1998941002188133e-08,4.888653482026939e-09
1988,1.0793796967334401e-08,5.99655392008458e-09
1989,1.2073869015694072e-08,4.390497743145261e-09
1990,1.2531897297662908e-08,8.172976073694826e-09
1991,1.1722930182145319e-08,9.96449056600568e-09
1992,8.815910668147353e-09,4.4079553340736766e-09
1993,1.4401939196773128e-08,6.09312805766038e-09
1994,1.3714808844156323e-08,6.857404422078162e-09
1995,7.591431483433553e-09,7.0491861237087505e-09
1996,2.2953797085278893e-08,2.135236876199542e-09
1997,1.006927874414032e-08,5.274384040632185e-09
1998,4.7681290027412615e-09,6.675381136744818e-09
1999,5.941261704833778e-09,4.570201106446348e-09
2000,5.743440834038438e-09,4.418031274155965e-09
2001,4.3812117822561447e-10,5.695575122643959e-09
2002,8.324320788233308e-09,8.762443215459825e-09
2003,4.583615265119079e-09,1.3750845795357236e-08
2004,3.523833003171717e-09,8.80958239690699e-09
2005,2.702249757291497e-09,4.053374524914943e-09
2006,5.353256948836815e-09,1.070651389767363e-08
2007,4.793375391054511e-09,2.3966877371606188e-09
2008,1.2772318758180745e-09,4.6831836186811415e-09
2009,4.76819250749827e-09,7.1522885392028e-09
2010,2.3618964561933353e-09,6.140930874920514e-09
2011,7.64794394481072e-10,4.5887662558641296e-09
2012,2.0425516833455504e-09,6.808505315092361e-09
2013,2.789125042035323e-10,6.693900211907078e-09
2014,8.661780737106994e-10,4.980523993225461e-09
2015,8.866301581811342e-10,7.314698804994357e-09
2016,2.0713400439298368e-10,6.421154274960372e-09
2017,2.515611330355938e-10,5.7859061153298086e-09
2018,5.162933414126769e-10,6.195519930418669e-09
2019,1.02039510174734e-09,5.612172948588068e-09
