year,en_ADP homme_NOUN,en_ADP gomme_NOUN
1800,3.0183979831122087e-06,6.60274537267469e-08
1801,4.1908812704605225e-06,6.429193177837078e-08
1802,3.4059926861118583e-06,1.6112448975036386e-07
1803,2.603702782266737e-06,1.618781624301846e-07
1804,4.4913530956591785e-06,1.0134588990240445e-07
1805,4.778877240596557e-06,1.051864728651708e-07
1806,3.4349495479091274e-06,8.933174200365102e-08
1807,2.835567205039524e-06,5.693910054560547e-08
1808,3.716361280936553e-06,7.024829073998262e-08
1809,3.445021434345108e-06,6.551188391767937e-08
1810,4.2566906159891005e-06,4.212228077449254e-08
1811,3.6277401704865042e-06,7.019814773912003e-08
1812,3.846114353223129e-06,2.3204711396829225e-07
1813,4.655825605937025e-06,1.6391727797326894e-07
1814,3.62497203809653e-06,1.4160046646338742e-07
1815,2.6918291453625898e-06,7.012781111370714e-08
1816,2.706961439002953e-06,2.503012126453541e-07
1817,4.1334988267749395e-06,1.9149543106777855e-07
1818,4.675485790528455e-06,7.987188865854478e-08
1819,4.798746836343071e-06,1.1903707530791507e-07
1820,4.204294484111415e-06,2.17156610915481e-07
1821,4.780849693020173e-06,1.2524090209353744e-07
1822,4.31101462083916e-06,1.2632276025215106e-07
1823,3.911567389991433e-06,1.7986489808663464e-07
1824,4.6812967298137664e-06,1.6168536376426346e-07
1825,5.301757042275312e-06,2.579994884399639e-07
1826,3.521432027753235e-06,2.519083466268057e-07
1827,3.7541952622177632e-06,2.691443796720705e-07
1828,3.3671517769562342e-06,2.348109120475783e-07
1829,4.512919986154884e-06,2.5290870553362765e-07
1830,4.250923158366504e-06,3.465029578819667e-07
1831,3.5703861840374884e-06,3.2429707630399207e-07
1832,4.514950603606849e-06,4.979028744855896e-07
1833,3.624517376010772e-06,3.915266404419526e-07
1834,3.4080372870448628e-06,3.7804849739586643e-07
1835,3.988016217704171e-06,3.7437285982377944e-07
1836,3.824106805438987e-06,3.7367371419350093e-07
1837,3.378751728178031e-06,3.6250611401555943e-07
1838,3.5139804168693445e-06,4.210212125599355e-07
1839,3.6894014030508515e-06,6.690841587442264e-07
1840,3.656838316601352e-06,4.2549521594992257e-07
1841,3.2173369675092545e-06,4.0898893871599284e-07
1842,3.519826691444905e-06,6.533850296364108e-07
1843,3.760339609470975e-06,4.176186223503464e-07
1844,3.2596566086340317e-06,3.4577936958157807e-07
1845,3.413425460507824e-06,8.219676033149881e-07
1846,3.468206600132362e-06,3.460010304934258e-07
1847,3.1275303769007223e-06,3.473236063200602e-07
1848,3.0571842586368803e-06,3.19395297765368e-07
1849,3.1070870107896553e-06,5.739899506806978e-07
1850,3.1765711270281827e-06,4.826976010008366e-07
1851,3.271800324000651e-06,2.9731913286923373e-07
1852,3.293033927320721e-06,2.688855147425784e-07
1853,3.5431471019364835e-06,3.929531260382646e-07
1854,3.640082411493495e-06,2.1458093613091478e-07
1855,4.029557430840214e-06,4.3463813881317037e-07
1856,3.584685927648934e-06,3.1684399459663837e-07
1857,3.993562557980113e-06,2.2259681031755463e-07
1858,4.115581347718944e-06,3.6898316579936363e-07
1859,4.049296379093903e-06,2.057238077668444e-07
1860,3.8123365300180012e-06,3.2772635449873633e-07
1861,3.5544218519589776e-06,1.8628057318892388e-07
1862,3.4549041458831198e-06,1.7846045352598594e-07
1863,3.886813914277809e-06,2.9518210453716165e-07
1864,3.7629024944862977e-06,2.3781851155035838e-07
1865,3.517424701726668e-06,2.4193178660425474e-07
1866,3.598120827064122e-06,1.8927234179955121e-07
1867,3.4192910476349425e-06,2.7563970661503845e-07
1868,3.4875511829568495e-06,2.1142660955320025e-07
1869,3.6992657044265798e-06,2.1731659671786474e-07
1870,3.911194738748236e-06,2.1215980439137638e-07
1871,2.8794012649768774e-06,3.3881556760206877e-07
1872,3.2202080859633497e-06,2.6124504870495e-07
1873,3.140856648542467e-06,4.4715454805555055e-07
1874,3.3607176135319605e-06,3.142644402487349e-07
1875,3.5811039111877108e-06,4.565778795040387e-07
1876,3.3325632955438778e-06,4.262440427282854e-07
1877,3.350314756289663e-06,2.9439723903124104e-07
1878,3.400007031473251e-06,4.136775828555983e-07
1879,3.842154725930413e-06,3.1096465136215556e-07
1880,3.4983678887101632e-06,3.9277219343603065e-07
1881,3.1264724213997397e-06,3.653593978469871e-07
1882,3.14533509992998e-06,3.0148893870318716e-07
1883,2.848126015919661e-06,3.0964761776886007e-07
1884,3.1523104127018087e-06,3.914806256943848e-07
1885,2.684607366632008e-06,4.0285223690261773e-07
1886,2.8414600592441275e-06,2.542664674365369e-07
1887,2.902107070212878e-06,2.3438839491518593e-07
1888,3.0301797266929498e-06,3.557084937710897e-07
1889,2.9402287253788018e-06,2.6752132953333785e-07
1890,2.5195061965632704e-06,2.7725053541871603e-07
1891,2.761312146049022e-06,3.091496694196394e-07
1892,2.819576906176735e-06,3.441413412019756e-07
1893,2.5834556396375774e-06,3.146950859900244e-07
1894,2.700209634554085e-06,3.295704971151281e-07
1895,2.5621240951068103e-06,4.3815512640321685e-07
1896,2.605897194030149e-06,2.1819006690293463e-07
1897,2.3079611679577283e-06,3.1988656701287255e-07
1898,2.6243450719221073e-06,3.213945660718309e-07
1899,2.518917369798146e-06,4.1512114989927795e-07
1900,2.697271142437785e-06,3.561062555945682e-07
1901,2.4897830996906123e-06,3.47619561580359e-07
1902,2.0083061258446833e-06,2.7497588916958193e-07
1903,2.456560309838096e-06,3.1807297773411847e-07
1904,2.1708110864437913e-06,1.913366531880456e-07
1905,2.4214281069134813e-06,1.7546581432270614e-07
1906,2.3375174578177393e-06,2.628678430482978e-07
1907,2.137365655130452e-06,2.396565150775132e-07
1908,2.3898818710677006e-06,2.1217201151557674e-07
1909,2.4314348081588832e-06,1.8758353803605132e-07
1910,2.362648999110206e-06,2.105595342527522e-07
1911,2.478762283431024e-06,1.8887328678829363e-07
1912,2.2301531430457544e-06,2.385914967817371e-07
1913,2.257482748291295e-06,1.7287746345573396e-07
1914,2.4155153823812725e-06,1.8884817620801186e-07
1915,1.7494432000830784e-06,1.3076645188903058e-07
1916,1.9052258792839893e-06,1.70305668234505e-07
1917,2.1132300531689907e-06,1.601097920911343e-07
1918,2.0663991904257273e-06,9.418828739171659e-08
1919,2.1095180642305422e-06,1.3443458612982795e-07
1920,2.109623864043897e-06,1.166123695384158e-07
1921,2.235474980238905e-06,3.7106462968949927e-07
1922,2.26355061272443e-06,2.0658220023506146e-07
1923,2.522349163314175e-06,1.273913738941701e-07
1924,2.5074210299180777e-06,1.19892106908992e-07
1925,2.7660417600827714e-06,9.568415038074818e-08
1926,2.513454255392844e-06,1.2595135956416925e-07
1927,3.2968256959975406e-06,7.692965198202728e-08
1928,2.5468645361570452e-06,1.0054916543822401e-07
1929,2.507705552545758e-06,1.0026365515614089e-07
1930,2.314994119956282e-06,7.562594817045465e-08
1931,2.1556123783739167e-06,1.0606981959426776e-07
1932,2.057105092490019e-06,9.753987484373283e-08
1933,2.1128960412397646e-06,9.405943046658649e-08
1934,2.076407895401644e-06,1.2700475338078832e-07
1935,2.1387322846067036e-06,1.3643844454236387e-07
1936,1.971478589268827e-06,1.260970350358548e-07
1937,1.8785947943911196e-06,1.1835651037017669e-07
1938,1.9370030841514563e-06,1.6465821772726486e-07
1939,1.9331679368406185e-06,1.3611705185212486e-07
1940,1.922123509245921e-06,1.6989746143281081e-07
1941,2.128033472104107e-06,6.493305448884712e-08
1942,2.1846325637397968e-06,8.799214157306778e-08
1943,2.488072553319398e-06,7.258088174921795e-08
1944,2.3681182170776083e-06,4.177142187700156e-08
1945,2.134933978936715e-06,5.8819608739213436e-08
1946,2.3457061075760066e-06,6.542919095409161e-08
1947,2.602326034661928e-06,6.914105199484766e-08
1948,2.318973628234744e-06,5.762100485640076e-08
1949,2.1047664873208305e-06,5.890204946013e-08
1950,2.2770308873987233e-06,7.338399399259288e-08
1951,2.3348469966322227e-06,7.676209179408033e-08
1952,2.2165177995248087e-06,7.697706649878455e-08
1953,1.9673009319376433e-06,6.24881977273617e-08
