year,en_ADP homme_NOUN,en_ADP gomme_NOUN
1954,2.1333445943128027e-06,5.570345606997762e-08
1955,2.0235370570276245e-06,3.9419553843345057e-08
1956,2.225635441277518e-06,7.412970148834575e-08
1957,2.074466905810368e-06,4.4175187952077977e-08
1958,2.024217977236731e-06,4.053399393910695e-08
1959,2.1051030643093327e-06,4.5729411368711226e-08
1960,2.16898912697161e-06,2.9759583242139342e-08
1961,2.1747737832811254e-06,3.960450811746341e-08
1962,2.3769652699456856e-06,3.424656469519505e-08
1963,2.1441433233349017e-06,2.8450633848819962e-08
1964,2.2011797966570157e-06,4.502136619066732e-08
1965,2.3343737893810612e-06,3.283226135408768e-08
1966,2.653770692973012e-06,3.0464910594218964e-08
1967,2.504610542075625e-06,4.6345153492666213e-08
1968,2.552471528360911e-06,5.1202139417227954e-08
1969,2.059233018769646e-06,3.315483354526805e-08
1970,2.081382852736624e-06,2.8971967935831344e-08
1971,2.175597558107256e-06,2.5178147566862208e-08
1972,2.060266979242442e-06,3.437198259348406e-08
1973,1.888823625506575e-06,2.536073751002732e-08
1974,1.5689719532474555e-06,2.418995848074701e-08
1975,1.7208689726544435e-06,2.9128548462153958e-08
1976,1.7072017897135083e-06,1.5997875024709174e-08
1977,1.6543140901603692e-06,1.9393379346865913e-08
1978,1.8784149347084167e-06,3.445542873237173e-08
1979,1.9311512033937106e-06,2.63338808537128e-08
1980,1.8033298303521406e-06,1.8760998088396263e-08
1981,1.7869677009230145e-06,2.783241725978769e-08
1982,1.6909235753814755e-06,2.1726258125909226e-08
1983,1.6596650596056861e-06,2.5261265079734585e-08
1984,1.7686976008235433e-06,1.9716628330002095e-08
1985,1.6404426403937578e-06,3.128090142467954e-08
1986,1.7659753623888719e-06,1.4386765556650971e-08
1987,1.699418184841761e-06,3.5442738521851425e-08
1988,1.8409420192710968e-06,2.2187249371086182e-08
1989,1.881877039977553e-06,1.7561990972581043e-08
1990,1.7866126285071005e-06,2.5063794595325817e-08
1991,1.7965391236884898e-06,3.04796188288492e-08
1992,1.8067106992702975e-06,4.1324582866764104e-08
1993,1.923766731692922e-06,3.157348160698348e-08
1994,1.8625765818569562e-06,3.481451571474281e-08
1995,1.8946043383039068e-06,2.8738989854559804e-08
1996,1.7108585126379694e-06,2.4555223632205525e-08
1997,1.7731520216557328e-06,4.219507232505748e-08
1998,1.840021042198714e-06,3.337690301918883e-08
1999,1.9523899723594695e-06,3.793266856177979e-08
2000,1.8869412770072813e-06,4.1971297548570874e-08
2001,1.908894020630214e-06,3.5487815353008045e-08
2002,2.0889663545631265e-06,2.9354184860608257e-08
2003,1.983872039090784e-06,2.416815370054337e-08
2004,1.987882285447995e-06,3.788120395142869e-08
2005,2.0735262609150595e-06,3.0175122844866564e-08
2006,2.2199544815748595e-06,2.2236605445868918e-08
2007,2.196963706069255e-06,2.077129401811817e-08
2008,2.0767790260833863e-06,3.065356679599063e-08
2009,2.1266138645614774e-06,2.4317781566196572e-08
2010,2.150270674405874e-06,3.7317963830219014e-08
2011,2.1142741672974807e-06,4.3593281873199885e-08
2012,2.5385513140463445e-06,4.255315744217114e-08
2013,2.673376314987763e-06,6.861247925371572e-08
2014,3.076448052752312e-06,2.4902620410216514e-08
2015,3.12692299075934e-06,2.8150507702662253e-08
2016,3.098931841805097e-06,3.210577048662344e-08
2017,2.1385211113056357e-06,2.5407674186794793e-08
2018,2.684467204971952e-06,2.6330960523068825e-08
2019,2.9685843827564895e-06,2.244869179435227e-08
