year,en_ADP ans_NOUN,en_ADP gants_NOUN
1887,3.7867761704113434e-08,6.920659956222153e-08
1888,2.5996519825710607e-08,9.70114015785839e-08
1889,2.5060547192978788e-08,7.455512474052739e-08
1890,3.211649518553017e-08,6.161123167203186e-08
1891,3.4420787553557375e-08,5.609313546983685e-08
1892,3.447681917734258e-08,6.958048714977849e-08
1893,1.9706933140906102e-08,7.082179109829667e-08
1894,2.5836310646454308e-08,8.885170643679885e-08
1895,2.708376523052891e-08,9.088108043897591e-08
1896,2.594692793955744e-08,4.65865284127176e-08
1897,2.38895258020122e-08,1.0895954005718522e-07
1898,2.150174849280262e-08,5.545187775624072e-08
1899,2.819064981451902e-08,6.522542150833033e-08
1900,2.0764212682600203e-08,8.617148239409289e-08
1901,2.5149324622830704e-08,9.389081156996326e-08
1902,3.191684577741327e-08,5.352209342390779e-08
1903,2.4300991663395166e-08,6.588268774976314e-08
1904,4.192207558872951e-08,4.568431322127253e-08
1905,3.818961596957493e-08,4.231822359201942e-08
1906,4.012464094316215e-08,5.96725371337925e-08
1907,2.108565710923216e-08,5.451413898072133e-08
1908,2.6521501217402488e-08,5.35341406759926e-08
1909,3.685658955809856e-08,5.3909637642846064e-08
1910,2.93928290595602e-08,1.3681025734513241e-07
1911,2.873001958558774e-08,6.544060227042792e-08
1912,2.2400511667797218e-08,6.720153322703482e-08
1913,3.2348237311019545e-08,1.0128710670187502e-07
1914,3.147469573860917e-08,7.768223042603495e-08
1915,2.591767644943843e-08,6.715034572835066e-08
1916,2.7468654462126096e-08,1.3075079152713442e-07
1917,2.960934575302332e-08,9.102132025873289e-08
1918,2.5270027848023346e-08,1.1830967849846274e-07
1919,5.893022841929607e-08,1.2062281484759296e-07
1920,3.7861158652674476e-08,7.950843183834877e-08
1921,3.937828690903089e-08,5.6038331308627676e-08
1922,2.9511741217458365e-08,8.484625624305409e-08
1923,4.671017128643484e-08,1.0085150847771729e-07
1924,1.675911143195208e-08,8.379555538340355e-08
1925,3.2994533993857544e-08,1.2537923055333522e-07
1926,2.2292277579438746e-08,1.2037828867050848e-07
1927,4.236705530846763e-08,1.3379069230268215e-07
1928,2.627989537096198e-08,1.1426040913420366e-07
1929,1.893869105984436e-08,9.91496165170247e-08
1930,1.8906487042613662e-08,9.87338708569041e-08
1931,2.9653928201867075e-08,8.211856794559935e-08
1932,3.0686703178517405e-08,7.562080384104775e-08
1933,2.40883908375622e-08,6.882397229901471e-08
1934,1.7972370258689807e-08,7.668211310374318e-08
1935,3.351119381989065e-08,7.300653237507504e-08
1936,2.667437160042141e-08,9.82101866497942e-08
1937,1.6368453148452033e-08,7.80649358489427e-08
1938,4.926781471681352e-08,1.0631475788613898e-07
1939,2.2941075705773528e-08,8.870549095263414e-08
1940,2.7893612752905028e-08,1.4707541140523972e-07
1941,6.493305493293633e-08,1.269146139293298e-07
1942,1.517105907566929e-08,1.061974117533282e-07
1943,2.6129116648121453e-08,9.870999662098257e-08
1944,2.5705489292704442e-08,7.069009200222354e-08
1945,2.6142048081823077e-08,1.764588262176403e-07
1946,2.645009899993056e-08,1.0023195073927127e-07
1947,2.7418003201162833e-08,1.0371157799227149e-07
1948,1.1959077061973744e-08,1.174163912764925e-07
1949,2.552422173618396e-08,8.14811684790584e-08
1950,2.339779547888554e-08,1.2868787280240213e-07
1951,2.345508343104541e-08,1.0448173526356186e-07
1952,2.741649052229178e-08,1.212652449567031e-07
1953,2.5857185836919427e-08,1.023513576114965e-07
1954,1.3681550781186047e-08,1.0163437735855041e-07
1955,1.5016972554349195e-08,1.173200985249423e-07
1956,1.3953826982771034e-08,1.2558443529542274e-07
1957,1.855357895097498e-08,9.01173820011536e-08
1958,2.2335056470978998e-08,6.948684472263267e-08
1959,1.9376869220266713e-08,8.138285068071127e-08
1960,1.3841666590685975e-08,9.965999936412118e-08
1961,2.0149661827950638e-08,9.727423133654156e-08
1962,8.87873902177816e-09,1.0527647731350953e-07
1963,2.069137072790994e-08,8.923153416162677e-08
1964,2.737785814721505e-08,1.235045630210152e-07
1965,3.1190647065137966e-08,1.1053527515514361e-07
1966,2.3818021666066613e-08,1.3293779943523987e-07
1967,3.3526280418527676e-08,1.0550918005947096e-07
1968,3.1439911063468884e-08,1.176750927811554e-07
1969,1.9529559247555284e-08,8.084328584345712e-08
1970,2.7132478319646935e-08,8.50764152460215e-08
1971,2.6205827285963323e-08,1.0636482983272799e-07
1972,3.231992518060167e-08,9.593374983296599e-08
1973,3.087394190304238e-08,8.545465846054867e-08
1974,2.418995898034737e-08,7.819544833864711e-08
1975,2.1703624231150798e-08,8.624335379181503e-08
1976,1.199840671262109e-08,7.027637849432722e-08
1977,2.056873571465445e-08,7.169673921225694e-08
1978,2.6732660640682582e-08,8.851480970406556e-08
1979,1.5215130599877114e-08,6.905328575612657e-08
1980,1.9898026615283726e-08,8.811983320811123e-08
1981,2.3404533255888538e-08,7.464148410463167e-08
1982,1.3035755141999061e-08,8.81465354041211e-08
1983,1.7682884045910896e-08,7.515225775023282e-08
1984,2.2036232061317662e-08,7.59670086836195e-08
1985,2.0452897042666507e-08,8.963181841181722e-08
1986,2.2779044428489215e-08,9.471286688267355e-08
1987,3.727598285596656e-08,8.127386763590039e-08
1988,4.2575532321897924e-08,9.414589641210114e-08
1989,1.7013179198777095e-08,8.232183290601824e-08
1990,4.685839771756406e-08,7.246705990837654e-08
1991,1.69982495301646e-08,8.147436858507717e-08
1992,3.361065836759991e-08,7.162927317949652e-08
1993,1.606370203521834e-08,9.250476296074339e-08
1994,1.8989735672825248e-08,8.703629106321387e-08
1995,2.60277633890027e-08,8.4590233484505e-08
1996,2.829188883168854e-08,7.526710277261373e-08
1997,2.733089898843133e-08,7.048495120898224e-08
1998,2.9085588382216088e-08,6.913787586881881e-08
1999,2.1479946238356362e-08,6.581089451174194e-08
2000,1.8555731395863972e-08,6.803768570762259e-08
2001,1.7962967807649832e-08,7.667120627274926e-08
2002,2.0591740479414256e-08,6.703268695673614e-08
2003,2.2501383034612132e-08,1.237576157109288e-07
2004,3.479785087856513e-08,8.589343281073525e-08
2005,2.3869873078119497e-08,7.65637437893929e-08
2006,1.7295138099449048e-08,7.659275524929399e-08
2007,5.951774256773845e-08,7.38978727099493e-08
2008,2.2138686828210297e-08,8.557453412549876e-08
2009,1.4781396995289242e-08,8.201291024079183e-08
2010,8.030448139795254e-09,1.1053676018946135e-07
2011,6.500752353089112e-09,9.368731213044157e-08
2012,6.468080182564506e-09,1.3991478908792487e-07
2013,6.972812660599459e-09,1.3415692023954762e-07
2014,2.165445156521173e-09,1.682550845316655e-07
2015,4.876465897751814e-09,1.518354082463702e-07
2016,4.556948124401217e-09,1.3753697203355841e-07
2017,1.4590545660553289e-08,9.936664469023526e-08
2018,1.032586693927584e-08,1.1745673589302896e-07
2019,1.989770437305083e-08,1.1862093174386246e-07
