year,en_ADP aire_NOUN,en_ADP guerre_NOUN
1800,4.7162466820793725e-08,7.76608612795826e-06
1801,1.619204113012529e-07,8.917529157770332e-06
1802,3.3567602031325805e-08,9.853210030996706e-06
1803,2.9255089017965474e-08,7.809157978044823e-06
1804,1.730295728918918e-08,6.651750936725875e-06
1805,3.695740935505398e-08,7.743999049125705e-06
1806,4.8988376022407465e-08,6.970757567614783e-06
1807,1.1387820464392462e-08,7.342297067225445e-06
1808,4.5321479014148736e-08,6.836745342297945e-06
1809,7.00299480627109e-08,8.674676791997626e-06
1810,5.3822916346035754e-08,5.459515705297235e-06
1811,5.0141535368197765e-09,7.98253222455969e-06
1812,3.200649700829672e-08,5.134375896886922e-06
1813,2.0130190847567064e-08,5.714098733733408e-06
1814,4.090680150170556e-08,9.008937013277318e-06
1815,8.091670444798638e-09,7.09100095264148e-06
1816,7.184571870766376e-08,4.8020751819422e-06
1817,1.2454987263765815e-08,8.229632840084378e-06
1818,7.152706427149269e-09,8.520065421180334e-06
1819,2.484252026313527e-08,9.034396498464048e-06
1820,1.7799721696576398e-08,9.295014933741186e-06
1821,3.7473656067099625e-08,7.988791367097292e-06
1822,3.0076847679083585e-08,9.257653800887056e-06
1823,3.2612866407433216e-08,7.90417288953904e-06
1824,1.431589158329416e-08,7.362578799074981e-06
1825,1.3208164117983756e-08,6.334635600069305e-06
1826,2.466235649034587e-08,9.165588380710687e-06
1827,2.027800155568471e-08,7.257680863403948e-06
1828,2.384798225563145e-08,7.0782648435852025e-06
1829,4.800978425922864e-08,7.421798727591522e-06
1830,1.6698937788106605e-08,6.778725037293043e-06
1831,1.4032085493553836e-08,7.773774996167049e-06
1832,9.470978445946798e-09,6.863753242214443e-06
1833,1.2741991461950875e-08,6.204191322467523e-06
1834,2.1469421573883096e-08,7.1045114964363165e-06
1835,2.571449897459388e-08,7.559306595794624e-06
1836,2.9571301130015826e-08,7.727518095634878e-06
1837,1.8786305289175687e-08,8.524807526555378e-06
1838,3.8504186727905676e-08,9.357148883282207e-06
1839,2.6567605448946097e-08,7.420751899189781e-06
1840,5.860113566624747e-08,7.669742444704752e-06
1841,4.173356549230789e-08,5.987161330267554e-06
1842,3.287049921141261e-08,7.807750080246478e-06
1843,3.0125246297529884e-08,5.605068054137519e-06
1844,5.488561261035585e-08,6.43424027657602e-06
1845,2.7343117381395388e-08,6.837453383923275e-06
1846,1.3465352832753297e-08,6.975638370931847e-06
1847,2.480882788091776e-08,5.755108759331051e-06
1848,2.0113054055581614e-08,6.674315955024213e-06
1849,2.3462362719328667e-08,5.476785645441851e-06
1850,2.1724787302446202e-08,5.374848115025088e-06
1851,2.1283148576856092e-08,5.519429578271229e-06
1852,1.9531636752390114e-08,4.608815288520418e-06
1853,2.26933418723263e-08,5.799342943646479e-06
1854,2.1821789930598356e-08,5.788489943370223e-06
1855,1.1144567935161831e-08,5.863103979208972e-06
1856,2.0191037064520856e-08,5.513706582860323e-06
1857,1.2691923956253959e-08,5.2481104830803815e-06
1858,4.502181916166137e-08,7.422727776429383e-06
1859,2.6479301196147276e-08,5.908448656555265e-06
1860,1.373155189554609e-08,5.49079004485975e-06
1861,1.3204698334767784e-08,6.035018941474846e-06
1862,3.6143891435358455e-08,5.58423107577255e-06
1863,1.947902072974017e-08,5.751305707235588e-06
1864,2.5412057458318316e-08,6.1195114540169016e-06
1865,2.9653119293371333e-08,5.40110386282322e-06
1866,1.8489329622894957e-08,5.2363725444593e-06
1867,2.8631587767335986e-08,4.950838501827093e-06
1868,3.112120594561674e-08,5.446705017675413e-06
1869,3.174287332985415e-08,4.778034963237587e-06
1870,4.0711745086241535e-08,4.580931545206113e-06
1871,3.929835434846041e-08,4.928226189804263e-06
1872,2.0560953717385644e-08,5.407530807133298e-06
1873,3.8909028887701425e-08,4.323092525737593e-06
1874,5.616132481289782e-08,4.2616889004420955e-06
1875,2.4030413270370587e-08,4.007357802038314e-06
1876,3.748529087133079e-08,4.081060069438536e-06
1877,5.999271590617639e-08,4.281129804439843e-06
1878,2.2344627481629686e-08,4.481607902562246e-06
1879,1.8327976358811782e-08,4.548392553260783e-06
1880,4.492492533536563e-08,4.954577434546081e-06
1881,6.83305714233029e-08,4.740607892017579e-06
1882,6.25606177973026e-08,4.502368028624915e-06
1883,3.475636339844712e-08,4.4216412788955495e-06
1884,3.6969503902639644e-08,4.41983593191253e-06
1885,3.287274280561192e-08,4.4887406147609e-06
1886,5.0982363997142954e-08,4.871719738730462e-06
1887,3.199173115309151e-08,4.107346285309177e-06
1888,2.4728397107764977e-08,4.44286888523493e-06
1889,3.8217333020451605e-08,4.534706022241153e-06
1890,3.211649390877369e-08,3.880196800309932e-06
1891,3.44207886637804e-08,3.8780754039180465e-06
1892,2.7581454897784852e-08,3.9128053685999475e-06
1893,2.832871559554917e-08,3.9838796510593966e-06
1894,3.591877373310126e-08,3.971229943999788e-06
1895,2.106515117894503e-08,3.853718681057217e-06
1896,2.122930492509667e-08,4.4941257328900974e-06
1897,2.9133568113515196e-08,3.6195544907968724e-06
1898,2.6594268232038587e-08,4.12776989833219e-06
1899,2.984892333302014e-08,3.901917807525024e-06
1900,2.0764213348734017e-08,3.7583224639092805e-06
1901,3.409130783227354e-08,3.5600266983237816e-06
1902,2.8970674414985353e-08,2.989871745739947e-06
1903,3.0781254878320397e-08,3.2860341434570728e-06
1904,3.117282521003517e-08,3.4832946766982786e-06
1905,2.5803795267176355e-08,3.384941919648554e-06
1906,2.05767382577271e-08,3.4306567613384686e-06
1907,2.8799923057487575e-08,3.009077545357286e-06
1908,2.897719486583128e-08,3.0760029403609224e-06
1909,1.925344239595006e-08,2.945226697192993e-06
1910,1.9238942772226153e-08,3.0440282898780424e-06
1911,1.9685384544665396e-08,3.081028580709244e-06
1912,2.5005221671037248e-08,3.5179220958525548e-06
1913,2.1742257383383645e-08,3.363156110935961e-06
1914,1.808120764223986e-08,4.611377789842663e-06
1915,2.3561524287174507e-08,1.2102376786060631e-05
1916,2.4172415624690302e-08,1.4549596926372033e-05
1917,5.3735480065597585e-08,1.4469100278802216e-05
1918,1.033773866510046e-08,1.4848438695480581e-05
1919,1.6574127070789757e-08,1.0486818609933835e-05
1920,1.8930578438158818e-08,7.250411727000028e-06
1921,2.4990065738972334e-08,6.108178240538109e-06
1922,2.360939327372691e-08,6.2638673625770025e-06
1923,1.4862327812892318e-08,5.401394446380436e-06
1924,5.156649773851996e-09,5.143758244230412e-06
1925,8.798542339150117e-09,4.727016857941635e-06
1926,6.687683296036084e-09,5.339000381354708e-06
1927,1.0034302388994831e-08,5.1197239372413605e-06
1928,1.4853853258500749e-08,4.981754045729758e-06
1929,2.116677166874581e-08,4.88284013044904e-06
1930,1.1553964007759987e-08,4.636290668713627e-06
1931,2.5091784650044247e-08,4.787968919117702e-06
1932,4.055028668403793e-08,4.730135970021365e-06
1933,4.1294382802092855e-08,5.220298589847516e-06
1934,2.875579241390369e-08,4.536226242635166e-06
1935,2.0346082152400413e-08,3.840622412099037e-06
1936,1.9399542861009422e-08,4.076328877999913e-06
1937,2.1404900962807005e-08,4.209210601402447e-06
1938,2.333738657878115e-08,5.311848326527979e-06
1939,1.2235240376412548e-08,6.2720901041757315e-06
1940,1.5214697057785997e-08,7.985180673131254e-06
1941,1.1806010391524069e-08,6.80321363688563e-06
1942,1.517105907566929e-08,7.41257917979965e-06
1943,2.9032351855917682e-08,7.705186362727545e-06
1944,4.4984606262232774e-08,8.042605259106494e-06
1945,1.3071024707045353e-08,1.2123375199735165e-05
1946,3.062643028073353e-08,7.987930075614713e-06
1947,1.6689218895749036e-08,7.629357241967227e-06
1948,2.5005341575123907e-08,6.173057954583783e-06
1949,2.2579119796084512e-08,5.276641786622349e-06
1950,2.4461330738745346e-08,5.613344001176301e-06
1951,2.3455083209000804e-08,5.352023890736746e-06
1952,3.374337254058446e-08,4.622841970558511e-06
1953,3.124409986288157e-08,4.898859515378717e-06
1954,3.029486128625081e-08,4.541297585092252e-06
1955,2.2525458831523792e-08,4.4168668864585925e-06
1956,2.703553869665143e-08,3.940211627195822e-06
1957,7.951533903538532e-08,4.453742349141976e-06
1958,2.8125628048769613e-08,4.234561401972314e-06
1959,1.9376869886400527e-08,4.355145392764825e-06
1960,2.629916601160076e-08,4.36981417806237e-06
1961,3.265634873628187e-08,4.348158199718455e-06
1962,5.45408234131628e-08,4.734904450742761e-06
1963,3.039045082253722e-08,4.941357929055812e-06
1964,4.0154192526564714e-08,5.0472599468776025e-06
1965,4.0493119801698896e-08,4.465734491532203e-06
1966,5.151339477205141e-08,5.01175463796244e-06
1967,2.5144710702473816e-08,5.675309239450144e-06
1968,3.413475932467769e-08,5.3465814744413365e-06
1969,3.451736046988785e-08,5.6145208873203956e-06
1970,3.3570694335516293e-08,4.719671323982766e-06
1971,3.956565930440803e-08,4.66309575131163e-06
1972,3.5398013353837854e-08,4.781296865985496e-06
1973,4.300298939163838e-08,4.385202373669017e-06
1974,4.050411750444738e-08,4.275997071090387e-06
1975,4.16938057412608e-08,4.3093118620163295e-06
1976,2.228275491900078e-08,4.743370027426863e-06
1977,4.8189612078530786e-08,4.219529273541411e-06
1978,5.287126469966097e-08,4.344948592915898e-06
1979,5.442335160310563e-08,4.821441052627051e-06
1980,3.581644952843632e-08,4.469096893444657e-06
1981,6.135783220395652e-08,4.183718374406453e-06
1982,3.165826112372372e-08,4.424707640282577e-06
1983,3.6628833299801045e-08,4.588076990330592e-06
1984,3.537395104613594e-08,4.609051757142879e-06
1985,4.9327574580537714e-08,4.574832018988673e-06
1986,5.874595604415944e-08,4.774607532453956e-06
1987,4.8275453745638686e-08,4.331347099650884e-06
1988,3.238138990280248e-08,4.815832198801218e-06
1989,7.079677288857056e-08,4.961811100656632e-06
1990,8.554382369130309e-08,5.3925300562696066e-06
1991,3.8099522925438833e-08,5.659244834532728e-06
1992,4.573253731265936e-08,5.172735654923599e-06
1993,5.760775678709251e-08,4.713865564553998e-06
1994,4.378189177867142e-08,5.071841769677121e-06
1995,6.181593642518024e-08,5.529273039428517e-06
1996,5.8719012541175175e-08,5.382932158681797e-06
1997,4.842843426278165e-08,5.9240919654257596e-06
1998,5.912480360859007e-08,5.462368790176697e-06
1999,4.295989214364582e-08,5.737887477152981e-06
2000,5.610899900254651e-08,5.472615612234222e-06
2001,6.790878490092744e-08,5.6640305956534576e-06
2002,5.651775714099472e-08,6.206876605574507e-06
2003,6.833753474211335e-08,6.676660632365383e-06
2004,6.7393305602792e-08,6.9736656769237015e-06
2005,6.71058666412705e-08,5.926483936491422e-06
2006,5.8474035113942335e-08,6.633920747844968e-06
2007,3.794755376596015e-08,6.487034625024535e-06
2008,4.385162938325138e-08,6.6339425757178105e-06
2009,6.103286476211167e-08,6.301643225015141e-06
2010,4.91274465552749e-08,6.111643415351864e-06
2011,4.0916501159449226e-08,5.345148110791342e-06
2012,5.106378955788138e-08,5.428080839919858e-06
2013,4.62994750871637e-08,6.024230970069766e-06
2014,3.5729847039367435e-08,6.573858627234586e-06
2015,3.568686279820099e-08,5.8103091760131065e-06
2016,3.749125579433077e-08,5.5472555686719716e-06
2017,4.150758609045013e-08,5.830935606354615e-06
2018,3.252648211882203e-08,5.616755061055301e-06
2019,3.851991381420561e-08,5.522633273358224e-06
