year,bon_ADJ os_NOUN,bon_ADJ gosse_NOUN
2010,1.8895172093635892e-09,6.140930874920514e-09
2011,2.6767803529281764e-09,6.118355155848576e-09
2012,5.1063788752969685e-09,3.744677901096338e-09
2013,5.857162754807632e-09,2.7891249310130206e-09
2014,6.712880029624557e-09,7.145969149746634e-09
2015,6.428068743957738e-09,5.098123256885856e-09
2016,4.556948152156792e-09,6.214019965256057e-09
2017,1.509366853724714e-09,7.043711836018929e-09
2018,3.3559066636712487e-09,7.744399788123246e-09
2019,3.826481798085979e-09,3.5713827450933877e-09
