year,aucun_DET âge_NOUN,aucun_DET age_NOUN,aucun_DET gage_NOUN
1800,1.760732057931591e-07,4.0874140072588716e-08,5.65949598296811e-08
1801,7.381665767525192e-08,0.0,7.857902772911984e-08
1802,9.622712582313397e-08,0.0,3.8043282302169246e-08
1803,6.046051614916337e-08,9.751696339321825e-09,4.6808139586573816e-08
1804,8.157108188910911e-08,0.0,1.0134588990240445e-07
1805,7.391482248486625e-08,0.0,2.2743021688143017e-08
1806,1.296751053203593e-07,0.0,8.06867319624871e-08
1807,1.3095993800504857e-07,8.540865792383556e-09,6.263301344233696e-08
1808,9.064295714011905e-08,0.0,1.1330369886763947e-07
1809,6.777091243748146e-08,0.0,5.6475762733043666e-08
1810,7.722418304823009e-08,0.0,7.254393175060159e-08
1811,1.9304490450622325e-07,2.5070767684098882e-09,4.512738271955641e-08
1812,1.7603573709834563e-07,0.0,7.468182872116813e-08
1813,1.8404746526812232e-07,0.0,5.176335093892703e-08
1814,5.349351184236184e-08,9.440031423224582e-09,1.2272040805783035e-07
1815,7.821948599939788e-08,0.0,8.631115711033033e-08
1816,1.0197457278593447e-07,0.0,4.6352077731626196e-08
1817,1.2922049208441422e-07,0.0,7.628679554727569e-08
1818,7.748765362691756e-08,0.0,6.556647491606782e-08
1819,1.159317584153996e-07,0.0,5.072014630513877e-08
1820,1.293446416639199e-07,7.119888678630559e-09,6.526564533260171e-08
1821,1.2622704836928733e-07,9.86148829262845e-10,5.719663043191048e-08
1822,1.012587205195814e-07,0.0,7.418955760840618e-08
1823,9.981514015322546e-08,0.0,4.15072847204101e-08
1824,1.0694813035172501e-07,8.421112696055388e-10,6.147412179302592e-08
1825,1.3032055790063168e-07,8.805443041381977e-10,5.6354835464844655e-08
1826,1.1274220312884609e-07,1.7615968683770689e-09,6.78214817639855e-08
1827,1.723630104200069e-07,9.217273055917019e-10,5.438191053031005e-08
1828,1.1373653308055509e-07,1.8344602503717056e-09,9.539193018825998e-08
1829,1.0459274868424018e-07,1.714635211591542e-09,4.6295149047637096e-08
1830,1.2315466069168224e-07,1.0436835840010872e-09,6.992679857376061e-08
1831,1.1693404822210596e-07,0.0,9.510635834431014e-08
1832,1.6235963506971984e-07,6.764984572527055e-09,1.352996914505411e-08
1833,9.961920177659067e-08,2.3167257001688313e-09,4.6334513115198206e-08
1834,1.0454674370663497e-07,9.334530925997342e-10,3.453776287187793e-08
1835,1.3613558280667348e-07,1.5126175867408165e-09,6.352993864311429e-08
1836,1.760836516595532e-07,6.720750067579218e-10,5.2421849972006385e-08
1837,1.1689256851354912e-07,6.957890930081589e-10,8.210311364109657e-08
1838,1.1235648011975741e-07,1.2624323808552163e-09,7.32210807541378e-08
1839,8.3897702118918e-08,1.3982950353153e-09,1.0207553913232914e-07
1840,7.134051571711097e-08,6.369688665408546e-10,5.6690229399691816e-08
1841,1.2263247839428004e-07,6.420548537278137e-10,4.943822418113086e-08
1842,1.1068637739697351e-07,0.0,6.171603672555648e-08
1843,1.0927785254466471e-07,1.7720733214154905e-09,7.265500556741245e-08
1844,9.220782892782609e-08,5.488561272137815e-10,7.354672248993666e-08
1845,7.92392356174787e-08,1.1160455892778032e-09,6.194053270291988e-08
1846,1.1591912318920095e-07,1.7563503984519002e-09,4.6250561380745125e-08
1847,6.903326266183285e-08,0.0,9.006683399093163e-08
1848,8.688839781001434e-08,2.4135665133151463e-09,9.412909207640041e-08
1849,1.2485328149125507e-07,8.379414939696517e-10,1.0474268918869711e-07
1850,8.011015051323511e-08,2.0366988096043315e-09,8.011015495412721e-08
1851,7.029888315912558e-08,6.449438760824933e-10,9.287191460316535e-08
1852,4.817803578305302e-08,0.0,6.445439737490233e-08
1853,9.49537124483868e-08,1.1943863675867306e-09,6.270528274399112e-08
1854,9.040456294684418e-08,5.195664454227256e-10,6.33871053423718e-08
1855,8.597238121410555e-08,2.1227748447927297e-09,7.376642940926104e-08
1856,8.335274870319154e-08,2.0708756931497874e-09,5.436048566842544e-08
1857,1.4156376426655015e-07,1.464452725752352e-09,6.297146626366157e-08
1858,9.34692154785921e-08,1.468102750479261e-09,5.7745377313178636e-08
1859,7.587338313186365e-08,1.5276520048956854e-09,4.073738679721828e-08
1860,1.2083765721371265e-07,9.154367819341758e-10,4.531412045594152e-08
1861,1.1978547931335015e-07,4.715963730639317e-10,4.668804065577348e-08
1862,9.035972858839614e-08,3.614389038064658e-09,4.608346060308577e-08
1863,9.190102590039828e-08,1.9978483867255648e-09,4.9446745364889466e-08
1864,8.486668523488561e-08,4.794727948009836e-10,7.240038968348017e-08
1865,9.413688850656854e-08,1.4120533631256649e-09,5.318734253023649e-08
1866,8.855415600805827e-08,4.865612912574591e-10,5.400830360713371e-08
1867,1.0239432590708475e-07,9.7056229719783e-10,7.910082899797999e-08
1868,6.718228462432307e-08,1.975949626142892e-09,6.323038803657255e-08
1869,1.1476270067589667e-07,9.767038289254515e-10,6.446245492952585e-08
1870,9.231818687283067e-08,5.734048791339319e-10,4.9312818717339724e-08
1871,9.346635820861593e-08,1.0621177271019633e-09,1.1895718898813357e-07
1872,9.131482592295015e-08,6.047339295989218e-10,6.773020355677062e-08
1873,1.1313548320401878e-07,1.1972008939764578e-09,7.362785292563956e-08
1874,7.348769237580655e-08,5.974609140757536e-10,5.795370761063623e-08
1875,9.211658635877029e-08,2.860763514966891e-09,7.380769773135398e-08
1876,7.738899210352201e-08,6.04601479992084e-10,4.292670485739336e-08
1877,1.0328642652268627e-07,1.8554447978047506e-09,2.783167118991514e-08
1878,7.850814975896014e-08,1.2078177347163432e-09,4.166971123709118e-08
1879,8.614148949703804e-08,2.443730107160036e-09,6.231511739951401e-08
1880,5.840240246968165e-08,6.417846254436199e-10,3.2089232604448625e-08
1881,8.367009174392592e-08,6.972507571312292e-10,6.275256936305595e-08
1882,6.921600537168615e-08,6.655385131892899e-10,4.9915387156929114e-08
1883,7.140853242049161e-08,2.5277355764075082e-09,5.0554710639971745e-08
1884,5.743476183539542e-08,0.0,3.762967182296961e-08
1885,8.057044853515549e-08,3.86738152613475e-09,3.8029249083137984e-08
1886,8.71217644693445e-08,3.2267319372003556e-09,3.3558012257906e-08
1887,7.704131199659514e-08,0.0,7.051238526400994e-08
1888,6.404021091199752e-08,0.0,5.643147105161006e-08
1889,5.137412006916975e-08,1.8795410228200637e-09,5.0121094830046786e-08
1890,3.998175790442815e-08,6.554386478008212e-10,6.161123167203186e-08
1891,7.521579981073501e-08,0.0,2.677172439291553e-08
1892,5.57897612551983e-08,6.268512375839919e-10,3.8864776286118285e-08
1893,7.328515794213786e-08,3.0792083327568776e-09,3.633465800456648e-08
1894,7.372800814309244e-08,1.8904617871129403e-09,4.0960006941759275e-08
1895,6.078800485198599e-08,1.2037228991346183e-09,4.995450098022047e-08
1896,5.838058658724776e-08,2.358811590497112e-09,6.604672364574071e-08
1897,6.642453698191275e-08,0.0,4.1952336715667116e-08
1898,5.03593602374508e-08,1.6975064687230201e-09,4.639851169940812e-08
1899,5.5828543565894506e-08,0.0,2.984892333302014e-08
1900,6.125442553184257e-08,1.5573159428683425e-09,3.633737222230593e-08
1901,4.079779380994353e-08,5.588738916095792e-10,3.073806453812722e-08
1902,3.7809184783021976e-08,1.4730852093691738e-09,4.321049629218976e-08
1903,3.942160820002982e-08,5.400220270956879e-10,4.482182802689749e-08
1904,4.729670344261194e-08,1.0749250378694342e-09,4.5146851590516235e-08
1905,4.386645069409667e-08,1.0321518084666081e-09,6.657378870400521e-08
1906,5.041300887853595e-08,0.0,4.1153477070565714e-08
1907,4.2685599055403145e-08,2.571421631181181e-09,2.6228502036929058e-08
1908,4.6167056400037154e-08,1.964555629285769e-09,4.567591793680492e-08
1909,4.620826032919467e-08,1.1001967115120692e-09,5.335953873197852e-08
