year,aucun_DET âge_NOUN,aucun_DET age_NOUN,aucun_DET gage_NOUN
1910,6.466422464157517e-08,1.068830135508847e-09,2.939282950364941e-08
1911,5.213966769446188e-08,5.320374141248863e-10,2.021742140367877e-08
1912,4.323819613460955e-08,0.0,4.844761747335724e-08
1913,5.090870036639217e-08,2.121195885607108e-09,3.181793939432964e-08
1914,7.165515647500342e-08,0.0,5.625264726250023e-08
1915,5.1835352010698443e-08,0.0,4.2410743361642744e-08
1916,4.724608526629481e-08,1.0987462051303964e-09,4.175235646108888e-08
1917,3.83824856342585e-08,0.0,3.1802630973132295e-08
1918,6.432370724951397e-08,0.0,3.905367762513379e-08
1919,3.867296261006459e-08,0.0,3.683139404575542e-08
1920,5.3762846619065385e-08,7.572231730534895e-10,4.240449680281699e-08
1921,6.512563133220794e-08,2.27182422873895e-09,3.634918854800162e-08
1922,5.754789622613998e-08,7.377935484775833e-10,7.082817887749115e-08
1923,4.564857825073432e-08,0.0,6.369568694708505e-08
1924,4.1253197746726755e-08,0.0,3.4807385307367156e-08
1925,3.1894716423508385e-08,2.1996355847875293e-09,3.5194167802288234e-08
1926,4.45845556029667e-08,1.1146138456652466e-09,4.124071395494866e-08
1927,5.2401356143150224e-08,1.1149224876660924e-09,4.23670540872223e-08
1928,3.1992914539813455e-08,2.2852082448565625e-09,3.313552077166548e-08
1929,4.567566680435675e-08,1.1140406375176326e-09,3.564929929034122e-08
1930,5.041729611576784e-08,1.0503603542488804e-09,3.151081173768944e-08
1931,1.9389107208667156e-08,0.0,4.5621427524622504e-08
1932,2.7398840973802407e-08,2.1919073223131136e-09,2.4110979879310435e-08
1933,2.523545683530415e-08,0.0,4.5882648569417483e-08
1934,3.714290031098244e-08,1.1981580172459871e-09,4.193553060360955e-08
1935,4.906996586839796e-08,0.0,3.351119381989065e-08
1936,3.152425698260686e-08,1.2124714565686645e-09,2.5461900587941955e-08
1937,1.888667666705146e-08,1.2591118148108649e-09,2.0145788925951535e-08
1938,3.111651514231539e-08,0.0,3.111651514231539e-08
1939,3.364691014695609e-08,0.0,4.435274547631707e-08
1940,3.296517858686343e-08,2.5357829169792012e-09,7.607348528892999e-09
1941,2.6563524713196784e-08,0.0,3.5418032950929046e-08
1942,5.158160121254696e-08,0.0,5.158160121254696e-08
1943,7.258088197126256e-08,0.0,3.4838823381733164e-08
1944,6.747690939334916e-08,0.0,2.2492303131116387e-08
1945,3.7034568745042407e-08,2.178504043826024e-09,4.574858447625729e-08
1946,5.568441618919451e-08,0.0,3.897909195416105e-08
1947,6.31806162942894e-08,0.0,3.099426493236024e-08
1948,3.8051608086675515e-08,2.174377566888097e-09,2.2830963786191205e-08
1949,3.8286331438541765e-08,0.0,2.1597418964347526e-08
1950,4.4668517773516214e-08,0.0,1.701657836861159e-08
1951,4.904244754744269e-08,1.0661401761424827e-09,2.5587365115598004e-08
1952,3.47978517112324e-08,0.0,1.7926166662185494e-08
1953,3.23214819353268e-08,1.0773827385790469e-09,2.585718505976331e-08
1954,3.713563812013376e-08,0.0,2.1499580116213224e-08
1955,6.757637383003612e-08,0.0,2.1586897602787758e-08
1956,2.180285396669035e-08,0.0,2.8779767902165077e-08
1957,3.5340151804952313e-08,8.835037701437898e-10,1.767007518083119e-08
1958,3.722509589465517e-08,0.0,1.7371711180658167e-08
1959,3.797866376942238e-08,1.5501495642666896e-09,1.4726420971555854e-08
1960,4.221708316265449e-08,0.0,2.145458388724819e-08
1961,3.68252436322436e-08,0.0,3.2656349790993744e-08
1962,3.170978235544908e-08,0.0,1.6489087428794846e-08
1963,3.5563294309426396e-08,0.0,2.133797571968188e-08
1964,3.102823864509219e-08,0.0,1.5818317322668918e-08
1965,4.4870754223325093e-08,0.0,2.9001829660035838e-08
1966,3.988133656651627e-08,1.6617224263271169e-09,1.994066989308152e-08
1967,3.3526281306706096e-08,0.0,3.007504684182649e-08
1968,3.278733573530701e-08,1.7965663401398047e-09,1.661823828547071e-08
1969,4.587175372883223e-08,1.3625273131978588e-09,3.451735963722058e-08
1970,2.5292986927105687e-08,1.3796175035718505e-09,1.7935027685211935e-08
1971,2.6719667367558486e-08,2.5691987426412766e-09,2.2095109963871096e-08
1972,3.5398014741616635e-08,0.0,1.898154344814884e-08
1973,2.7566019800140396e-08,1.6539611347177186e-09,1.598829157956061e-08
1974,3.3753430717098354e-08,5.625571675160757e-10,1.4626486799507177e-08
1975,4.512069295969923e-08,5.711480177694739e-10,1.4278700888326057e-08
1976,3.485251509616205e-08,1.7140580621521906e-09,1.7711933253394818e-08
1977,3.937443748824876e-08,1.1753563677885381e-09,1.5279633225340206e-08
1978,4.39603775603814e-08,5.940591352171509e-10,2.5544542481270582e-08
1979,2.5163485517509798e-08,0.0,1.8141117053005473e-08
1980,3.752199440043569e-08,5.685150683554241e-10,1.8760998088396263e-08
1981,3.6055631813525224e-08,0.0,1.5181319312773667e-08
1982,3.476201193564066e-08,0.0,1.6760255405756652e-08
1983,2.5892796351456582e-08,6.315316047889041e-10,2.084054351314535e-08
1984,3.3054348591576854e-08,0.0,8.69851302098823e-09
1985,3.9702684251352593e-08,6.015558051686298e-10,1.5640450379272863e-08
1986,3.1770773567529886e-08,0.0,1.498621315931814e-08
1987,2.3221103706561053e-08,0.0,1.2832715334809564e-08
1988,2.8783458949632745e-08,0.0,1.2592763276586538e-08
1989,2.9635858989074393e-08,0.0,2.359892548042808e-08
1990,4.304434364499343e-08,5.44865097484859e-10,1.743568273093743e-08
1991,2.5204299980430278e-08,0.0,1.1722930737256831e-08
1992,3.250867131043833e-08,1.1019888335184191e-09,2.0386792920490393e-08
1993,2.7696037907531945e-08,5.539207426075166e-10,1.994114740000441e-08
1994,3.6396993641218955e-08,0.0,1.6352272314001937e-08
1995,4.012613680215438e-08,0.0,1.626735190995987e-08
1996,3.3096171137003694e-08,0.0,1.2811421257197253e-08
1997,3.6441199391390455e-08,0.0,2.109753616252874e-08
1998,3.337690479554567e-08,0.0,1.7642078020685403e-08
1999,3.7475647918228105e-08,9.140402323914998e-10,1.5538683950655496e-08
2000,2.6066385938605663e-08,0.0,1.767212554071307e-08
2001,2.2782301822843465e-08,0.0,1.5772362971233633e-08
2002,2.0153619662011124e-08,0.0,1.7086764003693133e-08
2003,3.7502304817138565e-08,0.0,1.166738422542224e-08
2004,2.0262039379659313e-08,0.0,1.805964444656638e-08
2005,3.017512173464354e-08,0.0,1.4411998705554652e-08
2006,3.417848759568187e-08,4.1178899179428186e-10,1.4824403704594147e-08
2007,3.1156940138998834e-08,3.994479469415779e-10,1.3581230584591708e-08
2008,2.980207702840687e-08,0.0,2.0435710179622646e-08
2009,2.002640919762655e-08,0.0,2.288732470212551e-08
2010,2.503610230242259e-08,1.4171379625338432e-09,7.085689368580006e-09
2011,3.250376101604502e-08,0.0,1.2619107536693264e-08
2012,2.4851045443696762e-08,0.0,9.872333284199897e-09
2013,3.068037623954467e-08,0.0,1.4782363000342968e-08
2014,3.118240976540676e-08,0.0,1.6673928349142386e-08
2015,3.701680828527287e-08,0.0,1.972752131096378e-08
2016,3.64555834408975e-08,1.2428039986023265e-09,1.760638951298077e-08
2017,3.043889629239516e-08,0.0,1.0817128526241504e-08
2018,2.5556520899527868e-08,2.5814667070633845e-10,1.1100307006906007e-08
2019,3.061185349650941e-08,0.0,9.18355586021491e-09
