year,un_DET an_NOUN,un_DET gant_NOUN
1924,3.598696980589011e-05,3.828812387141056e-07
1925,3.3587336702112225e-05,4.2013040779664834e-07
1926,3.462659469732898e-05,3.8454177531122014e-07
1927,3.3354021525155986e-05,4.939106825752049e-07
1928,3.851947030852898e-05,3.1878655892825236e-07
1929,3.498310411487182e-05,3.4869470866283336e-07
1930,3.4511691865191096e-05,2.941009111800952e-07
1931,3.524483372530085e-05,2.828528575804512e-07
1932,3.519326310197357e-05,3.024832109232989e-07
1933,3.501763762869814e-05,2.913548315941483e-07
1934,3.4222988006149535e-05,2.5400951209064715e-07
1935,3.49174683833553e-05,3.0279759499762804e-07
1936,3.470093247415207e-05,2.5704395723025186e-07
1937,3.752027441805694e-05,2.669317025194573e-07
1938,3.602903279897873e-05,2.670834211571105e-07
1939,3.392985172467888e-05,3.2117504833450994e-07
1940,3.413924628148379e-05,3.017581615694098e-07
1941,3.2215650207945146e-05,3.71889329109365e-07
1942,2.9865746682844474e-05,2.3666851234338537e-07
1943,2.9853967589588137e-05,3.9193675172022324e-07
1944,2.7986850682282238e-05,3.6630322419739514e-07
1945,3.248585267101589e-05,3.7688120002599135e-07
1946,3.4439420687704114e-05,4.371226713928422e-07
1947,3.399951697247161e-05,4.017333505856868e-07
1948,3.223406042707211e-05,3.8812640124064046e-07
1949,3.7681603089367854e-05,3.3966847912125786e-07
1950,3.373749405000126e-05,3.169337745578815e-07
1951,3.472205412435869e-05,3.656860858569644e-07
1952,3.4287483686057385e-05,4.629168888214963e-07
1953,3.339670911373105e-05,3.835482464964457e-07
1954,3.455275441410777e-05,3.8503791666144593e-07
1955,3.4060369443977834e-05,3.6134591230307933e-07
1956,3.4037741670545074e-05,3.6367160127781517e-07
1957,3.2210781228059204e-05,3.47216988494381e-07
1958,3.4995727673958754e-05,3.871409868239084e-07
1959,3.4730324614429264e-05,3.4568335660623006e-07
1960,3.3031753218892845e-05,3.252791767049956e-07
1961,3.346511289237242e-05,3.487975930305254e-07
1962,3.380896851012949e-05,3.456366286513912e-07
1963,3.2984630479404586e-05,3.9830889164704786e-07
1964,3.346000085002743e-05,4.404793005896579e-07
1965,3.155125500597933e-05,3.688157281800386e-07
1966,3.1017710170999635e-05,4.359251892793736e-07
1967,3.258557444496546e-05,4.516187406267136e-07
1968,3.295037345196761e-05,4.442010279603892e-07
1969,3.405546226531442e-05,3.615239232424017e-07
1970,3.4959509093823726e-05,4.1756422852756714e-07
1971,3.5074702282145154e-05,4.912307964843876e-07
1972,3.7289497413439676e-05,4.0887269125988723e-07
1973,3.58964714450849e-05,4.1900349323498176e-07
1974,3.6983632071496686e-05,3.617242638753737e-07
1975,3.883178214891814e-05,3.7809999042792697e-07
1976,3.787497053053812e-05,3.902338887584733e-07
1977,3.567441490304191e-05,3.9844580612680147e-07
1978,3.426236071391031e-05,4.43762171897788e-07
1979,3.388175377949665e-05,4.5586871877389967e-07
1980,3.336160034450586e-05,4.6845640477855e-07
1981,3.475003813946387e-05,4.895975616037163e-07
1982,3.5889295759261586e-05,4.730116636153525e-07
1983,3.4388789117656415e-05,5.146982449133475e-07
1984,3.530842423060676e-05,4.778383058123836e-07
1985,3.640435079432791e-05,4.650026399488638e-07
1986,3.707829205268354e-05,4.969428513135199e-07
1987,3.676084224935039e-05,5.475291615653077e-07
1988,3.607107009884203e-05,5.127053688269712e-07
1989,3.7536011177508044e-05,4.911869435630933e-07
1990,3.68007331417175e-05,5.263397007126969e-07
1991,3.602749620768009e-05,5.890772616368167e-07
1992,3.53181894752197e-05,5.989309492804296e-07
1993,3.5620427297544666e-05,5.888177572188624e-07
1994,3.597605473260046e-05,5.137778753550037e-07
1995,3.59530176865519e-05,5.259777164923207e-07
1996,3.502535923871619e-05,5.562292262339952e-07
1997,3.434247196310025e-05,5.773053022295471e-07
1998,3.603132336138515e-05,5.655001480420196e-07
1999,3.485235288280819e-05,5.607637083571149e-07
2000,3.479111410342739e-05,5.818547279545783e-07
2001,3.466677685537434e-05,5.301265977308844e-07
2002,3.388305344742548e-05,5.682444061960723e-07
2003,3.433836036492721e-05,6.167046153748856e-07
2004,3.465205395514204e-05,6.497067275290647e-07
2005,3.312913099762227e-05,6.008002246815636e-07
2006,3.3422030128349434e-05,6.802754155543767e-07
2007,3.3511286574139376e-05,8.308517571720131e-07
2008,3.3643991400822415e-05,8.604285586244487e-07
2009,3.152204362777411e-05,8.558905815192475e-07
2010,3.162768462061649e-05,1.089306618240471e-06
2011,3.0130988079690724e-05,1.267264302384774e-06
2012,3.136644363621599e-05,1.5639136421441435e-06
2013,3.1708446840639226e-05,1.5401548800753062e-06
2014,3.334828943479806e-05,1.5764440988164097e-06
2015,3.197853266101447e-05,1.5216790174577e-06
2016,3.05854066482425e-05,1.5709042919809235e-06
2017,3.302997720311396e-05,1.5798038894843103e-06
2018,3.129615288344212e-05,1.7032517583004392e-06
2019,3.147714801343682e-05,1.5645207938064232e-06
