year,en_ADP aire_NOUN,en_ADP guerres_NOUN
1800,4.7162466820793725e-08,5.345079756580162e-08
1801,1.619204113012529e-07,1.4287095950749062e-07
1802,3.3567602031325805e-08,1.5217312920867698e-07
1803,2.9255089017965474e-08,7.021220937986072e-08
1804,1.730295728918918e-08,3.460591457837836e-08
1805,3.695740935505398e-08,1.051864728651708e-07
1806,4.8988376022407465e-08,1.0374009207225754e-07
1807,1.1387820464392462e-08,4.555128185756985e-08
1808,4.5321479014148736e-08,4.305540457494317e-08
1809,7.00299480627109e-08,3.6144488291256494e-08
1810,5.3822916346035754e-08,4.680253340438867e-08
1811,5.0141535368197765e-09,1.0529722516139373e-07
1812,3.200649700829672e-08,5.867858021701977e-08
1813,2.0130190847567064e-08,2.8757416004054903e-08
1814,4.090680150170556e-08,7.237357380063258e-08
1815,8.091670444798638e-09,1.1328339155625144e-07
1816,7.184571870766376e-08,9.965696534663948e-08
1817,1.2454987263765815e-08,1.401186011662503e-07
1818,7.152706427149269e-09,1.1682753608965868e-07
1819,2.484252026313527e-08,9.212434548544479e-08
1820,1.7799721696576398e-08,1.3646453567162098e-07
1821,3.7473656067099625e-08,1.1044866710108181e-07
1822,3.0076847679083585e-08,8.421517350143404e-08
1823,3.2612866407433216e-08,1.4824030358795426e-07
1824,1.431589158329416e-08,1.6000113589598186e-07
1825,1.3208164117983756e-08,1.3384273245264922e-07
1826,2.466235649034587e-08,8.631824499616414e-08
1827,2.027800155568471e-08,6.452091128039683e-08
1828,2.384798225563145e-08,7.429564163885516e-08
1829,4.800978425922864e-08,1.2002446680980938e-07
1830,1.6698937788106605e-08,9.601888706356476e-08
1831,1.4032085493553836e-08,1.216114071667107e-07
1832,9.470978445946798e-09,5.141388470519814e-08
1833,1.2741991461950875e-08,4.6334513115198206e-08
1834,2.1469421573883096e-08,9.054495109239724e-08
1835,2.571449897459388e-08,1.0739584865859797e-07
1836,2.9571301130015826e-08,1.6264215219052858e-07
1837,1.8786305289175687e-08,1.3289572109442815e-07
1838,3.8504186727905676e-08,1.312929640562288e-07
1839,2.6567605448946097e-08,1.3143973376372742e-07
1840,5.860113566624747e-08,1.0000411521104979e-07
1841,4.173356549230789e-08,7.76886395215115e-08
1842,3.287049921141261e-08,7.982835370512475e-08
1843,3.0125246297529884e-08,1.0809647221776686e-07
1844,5.488561261035585e-08,1.0757580071185657e-07
1845,2.7343117381395388e-08,7.365900955846882e-08
1846,1.3465352832753297e-08,9.659927258098833e-08
1847,2.480882788091776e-08,7.442648808364538e-08
1848,2.0113054055581614e-08,1.1182858372649207e-07
1849,2.3462362719328667e-08,2.5976186535103807e-08
1850,2.1724787302446202e-08,1.2559642925680237e-07
1851,2.1283148576856092e-08,8.384270699934859e-08
1852,1.9531636752390114e-08,7.682443481371592e-08
1853,2.26933418723263e-08,1.009256465067665e-07
1854,2.1821789930598356e-08,8.261106643203675e-08
1855,1.1144567935161831e-08,6.209116065747367e-08
1856,2.0191037064520856e-08,7.196292983735475e-08
1857,1.2691923956253959e-08,7.810414359710194e-08
1858,4.502181916166137e-08,7.683071601150004e-08
1859,2.6479301196147276e-08,1.0184346876940253e-07
1860,1.373155189554609e-08,6.408057373619158e-08
1861,1.3204698334767784e-08,7.592701933845092e-08
1862,3.6143891435358455e-08,7.816116465164669e-08
1863,1.947902072974017e-08,9.639618525625337e-08
1864,2.5412057458318316e-08,9.205877660178885e-08
1865,2.9653119293371333e-08,8.895936076669386e-08
1866,1.8489329622894957e-08,4.4277076227672296e-08
1867,2.8631587767335986e-08,9.414453927547584e-08
1868,3.112120594561674e-08,8.298988518617989e-08
1869,3.174287332985415e-08,6.934597251984087e-08
1870,4.0711745086241535e-08,8.429051945313404e-08
1871,3.929835434846041e-08,6.160282595146782e-08
1872,2.0560953717385644e-08,9.917636134559871e-08
1873,3.8909028887701425e-08,6.764184945495799e-08
1874,5.616132481289782e-08,5.735624597491551e-08
1875,2.4030413270370587e-08,6.179249112392426e-08
1876,3.748529087133079e-08,7.678438862512849e-08
1877,5.999271590617639e-08,5.257093604882357e-08
1878,2.2344627481629686e-08,7.971596716060958e-08
1879,1.8327976358811782e-08,9.347267848625052e-08
1880,4.492492533536563e-08,5.711883233061599e-08
1881,6.83305714233029e-08,3.486253774553916e-08
1882,6.25606177973026e-08,6.455723422504889e-08
1883,3.475636339844712e-08,5.561018312505439e-08
1884,3.6969503902639644e-08,4.5551708183211304e-08
1885,3.287274280561192e-08,5.736615804607936e-08
1886,5.0982363997142954e-08,6.195325141788999e-08
1887,3.199173115309151e-08,5.092561039532484e-08
1888,2.4728397107764977e-08,7.101488108673948e-08
1889,3.8217333020451605e-08,8.896493852716958e-08
1890,3.211649390877369e-08,5.309053108248918e-08
1891,3.44207886637804e-08,4.461954006274027e-08
1892,2.7581454897784852e-08,4.387958796314706e-08
1893,2.832871559554917e-08,6.959010789842068e-08
1894,3.591877373310126e-08,4.222031435574536e-08
1895,2.106515117894503e-08,4.4537745935713247e-08
1896,2.122930492509667e-08,5.012474701970859e-08
1897,2.9133568113515196e-08,5.010973680441566e-08
1898,2.6594268232038587e-08,3.847681284696591e-08
1899,2.984892333302014e-08,4.753717419703207e-08
1900,2.0764213348734017e-08,4.775768758236154e-08
1901,3.409130783227354e-08,7.488910114261671e-08
1902,2.8970674414985353e-08,2.7497589982772297e-08
1903,3.0781254878320397e-08,5.130209146386733e-08
1904,3.117282521003517e-08,4.08471514390385e-08
1905,2.5803795267176355e-08,6.657379003627284e-08
1906,2.05767382577271e-08,4.0639058340730116e-08
1907,2.8799923057487575e-08,4.011417686911045e-08
1908,2.897719486583128e-08,4.9605031193777904e-08
1909,1.925344239595006e-08,3.795678793494517e-08
1910,1.9238942772226153e-08,4.221879024157715e-08
1911,1.9685384544665396e-08,2.3409645777405785e-08
1912,2.5005221671037248e-08,4.0112542620818203e-08
1913,2.1742257383383645e-08,2.5454351515463713e-08
1914,1.808120764223986e-08,3.080502253283157e-08
1915,2.3561524287174507e-08,3.062998032987707e-08
1916,2.4172415624690302e-08,5.383856560570166e-08
1917,5.3735480065597585e-08,4.0575770299255964e-08
1918,1.033773866510046e-08,4.5945505178224266e-08
1919,1.6574127070789757e-08,3.775218004875569e-08
1920,1.8930578438158818e-08,6.057785384427916e-08
1921,2.4990065738972334e-08,3.862101038976107e-08
1922,2.360939327372691e-08,4.721878710256533e-08
1923,1.4862327812892318e-08,4.352538596208433e-08
1924,5.156649773851996e-09,6.445812061883771e-08
1925,8.798542339150117e-09,4.179307566687385e-08
1926,6.687683296036084e-09,4.56991671171636e-08
1927,1.0034302388994831e-08,5.4631200896437804e-08
1928,1.4853853258500749e-08,3.6563331917705e-08
1929,2.116677166874581e-08,3.230717737778832e-08
1930,1.1553964007759987e-08,3.886333388436469e-08
1931,2.5091784650044247e-08,5.1324104077821175e-08
1932,4.055028668403793e-08,5.150982218538047e-08
1933,4.1294382802092855e-08,5.850037609889114e-08
1934,2.875579241390369e-08,4.4331848414458364e-08
1935,2.0346082152400413e-08,3.949533677882755e-08
1936,1.9399542861009422e-08,4.9711328387047615e-08
1937,2.1404900962807005e-08,5.288269733227935e-08
1938,2.333738657878115e-08,6.093650739558143e-08
1939,1.2235240376412548e-08,6.72938256229827e-08
1940,1.5214697057785997e-08,6.846613587185857e-08
1941,1.1806010391524069e-08,5.312704587367989e-08
1942,1.517105907566929e-08,6.978687139280737e-08
1943,2.9032351855917682e-08,8.129058670647282e-08
1944,4.4984606262232774e-08,3.534504600111177e-08
1945,1.3071024707045353e-08,6.099811145077183e-08
1946,3.062643028073353e-08,4.872386583087973e-08
1947,1.6689218895749036e-08,7.867775053682635e-08
1948,2.5005341575123907e-08,6.84928949112873e-08
1949,2.2579119796084512e-08,6.282885323116716e-08
1950,2.4461330738745346e-08,6.274863295629984e-08
1951,2.3455083209000804e-08,6.716683031982029e-08
1952,3.374337254058446e-08,2.6362009464264702e-08
1953,3.124409986288157e-08,4.740483916521043e-08
1954,3.029486128625081e-08,5.570345606997762e-08
1955,2.2525458831523792e-08,4.786659957289885e-08
1956,2.703553869665143e-08,3.401245152190313e-08
1957,7.951533903538532e-08,4.4175187952077977e-08
1958,2.8125628048769613e-08,4.6324561964183886e-08
1959,1.9376869886400527e-08,6.355612924835441e-08
1960,2.629916601160076e-08,5.329041741219953e-08
1961,3.265634873628187e-08,6.600751589758147e-08
1962,5.45408234131628e-08,6.024858834052793e-08
1963,3.039045082253722e-08,3.556329275511416e-08
1964,4.0154192526564714e-08,6.266487417860844e-08
1965,4.0493119801698896e-08,4.268193976031398e-08
1966,5.151339477205141e-08,5.81602854765606e-08
1967,2.5144710702473816e-08,6.015009290649687e-08
1968,3.413475932467769e-08,6.018497344939533e-08
1969,3.451736046988785e-08,5.04135115875215e-08
1970,3.3570694335516293e-08,5.104584843707016e-08
1971,3.956565930440803e-08,5.857773288653334e-08
1972,3.5398013353837854e-08,4.771036543615992e-08
1973,4.300298939163838e-08,3.3630541906859435e-08
1974,4.050411750444738e-08,5.6818272753389465e-08
1975,4.16938057412608e-08,3.4268879289811593e-08
1976,2.228275491900078e-08,4.627956684544188e-08
1977,4.8189612078530786e-08,4.348818549715361e-08
1978,5.287126469966097e-08,5.8217796805593025e-08
1979,5.442335160310563e-08,5.676414005506558e-08
1980,3.581644952843632e-08,4.60497204812782e-08
1981,6.135783220395652e-08,3.352541355639005e-08
1982,3.165826112372372e-08,4.6556266397601576e-08
1983,3.6628833299801045e-08,5.1785590926556324e-08
1984,3.537395104613594e-08,4.9871474061546905e-08
1985,4.9327574580537714e-08,4.8726018775369084e-08
1986,5.874595604415944e-08,4.1961399688261736e-08
1987,4.8275453745638686e-08,4.5831125561335284e-08
1988,3.238138990280248e-08,4.3774843305754985e-08
1989,7.079677288857056e-08,4.774666351181622e-08
1990,8.554382369130309e-08,4.7403261760337045e-08
1991,3.8099522925438833e-08,7.03375846455856e-08
1992,4.573253731265936e-08,6.611932690248068e-08
1993,5.760775678709251e-08,4.819110444032049e-08
1994,4.378189177867142e-08,5.644171352514604e-08
1995,6.181593642518024e-08,6.127369545083639e-08
1996,5.8719012541175175e-08,5.17794944698835e-08
1997,4.842843426278165e-08,5.849771156363204e-08
1998,5.912480360859007e-08,5.4833485307881347e-08
1999,4.295989214364582e-08,8.272063922731832e-08
2000,5.610899900254651e-08,7.245571964631381e-08
2001,6.790878490092744e-08,5.87082382708104e-08
2002,5.651775714099472e-08,6.352771464435136e-08
2003,6.833753474211335e-08,6.917092321145901e-08
2004,6.7393305602792e-08,9.954828072977762e-08
2005,6.71058666412705e-08,8.241861593205613e-08
2006,5.8474035113942335e-08,7.576917226970181e-08
2007,3.794755376596015e-08,7.509621724466342e-08
2008,4.385162938325138e-08,8.557453412549876e-08
2009,6.103286476211167e-08,7.86751783721229e-08
2010,4.91274465552749e-08,8.124924022467894e-08
2011,4.0916501159449226e-08,5.965396354667973e-08
2012,5.106378955788138e-08,5.8893572685292384e-08
2013,4.62994750871637e-08,5.6619239074962024e-08
2014,3.5729847039367435e-08,5.954974113819844e-08
2015,3.568686279820099e-08,5.2976151465600196e-08
2016,3.749125579433077e-08,5.9447458511385776e-08
2017,4.150758609045013e-08,5.6601255238319936e-08
2018,3.252648211882203e-08,5.524338675400031e-08
2019,3.851991381420561e-08,5.1274852808091964e-08
