year,en_ADP orge_NOUN,en_ADP gorges_NOUN
1800,1.4180181993062035e-06,0.0
1801,1.8025552459555172e-06,0.0
1802,5.012761903344654e-07,0.0
1803,4.875847992025228e-07,0.0
1804,4.029116922321663e-07,0.0
1805,2.3311597785458105e-07,0.0
1806,4.0919702826158755e-07,0.0
1807,3.1316506010625744e-07,0.0
1808,5.143988204281413e-07,0.0
1809,5.737937271987903e-07,0.0
1810,2.0827127888978225e-07,0.0
1811,3.785685951385176e-07,5.0141535368197765e-09
1812,1.9203899759290266e-07,8.00162425207418e-09
1813,2.5594099395398473e-07,8.627225156487839e-09
1814,9.754698915287463e-08,0.0
1815,1.4565007688815967e-07,0.0
1816,3.267821533370352e-07,0.0
1817,1.1987924608547473e-07,0.0
1818,1.6451225071101305e-07,0.0
1819,1.852837965277132e-07,4.140420006848444e-09
1820,9.967844150082783e-08,1.4239777357261119e-08
1821,1.3608854487756616e-07,1.97229765852569e-09
1822,1.804610860745015e-07,1.4035862250239006e-08
1823,1.818414328003115e-07,1.087095569118901e-08
1824,1.9958037178469112e-07,5.894778887238772e-09
1825,1.2063456722444243e-07,1.7610886082763955e-09
1826,1.321197709014399e-07,6.1655889282974385e-09
1827,1.1798109633698317e-07,6.452091305675367e-09
1828,1.4492235794749675e-07,9.172301251858528e-10
1829,1.9203913836918218e-07,6.001223074036943e-09
1830,1.3046044111675315e-07,8.349468672008697e-09
1831,1.2472964794341124e-07,1.2472964883158966e-08
1832,1.6641861710908756e-07,0.0
1833,2.6526510055191466e-07,2.3167257001688313e-09
1834,2.5483268251136337e-07,1.6802156110884425e-08
1835,1.4899283939939778e-07,1.4369867074037757e-08
1836,1.660025215066696e-07,7.392825018825988e-09
1837,1.0019363116953173e-07,1.0436836284100082e-08
1838,1.123564798977128e-07,1.009945904684173e-08
1839,1.230499671045493e-07,1.3283802502428443e-08
1840,1.3503740614595472e-07,1.9109065441114126e-09
1841,1.592295992836057e-07,5.778493683550323e-09
1842,1.274570311515788e-07,8.049918065466954e-09
1843,1.80160792617734e-07,8.860366662588604e-09
1844,7.574214638816912e-08,8.781698035420504e-09
1845,1.0825642249301382e-07,8.37034175305007e-09
1846,1.2762813472733114e-07,0.0
1847,1.5101025763186726e-07,5.3932236454556914e-09
1848,1.4642303702849802e-07,2.252662056889676e-08
1849,1.1731181004392965e-07,1.0055297705591215e-08
1850,7.19633606038883e-08,2.7155984128057753e-09
1851,1.3479327365395477e-07,1.2898877521649865e-09
1852,7.942865143384381e-08,1.3021090872200602e-09
1853,1.7318601908122844e-07,5.971931837933653e-10
1854,9.040455994924201e-08,3.117398783558656e-09
1855,1.209981661531856e-07,6.8990182455763716e-09
1856,1.1493360019265708e-07,7.248064815001953e-09
1857,1.1520361486994091e-07,7.810414537345878e-09
1858,1.2968241969169014e-07,2.4468380654951716e-09
1859,1.1304624547570086e-07,1.3748867822016564e-08
1860,7.689668957144846e-08,1.0527522853465143e-08
1861,5.3761986862355116e-08,7.073945706981277e-09
1862,8.810073387488515e-08,6.776979477596257e-09
1863,1.163746681243083e-07,1.2986014041871385e-08
1864,8.198984580154445e-08,7.671564716815737e-09
1865,7.107334770717344e-08,8.943004559114343e-09
1866,5.838735406271667e-08,6.3252967308358166e-09
1867,1.2762894208151465e-07,1.455843445796745e-09
1868,1.2695476558910457e-07,5.433861360870651e-09
1869,8.790334427022373e-08,1.1720445725060813e-08
1870,6.422134912753563e-08,6.880858549607183e-09
1871,8.6031534785036e-08,3.18635318130589e-09
1872,8.889589042659907e-08,2.4189357183956872e-09
1873,8.20082608488093e-08,1.0774807712721213e-08
1874,6.990292344966065e-08,5.974608974224083e-09
1875,1.1843561287250282e-07,1.2015206607429718e-08
1876,8.64580107506896e-08,1.4510435519810017e-08
1877,9.277224100046055e-08,1.1751150275074451e-08
1878,9.42097801992503e-08,1.5701630662334765e-08
1879,8.369775317262906e-08,2.6881030290581975e-08
1880,8.664092598920092e-08,6.417846254436199e-09
1881,7.739483409707759e-08,8.367009307619355e-09
1882,1.1780031328179064e-07,3.9932310791357395e-09
1883,1.1058843496503101e-07,1.5798347796636136e-08
1884,7.591951511898287e-08,3.036780604759315e-08
1885,8.121500627567002e-08,8.379326565943757e-09
1886,1.2261581322503545e-07,5.808117542471791e-09
1887,1.4037188439397497e-07,1.1752064210668323e-08
1888,1.43931959684096e-07,7.608737417896805e-09
1889,1.0149521201263667e-07,1.2530273707511697e-08
1890,8.19298313636807e-08,1.1797895660414781e-08
1891,8.668939366351935e-08,8.92390783491237e-09
1892,1.2474340005397266e-07,1.191017329205124e-08
1893,9.114456422931738e-08,1.3548516086814288e-08
1894,9.956432367452805e-08,1.5123694296903523e-08
1895,1.1314995407296635e-07,1.5648397688750038e-08
1896,8.72760268499917e-08,1.5921978624433564e-08
1897,1.1362091534294905e-07,1.1070755867592652e-08
1898,7.921696953960833e-08,1.0750873968845553e-08
1899,8.733573686470208e-08,1.6029977345510815e-08
1900,1.5573158851367452e-07,2.4917055641004993e-08
1901,6.427049514812211e-08,1.3412973842719111e-08
1902,7.218117376028843e-08,2.0132163325303765e-08
1903,9.28837877722799e-08,1.188048437406053e-08
1904,7.201997664907367e-08,1.1824175416563776e-08
1905,1.094080932517727e-07,2.0643035725242953e-08
1906,1.47123683014172e-07,3.806696469155213e-08
1907,8.742833895736268e-08,2.5714216533856415e-08
1908,1.036303127754934e-07,1.8663278922304016e-08
1909,1.248723270341756e-07,3.410609722420688e-08
1910,1.0367652647502723e-07,2.778958396731923e-08
1911,1.5961122468155509e-07,3.7774656069800017e-08
1912,1.7607843849631877e-07,3.6465947372832375e-08
1913,1.177263749263524e-07,2.333315407554437e-08
1914,1.359439008030705e-07,8.705766774141921e-09
1915,2.0734141514822113e-07,3.2986132825207903e-08
1916,1.9997181355257965e-07,2.1974923436474114e-08
1917,2.697740454360442e-07,1.644963654179321e-08
1918,1.768901984888771e-07,1.2635013924011673e-08
1919,1.2246438263474602e-07,3.867296488602179e-08
1920,1.6507465883108807e-07,1.438724073210551e-08
1921,1.6887227349826617e-07,2.423279099605935e-08
1922,1.1878476202653587e-07,2.5084980925793587e-08
1923,1.4862326702669293e-07,2.1231895797058087e-08
1924,1.3278373589553638e-07,5.027733585016847e-08
1925,2.1776392022943014e-07,2.9695080838720855e-08
1926,1.2260751991455265e-07,4.124071262268103e-08
1927,1.337906991860649e-07,3.5677519605314956e-08
1928,7.998228568339982e-08,2.742249805010033e-08
1929,9.914961740520312e-08,4.344758353092004e-08
1930,1.249928877067319e-07,7.142450242358933e-08
1931,9.80860681565332e-08,1.8248570654577634e-08
1932,9.644392062746476e-08,5.041386685888938e-08
1933,1.2388315751010737e-07,3.211785326584504e-08
1934,7.428579351653752e-08,2.516131836216573e-08
1935,1.3284795841173036e-07,3.590485420090772e-08
1936,1.2245961844570274e-07,5.698615979099486e-08
1937,1.6998009921831425e-07,3.777335422228134e-08
1938,1.4521039548576198e-07,4.148868626430158e-08
1939,1.269406144643881e-07,3.364691281149135e-08
1940,1.5468275194052694e-07,4.3108308034334186e-08
1941,1.0035108743977617e-07,8.559357667081713e-08
1942,1.061974117533282e-07,7.888950648293758e-08
1943,1.7709734878579297e-07,1.2774235358392616e-07
1944,1.1246151920829561e-07,4.177142187700156e-08
1945,5.446259976338297e-08,5.664110602765504e-08
1946,8.074240476219074e-08,2.3665876369705074e-08
1947,1.4781880075531717e-07,3.457052599742383e-08
1948,1.0980606957033956e-07,4.783630558335972e-08
1949,1.1780410269501829e-07,7.657266820615405e-08
1950,1.5527628249856207e-07,4.679559140186029e-08
1951,1.5778874262739606e-07,4.157946520422229e-08
1952,9.912115650489994e-08,1.1282940337586922e-07
1953,1.6699431981681556e-07,5.386913670690774e-08
1954,1.3681550581345903e-07,6.058972701339371e-08
1955,1.7081806058527604e-07,2.440258128899586e-08
1956,1.5698054389723382e-07,5.145473380707699e-08
1957,1.5196264291361672e-07,3.975766915687018e-08
1958,1.2325642978483486e-07,5.046068435321516e-08
1959,1.6276570136142254e-07,3.642851353902188e-08
1960,1.204224996387282e-07,4.2909165220983425e-08
1961,1.1881352113274346e-07,5.558527504945232e-08
1962,1.4967016942479816e-07,4.439369405417892e-08
1963,1.2220840694965318e-07,2.7804029301137234e-08
1964,1.143786054758067e-07,5.597251018230054e-08
1965,2.0684323587261133e-07,3.2832258967108174e-08
1966,1.4733938369371202e-07,3.5450078428311826e-08
1967,1.5924983681747662e-07,7.937840251770467e-08
1968,1.7920749328936836e-07,3.6829611360644776e-08
1969,1.3125679465542106e-07,3.315483354526805e-08
1970,1.195668531406291e-07,2.5292987260172595e-08
1971,9.249115606735359e-08,3.7510300643361916e-08
1972,8.310837951164274e-08,3.847610230423015e-08
1973,8.159541514674018e-08,3.3079221140042137e-08
1974,1.4120184188559648e-07,3.600365872102884e-08
1975,1.2279682337634767e-07,3.541117621352896e-08
1976,7.370449983667982e-08,2.1140049599743804e-08
1977,8.99147615252005e-08,2.997158682349621e-08
1978,1.0574252906625503e-07,3.267325099365337e-08
1979,8.719439970050757e-08,1.6970723493159312e-08
1980,9.949013635157655e-08,2.7288723336571508e-08
1981,7.71717068581701e-08,2.4669642328944974e-08
1982,8.93880299779326e-08,1.6760256515979677e-08
1983,1.2504325563877927e-07,1.3893695083311286e-08
1984,7.886651332000838e-08,3.015484423274373e-08
1985,8.602248025013637e-08,2.5265343595037848e-08
1986,8.39227985438562e-08,1.8582904215413976e-08
1987,1.0266172134620888e-07,1.588812459374367e-08
1988,8.275244262057058e-08,1.4991384134077634e-08
1989,8.890757896562462e-08,1.8659616074501173e-08
1990,5.394164365180032e-08,4.7403264924472666e-08
1991,6.037308813988673e-08,1.582595565707834e-08
1992,6.942529545694853e-08,2.1488782808720686e-08
1993,6.979401112605643e-08,2.3818591987634363e-08
1994,4.5891862587854604e-08,1.6879765141197822e-08
1995,6.940737201643898e-08,1.0302656228144969e-08
1996,6.51247233918184e-08,1.975094043871195e-08
1997,7.815678160216777e-08,1.1987236092636522e-08
1998,5.960161431062261e-08,1.3350762273489636e-08
1999,6.5810899674279e-08,2.6507167127931552e-08
2000,4.197129777061548e-08,1.2370488633450805e-08
2001,6.703253827011757e-08,1.1829271784336015e-08
2002,5.126029023472256e-08,1.4019908789464353e-08
2003,5.291992039024862e-08,1.2917460712191797e-08
2004,3.611928889313276e-08,1.0571499231559756e-08
2005,6.710586852864964e-08,4.954124666056714e-09
2006,4.406142045665362e-08,1.8118715416903797e-08
2007,3.674921061902481e-08,6.391167151065247e-09
2008,2.7673358715674112e-08,1.660401513503551e-08
2009,3.1946889578193804e-08,9.53638501499654e-09
2010,2.5036102968556406e-08,2.4091344030807704e-08
2011,2.6767802974170252e-08,1.7590270517953144e-08
2012,1.8042539906559796e-08,1.2936160587173617e-08
2013,2.621777461797592e-08,1.3666713094551142e-08
2014,2.4686075739133173e-08,1.4508482415465096e-08
2015,1.551602757388082e-08,8.201329393386914e-09
2016,2.713455515834795e-08,8.906762577476357e-09
2017,2.2137380512043947e-08,6.792150397672003e-09
2018,1.7812120944871168e-08,1.058401366549333e-08
2019,1.8367111997985575e-08,9.183556137770665e-09
