year,son_DET orge_NOUN,son_DET gorge_NOUN
1800,1.2576657582030748e-07,0.0
1801,1.1905912811194241e-07,0.0
1802,4.4756802708434407e-08,0.0
1803,4.6808139586573816e-08,0.0
1804,5.438072037122765e-08,0.0
1805,5.685755422035754e-09,0.0
1806,5.76333825108577e-09,0.0
1807,1.1387820464392462e-08,0.0
1808,4.758755522971114e-08,0.0
1809,1.581321384946932e-08,0.0
1810,2.106114038724627e-08,0.0
1811,3.259199621297171e-08,0.0
1812,8.00162469616339e-09,0.0
1813,1.7254449868886468e-08,0.0
1814,2.5173417128598885e-08,3.1466771410748606e-09
1815,0.0,0.0
1816,3.0128852301913867e-08,0.0
1817,2.0239354192597148e-08,0.0
1818,9.536941902865692e-09,0.0
1819,3.3123360054787554e-08,0.0
1820,1.1866481131050932e-08,0.0
1821,1.1833785507064931e-08,0.0
1822,6.015369535816717e-09,1.0025615893027862e-09
1823,1.087095569118901e-08,0.0
1824,6.736890156844311e-09,0.0
1825,1.584979791857677e-08,0.0
1826,9.688783109140786e-09,0.0
1827,6.452091305675367e-09,9.217273055917019e-10
1828,1.3758452155343548e-08,0.0
1829,1.2859763753869657e-08,0.0
1830,1.0436835395921662e-08,0.0
1831,1.7150327380477393e-08,0.0
1832,4.329590330698352e-08,0.0
1833,2.3167257001688313e-09,0.0
1834,1.0267984462686286e-08,0.0
1835,3.2521278114927554e-08,0.0
1836,6.048674894287842e-09,0.0
1837,5.566312633042969e-09,6.957890930081589e-10
1838,2.3354999711955315e-08,0.0
1839,1.2584655095793096e-08,6.9914751765765e-10
1840,1.4013314952876499e-08,0.0
1841,2.5682193260934127e-08,0.0
1842,2.6162233268678392e-08,0.0
1843,2.303695284533447e-08,0.0
1844,1.756339607084101e-08,0.0
1845,5.580227835366713e-09,0.0
1846,8.781752214304106e-09,0.0
1847,1.6718992412734224e-08,0.0
1848,2.494018724874536e-08,0.0
1849,3.854530916669319e-08,0.0
1850,1.3577992064028876e-08,0.0
1851,2.7087643239553927e-08,0.0
1852,2.278690836021724e-08,0.0
1853,1.1346670270029335e-08,0.0
1854,1.6626126253527218e-08,0.0
1855,1.5920811335945473e-08,0.0
1856,2.9509978460851016e-08,0.0
1857,1.2691923956253959e-08,0.0
1858,1.3702292411821304e-08,0.0
1859,1.5276520493046064e-08,0.0
1860,1.7393299245327398e-08,0.0
1861,2.169343282787395e-08,0.0
1862,1.400575744270327e-08,0.0
1863,3.995696662428827e-09,0.0
1864,1.2945765348604255e-08,0.0
1865,1.835669216632141e-08,0.0
1866,2.4814625021463144e-08,0.0
1867,9.7056229719783e-09,4.367530337390235e-09
1868,1.1361710683388537e-08,0.0
1869,1.12320943657096e-08,0.0
1870,1.490852596930381e-08,0.0
1871,6.37270636261178e-09,0.0
1872,1.1489944995446422e-08,0.0
1873,7.183205141814142e-09,0.0
1874,1.3741600746186577e-08,0.0
1875,5.149374260327022e-09,0.0
1876,5.441413541973361e-09,0.0
1877,3.401648840384297e-08,6.184815992682502e-10
1878,2.1740719446938783e-08,1.2078177347163432e-09
1879,2.7491964260661916e-08,0.0
1880,1.7328184442888528e-08,0.0
1881,1.8128519130300447e-08,0.0
1882,1.7969540522244642e-08,0.0
1883,1.895801765572358e-08,0.0
1884,1.0562715146988921e-08,0.0
1885,5.80107206715752e-09,0.0
1886,2.2587123282846733e-08,0.0
1887,1.3710741875172516e-08,0.0
1888,1.0779045211961602e-08,0.0
1889,1.566284169030041e-08,0.0
1890,1.0487018364813139e-08,0.0
1891,1.5935549768641977e-08,0.0
1892,1.3163876211308434e-08,0.0
1893,1.4164357797774585e-08,0.0
1894,1.3863386882917439e-08,0.0
1895,1.5648398132839247e-08,0.0
1896,1.828078954879686e-08,0.0
1897,2.0976168357833558e-08,0.0
1898,1.2448380992680086e-08,0.0
1899,6.633094074004475e-09,0.0
1900,1.2458527209879833e-08,0.0
1901,5.58873880507349e-09,0.0
1902,7.856454153909453e-09,0.0
1903,3.7801539676252105e-09,0.0
1904,1.2361637935498493e-08,0.0
1905,1.4450125540577119e-08,0.0
1906,1.2346042410626978e-08,0.0
1907,1.2342823652033985e-08,5.142843373384665e-10
1908,8.349361202419914e-09,0.0
1909,3.850688656825696e-09,0.0
1910,1.7635697346918278e-08,0.0
1911,7.980561100850991e-09,0.0
1912,9.897899999611326e-09,5.209421227725386e-10
1913,1.484837142129436e-08,0.0
1914,1.1384464038144415e-08,0.0
1915,4.712304768617059e-09,0.0
1916,7.69122365795738e-09,0.0
1917,2.0836205649743533e-08,0.0
1918,2.067547733020092e-08,0.0
1919,2.5781975665495338e-08,0.0
1920,2.7260034229925623e-08,3.028892692213958e-09
1921,3.7863738810983705e-09,0.0
1922,1.4018077365562931e-08,0.0
1923,5.307974060286824e-09,0.0
1924,1.0313299436681689e-08,0.0
1925,2.859526304632709e-08,0.0
1926,8.916910987366578e-09,0.0
1927,1.0034302277972529e-08,0.0
1928,1.3711249025050165e-08,0.0
1929,1.6710609784809094e-08,0.0
1930,1.1553964007759987e-08,0.0
1931,1.2545892325022123e-08,0.0
1932,1.3151444377967891e-08,0.0
1933,8.02946331646126e-09,0.0
1934,1.1981580172459871e-08,0.0
1935,1.9149255514605557e-08,0.0
1936,1.33371855781661e-08,0.0
1937,1.888667711114067e-08,0.0
1938,1.5558256905023882e-08,0.0
1939,3.058810094103137e-09,0.0
1940,1.7750480196809804e-08,0.0
1941,2.6563522936839945e-08,0.0
1942,3.6410540360520827e-08,0.0
1943,3.4838823381733164e-08,0.0
1944,1.927911696952833e-08,0.0
1945,1.5249527862692958e-08,0.0
1946,5.568441707737293e-09,0.0
1947,7.152522574216391e-09,0.0
1948,1.6307831529616124e-08,0.0
1949,1.47255123650325e-08,0.0
1950,6.381216888229346e-09,0.0
1951,1.2793682557799002e-08,0.0
1952,1.370824520563474e-08,0.0
1953,1.6160740301529586e-08,0.0
1954,1.4658803948464083e-08,0.0
1955,7.508486277174597e-09,0.0
1956,9.593255967388359e-09,0.0
1957,8.835037590415595e-09,0.0
1958,1.6544486669545222e-08,0.0
1959,1.007597205671118e-08,0.0
1960,8.997083078554624e-09,6.920833350854139e-10
1961,1.737039845295385e-08,0.0
1962,1.331810839388936e-08,0.0
1963,9.052474325699222e-09,0.0
1964,1.3384730601639916e-08,0.0
1965,1.0396882466068291e-08,0.0
1966,1.38476865529924e-08,0.0
1967,1.1832804958089582e-08,4.930335584241163e-10
1968,6.287982134978165e-09,0.0
1969,1.0446043141598693e-08,0.0
1970,7.3579600190498695e-09,0.0
1971,1.0790635052160269e-08,0.0
1972,1.539044092169206e-08,0.0
1973,1.2129048099218664e-08,0.0
1974,3.937900228123681e-09,0.0
1975,6.282628195464213e-09,0.0
1976,1.2569759455516305e-08,5.713526873840635e-10
1977,5.289103821581875e-09,5.876781838942691e-10
1978,7.128709622605811e-09,0.0
1979,9.948355028654987e-09,0.0
1980,1.3644362084619388e-08,0.0
1981,4.427884725544118e-09,0.0
1982,8.069752865935698e-09,0.0
1983,2.77873913878679e-08,0.0
1984,1.391762050051426e-08,0.0
1985,5.414002135495366e-09,0.0
1986,1.1389522214244607e-08,0.0
1987,9.166225667378569e-09,6.110816852533674e-10
1988,1.199310784016916e-08,0.0
1989,1.097624469093006e-08,0.0
1990,5.448650863826288e-09,0.0
1991,1.52398094144246e-08,0.0
1992,8.815910668147353e-09,0.0
1993,8.308811416668505e-09,0.0
1994,6.329911705904578e-09,0.0
1995,4.880205572987961e-09,0.0
1996,8.007138063703678e-09,0.0
1997,1.6782131240233866e-08,0.0
1998,1.0966696883940585e-08,9.536258449571733e-10
1999,4.113180906983871e-09,0.0
2000,6.185244316725402e-09,4.4180314962005696e-10
2001,4.381211837767296e-09,0.0
2002,8.762443215459825e-09,0.0
2003,1.0417307572119228e-08,8.333845835650777e-10
2004,7.928623979580607e-09,0.0
2005,5.854874363109275e-09,4.5037495954858286e-10
2006,1.3589036562677848e-08,0.0
2007,9.18730247434496e-09,0.0
2008,1.1920831433087642e-08,0.0
2009,2.860915504498962e-09,0.0
2010,3.3066551718974324e-09,0.0
2011,6.118355155848576e-09,3.82397197240536e-10
2012,9.19148224198807e-09,0.0
2013,5.578249862026041e-09,2.789125042035323e-10
2014,5.8467021918362505e-09,0.0
2015,1.10828768384863e-08,0.0
2016,1.4499380501797887e-08,6.214020409345267e-10
2017,9.056200817036952e-09,2.515611330355938e-10
2018,8.518840133309169e-09,5.162933414126769e-10
2019,9.693753078021672e-09,2.55098775436835e-10
