year,en_ADP ans_NOUN,en_ADP gant_NOUN
1936,2.667437160042141e-08,9.699771208460106e-09
1937,1.6368453148452033e-08,2.5182236296217297e-09
1938,4.926781471681352e-08,1.2965214457594243e-09
1939,2.2941075705773528e-08,1.5294050470515685e-09
1940,2.7893612752905028e-08,2.5357829169792012e-09
1941,6.493305493293633e-08,0.0
1942,1.517105907566929e-08,3.034211770724937e-09
1943,2.6129116648121453e-08,0.0
1944,2.5705489292704442e-08,0.0
1945,2.6142048081823077e-08,0.0
1946,2.645009899993056e-08,1.3921104269343232e-09
1947,2.7418003201162833e-08,1.1920870957027319e-09
1948,1.1959077061973744e-08,2.174377566888097e-09
1949,2.552422173618396e-08,2.945102384188658e-09
1950,2.339779547888554e-08,3.190608444114673e-09
1951,2.345508343104541e-08,0.0
1952,2.741649052229178e-08,1.0544803918932644e-09
1953,2.5857185836919427e-08,3.232148326759443e-09
1954,1.3681550781186047e-08,2.9317608341017376e-09
1955,1.5016972554349195e-08,2.815682353940474e-09
1956,1.3953826982771034e-08,8.72114158667614e-10
1957,1.855357895097498e-08,1.7670075402875796e-09
1958,2.2335056470978998e-08,4.1361216673863055e-09
1959,1.9376869220266713e-08,1.5501495642666896e-09
1960,1.3841666590685975e-08,2.076250060767393e-09
1961,2.0149661827950638e-08,0.0
1962,8.87873902177816e-09,1.9025869768540815e-09
1963,2.069137072790994e-08,6.466053248388448e-10
1964,2.737785814721505e-08,3.041984220075733e-09
1965,3.1190647065137966e-08,5.472043373977442e-10
1966,2.3818021666066613e-08,4.985167390003653e-09
1967,3.3526280418527676e-08,6.902469928959931e-09
1968,3.1439911063468884e-08,2.245707841908029e-09
1969,1.9529559247555284e-08,4.5417578031781147e-10
1970,2.7132478319646935e-08,2.7592350626548523e-09
1971,2.6205827285963323e-08,1.0276794970565106e-09
1972,3.231992518060167e-08,2.0520587451500205e-09
1973,3.087394190304238e-08,1.102640756478479e-09
1974,2.418995898034737e-08,2.2502286700643026e-09
1975,2.1703624231150798e-08,1.1422960355389478e-09
1976,1.199840671262109e-08,2.856763492431469e-09
1977,2.056873571465445e-08,2.938390863960194e-09
1978,2.6732660640682582e-08,7.72276909088987e-09
1979,1.5215130599877114e-08,1.1703946700691858e-09
1980,1.9898026615283726e-08,1.1370301367108482e-09
1981,2.3404533255888538e-08,3.1627747087981106e-09
1982,1.3035755141999061e-08,6.207502289967692e-10
1983,1.7682884045910896e-08,3.157658134966823e-09
1984,2.2036232061317662e-08,2.8995041922996734e-09
1985,2.0452897042666507e-08,6.015558051686298e-10
1986,2.2779044428489215e-08,0.0
1987,3.727598285596656e-08,1.8332451112712533e-09
1988,4.2575532321897924e-08,1.1993107618124554e-09
1989,1.7013179198777095e-08,2.1952488715726304e-09
1990,4.685839771756406e-08,0.0
1991,1.69982495301646e-08,5.861465202094962e-10
1992,3.361065836759991e-08,2.2039776670368383e-09
1993,1.606370203521834e-08,1.1078414852150331e-09
1994,1.8989735672825248e-08,2.1099705871385765e-09
1995,2.60277633890027e-08,2.168980273165033e-09
1996,2.829188883168854e-08,5.871901409548741e-09
1997,2.733089898843133e-08,1.438468344439059e-09
1998,2.9085588382216088e-08,9.536258449571733e-10
1999,2.1479946238356362e-08,2.285100553223174e-09
2000,1.8555731395863972e-08,2.2090156370779823e-09
2001,1.7962967807649832e-08,2.190605918883648e-09
2002,2.0591740479414256e-08,3.066854992184176e-09
2003,2.2501383034612132e-08,3.333538334260311e-09
2004,3.479785087856513e-08,2.642874807889939e-09
2005,2.3869873078119497e-08,3.1526248278623825e-09
2006,1.7295138099449048e-08,4.529679020759403e-09
2007,5.951774256773845e-08,5.192823504529542e-09
2008,2.2138686828210297e-08,7.2376473703172906e-09
2009,1.4781396995289242e-08,6.198650481792356e-09
2010,8.030448139795254e-09,4.723792912386671e-09
2011,6.500752353089112e-09,5.353560705856353e-09
2012,6.468080182564506e-09,7.829781267787439e-09
2013,6.972812660599459e-09,2.5102124823206395e-09
2014,2.165445156521173e-09,2.815078836704288e-09
2015,4.876465897751814e-09,1.5516027351836215e-09
2016,4.556948124401217e-09,3.935546111222266e-09
2017,1.4590545660553289e-08,6.289028520178874e-09
2018,1.032586693927584e-08,4.130346731301415e-09
2019,1.989770437305083e-08,5.3570743396846865e-09
