year,en_ADP airs_NOUN,en_ADP guerres_NOUN
1800,0.0,5.345079756580162e-08
1801,2.3811825844433088e-09,1.4287095950749062e-07
1802,0.0,1.5217312920867698e-07
1803,7.801356671777171e-09,7.021220937986072e-08
1804,2.4718509905596875e-08,3.460591457837836e-08
1805,3.1271653710973624e-08,1.051864728651708e-07
1806,4.3225035994964855e-08,1.0374009207225754e-07
1807,1.4234775136401367e-08,4.555128185756985e-08
1808,2.2660739951163578e-09,4.305540457494317e-08
1809,2.259030518203531e-09,3.6144488291256494e-08
1810,9.360507036149102e-09,4.680253340438867e-08
1811,1.2535384286138651e-08,1.0529722516139373e-07
1812,2.9339290108509886e-08,5.867858021701977e-08
1813,4.3136125782439194e-08,2.8757416004054903e-08
1814,0.0,7.237357380063258e-08
1815,3.506390555685357e-08,1.1328339155625144e-07
1816,1.228330006597389e-07,9.965696534663948e-08
1817,6.227493631882908e-09,1.401186011662503e-07
1818,5.960588467246453e-09,1.1682753608965868e-07
1819,0.0,9.212434548544479e-08
1820,2.0173018810965004e-08,1.3646453567162098e-07
1821,1.676452932031225e-08,1.1044866710108181e-07
1822,1.0025615893027862e-09,8.421517350143404e-08
1823,1.2847492847356534e-08,1.4824030358795426e-07
1824,1.7684335773537896e-08,1.6000113589598186e-07
1825,4.4027217427355936e-09,1.3384273245264922e-07
1826,7.0463874735082754e-09,8.631824499616414e-08
1827,5.530363722527909e-09,6.452091128039683e-08
1828,1.0089530988466322e-08,7.429564163885516e-08
1829,1.7146351893870815e-08,1.2002446680980938e-07
1830,1.982998831806526e-08,9.601888706356476e-08
1831,0.0,1.216114071667107e-07
1832,2.976593194148336e-08,5.141388470519814e-08
1833,2.085053074640797e-08,4.6334513115198206e-08
1834,1.8669061851994684e-09,9.054495109239724e-08
1835,6.050470346963266e-09,1.0739584865859797e-07
1836,1.1425274948351216e-08,1.6264215219052858e-07
1837,2.5048407792382932e-08,1.3289572109442815e-07
1838,2.1461350030449466e-08,1.312929640562288e-07
1839,5.2436064379435265e-08,1.3143973376372742e-07
1840,7.0066574764382494e-09,1.0000411521104979e-07
1841,1.733548060656176e-08,7.76886395215115e-08
1842,6.708265054555795e-09,7.982835370512475e-08
1843,1.3585895075607368e-08,1.0809647221776686e-07
1844,1.0977122322231025e-08,1.0757580071185657e-07
1845,5.580227835366713e-09,7.365900955846882e-08
1846,9.952652035849496e-09,9.659927258098833e-08
1847,9.168480197274675e-09,7.442648808364538e-08
1848,2.735375304041554e-08,1.1182858372649207e-07
1849,6.703531951757213e-09,2.5976186535103807e-08
1850,2.0366988096043315e-09,1.2559642925680237e-07
1851,3.8696632564949596e-09,8.384270699934859e-08
1852,5.859490670445666e-09,7.682443481371592e-08
1853,1.1943863675867306e-09,1.009256465067665e-07
1854,7.27393034694046e-09,8.261106643203675e-08
1855,1.2736649068756378e-08,6.209116065747367e-08
1856,1.0872097000458325e-08,7.196292983735475e-08
1857,7.322263684272912e-09,7.810414359710194e-08
1858,2.4468379322684086e-08,7.683071601150004e-08
1859,1.3748867822016564e-08,1.0184346876940253e-07
1860,1.373155189554609e-08,6.408057373619158e-08
1861,1.2733101684148096e-08,7.592701933845092e-08
1862,1.0843167252971853e-08,7.816116465164669e-08
1863,9.489779628779615e-09,9.639618525625337e-08
1864,1.3904711160250827e-08,9.205877660178885e-08
1865,7.530950973944073e-09,8.895936076669386e-08
1866,1.0704348518686402e-08,4.4277076227672296e-08
1867,2.426405742994575e-08,9.414453927547584e-08
1868,1.1855697756857353e-08,8.298988518617989e-08
1869,1.5627261262807224e-08,6.934597251984087e-08
1870,8.027668307875047e-09,8.429051945313404e-08
1871,6.37270636261178e-09,6.160282595146782e-08
1872,1.269941263259966e-08,9.917636134559871e-08
1873,1.496501056408306e-08,6.764184945495799e-08
1874,3.5847653734322193e-09,5.735624597491551e-08
1875,6.293679799540541e-09,6.179249112392426e-08
1876,2.0556450763820067e-08,7.678438862512849e-08
1877,7.421779191219002e-09,5.257093604882357e-08
1878,2.8383716710322915e-08,7.971596716060958e-08
1879,5.498392852132383e-09,9.347267848625052e-08
1880,1.2193908105473383e-08,5.711883233061599e-08
1881,2.022027217885025e-08,3.486253774553916e-08
1882,9.983077475794744e-09,6.455723422504889e-08
1883,7.583206784733676e-09,5.561018312505439e-08
1884,1.9805090900604227e-08,4.5551708183211304e-08
1885,1.6114089618213256e-08,5.736615804607936e-08
1886,1.5488312854472497e-08,6.195325141788999e-08
1887,1.8933882017790893e-08,5.092561039532484e-08
1888,6.974675947901687e-09,7.101488108673948e-08
1889,8.771191772893872e-09,8.896493852716958e-08
1890,1.1797895993481688e-08,5.309053108248918e-08
1891,1.1473596073230397e-08,4.461954006274027e-08
1892,1.0656471260972467e-08,4.387958796314706e-08
1893,2.3401982574000613e-08,6.959010789842068e-08
1894,9.452309157609307e-09,4.222031435574536e-08
1895,9.027921299420427e-09,4.4537745935713247e-08
1896,1.4152869098893461e-08,5.012474701970859e-08
1897,1.6897470089816125e-08,5.010973680441566e-08
1898,5.6583546736987955e-09,3.847681284696591e-08
1899,1.1055156790007459e-08,4.753717419703207e-08
1900,6.748368974740515e-09,4.775768758236154e-08
1901,2.235495566438317e-09,7.488910114261671e-08
1902,8.838511256215043e-09,2.7497589982772297e-08
1903,1.1880484596105134e-08,5.130209146386733e-08
1904,1.2361637935498493e-08,4.08471514390385e-08
1905,4.644683138099737e-09,6.657379003627284e-08
1906,2.0576738091193647e-09,4.0639058340730116e-08
1907,8.742833790265081e-09,4.011417686911045e-08
1908,2.1118972570732808e-08,4.9605031193777904e-08
1909,9.351672325408344e-09,3.795678793494517e-08
1910,1.2825961404061559e-08,4.221879024157715e-08
1911,1.702519769608557e-08,2.3409645777405785e-08
1912,6.772247651554153e-09,4.0112542620818203e-08
1913,5.833288518886093e-09,2.5454351515463713e-08
1914,7.36641797560722e-09,3.080502253283157e-08
1915,2.3561523843085297e-09,3.062998032987707e-08
1916,1.0987462051303964e-09,5.383856560570166e-08
1917,2.1932848870420685e-09,4.0575770299255964e-08
1918,1.4932289182922887e-08,4.5945505178224266e-08
1919,1.289098744416961e-08,3.775218004875569e-08
1920,1.2872794385998532e-08,6.057785384427916e-08
1921,2.2718242898012164e-08,3.862101038976107e-08
1922,2.1396012073182646e-08,4.721878710256533e-08
1923,1.9108707505210987e-08,4.352538596208433e-08
1924,2.9650736976805092e-08,6.445812061883771e-08
1925,2.3096173862313663e-08,4.179307566687385e-08
1926,1.8948435376309192e-08,4.56991671171636e-08
1927,2.0068604777989663e-08,5.4631200896437804e-08
1928,6.8556245125250825e-09,3.6563331917705e-08
1929,1.2254447234738564e-08,3.230717737778832e-08
1930,1.68057662230936e-08,3.886333388436469e-08
1931,7.983749661377715e-09,5.1324104077821175e-08
1932,5.4797681947604815e-09,5.150982218538047e-08
1933,1.605892663292252e-08,5.850037609889114e-08
1934,2.3963160344919743e-09,4.4331848414458364e-08
1935,4.787313656606784e-09,3.949533677882755e-08
1936,1.2124714565686645e-08,4.9711328387047615e-08
1937,3.777335333410292e-09,5.288269733227935e-08
1938,1.0372171566075394e-08,6.093650739558143e-08
1939,0.0,6.72938256229827e-08
1940,2.5357829169792012e-09,6.846613587185857e-08
1941,0.0,5.312704587367989e-08
1942,6.068423541449874e-09,6.978687139280737e-08
1943,2.0322646676618206e-08,8.129058670647282e-08
1944,6.4263723231761105e-09,3.534504600111177e-08
1945,1.5249527862692958e-08,6.099811145077183e-08
1946,1.3921104269343232e-08,4.872386583087973e-08
1947,7.152522574216391e-09,7.867775053682635e-08
1948,1.6307831529616124e-08,6.84928949112873e-08
1949,8.835307596655184e-09,6.282885323116716e-08
1950,7.444753036267571e-09,6.274863295629984e-08
1951,1.3859821956785368e-08,6.716683031982029e-08
1952,1.0544803696888039e-08,2.6362009464264702e-08
1953,5.386913581872932e-09,4.740483916521043e-08
1954,7.818028890937967e-09,5.570345606997762e-08
1955,1.2201290200408721e-08,4.786659957289885e-08
1956,1.744228317335228e-09,3.401245152190313e-08
1957,8.835037590415595e-09,4.4175187952077977e-08
1958,1.1581141212690937e-08,4.6324561964183886e-08
1959,5.425523585955716e-09,6.355612924835441e-08
1960,2.2838749558218296e-08,5.329041741219953e-08
1961,4.863711378089164e-09,6.600751589758147e-08
1962,8.244543714397423e-09,6.024858834052793e-08
1963,1.6165133231993423e-08,3.556329275511416e-08
1964,6.083968384640315e-09,6.266487417860844e-08
1965,1.2038495811328431e-08,4.268193976031398e-08
1966,6.092982229866095e-09,5.81602854765606e-08
1967,1.5284040255636455e-08,6.015009290649687e-08
1968,1.5719955531734442e-08,6.018497344939533e-08
1969,8.629339798282842e-09,5.04135115875215e-08
1970,1.6095537708205043e-08,5.104584843707016e-08
1971,9.762954888969944e-09,5.857773288653334e-08
1972,2.3598676068825597e-08,4.771036543615992e-08
1973,9.372446541089374e-09,3.3630541906859435e-08
1974,9.563471792262135e-09,5.6818272753389465e-08
1975,3.4268881066168433e-09,3.4268879289811593e-08
1976,6.8562320265641574e-09,4.627956684544188e-08
1977,7.639816335114347e-09,4.348818549715361e-08
1978,1.1287123569125868e-08,5.8217796805593025e-08
1979,1.1118749476679568e-08,5.676414005506558e-08
1980,6.253665585376211e-09,4.60497204812782e-08
1981,1.2018544381930951e-08,3.352541355639005e-08
1982,7.449002747961231e-09,4.6556266397601576e-08
1983,1.2630632317822688e-08,5.1785590926556324e-08
1984,1.0438215292118969e-08,4.9871474061546905e-08
1985,7.82022557821449e-09,4.8726018775369084e-08
1986,8.392279760016663e-09,4.1961399688261736e-08
1987,1.2221634038134255e-08,4.5831125561335284e-08
1988,1.4991384134077634e-08,4.3774843305754985e-08
1989,4.939309850016116e-09,4.774666351181622e-08
1990,8.717841171179685e-09,4.7403261760337045e-08
1991,1.1722930182145319e-08,7.03375846455856e-08
1992,7.713921945651236e-09,6.611932690248068e-08
1993,8.862731548653358e-09,4.819110444032049e-08
1994,7.912389743403025e-09,5.644171352514604e-08
1995,1.3556126887692699e-08,6.127369545083639e-08
1996,4.270473752399084e-09,5.17794944698835e-08
1997,1.054876808126437e-08,5.849771156363204e-08
1998,7.629006981701991e-09,5.4833485307881347e-08
1999,1.2339543165040823e-08,8.272063922731832e-08
2000,1.192868470667463e-08,7.245571964631381e-08
2001,7.0099388516098315e-09,5.87082382708104e-08
2002,1.0076809608960957e-08,6.352771464435136e-08
2003,1.2500768864498468e-08,6.917092321145901e-08
2004,1.4535811221350059e-08,9.954828072977762e-08
2005,1.1259373877692269e-08,8.241861593205613e-08
2006,1.070651389767363e-08,7.576917226970181e-08
2007,1.358123019601365e-08,7.509621724466342e-08
2008,1.021785517307805e-08,8.557453412549876e-08
2009,3.337734755248789e-09,7.86751783721229e-08
2010,8.9752067999882e-09,8.124924022467894e-08
2011,2.2943831279320648e-09,5.965396354667973e-08
2012,4.425528637996834e-09,5.8893572685292384e-08
2013,6.693900156395927e-09,5.6619239074962024e-08
2014,4.547434789836657e-09,5.954974113819844e-08
2015,6.871383573248124e-09,5.2976151465600196e-08
2016,4.349813981230355e-09,5.9447458511385776e-08
2017,4.024978267347379e-09,5.6601255238319936e-08
2018,1.8070267504555204e-09,5.524338675400031e-08
2019,7.652963041060445e-09,5.1274852808091964e-08
