year,en_ADP air_NOUN,en_ADP guerre_NOUN
1893,1.422594238520425e-07,3.9838796510593966e-06
1894,1.9282710761459043e-07,3.971229943999788e-06
1895,1.0352017021375559e-07,3.853718681057217e-06
1896,7.194375445385148e-08,4.4941257328900974e-06
1897,1.1070755412401212e-07,3.6195544907968724e-06
1898,1.9181822974445595e-07,4.12776989833219e-06
1899,1.0060192678906787e-07,3.901917807525024e-06
1900,1.3496738171525635e-07,3.7583224639092805e-06
1901,1.279821263411307e-07,3.5600266983237816e-06
1902,2.533706344731712e-07,2.989871745739947e-06
1903,1.3608554705335507e-07,3.2860341434570728e-06
1904,1.4135264425618743e-07,3.4832946766982786e-06
1905,1.475977098319703e-07,3.384941919648554e-06
1906,2.052529679552606e-07,3.4306567613384686e-06
1907,2.2062798410438234e-07,3.009077545357286e-06
1908,2.3329098763902323e-07,3.0760029403609224e-06
1909,3.15206349466024e-07,2.945226697192993e-06
1910,3.6340225884057276e-07,3.0440282898780424e-06
1911,3.9902805815117404e-07,3.081028580709244e-06
1912,4.625965921434272e-07,3.5179220958525548e-06
1913,5.09087001221431e-07,3.363156110935961e-06
1914,3.0202313938687553e-07,4.611377789842663e-06
1915,1.8377989163820274e-07,1.2102376786060631e-05
1916,1.50528225217883e-07,1.4549596926372033e-05
1917,1.381769423325352e-07,1.4469100278802216e-05
1918,2.6303800471083605e-07,1.4848438695480581e-05
1919,2.642652502382603e-07,1.0486818609933835e-05
1920,2.854731246948461e-07,7.250411727000028e-06
1921,2.6504616346123555e-07,6.108178240538109e-06
1922,2.751969887526684e-07,6.2638673625770025e-06
1923,2.558443532585386e-07,5.401394446380436e-06
1924,2.2947091282699006e-07,5.143758244230412e-06
1925,3.277457034656095e-07,4.727016857941635e-06
1926,2.920288224572687e-07,5.339000381354708e-06
1927,2.129501930347999e-07,5.1197239372413605e-06
1928,2.31948637186008e-07,4.981754045729758e-06
1929,2.551153110985638e-07,4.88284013044904e-06
1930,2.468346705919444e-07,4.636290668713627e-06
1931,4.573547949249246e-07,4.787968919117702e-06
1932,3.9563927378694075e-07,4.730135970021365e-06
1933,3.8082598163846626e-07,5.220298589847516e-06
1934,3.774197683270586e-07,4.536226242635166e-06
1935,5.732808050495919e-07,3.840622412099037e-06
1936,4.692264652383926e-07,4.076328877999913e-06
1937,4.293571240765459e-07,4.209210601402447e-06
1938,4.2914859399445504e-07,5.311848326527979e-06
1939,4.909389987872714e-07,6.2720901041757315e-06
1940,6.187310546135194e-07,7.985180673131254e-06
1941,4.574829119974311e-07,6.80321363688563e-06
1942,4.247896423503761e-07,7.41257917979965e-06
1943,9.929064368474627e-07,7.705186362727545e-06
1944,4.6269882147953467e-07,8.042605259106494e-06
1945,9.389352637612092e-07,1.2123375199735165e-05
1946,4.134568101221703e-07,7.987930075614713e-06
1947,5.161737379744125e-07,7.629357241967227e-06
1948,4.435730192042797e-07,6.173057954583783e-06
1949,4.7317980900185574e-07,5.276641786622349e-06
1950,5.221962715573625e-07,5.613344001176301e-06
1951,4.659032604159563e-07,5.352023890736746e-06
1952,5.388395063476992e-07,4.622841970558511e-06
1953,5.289949411846351e-07,4.898859515378717e-06
1954,6.74304979852991e-07,4.541297585092252e-06
1955,5.406109884198429e-07,4.4168668864585925e-06
1956,5.843164938568179e-07,3.940211627195822e-06
1957,5.009466179650701e-07,4.453742349141976e-06
1958,6.444077458311881e-07,4.234561401972314e-06
1959,4.7512084933032384e-07,4.355145392764825e-06
1960,5.294437523950535e-07,4.36981417806237e-06
1961,4.3703921681625957e-07,4.348158199718455e-06
1962,4.7564672556177356e-07,4.734904450742761e-06
1963,4.4615768057809646e-07,4.941357929055812e-06
1964,4.7637472228023725e-07,5.0472599468776025e-06
1965,4.5801002546141945e-07,4.465734491532203e-06
1966,5.383980679063427e-07,5.01175463796244e-06
1967,5.166991521310393e-07,5.675309239450144e-06
1968,4.051256959902716e-07,5.3465814744413365e-06
1969,4.514507359054676e-07,5.6145208873203956e-06
1970,3.7893495408169997e-07,4.719671323982766e-06
1971,4.3933299265219716e-07,4.66309575131163e-06
1972,3.729616903092037e-07,4.781296865985496e-06
1973,4.1018235097389777e-07,4.385202373669017e-06
1974,4.0672883683257055e-07,4.275997071090387e-06
1975,4.1065541767082436e-07,4.3093118620163295e-06
1976,4.079458255645818e-07,4.743370027426863e-06
1977,4.01384201875743e-07,4.219529273541411e-06
1978,3.386137139571588e-07,4.344948592915898e-06
1979,3.440960313350061e-07,4.821441052627051e-06
1980,3.2234804003827833e-07,4.469096893444657e-06
1981,2.859148393596911e-07,4.183718374406453e-06
1982,3.0478835211233957e-07,4.424707640282577e-06
1983,2.7345319608684804e-07,4.588076990330592e-06
1984,2.52836773739773e-07,4.609051757142879e-06
1985,3.0739501566401373e-07,4.574832018988673e-06
1986,2.673540528963514e-07,4.774607532453956e-06
1987,3.611492629396196e-07,4.331347099650884e-06
1988,2.5065594289053195e-07,4.815832198801218e-06
1989,1.909866496063728e-07,4.961811100656632e-06
1990,2.2557414969259781e-07,5.3925300562696066e-06
1991,2.3035557727979494e-07,5.659244834532728e-06
1992,1.630943504693505e-07,5.172735654923599e-06
1993,2.2046045700108152e-07,4.713865564553998e-06
1994,1.524453796530878e-07,5.071841769677121e-06
1995,2.125600774283143e-07,5.529273039428517e-06
1996,2.0605035411236372e-07,5.382932158681797e-06
1997,1.0980308384755944e-07,5.9240919654257596e-06
1998,1.316003657159115e-07,5.462368790176697e-06
1999,1.6955446535682483e-07,5.737887477152981e-06
2000,1.9483518709506598e-07,5.472615612234222e-06
2001,1.296838689768265e-07,5.6640305956534576e-06
2002,1.305603966050839e-07,6.206876605574507e-06
2003,1.5042591949843143e-07,6.676660632365383e-06
2004,1.700249482594618e-07,6.9736656769237015e-06
2005,1.5763123639711552e-07,5.926483936491422e-06
2006,2.2442499875152677e-07,6.633920747844968e-06
2007,1.6417310089167358e-07,6.487034625024535e-06
2008,1.4092124867026712e-07,6.6339425757178105e-06
2009,2.5891284249901503e-07,6.301643225015141e-06
2010,2.116259318896141e-07,6.111643415351864e-06
2011,2.2255517517777434e-07,5.345148110791342e-06
2012,2.291062098924712e-07,5.428080839919858e-06
2013,1.5284404897286663e-07,6.024230970069766e-06
2014,1.4768336260850834e-07,6.573858627234586e-06
2015,2.0569820136095984e-07,5.8103091760131065e-06
2016,1.6715714334925025e-07,5.5472555686719716e-06
2017,1.4439609019589739e-07,5.830935606354615e-06
2018,1.3449441449431276e-07,5.616755061055301e-06
2019,1.9004859225235649e-07,5.522633273358224e-06
